match_id,season_id,round,start_timestamp,home_team,home_team_id,away_team,away_team_id,home_score,away_score,home_ht,away_ht,winner_code,status,status_code
7131899,11927,1,1471632300,Adanaspor,3069,Bursaspor,3055,1,2,1,0,2,Ended,100
7131902,11927,1,1471710600,Trabzonspor,3051,Kasımpaşa,6063,2,0,1,0,1,Ended,100
7131904,11927,1,1471710600,Çaykur Rizespor,3064,Konyaspor,3085,1,1,0,0,3,Ended,100
7131898,11927,1,1471718700,Beşiktaş JK,3050,Alanyaspor,6362,4,1,2,0,1,Ended,100
7131897,11927,1,1471797000,Gençlerbirliği,7802,Gaziantepspor,3060,2,0,1,0,1,Ended,100
7131905,11927,1,1471797000,Kayserispor,3072,Akhisarspor,24748,0,2,0,0,2,Ended,100
7131903,11927,1,1471805100,Antalyaspor,3056,Sincan Belediyesi Ankaraspor,3057,0,0,0,0,3,Ended,100
7131900,11927,1,1471805100,Başakşehir FK,3086,Fenerbahçe,3052,1,0,1,0,1,Ended,100
7131901,11927,1,1471891500,Galatasaray,3061,Karabükspor,7027,1,0,0,0,1,Ended,100
7133409,11927,2,1472237100,Alanyaspor,6362,Antalyaspor,3056,2,1,0,1,1,Ended,100
7133410,11927,2,1472237100,Konyaspor,3085,Beşiktaş JK,3050,2,2,1,1,3,Ended,100
7133411,11927,2,1472315400,Kasımpaşa,6063,Adanaspor,3069,1,1,1,0,3,Ended,100
7133403,11927,2,1472323500,Akhisarspor,24748,Galatasaray,3061,1,3,1,1,2,Ended,100
7133407,11927,2,1472323500,Gaziantepspor,3060,Trabzonspor,3051,1,0,0,0,1,Ended,100
7133412,11927,2,1472401800,Bursaspor,3055,Başakşehir FK,3086,0,2,0,1,2,Ended,100
7133408,11927,2,1472401800,Karabükspor,7027,Çaykur Rizespor,3064,3,0,1,0,1,Ended,100
7133406,11927,2,1472409900,Fenerbahçe,3052,Kayserispor,3072,3,3,2,2,3,Ended,100
7133405,11927,2,1472409900,Sincan Belediyesi Ankaraspor,3057,Gençlerbirliği,7802,2,2,2,1,3,Ended,100
7133421,11927,3,1473516000,Başakşehir FK,3086,Kasımpaşa,6063,3,1,0,1,1,Ended,100
7133422,11927,3,1473523200,Kayserispor,3072,Galatasaray,3061,1,1,1,1,3,Ended,100
7133420,11927,3,1473526800,Adanaspor,3069,Gaziantepspor,3060,0,0,0,0,3,Ended,100
7133419,11927,3,1473526800,Gençlerbirliği,7802,Alanyaspor,6362,0,0,0,0,3,Ended,100
7133416,11927,3,1473531300,Beşiktaş JK,3050,Karabükspor,7027,3,1,2,0,1,Ended,100
7133417,11927,3,1473602400,Trabzonspor,3051,Sincan Belediyesi Ankaraspor,3057,0,2,0,1,2,Ended,100
7133423,11927,3,1473602400,Çaykur Rizespor,3064,Akhisarspor,24748,1,0,0,0,1,Ended,100
7133424,11927,3,1473613200,Antalyaspor,3056,Konyaspor,3085,1,3,0,0,2,Ended,100
7133418,11927,3,1473613200,Fenerbahçe,3052,Bursaspor,3055,0,1,0,1,2,Ended,100
7133476,11927,4,1474041600,Karabükspor,7027,Antalyaspor,3056,3,2,0,0,1,Ended,100
7133470,11927,4,1474045200,Bursaspor,3055,Kayserispor,3072,3,1,1,1,1,Ended,100
7133474,11927,4,1474124400,Alanyaspor,6362,Trabzonspor,3051,3,0,0,0,1,Ended,100
7133469,11927,4,1474133400,Galatasaray,3061,Çaykur Rizespor,3064,2,0,1,0,1,Ended,100
7133473,11927,4,1474207200,Konyaspor,3085,Gençlerbirliği,7802,1,1,0,1,3,Ended,100
7133472,11927,4,1474207200,Sincan Belediyesi Ankaraspor,3057,Adanaspor,3069,1,0,0,0,1,Ended,100
7133477,11927,4,1474216200,Gaziantepspor,3060,Başakşehir FK,3086,0,1,0,0,2,Ended,100
7133471,11927,4,1474218000,Akhisarspor,24748,Beşiktaş JK,3050,0,2,0,2,2,Ended,100
7133475,11927,4,1474304400,Kasımpaşa,6063,Fenerbahçe,3052,1,5,0,3,2,Ended,100
7133478,11927,5,1474650000,Antalyaspor,3056,Akhisarspor,24748,0,0,0,0,3,Ended,100
7133485,11927,5,1474713000,Başakşehir FK,3086,Sincan Belediyesi Ankaraspor,3057,2,2,0,1,3,Ended,100
7133479,11927,5,1474722000,Trabzonspor,3051,Konyaspor,3085,1,0,0,0,1,Ended,100
7133487,11927,5,1474736400,Beşiktaş JK,3050,Galatasaray,3061,2,2,0,2,3,Ended,100
7133480,11927,5,1474799400,Kayserispor,3072,Çaykur Rizespor,3064,2,1,2,0,1,Ended,100
7133484,11927,5,1474808400,Bursaspor,3055,Kasımpaşa,6063,1,0,0,0,1,Ended,100
7133486,11927,5,1474819200,Fenerbahçe,3052,Gaziantepspor,3060,2,1,1,0,1,Ended,100
7133483,11927,5,1474819200,Gençlerbirliği,7802,Karabükspor,7027,2,0,0,0,1,Ended,100
7133481,11927,5,1474909200,Adanaspor,3069,Alanyaspor,6362,3,2,2,1,1,Ended,100
7133492,11927,6,1475254800,Akhisarspor,24748,Gençlerbirliği,7802,0,0,0,0,3,Ended,100
7133503,11927,6,1475326800,Karabükspor,7027,Trabzonspor,3051,4,0,0,0,1,Ended,100
7133493,11927,6,1475326800,Kasımpaşa,6063,Kayserispor,3072,3,1,0,1,1,Ended,100
7133482,11927,6,1475337600,Gaziantepspor,3060,Bursaspor,3055,3,2,1,1,1,Ended,100
7133488,11927,6,1475337600,Çaykur Rizespor,3064,Beşiktaş JK,3050,0,1,0,0,2,Ended,100
7133491,11927,6,1475413200,Alanyaspor,6362,Başakşehir FK,3086,0,5,0,1,2,Ended,100
7133495,11927,6,1475413200,Galatasaray,3061,Antalyaspor,3056,3,1,0,1,1,Ended,100
7133494,11927,6,1475424000,Konyaspor,3085,Adanaspor,3069,1,0,0,0,1,Ended,100
7133504,11927,6,1475424000,Sincan Belediyesi Ankaraspor,3057,Fenerbahçe,3052,1,1,1,0,3,Ended,100
7133501,11927,7,1476529200,Kasımpaşa,6063,Gaziantepspor,3060,0,0,0,0,3,Ended,100
7133502,11927,7,1476540000,Kayserispor,3072,Beşiktaş JK,3050,0,1,0,0,2,Ended,100
7133499,11927,7,1476549000,Adanaspor,3069,Karabükspor,7027,1,2,0,2,2,Ended,100
7133489,11927,7,1476550800,Gençlerbirliği,7802,Galatasaray,3061,0,1,0,1,2,Ended,100
7133490,11927,7,1476613800,Başakşehir FK,3086,Konyaspor,3085,1,1,0,0,3,Ended,100
