match_id,home_ballpossession,away_ballpossession,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_duelwonpercent,away_duelwonpercent,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_goalkicks,away_goalkicks,home_accuratethroughball,away_accuratethroughball,home_redcards,away_redcards
7133496,43,57,14,25,9,2,3,4,19,21,305,419,19,17,4,3,2,9,0,0,7,11,5,5,4,10,10,15,1,2,218,332,27,16,48,52,42,48,16,15,12,13,0,1,,
7133497,51,49,12,7,4,3,10,5,16,12,421,409,12,15,5,7,4,5,0,0,6,2,2,0,7,2,5,5,3,3,327,324,20,15,54,46,54,50,19,11,5,8,,,0,1
7133500,60,40,28,7,4,10,8,1,18,22,473,323,22,17,4,3,11,4,0,0,12,3,5,0,16,5,12,2,1,0,362,207,24,32,54,46,50,41,23,21,4,9,,,1,0
7133498,59,41,10,10,3,2,5,3,17,21,476,324,21,16,3,3,3,4,0,0,4,2,3,4,5,5,5,5,2,0,384,250,28,17,51,49,52,46,15,19,5,7,,,,
7133525,40,60,14,16,6,3,5,7,23,19,273,390,17,18,1,7,5,7,0,0,6,7,3,2,10,8,4,8,1,1,196,316,16,24,53,47,40,38,12,9,8,11,,,,
7133512,56,44,13,7,0,5,6,4,14,18,338,260,17,14,1,1,6,2,0,1,5,5,2,0,6,6,7,1,1,2,234,167,33,29,50,50,41,43,19,17,6,12,1,0,,
7133511,59,41,19,13,4,6,8,4,10,15,501,349,14,9,,,6,5,0,1,11,7,2,1,8,7,11,6,2,0,422,264,28,24,53,47,45,47,15,6,8,15,,,,
7133507,37,63,8,17,3,4,7,3,29,24,303,508,21,27,5,4,4,3,0,0,2,11,2,3,6,11,2,6,0,4,197,408,22,23,50,50,44,47,20,17,12,7,0,2,1,0
7133509,72,28,21,4,0,4,9,0,13,17,642,251,16,13,0,3,4,1,1,0,8,3,9,0,9,1,12,3,1,4,555,163,31,18,65,35,60,33,18,9,4,14,0,1,,
7133522,52,48,11,10,3,1,4,4,17,23,440,408,21,16,2,3,1,5,0,1,5,4,5,1,8,9,3,1,2,2,326,295,27,22,63,37,58,29,18,16,6,8,,,,
7133510,64,36,21,9,2,4,13,3,21,9,437,260,7,20,3,2,6,4,0,0,11,1,4,4,12,4,9,5,2,1,350,157,27,22,42,58,30,50,18,16,6,15,1,0,,
7133513,63,37,24,9,1,5,5,3,13,19,551,318,18,11,2,4,8,1,1,0,10,7,6,1,14,7,10,2,2,1,483,227,16,11,61,39,52,38,14,4,8,12,1,0,0,1
7133508,61,39,8,7,2,1,4,2,11,19,573,362,17,11,0,4,1,3,0,1,6,3,1,1,5,5,3,2,,,470,272,27,19,54,46,38,34,13,10,5,10,1,0,,
7133528,40,60,10,18,5,2,5,6,24,12,314,466,11,23,3,2,3,6,0,2,6,7,1,5,3,8,7,10,3,3,231,386,20,20,38,62,22,47,13,9,11,6,,,,
7133517,43,57,8,13,2,0,7,6,18,22,292,388,19,17,2,4,2,3,1,0,4,8,2,2,6,5,3,8,3,0,178,297,29,19,54,46,44,37,20,17,8,7,0,1,0,1
7133516,39,61,10,8,3,0,7,3,21,6,348,573,6,20,1,2,2,3,0,0,5,0,3,5,6,3,4,5,0,3,264,453,18,20,43,57,36,47,14,20,4,11,0,1,,
7133521,34,66,12,14,4,3,1,8,10,16,377,683,15,10,3,4,3,5,0,0,7,4,2,5,5,6,7,8,2,0,294,609,10,21,55,45,46,36,10,9,6,10,,,,
7133524,54,46,9,12,3,2,0,6,13,15,503,401,15,12,2,4,7,4,0,0,2,5,0,3,8,6,1,6,3,0,397,307,20,24,52,48,42,41,20,16,9,5,,,,
7133518,60,40,13,10,1,3,6,2,28,27,424,282,23,28,4,5,5,3,0,1,4,6,4,1,9,7,4,3,2,2,333,192,24,18,42,58,39,53,8,11,10,8,,,,
7133527,49,51,14,12,3,6,3,3,20,12,442,458,11,18,0,4,11,3,0,0,2,5,1,4,9,5,5,7,4,1,358,375,27,23,57,43,51,41,10,5,8,5,1,0,0,1
7133515,31,69,8,15,7,1,4,3,15,19,297,644,17,15,2,3,3,8,0,0,3,5,2,2,4,7,4,8,2,0,202,567,19,20,46,54,35,43,14,15,7,5,1,1,,
7133529,55,45,16,11,5,3,4,6,18,20,352,290,20,17,2,3,3,6,0,0,7,1,6,4,6,6,10,5,2,0,270,200,34,34,47,53,41,47,18,20,5,15,1,2,,
7133580,62,38,16,10,2,4,5,4,18,15,534,327,13,16,5,1,5,4,0,1,9,5,2,1,5,9,11,1,0,2,435,236,21,15,49,51,30,36,20,16,6,9,,,,
7133569,58,42,16,11,2,3,6,1,18,19,452,318,19,17,4,5,6,4,1,0,8,5,2,2,11,9,5,3,2,1,388,231,16,24,50,50,37,39,14,13,5,6,3,0,,
7133560,49,51,11,10,2,2,5,3,20,15,427,439,14,19,2,2,2,2,0,0,8,5,1,3,8,7,3,3,6,2,319,311,25,23,44,56,40,58,26,25,9,6,,,,
7133575,47,53,19,10,1,3,5,4,27,20,327,356,19,22,2,6,5,1,1,2,10,7,4,2,11,5,8,5,0,1,236,264,17,25,49,51,40,42,16,16,6,14,0,1,,
7133581,56,44,17,11,4,5,8,5,19,14,469,348,14,19,2,3,7,5,0,0,6,5,4,1,12,5,5,6,2,1,391,282,29,15,47,53,43,50,12,12,9,7,1,0,,
7133559,49,51,13,13,5,2,5,3,16,20,395,421,19,16,2,1,4,7,2,0,6,5,3,1,8,7,5,6,2,1,298,327,26,18,51,49,35,40,19,11,5,13,0,1,,
7133574,64,36,14,6,2,4,6,6,13,12,456,250,12,11,3,7,6,3,1,0,5,2,3,1,8,4,6,2,0,8,358,155,29,14,51,49,40,34,16,19,2,13,,,,
7133561,50,50,15,6,2,1,5,5,5,18,409,420,16,5,2,4,2,4,1,0,8,1,5,1,4,7,11,0,2,3,305,323,19,23,56,44,43,29,11,13,2,14,,,,
7133568,54,46,10,17,3,3,4,5,13,12,485,384,10,13,1,3,5,4,0,0,5,10,0,3,6,9,4,8,2,1,401,312,23,22,52,48,39,31,8,13,9,8,,,,
7133578,52,48,11,12,3,2,3,3,13,11,516,475,10,11,2,1,2,6,0,0,4,5,5,1,5,8,6,4,2,3,380,343,28,24,53,47,31,32,16,9,7,10,2,1,,
7133588,67,33,15,8,2,5,10,6,12,18,519,258,17,12,2,2,5,2,0,0,9,4,1,2,11,5,4,3,1,0,433,167,35,13,49,51,35,48,21,10,6,14,,,,
7133573,33,67,9,14,4,3,3,7,14,11,364,725,10,13,0,3,4,6,0,0,4,5,1,3,5,11,4,3,3,3,298,668,14,8,50,50,26,25,6,7,10,3,0,6,1,0
7133587,51,49,13,11,2,2,8,7,23,16,474,439,15,22,3,3,4,2,0,0,6,7,3,2,8,5,5,6,2,1,394,381,12,17,52,48,49,49,9,5,5,7,1,0,,
7133579,52,48,7,9,4,1,5,6,17,18,430,381,15,17,1,3,3,6,1,0,2,2,2,1,4,4,3,5,3,0,350,306,21,15,52,48,42,44,10,4,12,3,,,,
7133577,47,53,5,12,3,1,2,4,28,18,336,374,18,28,5,0,1,5,0,0,1,5,3,2,2,7,3,5,5,2,222,275,34,25,43,57,34,50,18,20,8,4,,,,
7133585,42,58,8,5,1,1,2,1,12,28,327,444,28,12,2,6,3,1,0,0,3,2,2,2,5,0,3,5,3,0,227,347,23,23,56,44,51,32,14,20,7,8,,,,
7133582,64,36,14,13,3,2,11,3,13,16,519,289,15,13,0,1,4,4,0,0,7,8,3,1,8,3,7,10,1,1,410,187,33,18,48,52,40,40,11,16,8,11,,,,
7133576,69,31,28,9,2,6,3,5,24,30,410,184,30,23,8,4,6,3,0,0,14,3,8,3,12,9,16,0,0,4,335,103,25,15,55,45,54,44,26,21,6,15,1,0,,
7133589,44,56,13,9,2,1,3,6,18,21,276,344,20,16,3,4,4,2,0,0,6,5,3,2,7,7,6,2,1,4,199,265,24,24,51,49,37,47,24,12,6,5,,,0,1
7133596,64,36,15,9,3,4,3,2,15,19,665,348,17,14,1,1,7,4,0,0,5,3,3,2,7,5,8,4,4,4,585,269,26,20,50,50,42,38,13,16,6,7,2,0,,
7133586,63,37,18,5,2,5,6,4,20,6,575,331,5,18,1,0,7,2,0,0,8,1,3,2,10,4,8,1,1,6,485,221,19,16,36,64,24,49,8,9,4,14,,,0,1
7133570,39,61,12,14,3,2,0,3,14,21,337,506,19,13,3,5,3,3,1,0,6,7,3,4,5,6,7,8,2,2,250,425,14,25,54,46,37,30,19,17,11,9,0,1,,
7133584,51,49,18,14,5,8,10,4,14,21,348,342,18,13,1,1,9,5,3,0,4,7,5,2,13,2,5,12,4,2,260,252,27,26,59,41,58,35,22,21,5,5,,,,
7133599,65,35,12,10,4,1,12,4,11,15,585,320,12,10,2,1,2,6,0,0,6,2,4,2,7,7,5,3,1,4,474,213,17,21,55,45,27,35,27,9,7,8,0,1,,
7133594,34,66,8,16,4,3,6,5,17,21,261,510,19,16,2,6,3,4,0,0,4,8,1,4,5,6,3,10,1,5,166,435,22,21,50,50,42,39,13,16,9,5,0,1,1,0
7133583,45,55,11,12,1,2,3,8,16,13,364,442,12,16,2,3,4,6,0,0,6,3,1,3,7,7,4,5,1,1,300,370,20,19,48,52,34,35,9,11,7,11,0,1,1,0
7133572,52,48,10,14,5,1,3,3,15,19,478,426,16,14,1,4,2,6,0,0,2,5,6,3,3,7,7,7,3,2,379,335,25,13,48,52,41,45,20,22,7,10,,,0,1
7133593,51,49,13,14,2,5,4,3,16,12,397,374,12,14,3,2,7,4,0,2,5,7,1,3,8,7,5,7,1,2,292,279,32,17,54,46,38,34,19,14,6,6,,,1,1
7133611,48,52,10,2,,,4,1,21,21,349,382,19,20,2,3,0,0,0,0,7,1,3,1,8,1,2,1,2,1,263,296,26,32,51,49,47,42,17,19,3,11,1,0,,
7133597,60,40,24,10,1,6,9,1,16,14,475,331,14,16,4,4,8,3,1,0,10,5,6,2,17,5,7,6,2,2,389,240,21,9,53,47,36,32,15,13,7,17,,,0,1
7133603,47,53,7,11,3,1,1,3,18,19,359,396,19,15,1,4,2,5,0,0,2,3,3,3,1,8,6,3,2,0,237,276,32,21,64,36,40,26,21,9,5,7,,,,
7133612,43,57,16,14,4,1,4,7,14,18,305,382,16,14,3,3,3,5,0,0,7,7,6,2,7,10,9,4,4,1,221,287,25,29,56,44,54,37,10,13,8,9,,,,
7133571,55,45,12,10,3,4,9,3,17,22,435,366,21,15,4,3,4,5,0,0,7,3,1,2,5,7,7,3,3,0,328,284,28,24,56,44,49,34,19,19,6,7,1,1,,
7133592,35,65,13,9,3,6,4,1,19,7,317,618,6,18,4,2,7,5,0,0,3,3,3,1,6,4,7,5,5,2,237,531,18,32,46,54,29,35,11,12,4,6,1,1,1,0
7133595,47,53,11,14,6,0,3,8,15,10,410,454,10,12,2,3,2,7,0,0,6,4,3,3,6,11,5,3,2,4,322,366,16,19,46,54,39,39,13,22,5,11,1,0,,
7133608,59,41,11,13,3,2,6,3,16,14,456,318,14,15,2,3,2,4,0,1,5,6,4,3,4,10,7,3,1,1,361,230,24,24,40,60,34,40,10,25,12,8,,,,
7133604,58,42,22,8,2,3,7,5,13,13,473,333,11,12,2,2,7,3,0,0,12,2,3,3,15,7,7,1,2,0,408,248,15,14,55,45,42,31,12,13,5,14,,,0,1
7133601,60,40,22,17,4,7,11,5,8,14,515,342,14,8,2,4,7,6,0,0,8,6,7,5,10,6,12,11,4,4,434,264,17,14,61,39,43,28,12,7,9,12,,,0,1
7133614,69,31,16,8,3,3,2,1,11,15,745,324,13,11,3,5,6,4,0,0,7,3,3,1,10,5,6,3,2,4,659,248,24,21,58,42,36,31,16,6,6,9,1,0,0,1
7133602,39,61,12,12,5,1,7,8,16,13,288,452,11,14,1,3,1,5,0,1,7,4,4,3,8,6,4,6,1,1,202,346,17,30,43,57,22,29,11,14,6,12,,,,
7133606,59,41,12,8,3,2,8,4,20,19,456,321,18,20,2,3,2,5,1,0,5,2,5,1,8,7,4,1,3,2,343,218,37,23,50,50,44,51,15,8,4,6,,,,
7133617,42,58,15,13,4,4,7,2,27,21,318,434,18,26,4,3,5,5,0,0,2,4,8,4,12,6,3,8,1,2,227,341,21,21,42,58,35,42,10,20,8,6,1,1,,
7133609,61,39,28,8,1,12,12,9,12,13,561,350,13,10,4,5,15,2,1,0,12,5,1,1,17,8,11,0,0,7,506,275,12,13,60,40,46,32,12,6,5,10,1,1,0,1
7133591,38,62,7,17,3,3,4,6,15,12,330,518,11,14,1,3,4,3,0,0,1,9,2,5,6,8,1,9,0,3,217,428,19,26,49,51,37,34,10,14,9,3,,,,
7133598,45,55,14,10,4,3,1,7,18,19,297,357,17,18,1,1,4,4,0,2,7,4,3,2,6,7,8,3,1,2,203,253,23,31,54,46,47,45,29,20,11,10,1,1,,
7133610,57,43,6,9,3,4,9,0,13,23,479,358,22,13,0,2,5,3,0,1,1,4,0,2,6,3,0,6,2,2,363,256,26,20,51,49,53,41,9,19,4,7,,,,
7133626,33,67,9,21,5,0,3,8,14,18,293,595,16,13,3,2,1,6,0,0,6,7,2,8,3,9,7,12,0,6,221,518,16,15,52,48,38,35,8,8,7,7,,,,
7133590,63,37,20,9,2,6,13,2,12,21,414,247,21,9,3,7,7,5,0,1,6,3,7,1,12,5,8,4,3,0,295,136,31,25,46,54,37,35,12,23,4,10,1,0,0,1
7133627,55,45,19,9,2,6,7,2,27,20,432,364,19,27,4,3,7,3,0,0,6,4,6,2,10,4,9,5,1,3,300,238,27,13,43,57,35,37,14,28,4,12,,,,
7133607,48,52,18,10,3,5,6,2,11,18,397,428,17,10,3,1,7,4,2,0,6,4,5,2,10,6,8,4,3,1,303,333,26,17,58,42,40,30,14,8,9,8,1,0,,
7133624,49,51,12,7,0,1,4,6,19,22,399,393,22,19,3,2,1,0,0,0,6,4,5,3,4,5,8,2,1,4,265,255,20,27,44,56,35,41,17,24,11,5,,,,
7133605,50,50,22,9,1,6,10,2,17,9,407,411,9,17,1,1,8,3,1,0,11,3,3,3,11,6,11,3,6,1,327,307,13,20,44,56,29,33,9,15,3,12,,,,
7133600,47,53,15,12,4,4,14,5,18,20,320,379,18,17,4,6,6,5,0,1,6,4,3,3,9,11,6,1,3,3,230,290,27,27,51,49,43,42,18,17,3,9,,,,
7133615,47,53,8,18,7,1,4,13,12,16,344,375,16,12,1,1,4,9,0,2,2,6,2,3,6,11,2,7,6,2,254,292,23,22,55,45,55,48,20,13,5,7,1,1,,
7133631,37,63,14,17,1,5,11,5,15,11,321,530,9,14,2,2,6,2,0,0,3,8,5,7,8,7,6,10,1,2,253,461,15,20,41,59,33,44,6,12,9,4,,,,
7133628,70,30,12,12,2,6,5,0,25,11,709,302,11,22,0,2,7,2,0,0,4,7,1,3,9,5,3,7,1,2,636,230,22,12,40,60,30,52,9,6,8,9,,,,
7133633,49,51,10,16,4,2,7,2,15,19,356,378,18,14,3,1,2,5,0,1,5,11,3,0,7,4,3,12,2,4,277,317,17,16,54,46,43,45,13,3,13,6,,,,
7133629,53,47,13,5,1,3,6,2,18,13,473,440,10,15,3,1,5,1,0,0,7,2,1,2,7,3,6,2,1,2,332,297,29,23,54,46,29,27,24,19,3,11,1,0,,
7133630,52,48,18,17,3,4,3,9,18,10,352,307,8,17,2,2,6,3,0,1,8,8,4,6,14,9,4,8,4,2,249,203,18,37,53,47,39,36,13,10,10,11,2,0,0,1
7133613,58,42,15,15,5,4,4,5,16,11,450,322,11,14,4,3,6,6,0,0,3,7,6,2,11,7,4,8,1,0,359,234,34,16,47,53,33,35,7,11,8,6,,,,
7133616,63,37,19,10,5,6,5,1,13,15,629,355,14,13,3,3,10,6,0,1,6,3,3,1,13,5,7,5,3,2,546,273,19,16,55,45,46,41,10,5,3,6,2,0,0,1
7133632,50,50,17,7,2,4,8,5,16,15,364,352,15,15,,,8,3,1,1,9,4,0,0,11,5,6,2,2,0,254,242,26,22,56,44,36,43,30,9,15,11,,,,
7133634,42,58,14,13,1,5,4,2,16,19,323,445,18,14,2,4,5,4,1,0,8,5,1,4,3,8,11,5,1,3,255,386,18,17,50,50,49,45,6,11,10,12,,,1,0
7133635,63,37,13,11,4,3,3,5,20,16,504,294,15,19,2,4,4,6,0,0,8,3,1,2,11,4,2,7,2,2,413,217,24,23,43,57,40,62,15,12,4,9,,,0,1
7133622,64,36,15,11,2,4,9,4,19,14,514,290,14,19,1,1,6,5,0,0,4,5,5,1,7,9,8,2,2,4,412,168,23,23,50,50,40,36,13,16,4,6,0,1,1,0
7133640,51,49,12,5,4,2,3,6,19,19,358,338,18,17,2,3,3,4,0,0,6,1,3,0,6,4,6,1,1,6,237,215,26,39,49,51,35,31,24,30,3,11,0,1,,
7133618,51,49,12,10,4,4,4,4,12,16,481,467,14,12,1,1,8,4,0,0,2,4,2,2,13,4,0,6,1,1,388,374,18,21,59,41,40,27,11,8,6,4,1,0,,
7133621,39,61,9,11,5,1,5,4,14,12,404,629,11,12,4,1,1,6,0,0,6,5,2,0,6,9,3,2,2,1,308,549,18,25,53,47,31,31,16,10,9,6,,,1,0
7133625,48,52,10,13,4,3,3,9,14,17,438,440,14,14,1,5,6,4,1,0,4,5,0,4,10,4,0,9,6,1,347,357,16,21,49,51,41,45,5,3,9,4,,,0,1
7133619,37,63,13,10,3,5,9,6,15,20,293,520,18,15,3,1,6,6,1,1,7,1,0,3,10,6,3,4,2,1,200,438,30,18,53,47,44,29,11,19,2,7,,,1,0
7133623,60,40,21,8,2,8,7,1,13,21,512,355,19,12,1,7,10,4,0,0,5,2,6,2,17,5,4,3,4,2,407,237,26,23,60,40,58,40,22,13,9,10,0,1,,
7133620,53,47,8,12,5,2,3,1,13,14,456,401,14,12,2,2,2,7,0,0,5,4,1,1,1,7,7,5,5,1,341,284,28,21,55,45,28,26,20,14,9,4,,,,
7133645,40,60,9,7,4,2,3,5,20,20,354,525,18,19,1,3,2,4,0,0,4,3,3,0,5,5,4,2,3,4,238,401,27,15,46,54,33,34,13,20,8,7,,,,
7133643,54,46,15,12,2,2,4,6,8,17,550,434,17,8,4,2,4,3,0,1,10,5,1,4,5,9,10,3,,,454,341,17,20,56,44,35,27,14,11,4,10,1,0,,
7133638,58,42,9,8,2,1,3,1,19,30,486,348,27,19,3,3,1,3,0,1,4,2,4,3,6,4,3,4,2,0,367,231,35,19,57,43,51,42,22,12,4,13,,,,
7133641,36,64,15,8,0,3,3,3,20,14,326,585,14,17,4,4,5,1,1,0,6,5,4,2,8,4,7,4,3,1,230,490,14,27,41,58,30,38,8,15,8,6,0,1,0,1
7133644,55,45,20,15,3,3,5,3,19,18,353,298,17,19,2,3,4,6,1,0,11,7,5,2,13,10,7,5,1,1,282,220,28,15,48,52,51,50,18,24,6,11,1,1,,
7133637,53,47,9,10,2,1,6,3,17,17,458,415,16,17,4,4,1,3,1,1,6,4,2,3,5,3,4,7,1,0,369,331,34,22,48,52,45,51,12,12,7,7,1,0,,
7133636,45,55,7,8,2,1,2,1,23,18,366,453,15,21,7,3,2,2,0,0,4,5,1,1,3,6,4,2,2,0,261,337,28,21,57,43,48,40,23,14,8,7,,,,
7133642,36,64,10,10,2,2,2,12,14,18,317,544,18,13,1,4,4,6,0,1,4,3,2,1,6,8,4,2,0,6,253,473,20,15,51,49,39,30,4,11,3,6,1,1,,
7365970,53,47,9,6,0,1,3,3,12,17,416,343,16,12,3,2,1,1,0,0,5,5,3,0,2,2,7,4,2,0,289,227,30,35,58,42,47,36,25,17,9,14,0,1,,
7133646,34,66,12,13,3,6,4,5,18,10,307,598,9,18,2,2,7,3,0,1,4,5,1,5,8,4,4,9,3,4,200,470,20,29,52,48,47,42,5,6,7,5,,,1,0
7133649,53,47,14,8,1,5,7,6,24,20,358,312,18,24,3,3,7,2,0,0,5,3,2,3,9,2,5,6,4,1,278,225,19,17,54,46,54,48,17,12,3,6,,,,
7133654,64,36,13,4,2,2,5,0,13,17,715,389,15,12,0,3,8,2,0,0,4,2,1,0,11,2,2,2,1,8,627,305,6,19,50,50,35,32,5,8,3,6,3,0,,
7133650,48,52,12,12,4,2,4,3,14,17,360,377,16,14,3,2,3,5,0,0,7,7,2,0,7,9,5,3,0,1,243,267,31,23,47,53,47,54,12,13,11,10,1,0,,
7133653,73,27,19,8,2,5,9,0,16,11,653,242,11,15,1,2,6,2,0,0,9,4,4,2,12,4,7,4,3,0,549,151,26,22,50,50,39,34,13,17,7,7,,,,
7133651,55,45,16,8,3,3,3,6,20,17,464,362,17,19,2,3,7,3,1,0,6,5,3,0,12,3,4,5,1,0,371,280,26,24,49,51,55,60,11,9,8,6,0,1,,
7133648,45,55,16,14,2,4,4,3,14,16,380,446,15,13,3,3,8,4,0,0,6,6,2,4,11,8,5,6,1,0,274,352,18,19,44,56,32,42,14,17,14,5,1,0,,
7133652,42,58,11,14,2,3,2,2,19,11,439,565,11,17,3,1,5,2,0,0,5,9,1,3,4,5,7,9,2,3,361,497,16,32,44,56,37,45,11,15,12,4,1,0,,
7133647,56,44,20,8,2,4,5,6,11,10,605,474,10,10,2,0,9,2,0,0,7,3,4,3,12,2,8,7,2,1,531,375,7,16,50,50,39,42,15,11,7,5,,,,
7133655,33,67,5,18,3,2,0,7,15,17,296,576,17,15,0,3,4,4,0,0,1,9,0,5,3,10,2,8,8,3,190,483,18,17,50,50,36,40,15,10,8,5,1,0,,
7133671,55,45,13,8,3,2,7,5,8,19,475,388,19,6,2,1,5,3,0,1,7,4,1,1,11,6,2,2,2,1,378,289,16,21,59,41,49,31,9,9,4,9,0,1,,
7133669,53,47,17,7,1,4,7,3,18,28,400,356,28,17,4,2,4,2,0,0,11,2,2,3,9,4,8,3,1,0,303,263,31,16,53,47,62,50,13,16,6,14,0,1,,
7133670,41,59,3,12,3,0,3,5,17,13,354,501,11,15,6,2,1,4,0,0,1,3,1,5,1,6,2,6,1,1,246,404,23,21,43,57,26,50,24,16,8,5,0,1,1,0
7133657,40,60,10,16,7,2,3,5,10,17,345,501,15,9,2,2,3,7,1,1,5,5,2,4,5,11,5,5,3,2,233,370,20,30,50,50,41,35,16,23,8,7,1,0,,
7133674,31,69,11,11,4,0,2,9,12,13,301,630,9,11,1,2,4,4,0,0,6,6,1,1,6,5,5,6,4,1,224,549,17,19,54,46,37,36,13,6,8,5,3,0,,
7133656,63,37,17,7,0,4,7,4,12,18,436,255,17,12,5,8,5,1,0,0,6,3,6,3,11,3,6,4,2,2,332,159,20,16,46,54,40,39,10,20,6,10,1,0,0,2
7133668,60,40,12,11,2,2,6,6,9,20,560,373,15,9,0,3,3,4,0,1,4,5,5,2,7,6,5,5,0,6,462,267,26,21,52,48,41,38,17,15,4,11,1,2,,
7133673,34,66,2,14,3,0,2,2,16,19,284,552,19,14,5,2,1,3,0,0,1,6,0,5,2,3,0,11,2,0,187,429,38,25,49,51,34,35,19,21,10,6,,,,
7133659,68,32,28,6,1,4,8,4,17,14,532,255,13,15,3,1,6,1,3,0,17,4,5,1,15,3,13,3,3,2,448,153,16,25,57,43,51,31,21,23,5,16,1,1,0,1
7133666,47,53,9,14,3,1,4,5,20,19,319,348,17,19,2,2,3,3,1,0,4,8,2,3,5,6,4,8,7,1,230,260,13,18,58,42,53,39,17,12,11,7,1,1,,
7133658,65,35,25,9,2,3,8,5,13,20,577,298,20,11,1,3,3,2,1,0,13,5,9,2,14,6,11,3,0,1,474,202,29,20,57,43,44,39,22,10,6,14,2,0,,
7133661,38,62,9,12,1,3,0,4,18,11,384,649,10,17,0,1,4,2,0,0,2,9,3,1,3,8,6,4,3,2,296,548,20,25,48,52,31,41,18,12,14,4,,,,
7133665,40,60,9,8,1,1,3,3,18,15,293,458,14,17,3,5,3,1,0,0,2,3,4,4,4,6,5,2,2,2,199,338,37,27,50,50,43,47,22,18,10,6,0,1,,
7133662,64,36,14,7,1,1,7,1,15,17,574,333,17,13,2,1,1,1,0,0,10,4,3,2,4,2,10,5,1,2,494,240,21,17,54,46,59,41,14,22,6,15,,,,
7133660,59,41,10,15,5,1,5,2,21,15,491,334,15,21,4,3,2,10,0,0,3,2,5,3,7,9,3,6,1,1,408,249,20,16,44,56,48,64,8,8,5,8,1,3,,
7133664,66,34,13,10,3,5,5,5,17,14,703,350,12,13,1,0,8,4,0,0,3,5,2,1,10,5,3,5,2,6,626,266,11,18,53,47,37,32,12,11,8,7,4,2,,
7133672,60,40,22,3,2,8,5,2,21,16,531,352,15,20,3,4,8,2,0,0,11,1,3,0,15,2,7,1,0,1,434,247,25,30,56,44,63,51,19,13,2,11,2,0,,
7133677,47,53,14,17,2,1,5,4,16,16,420,469,16,15,2,2,3,5,1,0,8,8,3,4,10,12,4,5,1,4,339,384,14,10,53,47,42,40,15,10,9,12,0,1,1,0
7133663,59,41,11,7,2,1,2,2,5,16,627,428,15,5,1,2,5,2,0,1,5,4,1,1,6,4,5,3,3,0,579,353,18,20,64,36,41,25,13,6,4,11,3,0,0,1
7133682,46,54,18,7,2,6,11,1,16,17,373,455,15,14,3,4,10,3,1,0,7,4,1,0,13,2,5,5,4,4,287,358,16,14,54,46,44,45,18,7,6,8,1,0,,
7133676,45,55,13,10,2,0,5,4,15,12,328,405,11,14,1,2,3,2,0,0,7,4,3,4,10,4,3,6,1,2,227,294,31,30,54,46,39,37,17,10,10,9,1,0,,
7133681,46,54,12,13,1,6,7,5,16,14,404,469,13,14,0,1,7,2,2,0,3,7,2,4,6,7,6,6,6,1,274,334,19,27,50,50,39,44,25,19,7,7,,,,
7133678,55,45,19,10,3,7,3,1,18,20,431,354,17,16,1,5,8,3,0,0,8,5,3,2,9,5,10,5,1,4,314,222,21,25,44,56,37,57,14,8,7,15,0,2,,
7133667,53,47,13,9,2,3,7,6,17,13,407,363,11,16,2,2,3,3,0,0,5,2,5,4,5,7,8,2,1,0,303,262,36,32,48,52,41,49,20,16,5,9,0,1,0,1
7133675,37,63,9,15,5,4,3,6,17,21,247,426,19,16,5,2,5,7,0,0,3,8,1,0,4,9,5,6,4,2,161,334,26,30,46,54,47,51,19,26,11,8,1,0,,
7133680,51,49,8,9,3,3,3,2,12,10,537,514,10,11,2,1,3,4,0,0,3,4,2,1,3,2,5,7,1,3,444,416,24,17,51,49,38,29,10,17,6,8,1,1,,
7133686,52,48,17,9,2,6,7,1,15,19,447,412,18,13,2,2,8,2,0,0,5,6,4,1,11,3,6,6,3,0,335,307,28,19,58,42,43,39,24,10,10,6,,,,
7133683,52,48,16,12,5,7,4,4,20,18,408,367,16,18,3,2,9,6,0,1,3,6,4,0,12,8,4,4,0,3,320,265,28,23,45,55,32,42,18,18,10,7,,,,
7133693,70,30,19,5,0,3,7,4,11,14,678,279,14,11,3,3,4,0,0,0,11,2,4,3,7,4,12,1,0,1,609,189,20,18,54,46,36,32,10,7,4,14,0,1,,
7133692,46,54,9,8,1,2,1,4,20,13,451,520,13,18,1,1,4,2,0,1,3,4,2,2,6,4,3,4,3,0,346,414,23,20,45,55,42,46,9,17,9,10,,,,
7133685,60,40,15,6,2,4,2,3,16,14,606,401,13,16,2,0,4,3,0,0,6,1,5,2,4,3,11,3,2,1,469,267,37,31,47,53,41,49,25,25,3,5,,,,
7133689,62,38,15,18,5,8,7,4,18,16,420,258,16,17,4,5,9,5,0,1,6,11,0,2,11,8,4,10,4,1,313,165,30,28,55,45,57,54,27,16,10,12,1,1,0,1
