match_id,home_ballpossession,away_ballpossession,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_totaltackle,away_totaltackle,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancescored,away_bigchancescored,home_fouledfinalthird,away_fouledfinalthird,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_totalclearance,away_totalclearance,home_goalkicks,away_goalkicks,home_redcards,away_redcards,home_bigchancemissed,away_bigchancemissed,home_accuratethroughball,away_accuratethroughball
9643539,46,54,2,0,15,13,5,6,5,5,10,13,458,527,11,13,11,10,1,5,7,5,0,0,4,5,4,3,9,10,6,3,1,0,3,4,2,2,387,454,7,16,65,49,38,33,4,9,45,55,7,6,26,35,14,13,4,12,5,6,8,8,15,15,7,8,,,1,0,,
9644077,45,55,2,2,7,15,4,3,2,3,19,14,393,465,17,12,13,19,3,5,4,4,0,1,3,9,0,2,4,8,3,7,,,4,4,2,1,313,391,17,20,43,55,42,30,2,7,58,42,7,10,43,36,16,6,13,5,10,6,14,19,27,13,14,4,1,1,2,2,,
9643559,52,48,1,2,13,14,5,2,1,6,17,12,457,428,19,12,11,16,3,4,2,6,1,2,5,4,6,4,6,8,7,6,,,6,2,2,5,397,363,20,27,50,36,32,26,6,3,46,54,6,5,45,45,7,17,15,17,10,8,6,9,19,16,6,5,,,1,2,1,1
9644078,58,42,2,0,14,7,3,4,8,1,13,13,510,380,11,14,13,12,0,1,5,4,1,0,7,1,2,2,6,4,8,3,1,0,3,1,4,3,438,293,17,10,47,40,30,28,4,1,55,45,9,6,35,30,13,9,11,4,2,5,9,6,7,26,5,6,1,0,1,0,,
9644079,57,43,4,2,19,15,5,10,8,6,15,9,454,347,21,10,8,15,6,3,11,8,0,1,5,5,3,2,16,9,3,6,1,1,2,4,0,3,380,272,24,13,46,45,30,25,7,5,52,48,8,11,38,30,8,13,9,5,10,8,8,12,15,17,5,6,,,3,1,,
9643563,58,42,7,0,17,5,2,3,11,2,18,13,561,428,19,17,13,13,6,5,4,2,2,0,6,2,7,1,11,2,6,3,,,3,1,0,2,470,318,21,18,74,39,23,17,9,1,55,45,10,11,44,37,13,9,12,7,13,10,18,19,15,24,2,9,1,0,7,0,0,1
9644080,55,45,2,1,22,5,0,4,6,6,13,14,369,305,22,12,12,13,3,3,4,2,1,0,10,3,8,0,17,5,5,0,0,1,4,2,1,2,264,201,32,25,63,30,34,19,8,3,54,46,5,16,43,33,30,28,9,9,15,5,8,13,14,39,8,10,,,2,0,,
9644085,65,35,1,2,12,10,2,3,6,3,23,12,449,233,16,21,12,21,2,3,3,2,2,1,6,4,3,4,7,7,5,3,,,5,6,2,1,362,150,20,25,46,31,18,13,4,6,43,57,10,5,32,58,26,19,4,16,11,12,8,7,13,19,6,10,,,1,2,,
9644082,58,42,1,0,10,21,2,1,2,6,11,7,556,396,13,24,7,10,1,1,3,2,0,0,3,10,4,9,8,10,2,11,1,0,1,4,3,0,474,309,25,22,41,66,34,41,3,7,38,62,13,5,24,42,13,19,5,8,6,11,7,11,25,14,8,7,,,,,,
9643543,45,55,2,3,13,18,0,4,3,8,8,15,415,504,27,18,14,8,2,4,5,2,0,0,3,14,5,2,8,10,5,8,0,1,2,2,2,1,316,416,14,20,52,66,26,27,6,4,50,50,8,13,52,44,14,21,11,18,14,11,10,9,15,15,18,8,1,0,2,2,0,1
9643594,62,38,3,1,26,5,2,5,13,3,8,13,590,365,14,12,12,7,1,1,7,3,0,0,11,2,8,0,20,4,6,1,,,3,1,0,4,491,266,10,17,83,40,40,31,11,2,60,40,6,7,46,28,21,17,21,9,9,7,9,21,10,16,5,13,,,3,1,0,1
9643548,50,50,3,1,14,14,4,3,6,2,16,12,402,418,18,13,12,15,2,1,5,5,0,1,6,5,3,4,10,9,4,5,1,1,4,3,5,2,318,343,20,15,54,57,25,28,7,3,44,56,6,11,35,41,11,17,6,15,14,7,7,11,11,13,11,9,,,2,0,1,0
9644083,54,46,2,0,15,9,3,4,4,1,13,12,558,489,21,13,12,11,1,3,7,3,0,0,5,2,3,4,11,4,4,5,1,0,4,1,1,2,485,410,18,17,44,61,42,25,4,0,52,48,5,14,43,39,7,7,10,15,9,7,17,14,13,12,5,6,,,1,0,,
9644084,49,51,3,3,22,10,1,3,13,3,12,7,408,445,18,12,6,10,3,1,6,3,0,0,8,6,8,1,15,6,7,4,2,1,2,3,3,1,323,363,27,19,72,30,36,26,4,2,42,58,7,10,33,36,5,16,9,14,14,7,6,4,14,42,5,13,,,1,2,1,1
9643576,46,54,2,0,15,11,3,4,6,4,10,13,407,463,13,18,13,10,0,3,6,4,2,0,6,5,3,2,9,6,6,5,2,0,6,3,,,336,381,19,24,43,51,37,32,3,7,52,48,7,5,32,30,13,11,6,2,8,11,10,14,17,17,8,6,,,,,1,0
9643587,52,48,2,1,17,12,5,2,8,4,17,13,402,387,16,16,13,17,4,2,3,6,1,0,7,5,7,1,13,6,4,6,1,1,2,2,4,8,305,278,18,23,59,50,23,16,8,5,50,50,13,6,41,46,19,14,12,13,12,12,14,13,12,19,8,10,,,1,0,4,0
9643567,52,48,4,2,15,7,2,4,4,6,20,9,417,379,9,9,9,20,5,3,6,3,0,1,7,2,2,2,8,5,7,2,1,1,1,2,2,0,304,261,17,23,62,50,51,22,5,1,49,51,5,5,31,36,33,30,13,7,3,6,11,11,26,28,6,10,,,3,1,0,1
9643541,58,42,5,4,14,10,1,1,4,4,9,14,438,314,13,16,13,8,2,6,6,5,0,1,6,3,2,2,10,6,4,4,3,3,2,5,5,1,348,213,27,24,45,54,19,20,7,3,58,42,8,9,34,33,22,8,8,9,10,10,19,20,23,19,3,7,,,2,1,,
9643585,48,52,1,3,17,7,2,5,7,2,3,18,439,517,17,15,16,3,2,4,5,4,0,0,6,3,6,0,6,7,11,0,0,2,5,1,1,1,367,438,22,24,44,56,19,19,8,1,65,35,7,12,54,26,10,9,21,8,10,8,15,16,12,20,8,8,,,1,1,0,1
9643583,43,57,2,2,15,10,2,2,9,2,7,7,447,639,16,9,7,6,1,1,3,4,1,1,8,5,4,1,8,3,7,7,,,2,0,1,5,378,556,18,18,54,52,35,26,5,0,62,38,1,6,34,21,10,6,11,6,10,6,6,7,6,20,10,11,,,2,2,1,0
9644086,39,61,2,2,14,12,5,1,2,8,13,16,342,531,11,17,15,13,4,3,3,6,1,0,10,4,1,2,12,8,2,4,1,1,4,4,4,1,242,433,19,25,53,62,33,24,8,6,48,52,7,7,33,41,14,10,8,11,5,9,13,13,24,5,8,10,,,1,1,,
9643513,54,46,7,1,18,9,1,7,7,2,16,11,444,391,17,16,10,16,3,1,8,1,2,2,7,5,3,3,13,6,5,3,1,0,2,3,1,1,357,288,32,28,61,35,32,22,7,2,45,55,6,10,41,52,16,18,14,20,7,8,28,12,16,26,5,9,,,6,1,2,0
9644088,48,52,1,5,9,18,7,4,4,7,13,6,434,465,17,13,6,13,2,1,4,9,0,0,3,4,2,5,6,12,3,6,0,1,1,6,4,2,348,375,20,22,56,42,33,35,4,5,41,59,8,9,27,40,12,16,4,15,10,9,12,11,18,20,6,6,,,1,4,1,1
9643538,59,41,3,5,17,17,2,4,5,10,8,9,473,332,20,16,9,8,,,4,6,0,1,11,7,2,4,10,12,7,5,0,2,3,3,1,1,418,266,20,17,42,45,19,35,3,2,52,48,10,13,41,30,3,11,12,6,9,11,8,9,18,19,5,18,,,3,3,3,2
9644087,56,44,1,0,13,9,3,2,5,3,13,13,477,357,18,22,12,13,3,4,3,2,1,1,5,5,5,2,4,6,9,3,1,0,1,1,1,3,402,280,12,19,56,62,30,30,2,5,48,52,15,8,37,37,8,12,7,3,10,15,6,5,19,13,8,8,,,,,,
9643560,56,44,3,3,15,11,5,4,10,4,14,16,453,360,20,22,15,14,0,2,6,5,1,0,6,1,3,5,10,6,5,5,2,0,4,1,1,2,382,290,21,17,33,37,27,32,6,2,57,43,7,14,49,46,19,6,14,10,14,12,7,9,15,14,3,10,,,1,3,,
9643525,59,41,2,4,13,10,4,3,5,6,19,10,376,269,12,11,7,18,3,3,5,7,0,0,6,0,2,3,9,8,4,2,2,3,4,2,1,2,295,186,20,12,63,30,37,17,7,3,46,54,9,6,23,35,26,23,4,7,5,5,8,7,16,24,4,11,,,0,1,,
9643546,47,53,1,0,14,10,3,3,2,3,16,6,456,509,9,11,6,16,0,1,4,3,0,0,6,6,4,1,4,3,10,7,,,3,1,1,3,387,429,24,16,63,50,36,36,4,4,56,44,6,6,29,32,14,2,14,5,6,4,12,14,12,8,8,6,,,1,0,1,0
9644091,71,29,4,4,22,17,5,7,6,5,4,8,758,304,27,24,7,3,,,10,7,3,1,9,8,3,2,17,11,5,6,2,2,2,0,0,3,677,222,21,22,98,38,20,20,3,6,51,49,16,18,45,35,7,15,11,8,17,16,17,12,13,37,5,11,,,2,2,2,1
9644089,63,37,2,2,13,5,2,2,2,3,14,8,729,431,16,7,7,14,2,2,3,4,0,0,6,1,4,0,8,4,5,1,1,2,1,0,2,2,653,349,22,11,102,46,20,26,2,1,50,50,3,8,30,31,8,7,7,10,9,5,13,17,7,18,3,10,,,1,0,1,0
9644090,46,54,3,4,20,17,7,4,6,6,8,16,351,440,27,8,15,6,0,3,6,10,0,2,8,4,6,3,14,12,6,5,1,3,5,2,1,0,271,355,21,21,64,50,48,21,13,4,61,39,6,14,46,22,14,17,5,8,14,4,12,11,12,30,4,13,,,2,1,,
9643579,53,47,2,3,9,12,1,3,8,4,17,10,406,378,11,15,10,14,2,3,5,3,1,0,2,7,2,2,8,8,1,4,2,2,2,4,2,3,299,269,34,24,52,42,31,37,4,1,43,57,11,7,33,36,13,26,12,7,5,10,15,18,14,23,9,10,,,0,1,2,2
9643530,43,57,2,0,16,9,3,3,7,5,10,16,373,488,28,21,16,8,0,1,6,4,0,0,6,3,4,2,14,5,2,4,2,0,2,0,4,0,254,376,27,22,57,80,31,31,6,2,59,41,12,20,51,33,21,17,7,5,13,15,9,11,24,12,9,6,,,,,,
9644092,51,49,2,1,17,14,2,5,4,5,11,12,468,435,14,13,10,8,1,3,9,3,0,0,4,6,4,5,11,8,6,6,1,1,2,1,3,4,380,369,12,13,31,60,19,18,1,4,50,50,2,7,30,28,8,10,6,7,8,9,10,12,17,6,7,4,0,1,1,0,1,0
9643555,51,49,5,3,13,14,5,3,2,4,10,8,462,435,17,15,8,8,1,0,8,7,0,0,4,6,1,1,8,9,5,5,4,2,1,3,2,2,364,338,23,16,77,61,38,23,1,5,51,49,13,8,35,32,10,12,10,9,9,9,8,7,14,10,10,9,,,1,1,1,0
9643512,55,45,4,0,18,7,2,5,9,4,19,15,363,302,22,16,14,18,6,5,9,4,1,0,5,1,4,2,10,2,8,5,3,0,7,2,1,0,307,234,17,21,60,31,22,15,6,0,50,50,9,17,50,43,7,13,14,9,14,8,11,14,15,28,4,7,0,1,1,0,1,0
9644093,56,44,4,2,16,9,0,7,8,4,15,18,480,395,12,12,18,14,6,1,8,2,1,0,8,5,0,2,9,8,7,1,1,0,3,2,5,1,390,308,20,12,64,50,32,22,5,4,50,50,9,6,40,37,11,13,10,11,9,4,16,11,18,33,7,12,1,0,3,2,2,0
9643574,43,57,0,2,15,20,2,4,5,6,13,11,405,537,16,8,11,12,1,0,5,2,1,0,5,10,5,8,7,6,8,14,,,0,3,1,0,324,453,10,16,53,72,43,22,7,5,51,49,5,12,32,33,17,15,5,13,10,4,9,9,34,11,15,6,,,0,2,,
9644094,51,49,2,3,8,14,2,1,4,4,25,10,367,348,12,15,8,24,4,3,3,5,0,0,2,4,3,5,4,6,4,8,1,2,0,6,3,5,249,235,29,37,78,60,32,24,4,4,42,58,7,4,27,47,20,19,7,8,10,12,10,12,11,17,10,5,,,1,1,1,2
9643519,61,39,1,2,5,15,4,2,5,2,13,17,551,365,32,20,17,11,3,1,2,7,0,0,0,8,3,0,2,6,3,9,1,1,2,1,2,0,457,283,20,31,62,50,30,17,6,2,63,37,11,15,66,38,24,14,17,7,20,14,12,11,5,17,10,4,,,0,1,0,1
9644095,45,55,2,1,12,11,5,4,7,5,15,10,424,516,11,14,9,13,,,6,5,1,0,2,3,4,3,8,6,4,5,2,0,1,1,0,5,351,436,19,21,42,76,30,26,4,3,50,50,6,5,31,32,10,9,11,5,9,8,19,15,17,11,8,4,,,0,1,0,1
9643558,63,37,,,17,6,1,4,6,1,8,15,586,358,13,12,13,8,3,2,4,1,0,0,5,4,8,1,6,3,11,3,,,4,1,0,1,505,275,16,19,83,39,27,25,2,0,59,41,4,5,49,34,7,5,23,14,9,9,8,11,7,27,7,10,0,1,,,,
9644097,44,56,0,1,6,11,2,3,3,6,15,13,389,485,17,14,12,13,,,4,2,0,0,1,7,1,2,1,9,5,2,,,4,0,0,2,302,395,22,22,53,52,10,31,4,8,52,48,7,13,40,30,15,21,11,3,11,9,12,13,31,16,7,6,,,0,1,0,1
9644096,42,58,2,2,11,17,2,3,4,4,11,15,415,603,20,18,14,11,2,1,5,3,0,1,5,9,1,5,6,12,5,5,,,3,1,0,3,347,543,15,11,40,60,30,31,5,5,52,48,10,12,43,42,8,6,10,13,14,11,13,5,8,18,11,8,1,0,2,2,1,1
9644098,56,44,3,2,16,4,0,2,3,3,10,15,576,448,19,26,11,9,3,3,4,2,1,0,8,1,4,1,13,4,3,0,1,2,2,0,2,2,507,365,17,25,49,40,22,26,5,1,52,48,16,12,37,37,8,5,8,2,9,12,15,9,9,12,3,9,,,2,0,1,1
9643554,58,42,5,3,19,7,2,3,11,3,6,12,457,359,9,20,11,5,1,2,5,3,1,0,8,2,6,2,14,5,5,2,1,1,4,0,5,3,368,265,23,23,64,57,29,34,11,2,49,51,9,7,33,35,19,19,12,10,6,7,10,8,6,21,5,14,,,4,2,0,4
9643593,37,63,1,4,3,15,2,0,2,4,9,9,339,608,16,12,9,8,3,1,1,4,0,0,1,5,1,6,2,10,1,5,1,2,,,2,2,268,533,25,25,48,53,22,23,2,3,46,54,9,3,28,33,9,11,4,13,6,5,4,12,11,11,10,7,,,0,2,0,2
9643586,54,46,4,1,13,10,3,3,2,6,19,9,493,401,22,12,9,17,,,6,3,0,0,6,4,1,3,7,2,6,8,1,0,3,2,3,3,413,326,16,22,56,61,48,32,2,3,52,48,1,16,40,39,14,11,9,10,11,8,11,10,24,15,7,8,,,3,1,1,0
9644101,53,47,3,1,8,6,1,0,3,2,16,13,471,423,18,20,11,15,4,4,1,1,1,0,5,3,2,2,4,4,4,2,1,0,3,2,3,4,391,343,17,13,49,63,15,31,4,4,47,53,10,14,36,44,9,6,7,9,12,11,11,13,10,17,6,8,,,2,1,0,1
9643511,50,50,4,1,22,9,3,4,3,4,16,5,429,418,14,9,4,14,2,0,7,4,0,0,10,3,5,2,14,8,8,1,1,0,1,2,1,2,360,348,17,20,48,55,24,16,5,6,49,51,3,7,28,29,6,7,10,6,7,6,13,8,13,21,8,7,0,1,3,1,4,1
9644105,56,44,5,4,16,15,3,6,3,6,10,14,587,443,15,15,14,9,2,3,10,6,0,0,5,5,1,4,12,13,4,2,2,2,2,1,,,494,368,26,18,51,45,44,33,3,4,58,42,9,11,53,33,12,14,24,9,13,7,14,14,18,9,5,6,,,3,2,3,0
9643534,54,46,0,4,14,17,6,2,8,2,11,9,476,411,14,15,9,10,2,3,4,9,1,1,6,5,4,3,8,10,6,7,0,3,1,1,0,1,393,333,25,18,68,60,34,27,6,7,52,48,8,9,36,31,17,18,13,6,9,7,8,9,17,24,9,10,,,0,1,,
9644103,61,39,4,3,11,9,3,3,6,2,14,12,479,309,6,19,11,10,2,3,5,6,1,1,5,3,1,0,8,6,3,3,1,3,2,3,2,3,379,209,23,11,69,41,20,25,2,7,46,54,13,2,27,34,15,15,10,6,5,16,5,12,4,20,4,8,,,3,0,1,0
9644104,63,37,2,5,14,18,4,9,12,4,14,14,585,347,4,9,12,11,1,2,9,9,0,3,3,7,2,2,7,12,7,6,1,4,2,3,3,2,502,275,13,8,56,33,19,21,5,2,53,47,3,4,25,26,14,8,9,6,2,6,11,13,8,23,8,6,,,1,1,0,1
9644102,64,36,1,2,15,6,2,3,8,6,13,7,591,331,16,15,5,13,3,0,4,3,0,0,7,2,4,1,7,4,8,2,0,1,3,0,2,0,526,258,26,16,76,46,37,27,7,0,42,58,7,8,28,38,11,16,7,10,8,7,12,11,13,36,4,12,,,1,1,0,1
9644100,44,56,3,1,19,10,0,4,4,5,12,16,398,498,24,17,14,12,4,4,7,1,0,0,3,6,9,3,11,8,8,2,1,0,1,1,2,2,313,401,19,28,35,52,33,7,4,7,52,48,6,9,49,48,18,15,11,19,12,9,14,8,30,20,9,5,,,2,1,1,0
9644099,44,56,2,1,13,10,2,3,6,2,10,11,406,521,14,28,9,9,2,0,5,3,0,0,4,3,4,4,9,4,4,6,1,1,2,5,4,1,321,414,24,24,52,50,24,42,2,4,47,53,19,9,36,46,24,21,13,10,8,19,14,11,25,12,6,5,,,1,0,2,0
9644107,40,60,3,1,15,15,4,3,3,6,11,8,409,596,12,23,5,9,2,3,6,4,0,0,3,9,6,2,8,12,7,3,1,0,3,2,1,5,332,516,18,20,37,66,17,25,1,8,46,54,13,5,35,38,8,12,18,6,6,12,12,12,26,10,8,4,,,2,1,2,1
9644106,39,61,3,2,12,10,1,3,6,9,18,16,250,405,15,20,14,17,2,3,6,3,0,0,3,1,3,6,8,8,4,2,3,1,4,2,1,3,164,304,16,33,48,50,16,17,2,4,42,58,13,10,37,54,13,14,9,18,10,12,21,10,30,21,2,6,,,0,1,,
9643531,37,63,2,4,8,14,4,2,3,4,11,15,323,532,11,13,15,10,1,0,2,6,1,2,4,5,2,3,6,12,2,2,0,1,1,1,3,1,237,443,20,19,54,53,25,34,2,5,51,49,7,4,33,29,7,9,7,6,6,10,17,16,14,14,10,3,,,2,3,0,3
9643535,45,55,3,1,15,11,1,4,6,4,14,14,374,471,14,20,12,12,2,2,6,2,1,0,9,6,0,3,8,7,7,4,2,1,2,1,0,1,308,399,24,18,46,39,28,35,6,5,53,47,13,11,36,41,13,2,10,9,8,11,9,14,12,11,6,11,,,1,0,,
9643575,44,56,1,4,7,12,2,0,2,4,15,10,418,548,16,20,10,14,2,1,0,4,0,0,6,6,1,2,5,7,2,5,0,2,2,2,5,2,341,475,23,16,38,46,27,24,3,3,47,53,10,8,37,42,13,14,11,8,7,11,18,12,16,17,5,6,,,1,2,0,1
9644108,59,41,5,0,22,10,2,11,7,4,9,15,518,359,7,23,12,7,1,4,12,3,0,0,6,4,4,3,12,5,10,5,,,2,5,2,0,417,260,25,16,70,57,24,30,2,3,51,49,18,4,33,33,15,13,14,3,3,12,13,14,21,23,4,12,,,5,0,1,2
9643527,45,55,2,3,13,14,5,4,4,2,17,16,370,447,24,13,15,16,3,0,8,6,1,0,5,6,0,2,12,10,1,4,1,1,1,2,2,1,294,382,14,21,40,51,47,33,5,4,55,45,9,13,52,42,10,9,13,13,12,6,6,8,7,9,9,6,,,1,2,,
9643572,58,42,2,2,12,10,2,3,7,1,14,17,418,314,14,16,15,13,1,2,5,3,0,0,5,6,2,1,8,8,4,2,2,0,4,0,5,2,320,213,27,26,64,36,29,19,7,0,50,50,12,9,41,34,10,18,12,5,7,6,18,9,10,25,6,9,,,0,2,,
9643520,46,54,3,3,19,13,3,4,7,7,10,11,375,445,22,13,11,10,0,3,7,4,0,0,8,7,4,2,14,8,5,5,2,1,2,1,0,1,303,375,14,19,40,39,29,39,6,4,54,46,8,7,38,32,11,9,5,9,10,8,10,7,12,18,9,7,,,1,2,1,0
9643556,67,33,1,2,26,7,1,9,11,2,7,12,645,316,25,17,10,6,3,3,11,2,1,0,6,2,9,3,13,5,13,2,1,1,2,0,1,3,585,244,18,24,48,35,29,17,3,3,56,44,11,12,50,39,12,10,16,16,18,12,18,13,17,24,5,6,,,0,1,1,0
9643545,58,42,1,3,18,12,3,5,7,3,8,11,519,382,11,23,10,8,0,1,6,5,0,0,10,6,2,1,11,10,7,2,0,2,3,1,0,3,438,293,17,20,83,58,40,43,4,7,42,58,16,8,32,37,10,21,11,6,6,12,8,13,10,24,8,10,,,1,1,,
9644111,46,54,4,2,13,12,2,3,2,7,12,13,376,446,9,12,13,11,5,2,5,4,0,0,7,4,1,4,8,7,5,5,1,1,4,3,1,5,297,352,15,16,45,50,22,42,7,1,59,41,7,5,34,27,13,6,12,4,5,8,11,4,10,5,6,13,,,3,1,1,1
9644112,50,50,0,1,7,17,5,1,4,0,17,15,426,446,25,22,14,17,1,2,1,9,1,0,4,5,2,3,3,12,4,5,0,1,2,3,2,1,345,373,22,17,51,43,40,27,4,2,53,47,12,19,47,49,17,7,10,10,14,10,12,16,7,11,7,9,,,,,,
9643562,50,50,1,2,9,11,7,2,5,7,12,8,504,494,11,17,7,10,1,2,4,7,1,1,4,4,1,0,6,7,3,4,1,0,2,2,2,2,452,430,15,21,35,47,21,19,2,1,36,64,9,1,24,42,3,5,6,15,9,13,14,9,13,9,7,6,,,0,2,2,1
9644109,58,42,2,1,17,6,2,5,7,3,11,8,535,395,8,12,6,10,4,3,8,3,1,0,7,1,2,2,14,2,3,4,2,1,2,0,2,3,475,334,16,16,45,53,23,23,6,6,46,54,8,4,20,28,7,4,6,6,7,9,4,7,8,14,6,9,1,1,,,,
9643592,58,42,1,2,12,12,3,3,7,8,17,14,480,331,7,11,12,14,0,1,5,3,0,0,4,8,3,1,9,6,3,6,1,1,2,4,0,3,422,259,13,13,42,46,25,18,3,5,45,55,6,3,22,26,12,15,3,1,5,7,7,9,19,14,12,8,,,0,1,1,2
9643569,42,58,4,1,17,7,1,4,6,9,12,7,363,501,23,13,6,11,0,1,7,1,0,0,10,4,0,2,11,4,6,3,1,0,1,1,2,1,300,436,15,19,35,37,26,16,2,3,53,47,8,9,39,31,7,9,10,8,11,6,8,6,20,14,6,12,0,1,3,1,,
9644110,52,48,2,3,8,15,2,1,3,4,16,18,427,387,21,17,18,15,3,4,2,3,1,1,4,6,2,6,5,11,3,4,1,1,3,2,4,1,328,284,24,21,57,53,25,20,4,4,53,47,8,9,48,44,17,14,9,13,11,14,13,13,11,20,8,7,0,1,1,2,0,1
9643516,56,44,10,0,28,7,2,10,12,1,17,12,544,432,15,11,10,17,0,1,11,2,3,1,12,2,5,3,20,2,8,5,,,2,1,1,3,487,361,12,17,55,46,21,26,7,4,42,58,6,7,34,45,7,11,9,17,8,6,4,11,7,19,3,15,,,10,0,,
9643581,46,54,1,4,10,17,4,2,3,3,11,15,358,433,17,10,14,10,4,1,2,5,0,1,5,9,3,3,7,11,3,6,,,3,2,3,3,290,372,12,20,48,48,37,25,2,9,49,51,3,9,37,31,11,18,6,12,13,8,9,6,14,23,11,8,1,0,1,4,,
9644113,45,55,3,5,10,16,2,2,3,4,13,18,392,468,10,8,18,11,3,3,5,4,0,0,2,10,3,2,7,11,3,5,2,2,3,4,1,1,316,407,15,14,37,57,29,29,1,13,59,41,3,7,45,23,2,9,17,4,6,5,10,12,15,9,11,4,,,1,3,1,0
9643537,71,29,3,2,19,8,1,6,6,4,17,8,619,252,12,15,7,17,1,2,7,3,1,0,10,3,2,2,13,7,6,1,1,1,2,1,2,6,536,170,19,14,66,39,27,18,5,1,45,55,8,8,31,40,13,13,12,9,4,6,8,10,12,28,6,9,,,2,1,,
9644117,48,52,1,0,11,9,2,1,5,3,12,18,343,386,20,22,18,10,3,2,3,3,0,0,5,6,3,0,6,7,5,2,1,0,3,1,3,2,269,305,22,23,61,62,26,30,4,5,48,52,17,13,41,42,16,19,5,10,9,14,12,15,17,22,8,7,0,2,,,,
9644116,33,67,3,0,11,4,0,2,0,3,23,8,308,609,24,18,7,23,2,0,6,1,0,0,3,2,2,1,7,2,4,2,3,0,1,2,8,2,228,527,19,33,36,46,15,21,1,1,47,53,10,17,44,57,17,12,13,17,16,7,13,9,18,13,9,3,,,,,2,2
9644115,33,67,0,2,16,19,5,6,5,6,7,9,280,580,9,15,8,7,3,1,6,5,1,1,4,7,6,7,11,6,5,13,,,5,1,3,1,222,510,25,22,42,72,40,27,6,0,51,49,7,4,28,27,15,14,11,5,7,9,20,8,22,11,10,3,,,0,2,,
9643596,47,53,1,2,10,12,2,5,4,4,12,18,374,424,11,24,17,10,3,1,4,4,1,0,5,6,1,2,5,10,5,2,,,4,2,2,1,294,341,24,14,57,56,33,27,4,2,49,51,8,4,39,40,14,15,11,6,7,14,5,9,12,14,11,10,,,1,2,1,0
9644119,59,41,6,1,18,13,4,6,7,7,6,10,505,341,13,17,10,5,1,1,9,4,1,1,3,2,6,7,12,7,6,6,3,1,5,0,4,2,443,287,20,16,49,47,22,23,3,1,56,44,10,6,35,32,13,6,12,10,4,8,7,17,17,26,3,7,,,3,0,0,1
9644118,48,52,0,1,19,14,1,7,6,5,13,15,430,481,13,18,13,13,2,3,7,2,0,1,9,5,3,7,13,6,6,8,,,5,3,1,1,371,415,28,16,36,31,43,25,5,3,51,49,11,11,31,36,17,11,5,6,7,8,10,6,11,17,6,13,,,0,1,,
9644114,52,48,1,1,8,6,1,1,4,2,18,18,458,410,15,12,15,16,3,4,3,1,0,0,3,1,2,4,6,3,2,3,1,0,3,2,0,2,367,325,19,21,59,35,25,21,4,1,51,49,5,7,39,38,7,7,9,10,5,7,11,19,15,11,3,9,,,0,1,0,1
9643518,55,45,2,1,14,6,2,4,3,5,11,11,476,372,11,16,9,10,1,1,8,4,1,0,5,2,1,0,11,5,3,1,2,1,3,1,2,0,427,307,22,14,36,41,34,32,3,4,49,51,4,9,29,30,10,10,9,4,7,11,11,10,18,7,7,8,0,1,,,1,0
9643528,47,53,0,2,14,9,1,4,8,5,14,16,367,407,16,14,16,13,2,2,5,3,1,0,7,6,2,0,7,7,7,2,0,1,3,0,2,1,275,332,35,17,61,47,25,17,6,9,53,47,9,8,38,31,16,17,6,5,11,8,1,8,20,24,8,8,,,0,1,,
9643522,63,37,2,0,30,11,0,5,15,4,11,8,584,358,20,12,6,9,1,3,6,1,1,2,13,8,11,2,22,8,8,3,1,0,3,1,0,3,521,293,15,12,86,29,25,36,16,3,51,49,7,4,33,29,20,21,7,9,10,8,10,17,7,49,4,15,,,1,0,1,0
9644123,55,45,2,2,7,8,3,2,4,4,8,11,414,336,22,8,11,7,2,1,3,4,0,1,1,4,3,0,6,5,1,3,0,1,0,3,1,5,320,243,24,29,60,49,31,26,2,3,56,44,4,8,39,23,20,24,6,8,11,6,15,11,17,22,2,6,,,2,1,,
9644122,65,35,2,3,14,8,1,4,7,1,15,7,633,351,13,19,7,13,1,3,5,4,2,1,6,3,3,1,9,4,5,4,1,3,1,0,1,1,551,249,21,15,76,37,36,23,4,3,43,57,9,8,27,37,6,6,7,6,10,11,8,15,2,21,2,15,,,1,0,2,0
9644124,40,60,2,3,11,18,5,3,3,9,12,14,365,571,15,17,12,12,2,1,4,6,0,0,3,7,4,5,5,9,6,9,0,1,1,1,1,5,291,502,19,15,53,72,25,38,6,4,50,50,6,9,33,30,10,13,6,1,9,10,10,14,20,22,14,1,,,2,2,,
