team_id,season_id,matches,goalsScored,goalsConceded,assists,shots,shotsOnTarget,bigChances,bigChancesCreated,averageBallPossession,totalPasses,accuratePassesPercentage,tackles,interceptions,clearances,saves,yellowCards,redCards,avgRating
3051,37466,38,69,36,42,549,206,95,70,55.921052631579,19683,85.312198343748,627,444,610,131,63,4,6.9770833333333
3052,37466,38,73,38,53,543,213,92,65,55.263157894737,18416,84.193092962641,683,439,585,99,82,4,6.9357638888889
3085,37466,38,66,45,47,543,187,82,62,51.210526315789,16501,83.413126477183,594,437,665,126,74,4,6.9362162162162
3086,37466,38,56,36,34,530,193,89,61,56.078947368421,20804,86.949625072102,531,338,579,105,72,2,6.9076785714286
6362,37466,38,67,58,47,518,188,107,84,53.552631578947,18357,84.676145339652,550,333,706,110,69,5,6.8755281690141
3050,37466,38,56,48,35,563,203,96,71,55.447368421053,18228,81.786262892254,652,470,609,85,98,10,6.8610320284698
3056,37466,38,54,47,34,454,168,60,42,48.868421052632,16312,80.97106424718,604,442,599,94,78,1,6.8111683848797
4954,37466,38,47,52,38,437,160,76,61,52.394736842105,18585,84.788808178639,493,352,620,133,82,10,6.8112262521589
3101,37466,38,60,47,42,546,198,75,55,48.684210526316,15664,81.620275791624,510,353,617,139,64,2,6.8631669535284
3076,37466,38,52,50,31,457,156,73,51,46.684210526316,14694,78.77364910848,607,432,602,95,73,5,6.8329090909091
6063,37466,38,67,57,48,535,185,94,68,51.105263157895,16043,79.991273452596,573,445,589,104,97,4,6.8469724770642
3091,37466,38,56,60,42,410,155,91,72,48.684210526316,15172,79.271025573425,588,413,638,126,88,4,6.8325278810409
3061,37466,38,51,53,30,548,198,93,66,54.921052631579,17675,83.100424328147,564,374,590,110,89,3,6.8219554030875
3072,37466,38,54,61,40,383,141,58,43,43.973684210526,14496,78.635485651214,643,404,704,132,70,3,6.783887915937
5138,37466,38,48,56,26,494,158,73,47,46.447368421053,15213,79.484651285085,607,397,658,120,84,4,6.8145614035088
5765,37466,38,41,47,24,454,160,60,43,47.842105263158,16396,79.055867284704,651,406,641,107,64,4,6.8158088235294
3064,37466,38,44,71,25,401,138,63,43,48,15071,79.47050627032,623,407,708,138,75,7,6.7544982698962
3070,37466,38,39,57,27,430,140,60,46,44.052631578947,13556,75.007376807318,654,458,622,133,80,4,6.7470588235294
3054,37466,38,40,77,25,442,155,78,57,49.131578947368,14961,77.842390214558,572,477,610,110,93,8,6.6943661971831
24759,37466,38,27,71,17,391,128,40,29,41.736842105263,13908,79.357204486626,520,368,701,152,74,5,6.7257518796992
