match_id,season_id,round,start_timestamp,home_team,home_team_id,away_team,away_team_id,home_score,away_score,home_ht,away_ht,winner_code,status,status_code
15812004,91733,1,997462800,Beşiktaş JK,3050,Trabzonspor,3051,1,2,0,1,2,Ended,100
15812005,91733,1,997538400,Göztepe,3054,Bursaspor,3055,2,0,2,0,1,Ended,100
15812007,91733,1,997545600,Fenerbahçe,3052,Samsunspor,3053,3,0,2,0,1,Ended,100
15812006,91733,1,997545600,Gençlerbirliği,7802,Diyarbakırspor,362025,4,4,1,3,3,Ended,100
15821581,91733,1,997545600,Çaykur Rizespor,3064,Kocaelispor,3065,0,0,0,0,3,Ended,100
15812009,91733,1,997624800,İstanbulspor,3066,Malatyaspor,3067,1,0,0,0,1,Ended,100
15812010,91733,1,997632000,Antalyaspor,3056,MKE Ankaragücü,3103,1,8,1,2,2,Ended,100
15812011,91733,1,997632000,Denizlispor,3058,Yozgatspor 1959 FK,3059,5,0,2,0,1,Ended,100
15812012,91733,1,997632000,Gaziantepspor,3060,Galatasaray,3061,1,1,1,1,3,Ended,100
15821582,91733,2,998067600,Bursaspor,3055,Beşiktaş JK,3050,2,2,1,0,3,Ended,100
15812014,91733,2,998150400,Diyarbakırspor,362025,Göztepe,3054,1,2,0,1,2,Ended,100
15812017,91733,2,998150400,Galatasaray,3061,Denizlispor,3058,1,0,0,0,1,Ended,100
15812016,91733,2,998150400,Gençlerbirliği,7802,Samsunspor,3053,2,2,1,1,3,Ended,100
15812015,91733,2,998150400,Kocaelispor,3065,Antalyaspor,3056,3,1,1,0,1,Ended,100
15812018,91733,2,998229600,Yozgatspor 1959 FK,3059,Çaykur Rizespor,3064,2,1,1,1,1,Ended,100
15812019,91733,2,998229600,İstanbulspor,3066,Fenerbahçe,3052,1,0,1,0,1,Ended,100
15812020,91733,2,998236800,MKE Ankaragücü,3103,Malatyaspor,3067,6,0,1,0,1,Ended,100
15812021,91733,2,998236800,Trabzonspor,3051,Gaziantepspor,3060,2,1,0,0,1,Ended,100
15812022,91733,3,998672400,Trabzonspor,3051,Bursaspor,3055,5,0,1,0,1,Ended,100
15812023,91733,3,998748000,Göztepe,3054,Samsunspor,3053,2,1,0,0,1,Ended,100
15821584,91733,3,998755200,Antalyaspor,3056,Yozgatspor 1959 FK,3059,3,3,2,0,3,Ended,100
15821583,91733,3,998755200,Beşiktaş JK,3050,Diyarbakırspor,362025,4,0,1,0,1,Ended,100
15812025,91733,3,998755200,Gençlerbirliği,7802,İstanbulspor,3066,0,1,0,0,2,Ended,100
15812029,91733,3,998841600,Fenerbahçe,3052,MKE Ankaragücü,3103,4,1,3,1,1,Ended,100
15812027,91733,3,998841600,Gaziantepspor,3060,Denizlispor,3058,0,0,0,0,3,Ended,100
15812028,91733,3,998841600,Kocaelispor,3065,Malatyaspor,3067,2,0,1,0,1,Ended,100
15812030,91733,3,998841600,Çaykur Rizespor,3064,Galatasaray,3061,3,6,0,3,2,Ended,100
15812031,91733,4,999882000,MKE Ankaragücü,3103,Gençlerbirliği,7802,2,5,0,3,2,Ended,100
15812034,91733,4,999964800,Bursaspor,3055,Gaziantepspor,3060,0,2,0,2,2,Ended,100
15812033,91733,4,999964800,Diyarbakırspor,362025,Trabzonspor,3051,3,1,0,0,1,Ended,100
15812035,91733,4,999964800,Galatasaray,3061,Antalyaspor,3056,2,1,1,0,1,Ended,100
15812032,91733,4,999964800,Kocaelispor,3065,Fenerbahçe,3052,3,3,2,2,3,Ended,100
15812036,91733,4,1000040400,Yozgatspor 1959 FK,3059,Malatyaspor,3067,3,0,0,0,1,Ended,100
15812037,91733,4,1000042200,İstanbulspor,3066,Göztepe,3054,0,0,0,0,3,Ended,100
15821585,91733,4,1000051200,Denizlispor,3058,Çaykur Rizespor,3064,1,2,0,0,2,Ended,100
15812039,91733,4,1002729600,Samsunspor,3053,Beşiktaş JK,3050,2,1,0,0,1,Ended,100
15821586,91733,5,1000486800,Beşiktaş JK,3050,İstanbulspor,3066,0,1,0,1,2,Ended,100
15812041,91733,5,1000557000,Malatyaspor,3067,Galatasaray,3061,0,2,0,2,2,Ended,100
15821587,91733,5,1000569600,Antalyaspor,3056,Denizlispor,3058,1,0,0,0,1,Ended,100
15812042,91733,5,1000569600,Bursaspor,3055,Diyarbakırspor,362025,2,1,2,0,1,Ended,100
15812043,91733,5,1000569600,Fenerbahçe,3052,Yozgatspor 1959 FK,3059,1,0,0,0,1,Ended,100
15812045,91733,5,1000647000,Göztepe,3054,MKE Ankaragücü,3103,2,1,0,0,1,Ended,100
15812047,91733,5,1000656000,Gaziantepspor,3060,Çaykur Rizespor,3064,0,2,0,1,2,Ended,100
15812048,91733,5,1000656000,Gençlerbirliği,7802,Kocaelispor,3065,2,2,1,0,3,Ended,100
15812046,91733,5,1000656000,Trabzonspor,3051,Samsunspor,3053,1,2,0,2,2,Ended,100
15812049,91733,6,1001091600,Kocaelispor,3065,Göztepe,3054,2,0,2,0,1,Ended,100
15812050,91733,6,1001174400,Bursaspor,3055,Samsunspor,3053,2,1,1,0,1,Ended,100
15812052,91733,6,1001174400,Denizlispor,3058,Malatyaspor,3067,4,1,1,0,1,Ended,100
15812051,91733,6,1001174400,Galatasaray,3061,Fenerbahçe,3052,2,0,0,0,1,Ended,100
15812053,91733,6,1001250000,Yozgatspor 1959 FK,3059,Gençlerbirliği,7802,0,2,0,1,2,Ended,100
