match_id,season_id,round,start_timestamp,home_team,home_team_id,away_team,away_team_id,home_score,away_score,home_ht,away_ht,winner_code,status,status_code
15805999,9947,1,1060362000,Samsunspor,3053,Beşiktaş JK,3050,1,3,1,0,2,Ended,100
15806002,9947,1,1060444800,Bursaspor,3055,Gaziantepspor,3060,0,0,0,0,3,Ended,100
15806001,9947,1,1060444800,Galatasaray,3061,Diyarbakırspor,362025,2,1,0,1,1,Ended,100
15806000,9947,1,1060444800,Gençlerbirliği,7802,Elazığspor,3068,2,3,1,2,2,Ended,100
15806003,9947,1,1060444800,Konyaspor,3085,Trabzonspor,3051,3,3,2,0,3,Ended,100
15806007,9947,1,1060531200,Adanaspor,3069,Malatyaspor,3067,0,1,0,0,2,Ended,100
15806006,9947,1,1060531200,Fenerbahçe,3052,İstanbulspor,3066,0,3,0,2,2,Ended,100
15806004,9947,1,1060531200,Sebatspor,3098,Denizlispor,3058,0,2,0,1,2,Ended,100
15806005,9947,1,1060531200,Çaykur Rizespor,3064,MKE Ankaragücü,3103,2,1,1,1,1,Ended,100
15806008,9947,2,1060966800,Trabzonspor,3051,Fenerbahçe,3052,0,1,0,1,2,Ended,100
15806009,9947,2,1061042400,İstanbulspor,3066,Adanaspor,3069,1,0,1,0,1,Ended,100
15806012,9947,2,1061049600,Beşiktaş JK,3050,Bursaspor,3055,1,0,1,0,1,Ended,100
15806010,9947,2,1061049600,Denizlispor,3058,Çaykur Rizespor,3064,1,1,0,0,3,Ended,100
15806011,9947,2,1061049600,MKE Ankaragücü,3103,Samsunspor,3053,4,2,1,2,1,Ended,100
15806013,9947,2,1061128800,Elazığspor,3068,Konyaspor,3085,0,0,0,0,3,Ended,100
15806014,9947,2,1061136000,Diyarbakırspor,362025,Gençlerbirliği,7802,3,2,1,1,1,Ended,100
15806016,9947,2,1061136000,Gaziantepspor,3060,Galatasaray,3061,1,2,0,0,2,Ended,100
15806015,9947,2,1061136000,Malatyaspor,3067,Sebatspor,3098,3,1,1,0,1,Ended,100
15806017,9947,3,1061645400,Sebatspor,3098,İstanbulspor,3066,1,3,0,0,2,Ended,100
15806020,9947,3,1061654400,Adanaspor,3069,Trabzonspor,3051,0,1,0,0,2,Ended,100
15806018,9947,3,1061654400,Bursaspor,3055,Galatasaray,3061,2,2,1,0,3,Ended,100
15806019,9947,3,1061654400,Çaykur Rizespor,3064,Malatyaspor,3067,2,1,0,1,1,Ended,100
15806021,9947,3,1061661600,Fenerbahçe,3052,Elazığspor,3068,7,1,3,1,1,Ended,100
15806024,9947,3,1061740800,Beşiktaş JK,3050,MKE Ankaragücü,3103,3,0,1,0,1,Ended,100
