match_id,minute,added_time,player,player_id,card_type,is_home
15800141,70,,Mehmet Aurélio,5500,yellow,False
15800141,43,,Serkan Ozdemir,5359,yellow,True
15800141,38,,Servet Çetin,5488,yellow,False
15800141,21,,Serkan Balci,5512,yellow,False
15800141,18,,Gunduz Gurol Azer,2512820,yellow,True
15800141,18,,Kursat Duymus,2512557,yellow,True
15800141,16,,Alper Akici,2513234,yellow,True
15800141,10,,Cem Baki,2512825,yellow,True
15800141,8,,Murat Hacioglu,43618,yellow,False
15800142,85,,Fatih Ceylan,43683,yellow,False
15800142,69,,Cemil Ibis,2514767,yellow,False
15800142,63,,Jere Kahkonen,812250,yellow,False
15800142,63,,Souleymane Youla,14344,yellow,True
15800142,56,,Sedat Yesilkaya,5786,yellow,True
15800142,55,,Mesut Unal,2514781,yellow,False
15800142,27,,Mbaye Badji,2514816,yellow,False
15800144,89,,Mustafa Keceli,5375,red,True
15800144,89,,Alp Kucukvardar,2514786,yellow,True
15800144,84,,Bulent Bolukbasi,5803,yellow,False
15800144,82,,Burak Ozsarac,2510559,yellow,True
15800144,81,,Timucin Bayazit,2512804,yellow,True
15800144,74,,Gökhan Zan,5743,yellowRed,False
15800144,55,,Gökhan Zan,5743,yellow,False
15800144,32,,Miikka Aleksi Multaharju,5382,yellow,True
15800144,20,,Mehmet Polat,43600,yellow,False
15800144,9,,Ilhan Ozbay,5756,red,False
15800144,7,,Riadh Bouazizi,5732,yellow,False
15800143,86,,Vioresin Sinani,55316,yellow,True
15800143,74,,Tayfun Cora,18218,yellow,False
15800143,53,,Michael Petkovic,6185,yellow,False
15800143,36,,Karel Adriaan D'Haene,6182,yellow,False
15800143,31,,Ali Turan,5813,yellow,True
15800143,28,,Pini Felix Balili,5817,yellow,True
15800145,49,,Bilal Kisa,5914,yellow,True
15800145,43,,Okan Buruk,5317,yellow,False
15800147,89,,Sedat Bayrak,31731,yellow,True
15800147,88,,Muhammet Ozdin,53831,yellow,True
15800147,76,,Gokcek Vederson,30133,yellow,False
15800147,32,,Ismet Tasdemir,2513240,yellow,True
15800146,81,,Sertan Eser,808307,yellow,False
15800146,73,,Alban Bushi,21689,yellow,True
15800146,36,,Musa Kus,43621,yellow,True
15800146,25,,Andre Borges,2514779,yellow,True
15800148,77,,Hasan Sas,1422247,yellow,True
15800148,75,,Zafer Biryol,84741,yellow,False
15800148,56,,Erhan Albayrak,5865,yellow,False
15800148,52,,Yasin Celik,2512579,yellow,False
15800148,49,,Flavio Conceicao,5678,yellow,True
15800148,27,,Elvir Baljic,1854456,yellow,True
15800148,16,,Oumar Dieng,2313456,yellow,False
15800149,80,,Şenol Yavaş,2512873,yellow,True
15800149,69,,Stephen Baidoo,2514744,yellow,False
15800149,60,,Zafer Ozgultekin,43396,yellow,False
15800149,45,,Yilmaz Ozlem,6214,yellow,False
15800149,41,,Evren Turhan,2512818,yellow,True
