match_id,minute,player_in,player_in_id,player_out,player_out_id,is_home
15800141,83,Levent Yücel,2512862,Ünal Alpugan,2323413,True
15800141,82,Yasin Cakmak,5337,Cem Baki,2512825,True
15800141,65,Mert Nobre,5498,Murat Hacioglu,43618,False
15800141,57,Onder Turaci,5504,Serkan Balci,5512,False
15800141,46,Murat Sozkesen,2514787,Ersin Gureler,5346,True
15800142,87,Umit Bozkurt,2510640,Josip Skoko,5782,True
15800142,84,Mustafa Gursel,2512805,Sedat Yesilkaya,5786,True
15800142,80,Gokhan Kaba,43661,Serdal Kurt,2512843,False
15800142,71,Sami Gtari,2513229,Mustafa Ozkan,43513,True
15800142,46,Jere Kahkonen,812250,Mahmut Tasdemir,2514801,False
15800142,46,Aydin Cetin,60576,Mbaye Badji,2514816,False
15800144,83,Serdal Boyraz,2513388,Tomas Abraham,5364,True
15800144,80,Alp Kucukvardar,2514786,Omer Riza,2512585,True
15800144,77,Erdal Güneş,5758,Tarik El Taib,1869543,False
15800144,56,Ziad Jaziri,9023,Andre Macanga,5745,False
15800144,56,Erhan Namli,2514771,Sedat Ağçay,5744,False
15800144,55,Umit Aydin,803418,Miikka Aleksi Multaharju,5382,True
15800143,87,Salim Toama,5812,Zoltán Pető,2505513,True
15800143,84,Augustine Ahinful,2321117,Fatih Tekke,6175,False
15800143,81,Ufuk Bayraktar,74023,Ibrahima Yattara,6181,False
15800143,72,Bernd Thijs,181,Gökdeniz Karadeniz,6176,False
15800143,70,Mehmet Topuz,21825,Samuel Johnson,2512075,True
15800143,70,Vioresin Sinani,55316,Fazli Ulusoy,2514791,True
15800145,82,Veysel Cihan,5326,Roman Dabrowski,1854369,False
15800145,80,Serkan Ozsoy,2513247,Bilal Kisa,5914,True
15800145,77,Ilhan Var,2514813,Marcel Kimemba M'Bayo,14526,True
15800145,56,İbrahim Akın,5321,Emre Asik,1422255,False
15800145,32,Helman Mkhalele,1421806,Atilla Birlik,2513216,True
15800147,84,Claude Bakadal,144459,Selahattin Kinali,43554,True
15800147,78,Orhan Kaynak,2510151,Oktay Derelioğlu,1845090,True
15800147,73,Mustafa Sarp,2510558,Tita,5292,False
15800147,68,Sobrinho,2473136,Balasz Molnar,5291,False
15800147,68,Hamza Gezmis,60448,Hakan Bayraktar,2510650,True
15800147,46,Huseyin Kartal,5286,Bulent Karaman,2513243,False
15800146,88,Richard Offiong,39285,Alban Bushi,21689,True
15800146,70,Tayfun Yungul,2515104,Serdar Samatyali,2513231,False
15800146,65,Ofir Haim,2515073,Musa Kus,43621,True
15800146,60,Eser Yagmur,5407,Sinan Kaloglu,5406,False
15800146,46,Abdoul Karim Sylla,2513327,Ahmet Alper Öcal,2511892,False
