match_id,minute,added_time,scorer,scorer_id,assist,assist_id,goal_type,is_home,home_score,away_score
15807265,82,,Uche Okechukwu,2514778,Halit Guven Kocabal,1854368,regular,True,2,2
15807265,62,,Cenk Isler,60253,,,penalty,True,1,2
15807265,40,,Pachola,2515487,,,regular,False,0,2
15807265,21,,Necati Ates,5708,,,regular,False,0,1
15807268,68,,Okan Yilmaz,2491092,,,penalty,True,2,2
15807268,64,,Tümer Metin,5322,Daniel Pancu,5323,regular,False,1,2
15807268,30,,Júnior,2472996,Antonio Franja,2465124,regular,True,1,1
15807268,28,,Daniel Pancu,5323,Tümer Metin,5322,regular,False,0,1
15807267,52,,Sinan Kaloglu,5406,,,regular,False,1,1
15807267,36,,Saffet Akyuz,2513223,Celaleddin Kocak,6172,regular,True,1,0
15807266,50,,Selim Ozer,2516453,Timucin Bayazit,2512804,regular,False,1,1
15807266,24,,Hakan Keles,2514789,,,regular,True,1,0
15807269,72,,Goksel Akinci,2512561,Tayfun Yungul,2515104,regular,True,2,1
15807269,49,,Tayfun Yungul,2515104,,,penalty,True,1,1
15807269,42,,Lubomir Meszaros,54050,Erhan Namli,2514771,regular,False,0,1
15807272,55,,Arif Erdem,2326130,,,regular,True,4,1
15807272,43,,Umit Karan,5294,Mohamed Sarr,1855046,regular,True,3,1
15807272,32,,Felipe,167057,,,penalty,True,2,1
15807272,18,,Sinan Ertan,2514818,,,regular,False,1,1
15807272,14,,Umit Karan,5294,Ergun Penbe,5718,regular,True,1,0
15807270,47,,Fatih Tekke,6175,,,penalty,True,1,1
15807270,28,,Ersen Martin,5381,,,regular,False,0,1
15807271,69,,Mustafa Gursel,2512805,Marcel Kimemba M'Bayo,14526,regular,False,1,3
15807271,60,,Alexandar Yordanov Aleksandrov,11258,Emrah Eren,6173,regular,True,1,2
15807271,44,,Mustafa Gursel,2512805,Marcel Kimemba M'Bayo,14526,regular,False,0,2
15807271,21,,Thomas Zdebel,75,,,penalty,False,0,1
15807273,88,,Mustafa Ozkan,43513,Ali Tandogan,5303,regular,True,1,3
15807273,86,,Mohamed Sarr,1855046,Ergun Penbe,5718,regular,False,0,3
15807273,83,,Arif Erdem,2326130,,,regular,False,0,2
15807273,46,,Arif Erdem,2326130,Umit Karan,5294,regular,False,0,1
15807274,25,,Lubomir Meszaros,54050,Haci Arif Turgut,2515468,regular,True,2,0
15807274,18,,Feridun Sungur,43548,,,ownGoal,True,1,0
15807275,90,,Ahmet Dursun,5328,Sergen Yalçin,1844922,regular,True,2,1
15807275,87,,Ahmet Yildirim,1854370,Antônio Carlos Zago,1854367,regular,True,1,1
15807275,64,,Zdravko Lazarov,5761,,,regular,False,0,1
15807276,66,,Okan Koc,60574,Thomas Zdebel,75,regular,True,4,1
15807276,57,,Veysel Cihan,5326,,,regular,True,3,1
15807276,52,,Ahmed Hassan,5327,,,regular,True,2,1
15807276,47,,Mustafa Gursel,2512805,Filip Daems,159,regular,True,1,1
15807276,4,,Faruk Bayar,43709,Halit Guven Kocabal,1854368,regular,False,0,1
15807277,57,,Halit Koprulu,2514775,Kemal Aslan,5510,regular,False,1,1
15807277,15,,Fazli Ulusoy,2514791,,,regular,True,1,0
15807278,11,,Sinan Ertan,2514818,,,regular,True,1,0
15807280,79,,Necati Ates,5708,Pachola,2515487,regular,True,2,1
15807280,72,,Fernand Coulibaly,2514387,Dida,2516506,regular,False,1,1
15807280,30,,Necati Ates,5708,Mehmet Ali Honca,2516444,regular,True,1,0
15807281,89,,Zafer Biryol,84741,Ndayi Kalenga,2516481,regular,False,4,2
15807281,81,,Rachid Djebaili,2516521,Ndayi Kalenga,2516481,regular,False,4,1
15807281,80,,Sinan Kaloglu,5406,Mehmet Zengin,2516462,regular,True,4,0
15807281,71,,İbrahim Akın,5321,Bulent Ozturk,2516479,regular,True,3,0
15807281,20,,Cagdas Atan,5307,,,regular,True,2,0
15807281,14,,Oktay Kuday,2324445,,,regular,True,1,0
15807279,41,,Washington Stecanela Cerqueira,22082,Ariel Arnaldo Ortega,34119,regular,True,1,0
15807282,89,,Murat Bolukbas,2514782,Mevlüt Can,2516613,regular,False,1,4
15807282,84,,Zafer Biryol,84741,Cem Baki,2512825,regular,True,1,3
15807282,82,,Necati Ates,5708,Pachola,2515487,regular,False,0,3
15807282,68,,Necati Ates,5708,Ali Asim Balkaya,2515435,regular,False,0,2
15807282,43,,Şenol Yavaş,2512873,,,ownGoal,False,0,1
15807283,83,,Tümer Metin,5322,,,regular,False,1,2
15807283,26,,Sergen Yalçin,1844922,,,regular,False,1,1
15807283,18,,Cenk Isler,60253,Selçuk Şahin,12384,regular,True,1,0
15807285,40,,Osman Ozkoylu,2514810,,,ownGoal,True,1,2
15807285,24,,Adnan Gungor,6151,Musa Aydin,6155,regular,False,0,2
15807285,4,,Celil Sagir,2513211,,,penalty,False,0,1
15807289,30,,Mustafa Ozkan,43513,,,penalty,True,1,0
15807288,87,,Souleymane Youla,14344,Umit Bozkurt,2510640,regular,False,1,4
15807288,84,,Souleymane Youla,14344,,,regular,False,1,3
15807288,76,,Souleymane Youla,14344,,,regular,False,1,2
15807288,56,,Deniz Kolgu,2513239,Fernand Coulibaly,2514387,regular,True,1,1
15807288,31,,Thomas Zdebel,75,,,penalty,False,0,1
15807286,48,,Arif Erdem,2326130,Felipe,167057,regular,True,2,0
15807286,40,,Arif Erdem,2326130,,,regular,True,1,0
15807287,86,,Lubomir Meszaros,54050,,,regular,False,3,1
15807287,79,,Augustine Ahinful,2321117,Ismet Tasdemir,2513240,regular,True,3,0
15807287,48,,Radu Niculescu,2516485,Hakan Keles,2514789,regular,True,2,0
15807287,38,,Ismet Tasdemir,2513240,Yilmaz Ozlem,6214,regular,True,1,0
15807290,90,,Ogun Temizkanoglu,2514742,Washington Stecanela Cerqueira,22082,regular,False,3,3
15807290,85,,Ariel Arnaldo Ortega,34119,,,penalty,False,3,2
15807290,84,,Kemal Aslan,5510,,,regular,True,3,1
15807290,37,,Haim Revivo,1854458,Miroslav Stevic,2323188,regular,False,2,1
15807290,21,,Alper Akici,2513234,Kemal Aslan,5510,regular,True,2,0
15807290,14,,Kemal Aslan,5510,,,penalty,True,1,0
15807291,60,,Tayfur Havutcu,1422252,Sergen Yalçin,1844922,regular,True,2,0
15807291,37,,Daniel Pancu,5323,Tamer Tuna,2512839,regular,True,1,0
15807292,85,,Yilmaz Ozlem,6214,Augustine Ahinful,2321117,regular,False,2,3
15807292,75,,Hami Mandirali,2323553,,,regular,False,2,2
15807292,55,,İbrahim Akın,5321,,,regular,True,2,1
15807292,31,,Hakan Keles,2514789,Augustine Ahinful,2321117,regular,False,1,1
15807292,19,,Umit Inal,2516464,Mehmet Zengin,2516462,regular,True,1,0
