match_id,home_ballpossession,away_ballpossession,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_redcards,away_redcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_accuratethroughball,away_accuratethroughball,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_duelwonpercent,away_duelwonpercent,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_goalkicks,away_goalkicks
6802121,63,37,13,8,4,1,6,3,0,0,460,278,17,14,2,4,,,1,5,0,1,9,2,3,1,6,6,7,2,,,2,1,330,159,39,29,46,54,31,41,28,29,5,13
6802108,58,42,12,7,2,4,3,5,0,0,479,336,24,18,2,6,0,1,6,2,0,0,5,3,1,2,7,4,5,3,,,2,4,381,229,26,16,58,42,59,42,24,18,7,9
6802113,49,51,21,8,3,7,9,1,0,0,399,432,24,16,2,5,,,9,4,0,0,8,2,4,2,9,2,12,6,1,0,1,1,324,348,25,17,48,52,45,45,8,13,2,8
6802130,45,55,11,6,4,1,7,5,0,0,319,394,14,8,2,4,,,3,4,0,0,5,0,3,2,4,5,7,1,0,1,4,3,202,277,29,15,50,50,42,44,18,15,3,8
6802140,48,52,4,14,2,1,1,6,0,0,349,352,22,13,3,3,0,1,2,2,0,0,1,8,1,4,2,5,2,9,1,0,2,2,226,254,25,34,64,36,47,27,20,11,9,6
6802131,45,55,9,16,4,2,4,4,0,0,300,347,17,20,4,3,1,1,3,6,0,1,4,7,2,3,3,11,6,5,,,1,1,213,252,32,28,31,69,24,50,11,28,9,4
6802144,50,50,25,11,4,7,6,8,0,0,407,392,16,13,2,6,0,1,10,3,1,0,7,7,8,1,15,4,10,7,,,3,5,341,322,17,12,48,52,33,35,7,8,12,4
6802139,47,53,6,11,3,3,0,7,0,0,305,329,16,17,1,3,,,3,3,0,0,3,2,0,6,3,4,3,7,1,0,4,2,204,235,18,27,52,48,42,39,12,10,10,8
6802138,51,49,13,11,4,3,3,5,0,0,509,465,15,9,0,1,,,6,6,0,1,4,5,3,0,6,6,7,5,1,1,1,1,420,370,25,23,50,50,39,39,12,12,10,6
6802145,67,33,14,9,3,2,10,2,0,0,578,288,15,8,3,4,,,4,4,0,0,7,4,3,1,8,4,6,5,1,0,1,1,481,199,24,18,58,42,45,39,20,8,9,9
6802147,41,59,7,20,4,1,3,4,0,0,335,466,20,16,1,3,,,1,5,0,0,5,11,1,4,1,14,6,6,,,5,0,226,368,16,22,43,57,34,39,16,26,15,12
6802146,43,57,17,7,0,6,7,3,0,0,370,476,8,27,2,3,,,8,3,0,0,7,2,2,2,9,6,8,1,,,4,1,249,358,27,19,44,56,34,45,11,13,4,8
6802135,55,45,17,7,0,2,4,3,0,0,426,350,17,20,3,4,0,1,4,1,2,0,11,5,2,1,13,2,4,5,1,0,3,1,324,245,19,23,55,45,33,28,15,12,7,11
6802134,58,42,12,17,4,3,6,5,0,0,382,263,17,21,2,4,1,1,3,4,0,0,6,10,3,3,8,8,4,9,,,1,0,290,171,21,25,50,50,40,42,15,14,7,13
6802141,47,53,23,10,3,6,10,2,0,0,332,383,21,16,4,3,,,7,4,2,0,13,5,3,1,13,5,10,5,2,0,0,2,257,293,20,18,53,47,47,48,21,12,6,15
6802143,50,50,14,5,1,3,7,6,0,0,350,356,16,17,3,2,,,5,2,0,0,3,1,6,2,9,5,5,0,0,1,1,1,238,247,26,27,50,50,38,42,22,17,4,13
6802128,38,62,15,13,3,5,5,3,0,0,321,531,9,23,3,2,,,6,4,0,0,9,6,0,3,10,8,5,5,1,1,4,4,231,435,13,21,46,54,31,47,15,6,9,11
6802148,57,43,6,9,3,1,1,4,0,0,497,379,21,18,2,5,,,1,3,0,0,4,3,1,3,3,1,3,8,1,0,1,2,360,243,34,31,54,46,47,31,21,27,4,3
6802137,52,48,19,5,3,5,2,3,0,0,449,423,13,13,4,2,,,9,3,1,1,6,2,4,0,12,4,7,1,1,1,2,2,376,317,26,20,54,46,37,39,15,5,5,10
6802149,29,71,6,21,6,0,3,7,0,0,226,519,13,14,4,1,1,0,2,6,0,0,2,11,2,4,2,10,4,11,0,2,2,2,133,426,24,43,48,52,35,38,16,17,12,2
6802129,61,39,25,8,2,5,10,1,0,0,429,288,20,13,3,7,,,8,3,1,0,10,4,7,1,18,7,7,1,2,0,5,8,338,204,21,26,58,42,43,31,20,14,6,16
6802168,53,47,20,4,0,7,8,2,0,0,366,341,17,23,6,1,,,8,2,1,0,8,2,4,0,14,3,6,1,1,0,1,2,281,220,25,31,47,53,39,55,28,21,6,11
6802157,47,53,15,9,4,5,4,6,0,0,337,361,15,20,1,2,,,6,4,0,0,8,2,1,3,5,5,10,4,,,0,6,229,259,22,20,52,48,46,43,17,15,10,7
6802164,60,40,12,4,0,2,6,4,0,0,435,289,13,11,2,2,,,3,2,0,0,8,2,1,0,9,2,3,2,,,1,0,292,146,49,37,60,40,45,36,22,8,15,11
6802161,48,52,16,14,5,7,6,11,0,0,446,467,13,19,5,1,,,10,6,0,0,3,5,3,3,11,7,5,7,3,0,2,1,371,395,16,19,53,47,34,31,12,10,6,6
6802155,47,53,8,20,5,3,6,9,0,0,405,457,10,19,5,0,,,4,8,0,1,3,7,1,5,7,8,1,12,0,1,2,1,320,385,9,12,46,54,37,43,8,9,11,5
6802156,52,48,14,15,2,3,5,7,0,0,373,348,21,16,2,2,,,5,5,1,0,8,8,1,2,10,9,4,6,1,2,1,1,287,256,19,16,50,50,40,37,16,19,14,11
6802154,38,62,19,13,5,7,10,6,0,0,298,504,19,10,2,4,,,11,7,0,0,6,5,2,1,8,8,11,5,,,2,0,230,426,10,22,55,45,46,36,11,10,5,13
6802153,63,37,17,7,1,3,10,4,0,0,519,300,26,7,2,2,,,4,1,1,0,7,6,6,0,7,3,10,4,,,3,3,416,173,39,28,53,47,39,30,4,8,12,8
6802152,41,59,6,14,0,2,3,6,0,0,336,473,16,13,5,1,1,0,2,3,0,0,3,10,1,1,2,6,4,8,,,1,0,250,391,28,17,45,55,41,43,7,15,12,6
6802162,47,53,6,9,2,2,3,5,0,0,327,361,18,14,4,4,0,1,3,2,0,0,0,7,3,0,5,5,1,4,,,2,2,209,263,26,34,52,48,42,36,14,16,8,1
6802167,51,49,13,8,1,4,5,6,0,0,407,378,19,17,2,3,,,4,1,0,0,7,5,2,2,5,4,8,4,,,2,3,279,249,29,27,52,48,48,42,21,21,4,7
6802150,41,59,14,12,3,4,1,7,0,0,329,461,14,18,3,2,,,7,5,1,2,6,3,1,4,11,4,3,8,2,0,5,0,232,342,23,31,46,54,35,38,9,14,6,10
6802169,49,51,13,3,0,4,9,2,0,0,420,449,22,13,1,2,,,5,0,0,0,8,1,0,2,10,1,3,2,,,3,0,321,342,20,13,59,41,44,37,21,9,4,14
6802163,69,31,17,13,4,5,5,4,0,0,544,240,12,18,3,5,1,0,6,6,1,0,8,4,3,3,11,6,6,7,,,1,0,419,158,24,14,40,60,25,30,5,15,7,12
6802158,57,43,17,5,1,2,12,1,0,0,395,296,12,16,5,3,,,4,2,0,0,9,3,4,0,12,3,5,2,,,0,2,290,167,25,26,49,51,34,43,27,20,6,13
6802160,52,48,15,9,1,5,5,5,0,0,360,328,18,12,3,3,,,7,4,0,0,6,2,2,3,7,5,8,4,,,3,0,234,214,32,23,55,45,34,30,18,12,9,9
6802165,55,45,14,8,2,5,5,0,0,0,400,334,20,21,3,3,,,6,3,0,0,5,3,3,2,8,3,6,5,,,1,2,303,241,27,14,47,53,44,45,16,22,6,6
6995139,38,62,13,13,5,3,6,9,0,0,347,534,8,15,1,0,,,3,7,0,0,8,2,2,4,6,7,7,6,0,1,3,5,238,440,14,22,47,53,34,31,17,27,7,8
6802151,50,50,20,8,2,3,6,3,0,0,398,403,10,14,2,2,,,7,2,0,0,9,3,4,3,13,3,7,5,2,0,3,1,289,293,13,20,50,50,32,39,18,12,12,12
6802174,45,55,15,11,3,4,4,5,0,0,359,407,21,17,2,4,,,9,5,0,0,3,3,3,3,9,5,6,6,2,0,1,2,257,328,14,27,55,45,44,36,19,15,11,3
6802183,52,48,13,9,2,3,7,5,0,0,395,374,23,17,4,4,1,0,3,3,1,0,8,3,2,3,8,4,5,5,,,1,3,277,259,20,34,53,47,51,46,18,14,6,10
6802186,31,69,10,16,4,2,4,7,0,0,269,581,13,18,5,3,2,0,5,6,0,0,2,6,3,4,6,9,4,8,1,0,1,2,179,493,20,26,41,59,34,45,8,15,8,4
6802173,53,47,12,9,3,0,6,3,0,0,407,369,20,16,3,2,,,1,3,1,0,8,4,3,2,8,5,4,4,,,3,3,275,249,32,39,53,47,37,36,25,19,8,10
6802171,59,41,18,5,2,3,5,2,0,0,542,388,8,12,2,4,,,4,3,0,0,10,1,4,1,7,1,11,4,0,2,1,1,444,282,17,29,54,46,41,36,16,12,3,18
6802172,60,40,10,8,2,0,3,6,0,0,462,301,23,16,2,2,0,1,2,3,2,0,6,3,2,2,8,6,2,2,,,2,0,331,162,26,28,52,48,36,36,34,29,7,6
6802175,61,39,13,13,6,5,2,2,0,0,559,363,13,16,1,1,,,9,6,1,0,3,4,1,3,10,7,3,6,1,1,3,4,463,278,21,14,51,49,43,46,15,9,6,5
6802166,55,45,16,4,0,4,4,3,0,0,392,322,17,15,3,1,1,0,4,1,0,0,7,1,5,2,6,2,10,2,,,,,286,219,22,30,53,47,44,37,18,18,5,6
6802179,63,37,17,7,4,3,6,3,0,0,479,281,16,15,3,4,0,1,7,5,0,0,7,2,3,0,12,4,5,3,2,0,1,3,387,180,26,24,60,40,57,40,12,6,5,10
6802187,44,56,13,13,2,5,3,9,0,0,393,474,12,11,4,2,,,7,2,0,1,4,5,2,6,7,7,6,6,1,0,1,0,285,376,20,27,48,52,33,41,23,20,7,7
6802188,53,47,8,12,5,4,6,7,0,0,356,308,18,11,2,4,,,5,6,0,0,1,6,2,0,5,6,3,6,,,0,1,243,200,23,22,57,43,44,29,22,20,10,6
6802181,39,61,11,15,5,3,7,5,0,0,301,462,14,14,2,7,0,1,5,6,0,0,5,7,1,2,7,5,4,10,,,4,3,210,382,21,22,44,56,29,40,10,9,9,9
6802182,51,49,11,10,4,2,4,3,0,0,388,369,21,19,3,2,,,2,5,1,0,6,3,3,2,6,8,5,2,,,1,2,245,244,24,18,52,48,36,38,31,25,6,3
6802184,48,52,16,7,1,4,3,2,0,0,346,372,15,19,4,3,1,0,6,2,0,0,4,5,6,0,7,4,9,3,,,1,0,255,282,31,24,51,49,36,40,17,11,5,17
6802178,44,56,13,10,2,1,2,7,0,0,323,399,17,13,4,5,1,0,4,3,0,0,7,3,2,4,8,8,5,3,0,1,2,0,231,300,27,24,56,44,47,32,10,12,9,10
6802177,37,63,10,12,4,2,4,7,0,0,339,543,10,22,5,1,,,4,6,0,2,3,5,3,1,5,9,5,3,,,4,4,256,449,17,30,45,55,29,39,11,9,9,4
6802176,44,56,18,21,5,4,6,10,0,0,335,406,20,13,5,1,,,7,7,0,1,7,7,4,7,6,9,12,12,0,1,4,1,238,313,18,29,56,44,45,34,17,14,9,9
6802185,42,58,13,14,3,4,4,7,0,0,327,449,19,12,2,4,,,7,4,0,2,3,7,3,3,8,6,5,8,0,1,2,0,224,340,27,31,55,45,41,34,16,13,9,9
6802170,42,58,15,14,4,3,2,4,0,0,299,398,13,28,4,2,,,5,5,0,0,9,6,1,3,11,8,4,6,,,1,3,203,293,17,45,46,54,34,47,20,16,9,8
6802189,58,42,21,7,1,5,8,4,0,0,467,324,17,15,1,1,,,7,2,0,0,10,3,4,2,12,2,9,5,1,0,0,1,400,250,20,18,56,44,37,27,11,10,5,14
6802180,40,60,7,30,7,2,1,8,0,0,339,487,18,11,2,2,,,2,8,0,1,4,15,1,7,1,19,6,11,,,3,4,222,392,14,24,49,51,44,38,12,21,14,4
6802195,38,62,15,17,5,4,4,5,0,0,254,399,14,17,2,2,,,6,7,1,2,4,7,5,3,8,7,7,10,1,0,1,2,142,300,15,30,53,47,40,35,17,15,14,6
6802201,45,55,13,10,3,5,4,6,0,0,331,399,20,13,3,2,,,8,4,0,0,4,4,1,2,4,4,9,6,,,1,2,208,269,20,42,48,52,48,45,13,22,5,7
6802203,47,53,10,14,4,4,2,6,0,0,416,460,17,20,4,2,,,4,4,0,0,5,5,1,5,5,7,5,7,,,,,283,323,13,31,43,57,32,37,16,27,12,7
6802204,69,31,28,6,1,6,9,4,0,0,573,267,8,9,2,4,0,4,8,2,1,0,11,3,9,1,13,2,15,4,,,1,3,506,188,19,11,47,53,20,26,12,10,4,15
6802200,64,36,21,6,1,6,5,0,0,0,530,298,17,13,2,3,,,7,1,1,1,11,5,3,0,13,2,8,4,,,0,3,447,206,25,22,55,45,39,33,14,10,3,13
6802193,49,51,14,6,1,8,7,4,0,0,400,406,13,16,1,2,,,9,1,1,0,4,2,1,3,10,0,4,6,,,1,1,307,304,20,25,50,50,39,43,18,15,11,6
6802197,41,59,7,11,3,4,4,5,0,0,348,507,18,17,3,2,1,0,4,5,0,0,2,6,1,0,1,7,6,4,,,2,4,245,416,22,18,45,55,28,34,11,14,10,5
6802202,38,62,11,18,7,3,4,14,13,11,321,499,10,11,4,2,,,5,7,1,1,3,6,3,5,7,8,4,10,,,1,1,229,418,14,15,46,54,28,28,8,15,9,7
6802191,45,55,14,10,3,3,2,2,0,0,387,484,14,17,2,2,,,3,4,1,0,9,4,2,2,5,7,9,3,0,1,0,4,287,368,19,25,51,49,32,30,20,20,8,16
6802207,53,47,18,19,6,3,8,9,0,0,461,418,18,6,2,1,,,4,8,0,0,8,8,6,3,12,9,6,10,0,3,0,1,370,334,24,12,55,45,39,35,19,12,11,6
6802192,56,44,16,6,0,5,4,3,0,0,502,401,16,20,1,4,1,0,5,0,0,0,7,4,4,2,12,1,4,5,,,2,2,372,289,26,18,48,52,36,39,11,11,5,12
6802209,57,43,12,13,2,1,3,2,0,0,512,372,19,10,2,4,,,4,3,1,0,2,8,6,2,5,10,7,3,,,,,407,269,33,28,45,55,36,37,14,24,12,2
6802206,40,60,9,11,4,1,6,10,0,0,316,450,10,13,2,2,,,3,4,0,0,5,5,1,2,5,7,4,4,1,0,0,2,224,361,24,29,50,50,37,33,6,10,10,6
6802196,43,57,13,11,4,4,7,7,0,0,336,437,18,17,4,2,,,7,4,0,1,2,7,4,0,9,9,4,2,2,0,4,2,237,326,15,28,56,44,50,33,18,21,11,5
6802211,46,54,13,10,4,3,8,3,0,0,372,442,13,16,3,4,,,5,4,1,0,6,3,2,3,7,6,6,4,,,4,3,252,322,27,25,49,51,33,40,19,14,3,8
6802198,61,39,27,5,0,2,10,1,0,0,532,347,16,10,3,3,,,3,2,0,0,15,2,9,1,12,2,15,3,0,1,4,2,452,245,27,15,49,51,37,39,13,14,5,22
6802217,36,64,14,8,2,2,4,9,0,0,318,547,12,23,2,1,,,3,1,0,0,4,6,7,1,5,6,9,2,,,1,3,244,453,17,30,43,57,30,39,13,19,6,9
6802190,51,49,14,5,0,1,10,2,0,0,367,362,15,12,2,3,,,2,1,0,0,9,3,3,1,11,0,3,5,1,0,5,1,269,252,30,15,63,37,49,27,13,10,5,14
6802208,55,45,9,9,2,1,3,2,0,0,492,403,14,20,2,4,0,2,3,3,0,0,6,6,0,0,5,5,4,4,0,2,2,3,410,315,21,22,52,48,41,44,13,5,5,9
6802199,64,36,18,10,2,4,5,2,0,0,656,360,18,12,3,4,,,8,5,0,0,5,5,5,0,9,8,9,2,,,0,5,583,269,24,15,41,59,35,35,3,20,4,9
6802205,51,49,8,8,0,2,3,3,0,0,430,407,19,16,1,1,,,2,3,0,0,6,4,0,1,3,3,5,5,,,4,0,321,282,23,37,49,51,39,35,18,24,8,10
6802194,59,41,11,9,3,1,3,2,0,0,457,307,16,12,1,4,0,1,3,3,0,1,5,4,3,2,3,5,8,4,1,0,3,0,377,228,22,25,53,47,39,35,15,13,7,10
6802221,63,37,17,9,2,6,6,2,0,0,609,355,8,15,0,3,,,9,3,1,0,6,3,2,3,12,3,5,6,2,0,2,1,533,262,23,14,51,49,28,35,14,5,5,11
6802214,45,55,12,12,3,3,4,5,0,0,408,475,14,14,3,4,,,4,3,0,0,6,6,2,3,5,4,7,8,,,2,4,298,374,15,17,55,45,33,34,21,10,8,6
6802228,59,41,8,11,3,1,3,5,0,0,482,335,19,14,4,2,,,1,5,0,2,4,4,3,2,2,9,6,2,,,0,2,395,231,26,29,54,46,45,37,17,15,5,7
6802220,55,45,12,14,2,3,4,7,0,0,399,327,20,17,4,3,,,5,6,1,0,7,3,0,5,6,13,6,1,,,1,1,302,235,29,17,47,53,41,46,10,12,5,8
6802218,43,57,8,16,9,3,2,6,0,0,391,505,5,15,5,1,,,4,10,1,0,3,4,1,2,5,9,3,7,,,3,1,304,429,13,21,45,55,31,32,6,13,12,7
6802229,45,55,20,16,3,6,9,5,0,0,337,410,15,22,8,4,,,9,6,1,1,5,3,6,7,10,9,10,7,,,0,1,229,283,34,23,45,55,26,38,25,25,6,8
6802222,40,60,10,11,1,1,3,4,0,0,352,516,17,17,1,2,,,2,3,0,0,7,3,1,5,7,4,3,7,2,0,7,0,272,425,25,25,58,42,47,39,17,8,7,8
6802213,63,37,24,4,0,10,10,0,0,0,515,299,17,12,1,7,0,3,11,0,0,0,6,3,7,1,11,2,13,2,,,2,4,430,203,26,25,63,37,59,34,18,12,7,8
6802227,45,55,10,4,1,0,8,5,0,0,291,350,9,20,2,1,,,1,1,0,0,8,2,1,1,6,2,4,2,,,5,0,189,250,37,24,52,48,34,39,22,13,4,17
6802224,52,48,11,7,1,2,13,4,0,0,434,396,19,12,2,6,0,1,5,1,0,1,3,5,3,1,8,4,3,3,,,0,1,357,317,13,18,54,46,37,25,12,17,5,5
6802223,58,42,15,10,5,2,7,5,0,0,396,278,15,18,3,0,,,2,4,0,1,9,5,4,1,7,5,8,5,,,2,1,316,178,29,37,48,52,40,42,12,14,7,13
6802212,58,42,13,10,5,1,7,3,0,0,455,341,12,13,0,3,,,2,6,1,0,6,3,5,1,9,9,4,1,0,2,1,0,341,213,36,24,50,50,32,29,26,29,5,10
6802226,46,54,17,19,3,4,5,6,0,0,405,447,17,13,0,1,,,6,4,1,2,10,4,1,11,12,5,6,14,,,2,0,308,357,12,28,48,52,42,40,7,13,5,9
6802236,47,53,5,16,6,2,6,5,0,0,390,441,16,20,5,3,,,3,6,0,0,1,8,1,2,4,12,1,4,0,1,3,3,288,354,30,22,53,47,46,40,12,11,9,4
6802216,52,48,5,7,0,1,12,0,0,0,486,444,16,13,2,1,,,2,0,0,0,2,6,1,1,3,4,2,3,1,1,3,3,406,360,18,25,46,54,42,46,8,12,9,8
6802225,36,64,9,11,1,2,6,3,0,0,276,478,20,8,1,2,,,3,2,0,0,2,5,4,4,8,6,1,5,1,1,,,178,382,23,28,53,47,46,35,21,24,10,2
6802215,58,42,18,7,1,6,5,3,0,0,470,340,13,22,3,2,,,6,1,0,0,9,4,3,2,11,3,7,4,,,1,2,361,225,27,23,45,55,35,41,15,20,4,13
6802210,50,50,23,15,3,3,2,2,0,0,373,360,19,15,2,3,,,6,4,0,1,15,8,2,3,15,9,9,6,1,2,0,2,269,253,25,24,52,48,43,47,23,14,7,13
7047422,52,48,3,18,4,1,3,4,0,0,352,326,15,19,2,0,,,1,4,0,0,2,13,0,1,1,13,2,5,0,4,3,9,246,229,30,18,41,59,33,50,21,27,15,3
6802240,53,47,12,11,2,4,2,4,0,0,422,379,24,10,2,1,,,4,3,0,0,6,2,2,6,6,7,6,4,1,2,2,0,333,266,19,36,59,41,41,23,20,19,8,15
6802244,61,39,18,6,2,8,6,2,0,0,481,295,15,17,1,3,,,8,3,0,0,6,2,4,1,8,3,10,3,,,1,4,380,206,29,18,46,54,45,48,9,16,5,12
6802241,43,57,13,6,0,3,2,2,0,0,353,472,12,15,2,4,,,7,3,0,0,5,3,1,0,9,4,4,2,,,4,0,285,392,27,12,46,54,32,37,7,8,9,7
6802247,36,64,8,11,4,1,4,2,0,0,329,587,11,18,1,2,,,4,4,0,0,2,5,2,2,6,3,2,8,,,7,1,245,491,13,23,48,52,34,33,7,12,8,5
6802248,48,52,14,13,4,1,6,5,0,0,364,401,15,16,2,0,,,2,6,0,0,9,5,3,2,12,9,2,4,0,1,3,1,258,279,22,22,54,46,52,37,15,19,9,17
6802237,62,38,20,11,2,5,7,3,0,0,521,320,19,17,3,3,,,9,4,1,1,6,6,5,1,13,8,7,3,1,0,1,4,441,238,21,14,51,49,45,39,10,13,7,8
6802233,62,38,19,8,0,2,6,0,0,0,471,289,24,18,3,3,,,2,0,0,0,12,7,5,1,8,2,11,6,,,1,2,372,180,19,16,56,44,59,49,23,15,9,21
6802231,56,44,9,17,3,1,5,5,0,0,434,340,9,15,6,3,,,1,3,1,0,4,10,4,4,5,4,4,13,,,2,4,345,250,26,14,44,56,27,35,15,18,15,11
6802239,31,69,12,10,2,2,3,10,0,0,252,540,15,22,2,3,,,4,4,0,0,7,3,1,3,5,7,7,3,1,0,3,1,168,443,27,14,44,56,41,49,13,21,11,7
6802243,59,41,5,8,1,2,5,4,0,0,446,299,21,19,2,2,,,2,2,0,0,1,2,2,4,1,6,4,2,,,0,1,338,190,37,20,52,48,42,39,22,21,4,12
6802235,53,47,14,5,0,5,5,5,0,0,424,367,18,15,1,2,,,5,0,0,1,5,4,4,1,7,2,7,3,1,1,3,1,340,286,31,22,53,47,53,45,11,12,5,8
6802234,62,38,18,10,1,6,11,9,0,0,574,339,11,14,2,2,,,6,2,0,0,7,6,5,2,10,7,8,3,1,0,0,2,517,272,15,23,47,53,34,46,16,11,7,7
6802249,43,57,6,11,2,1,2,5,0,0,331,417,5,18,1,1,,,3,4,0,0,3,6,0,1,5,8,1,3,1,0,3,1,212,290,33,42,42,58,37,63,31,31,12,6
6802242,59,41,11,7,0,1,4,2,0,0,494,355,19,17,2,2,,,2,3,0,0,6,3,3,1,6,4,5,3,0,1,1,1,409,270,27,23,48,52,50,45,5,15,5,10
6802232,50,50,12,2,1,2,8,2,0,0,404,425,17,12,2,2,,,2,1,1,1,9,0,1,1,4,1,8,1,,,3,6,329,332,27,22,48,52,32,36,9,8,6,9
6802238,52,48,8,14,4,2,2,9,0,0,439,384,21,17,3,3,1,0,3,5,0,0,4,5,1,4,3,9,5,5,,,2,2,362,312,12,20,53,47,40,39,15,9,8,6
6802246,48,52,8,14,6,0,2,6,0,0,423,438,17,8,4,2,1,0,0,7,1,1,3,6,5,1,6,11,2,3,,,1,0,303,325,21,29,53,47,47,30,21,30,8,9
6802245,63,37,26,7,1,5,10,3,0,0,485,285,24,11,2,7,1,1,9,3,1,1,9,4,8,0,13,4,13,3,1,0,5,3,409,199,17,15,61,39,48,31,24,16,5,11
6802254,40,60,10,11,2,3,6,4,0,0,384,588,17,12,2,2,1,0,4,4,0,0,1,2,5,5,6,6,4,5,0,1,0,4,317,517,17,15,57,43,44,33,15,12,8,4
6802261,50,50,11,16,4,1,8,5,0,0,393,410,19,15,3,2,,,1,5,0,0,6,8,4,3,4,7,7,9,,,,,315,320,22,16,43,57,40,57,13,13,12,10
6802274,42,58,22,8,1,2,6,7,0,0,368,502,12,13,2,4,0,1,6,2,0,0,11,4,5,2,11,5,11,4,6,0,7,1,303,429,10,20,52,48,30,33,16,10,7,10
6802255,38,62,9,4,0,1,4,3,0,0,325,525,7,16,1,2,,,2,2,0,0,5,2,2,0,6,4,3,0,0,2,4,5,235,424,33,24,46,54,29,41,17,12,6,10
6802256,66,34,26,6,2,5,6,2,0,0,532,278,18,13,0,4,0,1,9,3,0,0,9,2,8,1,16,3,10,3,,,5,0,451,200,16,18,57,43,41,29,6,6,6,10
6802257,61,39,13,6,1,3,5,2,0,0,467,301,12,12,1,3,,,4,2,0,0,6,1,3,3,9,5,4,2,,,1,0,373,187,23,17,54,46,33,33,17,9,5,15
6802258,54,46,8,5,1,1,7,0,0,0,394,329,21,21,2,1,,,1,3,1,1,6,1,1,1,7,2,1,3,,,0,4,283,239,33,26,48,52,41,39,17,25,6,8
6802265,59,41,17,5,1,2,11,2,0,0,527,372,5,16,0,1,,,6,2,0,0,9,2,2,1,9,2,8,3,1,0,1,2,456,276,31,26,48,52,38,46,16,13,3,14
6802230,41,59,12,8,0,1,5,2,0,0,344,485,14,12,2,5,,,4,1,0,0,2,4,6,3,7,5,5,3,,,2,1,254,394,27,25,47,53,36,41,8,9,10,6
6802267,35,65,10,10,4,1,5,4,0,0,267,495,17,15,2,5,,,3,5,0,0,3,4,4,1,7,4,3,6,,,5,0,184,396,21,23,45,55,30,30,17,27,5,7
6802276,43,57,14,8,0,4,5,4,0,0,335,437,20,20,1,1,,,7,0,0,0,5,5,2,3,9,6,5,2,1,0,,,258,359,14,26,51,49,50,42,9,14,6,11
6802262,62,38,13,7,1,5,8,2,0,0,478,296,15,13,3,1,,,7,3,1,0,4,1,2,3,9,4,4,3,,,6,3,363,191,32,26,56,44,38,40,31,15,3,9
6802260,37,63,11,13,3,3,1,2,0,0,353,573,15,23,3,0,1,0,6,6,1,1,2,6,3,1,7,6,4,7,0,1,4,2,250,464,19,30,43,57,36,53,13,11,7,1
6802263,59,41,12,8,1,3,8,5,0,0,519,348,7,11,0,1,,,6,2,1,0,6,4,0,2,8,5,4,3,2,0,1,2,431,262,23,17,47,53,21,29,19,16,10,11
6802266,52,48,9,12,5,1,8,3,0,0,427,401,17,20,2,2,,,2,7,0,0,2,4,5,1,4,8,5,4,,,1,0,344,328,21,20,45,55,51,51,6,18,4,4
6802259,52,48,10,19,6,2,4,3,0,0,447,397,17,16,1,2,,,6,6,1,0,4,9,0,4,8,10,2,9,2,0,3,4,357,327,11,15,48,52,42,37,13,22,15,4
6802275,47,53,3,22,7,1,2,8,0,0,384,423,11,13,2,3,,,2,10,0,0,1,10,0,2,2,14,1,8,,,2,2,292,356,16,20,44,56,34,46,14,15,11,5
6802272,58,42,19,14,3,6,4,3,0,0,627,453,8,8,0,1,,,9,3,0,0,8,5,2,6,14,5,5,9,1,0,0,2,544,369,14,25,55,45,31,29,17,10,6,10
6802269,39,61,21,13,2,5,6,7,0,0,371,594,10,11,0,2,,,6,4,0,0,9,7,6,2,10,10,11,3,1,1,0,1,293,504,8,18,52,48,33,33,17,14,9,15
6802252,49,51,11,10,5,3,6,4,0,0,356,375,13,13,3,0,,,3,5,1,0,5,5,3,0,6,5,5,5,0,2,0,2,286,295,24,28,52,48,40,39,14,11,5,3
6802287,61,39,22,8,2,4,6,2,0,0,514,323,18,16,2,5,0,1,5,2,1,1,13,5,4,1,11,3,11,5,,,1,4,443,235,15,29,56,44,48,36,12,12,10,11
6802273,64,36,23,5,0,7,9,6,0,0,606,330,16,14,1,3,,,11,0,1,0,7,5,5,0,17,3,6,2,0,1,2,0,527,247,24,17,64,36,44,27,19,8,6,8
6802270,47,53,10,5,,,6,5,0,0,335,386,13,20,1,4,1,0,1,1,0,0,7,2,2,2,9,3,1,2,,,,,226,267,34,31,43,57,24,43,20,15,6,11
6802268,42,58,11,10,2,2,5,4,0,0,350,475,17,15,1,3,,,3,2,0,2,5,5,3,3,4,5,7,5,,,2,3,266,381,22,27,51,49,41,39,10,10,7,4
6802253,67,33,21,5,1,6,11,2,0,0,532,255,15,13,1,3,,,9,1,2,0,10,0,2,4,12,1,9,4,,,2,0,462,175,23,20,50,50,47,52,11,7,1,16
