match_id,minute,added_time,scorer,scorer_id,assist,assist_id,goal_type,is_home,home_score,away_score
6801917,45,4,Fernandão,1856192,Diego,6256,regular,True,2,0
6801917,45,2,Moussa Sow,3215,Hasan Ali Kaldırım,39847,regular,True,1,0
6801923,66,,Erkan Zengin,7702,,,regular,True,1,0
6801916,63,,Samuel Eto'o,11688,,,regular,False,2,3
6801916,60,,Sokol Cikalleshi,81138,,,regular,True,2,2
6801916,49,,Samuel Eto'o,11688,,,regular,False,1,2
6801916,46,,Doka Madureira,52002,,,regular,True,1,1
6801916,21,,Emrah Başsan,174141,Dejan Lazarevič,45927,regular,False,0,1
6801922,80,,Lukas Podolski,1367,Alex Telles,312110,regular,False,2,2
6801922,60,,Burak Yılmaz,18864,Selçuk İnan,31253,regular,False,2,1
6801922,55,,Aatif Chahechouhe,114911,,,penalty,True,2,0
6801922,10,,Aatif Chahechouhe,114911,,,regular,True,1,0
6801918,79,,Douglão,39060,Alban Meha,26704,ownGoal,True,1,1
6801918,20,,Custódio,6561,,,regular,False,0,1
6801921,90,1,Sinan Bakış,169317,Derley,343685,regular,False,1,1
6801921,88,,Umut Nayir,284767,Badou Ndiaye,228342,regular,True,1,0
6801919,90,2,Yonathan Del Valle,34368,,,regular,False,0,3
6801919,89,,Barış Yardımcı,594420,,,ownGoal,False,0,2
6801919,80,,Adem Büyük,60250,Aydin Yilmaz,17797,regular,False,0,1
6801920,90,2,Kerim Frei,157014,Olcay Şahan,16078,regular,False,2,5
6801920,89,,Préjuce Nakoulma,60848,,,regular,True,2,4
6801920,73,,Olcay Şahan,16078,Oğuzhan Özyakup,137642,regular,False,1,4
6801920,68,,Cenk Tosun,72127,,,regular,False,1,3
6801920,44,,Cenk Tosun,72127,Olcay Şahan,16078,regular,False,1,2
6801920,20,,Préjuce Nakoulma,60848,Abdulrahman Khalili,109970,regular,True,1,1
6801920,9,,Cenk Tosun,72127,Oğuzhan Özyakup,137642,regular,False,0,1
6801924,90,2,Leonard Kweuke,46118,,,regular,False,2,3
6801924,87,,Leonard Kweuke,46118,,,penalty,False,2,2
6801924,74,,Panajotis Dimitriadis,50378,Iasmin Latovlevici,42263,regular,True,2,1
6801924,60,,Nemanja Tomić,50241,,,regular,True,1,1
6801924,45,1,Ahmet İlhan Özek,124831,,,regular,False,0,1
6802004,32,,Ezequiel Scarione,21946,Ryan Donk,14900,regular,True,1,0
6802021,39,,Jagoš Vuković,50289,Alban Meha,26704,regular,False,1,1
6802021,17,,Deniz Türüç,252207,Ömer Bayram,68335,regular,True,1,0
6802003,89,,Güray Vural,43559,,,penalty,True,2,0
6802003,67,,Hugo Rodallega,15668,,,regular,True,1,0
