player_id,team_id,season_id,appearances,matches_started,minutes_played,goals,assists,expected_goals,expected_assists,yellow_cards,red_cards,rating,total_shots,shots_on_target,accurate_passes,total_passes,accurate_passes_pct,key_passes,tackles,interceptions,successful_dribbles,ground_duels_won_pct,aerial_duels_won_pct,saves,clean_sheets,goals_conceded,big_chances_created,big_chances_missed
43394,3050,10470,29,9,1210,1,,,,7,0,6.9307692307692,4,1,650,758,85.751978891821,9,66,46,6,55.194805194805,65.30612244898,0,3,16,1,0
39573,3052,10470,20,20,1800,0,,,,1,0,6.535,0,0,264,494,53.441295546559,2,1,2,0,66.666666666667,100,55,3,34,0,0
252207,3085,10470,32,23,2132,2,1,,,5,0,6.74375,42,12,556,714,77.871148459384,24,40,27,31,45.991561181435,40.740740740741,0,3,31,3,1
103912,3086,10470,33,28,2638,3,6,,,5,0,6.9151515151515,22,10,754,1010,74.653465346535,27,57,63,22,50.259067357513,33.333333333333,0,11,30,9,4
30143,3086,10470,34,34,3060,0,,,,1,0,6.8176470588235,0,0,470,862,54.524361948956,1,0,2,1,33.333333333333,77.777777777778,89,12,36,0,0
178963,3061,10470,7,4,369,1,,,,2,0,6.625,3,2,95,143,66.433566433566,2,5,12,0,32.142857142857,76.923076923077,0,0,7,1,0
103457,3061,10470,2,1,135,0,,,,0,0,6.35,0,0,10,22,45.454545454545,0,0,0,0,0,100,4,0,1,0,0
72127,6063,10470,29,3,696,8,4,,,2,0,7.0074074074074,59,30,165,202,81.683168316832,19,6,2,8,43.243243243243,29.090909090909,0,0,9,3,5
828953,6063,10470,4,3,259,2,,,,1,0,6.925,9,3,43,57,75.438596491228,1,2,4,1,28.571428571429,27.272727272727,0,0,5,1,1
226986,6063,10470,32,22,2055,3,3,,,5,0,6.828125,33,9,817,992,82.358870967742,47,24,26,43,40.530303030303,36.363636363636,0,0,23,7,1
190191,6063,10470,22,18,1526,0,1,,,1,0,6.5409090909091,18,4,304,431,70.533642691415,16,29,50,5,47.368421052632,29.62962962963,0,1,27,1,4
124728,6063,10470,26,25,2247,0,1,,,2,0,6.7115384615385,4,3,933,1163,80.223559759243,21,59,62,15,52.450980392157,41.463414634146,0,4,43,1,0
796114,3056,10470,1,0,18,0,,,,0,0,6.4,0,0,2,4,50,0,0,1,0,33.333333333333,0,0,0,0,0,0
98276,3056,10470,20,17,1569,0,,,,8,1,6.955,17,4,463,629,73.608903020668,5,61,68,14,63.90243902439,59.574468085106,0,2,25,0,1
43543,3055,10470,29,27,2363,11,5,,,5,0,7.0413793103448,76,27,601,805,74.658385093168,30,11,11,18,36.923076923077,32.751091703057,0,6,33,8,7
69351,3055,10470,13,4,545,0,,,,2,0,6.8538461538462,11,3,226,282,80.141843971631,13,18,4,5,52.459016393443,0,0,0,12,3,0
355004,3055,10470,11,9,801,0,,,,4,0,7.02,2,1,259,338,76.627218934911,1,17,40,2,53.191489361702,43.90243902439,0,3,9,0,0
60363,3055,10470,29,29,2495,3,5,,,13,1,7.2137931034483,54,16,781,1045,74.736842105263,24,94,55,55,50.374064837905,55.882352941176,0,8,27,7,1
284767,3051,10470,7,0,128,1,,,,0,0,6.7285714285714,3,2,33,49,67.34693877551,1,1,1,0,71.428571428571,39.285714285714,0,0,4,0,0
251907,3051,10470,25,9,1033,0,1,,,4,0,6.716,16,4,399,495,80.606060606061,12,25,17,9,50.406504065041,41.379310344828,0,1,11,3,2
109779,3051,10470,34,34,3057,17,4,,,1,0,7.1294117647059,102,47,751,1055,71.184834123223,54,26,43,26,39.338235294118,16.666666666667,0,12,36,10,7
97967,3051,10470,26,23,2012,2,,,,7,0,7.0076923076923,16,7,876,1086,80.662983425414,14,72,57,29,57.456140350877,63.013698630137,0,5,38,0,1
796133,3072,10470,4,2,167,0,,,,2,0,6.825,0,0,26,38,68.421052631579,1,11,6,1,65.217391304348,0,0,0,3,0,0
226992,3072,10470,4,1,56,0,,,,0,0,6.7,2,0,31,41,75.609756097561,3,2,1,0,55.555555555556,0,0,0,1,0,0
781408,3072,10470,2,1,55,0,,,,0,0,6.2,0,0,15,20,75,0,1,1,0,28.571428571429,0,0,0,2,0,0
122922,3072,10470,19,16,1426,0,1,,,4,1,6.9842105263158,1,0,637,777,81.981981981982,18,37,46,16,65.217391304348,62.5,0,3,22,6,0
142850,3076,10470,25,24,2143,0,2,,,7,0,6.772,19,1,620,830,74.698795180723,11,50,59,20,47.398843930636,76.190476190476,0,7,27,6,0
787897,3076,10470,2,1,83,0,,,,1,0,6.25,0,0,15,17,88.235294117647,0,0,1,1,14.285714285714,0,0,0,3,0,0
225012,3076,10470,1,1,90,0,,,,0,0,6.7,0,0,23,40,57.5,0,0,0,0,0,0,2,0,1,0,0
