player_id,team_id,season_id,appearances,matches_started,minutes_played,goals,assists,expected_goals,expected_assists,yellow_cards,red_cards,rating,total_shots,shots_on_target,accurate_passes,total_passes,accurate_passes_pct,key_passes,tackles,interceptions,successful_dribbles,ground_duels_won_pct,aerial_duels_won_pct,saves,clean_sheets,goals_conceded,big_chances_created,big_chances_missed
135695,3050,29506,35,29,2438,2,6,,,10,0,7.3676470588235,55,17,1292,1538,84.005201560468,53,76,27,49,53.872053872054,33.333333333333,0,2,29,9,2
966811,3050,29506,1,0,8,0,0,,,0,0,6.5,0,0,4,6,66.666666666667,0,0,0,0,0,0,0,0,0,0,0
910086,3050,29506,18,13,1169,1,2,,,1,0,6.7555555555556,8,1,380,470,80.851063829787,9,17,20,12,48.192771084337,44.444444444444,0,5,10,1,0
43394,3050,29506,29,16,1506,1,2,,,4,0,6.8071428571429,5,2,642,768,83.59375,12,50,24,6,56.737588652482,51.923076923077,0,3,21,2,0
913656,3050,29506,35,35,3115,0,0,,,2,1,6.6971428571429,0,0,578,762,75.853018372703,0,1,1,1,50,100,62,13,35,0,0
178963,3061,29506,37,37,3316,2,3,,,9,0,7.0162162162162,24,8,1587,1892,83.879492600423,12,58,65,15,56.470588235294,67.142857142857,0,11,45,2,3
981483,3061,29506,4,3,226,0,0,,,0,0,6.9666666666667,1,0,54,72,75,1,6,3,1,81.25,37.5,0,0,4,0,0
754330,3061,29506,38,38,3420,0,0,,,2,0,7.0763157894737,0,0,644,1086,59.300184162063,4,1,1,5,84.615384615385,94.736842105263,120,13,36,0,0
103457,3061,29506,38,38,3420,0,0,,,3,0,7.0315789473684,0,0,697,1091,63.886342804766,2,1,0,0,60,95.238095238095,121,11,48,0,0
903324,3052,29506,27,6,886,6,2,,,1,0,6.7291666666667,30,15,199,259,76.833976833977,11,14,18,11,44.086021505376,26.315789473684,0,1,6,2,6
952600,3052,29506,1,0,12,0,0,,,0,0,6.7,1,0,6,9,66.666666666667,0,1,1,1,60,0,0,0,1,0,0
39573,3052,29506,21,21,1890,0,0,,,0,0,6.8714285714286,0,0,385,490,78.571428571429,1,2,1,0,40,100,56,6,27,0,0
913985,3052,29506,8,6,603,0,0,,,0,0,6.7625,0,0,97,156,62.179487179487,0,0,0,0,100,100,26,1,14,0,0
284767,3051,29506,2,0,28,0,0,,,0,0,6.5,0,0,8,10,80,0,0,0,0,0,75,0,0,2,0,0
251907,3051,29506,37,32,2711,6,8,,,4,0,7.1162162162162,60,21,1155,1374,84.061135371179,36,53,38,36,56.776556776557,46.551724137931,0,4,31,9,4
109779,3051,29506,26,23,2071,5,8,,,2,0,7.2,46,16,802,1062,75.517890772128,69,24,14,11,40.875912408759,14.285714285714,0,4,28,7,4
139455,3051,29506,34,34,2966,7,5,,,3,1,7.0176470588235,105,28,1110,1404,79.059829059829,43,53,26,97,45.833333333333,51.351351351351,0,6,30,8,8
899069,3051,29506,25,11,1116,2,3,,,2,0,6.825,14,5,229,318,72.012578616352,27,22,17,24,54.62962962963,47.619047619048,0,1,18,3,2
869845,3076,29506,13,10,773,3,0,,,3,0,6.8153846153846,19,10,99,163,60.736196319018,5,7,3,11,49.019607843137,46.25,0,0,13,0,5
822694,3076,29506,7,0,65,0,0,,,0,0,6.5333333333333,1,0,6,11,54.545454545455,0,1,1,2,37.5,0,0,0,2,0,0
857745,3076,29506,3,0,39,0,0,,,0,0,6.3,0,0,11,14,78.571428571429,0,0,2,0,22.222222222222,0,0,0,0,0,0
157615,3076,29506,24,24,1931,2,3,,,4,0,7.0583333333333,26,10,694,862,80.510440835267,37,40,32,12,46.753246753247,48.684210526316,0,2,20,5,1
785850,3076,29506,13,13,1148,0,0,,,3,0,6.8076923076923,9,4,478,567,84.303350970018,4,12,17,3,51.219512195122,59.183673469388,0,2,18,2,1
142850,3076,29506,35,33,2981,0,3,,,6,0,6.8411764705882,11,0,961,1232,78.003246753247,20,92,40,23,54.581673306773,57.446808510638,0,10,37,3,0
893014,3076,29506,34,25,2427,0,1,,,3,0,6.730303030303,9,2,749,950,78.842105263158,7,54,38,15,62.359550561798,38.461538461538,0,7,34,3,1
787897,3076,29506,10,3,433,1,0,,,2,0,6.5777777777778,1,1,102,136,75,3,12,7,2,46.875,36.363636363636,0,0,9,0,0
225012,3076,29506,32,32,2817,0,0,,,3,1,6.89375,0,0,645,863,74.739281575898,1,1,0,0,71.428571428571,100,122,7,54,0,0
816223,3076,29506,3,2,220,0,0,,,0,0,6.5,0,0,35,49,71.428571428571,0,0,0,0,0,0,8,0,5,0,0
826162,6362,29506,13,3,318,1,0,,,1,0,6.6538461538462,12,2,76,101,75.247524752475,0,1,1,15,45.283018867925,44.444444444444,0,0,4,0,0
354860,6362,29506,36,36,3185,2,2,,,3,1,6.9388888888889,10,4,1006,1315,76.501901140684,32,41,65,18,61.702127659574,51.666666666667,0,8,50,5,0
1084884,6362,29506,1,0,10,0,0,,,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60510,6362,29506,29,24,2170,2,4,,,4,0,6.8586206896552,33,9,870,1029,84.548104956268,42,35,10,31,50,39.024390243902,0,2,22,7,0
827922,6362,29506,25,18,1625,1,1,,,1,0,6.8909090909091,11,3,1208,1379,87.599709934735,7,22,20,14,57.317073170732,44.927536231884,0,3,22,1,0
105974,6362,29506,19,19,1710,0,0,,,2,0,6.8789473684211,0,0,251,464,54.094827586207,0,1,0,0,71.428571428571,100,63,5,28,0,0
997165,4954,29506,1,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806964,4954,29506,33,17,1785,0,1,,,1,0,6.7606060606061,17,1,981,1080,90.833333333333,21,19,14,28,60,60,0,6,25,1,0
807093,4954,29506,14,14,1260,0,0,,,4,0,6.7,6,2,627,717,87.44769874477,1,13,21,3,56,49.275362318841,0,1,25,0,1
180511,5138,29506,38,38,3042,15,3,,,8,0,6.9842105263158,58,31,926,1179,78.541136556404,45,55,24,52,43.799472295515,40.540540540541,0,1,45,5,0
169425,5138,29506,20,19,1679,1,1,,,2,0,7.115,8,1,612,765,80,18,52,46,15,63.975155279503,58.139534883721,0,5,18,1,0
904228,5138,29506,31,27,2434,1,0,,,8,0,6.9096774193548,15,2,838,1018,82.318271119843,8,57,72,2,58.333333333333,65.957446808511,0,2,52,0,1
934201,5138,29506,1,1,90,0,0,,,0,0,7.8,0,0,15,27,55.555555555556,0,0,0,0,0,100,4,1,0,0,0
930907,5138,29506,2,2,180,0,0,,,0,0,6.9,0,0,18,36,50,0,0,0,0,0,100,2,1,1,0,0
800458,3054,29506,23,7,827,2,1,,,2,0,6.7608695652174,27,7,325,370,87.837837837838,16,13,3,15,53.030303030303,50,0,0,15,3,0
43605,3054,29506,20,14,1255,3,2,,,3,0,6.835,10,4,448,535,83.738317757009,15,37,36,14,48.760330578512,32,0,2,22,1,0
992912,3085,29506,38,26,2446,3,2,,,5,0,6.9216216216216,44,19,1424,1627,87.523048555624,38,56,29,12,46.486486486486,56.756756756757,0,3,34,3,3
252207,3085,29506,34,28,2438,2,2,,,5,0,6.8352941176471,34,12,973,1167,83.37617823479,43,42,18,32,44.84126984127,32.558139534884,0,3,38,4,1
310068,3085,29506,35,34,2865,4,2,,,9,0,6.9628571428571,48,15,1409,1718,82.013969732247,17,58,49,8,45.539906103286,62.745098039216,0,4,40,2,3
859546,3085,29506,15,6,617,0,0,,,1,1,6.55,4,1,235,281,83.629893238434,5,9,3,4,39.583333333333,46.666666666667,0,0,14,0,0
224112,3085,29506,36,36,3217,1,5,,,5,0,7.1194444444444,18,5,1030,1312,78.506097560976,61,68,59,13,55.263157894737,59.420289855072,0,12,38,6,0
787949,3085,29506,23,15,1281,0,0,,,6,0,6.8545454545455,8,1,620,733,84.583901773533,3,38,19,2,72.972972972973,65.51724137931,0,3,21,1,0
796555,3085,29506,13,7,643,0,1,,,2,0,6.7083333333333,2,0,157,209,75.11961722488,9,20,9,1,57.446808510638,52.380952380952,0,2,11,0,0
896364,3086,29506,26,5,726,1,1,,,4,0,6.75,18,10,214,256,83.59375,12,18,3,9,52.808988764045,11.111111111111,0,0,7,2,1
876857,3086,29506,28,24,2106,3,0,,,2,1,7.0428571428571,20,6,1091,1252,87.140575079872,16,57,50,27,58.252427184466,64.285714285714,0,6,32,1,0
876782,3086,29506,16,5,478,0,2,,,1,0,6.79,10,3,244,280,87.142857142857,2,14,6,5,51.923076923077,30.769230769231,0,0,4,1,2
142494,3086,29506,18,9,927,0,0,,,0,0,6.6235294117647,11,2,291,365,79.72602739726,5,26,14,8,51.063829787234,57.894736842105,0,1,22,0,0
839982,3086,29506,17,15,1290,0,0,,,3,0,6.74375,6,2,817,900,90.777777777778,3,11,18,4,50,44,0,3,18,0,1
103912,3086,29506,28,24,2102,2,1,,,3,0,6.7607142857143,12,3,646,838,77.08830548926,20,37,13,9,50,35.294117647059,0,3,27,3,3
947874,3086,29506,28,28,2520,0,0,,,2,0,7.0107142857143,0,0,458,726,63.085399449036,0,1,3,2,75,100,90,9,35,0,0
30143,3086,29506,19,19,1710,0,0,,,1,0,6.7263157894737,0,0,400,518,77.220077220077,0,0,1,1,100,83.333333333333,45,5,28,0,0
930775,3064,29506,12,6,589,3,1,,,1,0,6.81,25,11,102,144,70.833333333333,5,10,1,18,49.275362318841,41.176470588235,0,1,6,1,7
190197,3064,29506,34,30,2692,1,2,,,8,0,7.1121212121212,20,7,1830,2076,88.150289017341,29,52,62,21,54.672897196262,46.774193548387,0,11,24,3,0
1016393,3064,29506,5,0,34,0,0,,,0,0,6.7333333333333,1,0,14,16,87.5,0,1,1,2,66.666666666667,0,0,0,0,0,0
1066726,3064,29506,1,1,90,0,0,,,1,0,8.1,0,0,17,28,60.714285714286,0,0,0,0,0,0,7,0,2,0,0
