match_id,minute,player_in,player_in_id,player_out,player_out_id,is_home
8915390,90,Kemal Rüzgar,787688,Braian Samudio,892933,True
8915390,80,Loïc Rémy,16674,Milan Škoda,23661,True
8915390,77,José Sosa,22981,Luiz Gustavo,29735,False
8915390,65,Ozan Tufan,251907,Deniz Türüç,252207,False
8915390,65,Sinan Gümüş,169165,Ferdi Kadıoğlu,825844,False
8915390,64,Yasin Pehlivan,47824,Abdullah Durak,42224,True
8915390,64,Konrad Michalak,851243,Amedej Vetrih,68342,True
8915390,54,Enner Valencia,106456,Mame Thiam,180981,False
8915444,87,Aatif Chahechouhe,114911,Vato Arveladze,886407,True
8915444,81,Brahim Darri,164581,Ramazan Civelek,781408,True
8915444,81,Jetmir Topalli,987126,Umut Bulut,5275,False
8915444,81,Berk Yıldız,216696,Karim Hafez,577736,False
8915444,70,Fernando Zuqui,284729,Moryke Fofana,269199,False
8915444,70,Erkan Kaş,94868,Ahmed Ildız,849329,False
8915444,65,Eric Lichaj,47986,Mevlüt Erdinç,35584,True
8915442,88,Tayfur Bingöl,255957,Efecan Karaca,60510,False
8915442,87,Berkan Kutlu,992912,Salih Uçan,135695,False
8915442,83,Manolis Siopis,136675,Anastasios Bakasetas,114076,False
8915442,83,Mustafa Pektemek,43643,Adam Bareiro,871580,False
8915442,76,Arouna Koné,12790,Caner Osmanpaşa,135941,True
8915442,76,Ziya Erdal,138312,Uğur Çiftçi,142850,True
8915442,73,Ceyhun Gülselam,20747,Fatih Aksoy,827922,False
8915442,65,Yasin Öztekin,21876,Marcelo Goiano,270291,True
8915442,46,Casimir Ninga,812126,Jorge Félix,811324,True
8915442,46,Claudemir,34257,Robin Yalçın,138154,True
8915466,87,Mbaye Diagne,346790,Radamel Falcao,25682,True
8915466,80,Jimmy Durmaz,37504,Emre Kılınç,202032,True
8915466,70,Muhammet Demir,43543,Alexandru Maxim,180511,False
8915466,66,Ömer Bayram,68335,Sofiane Feghouli,37240,True
8915466,66,Ryan Donk,14900,Christian Luyindama,867191,True
8915466,66,Ryan Babel,1876,Arda Turan,5702,True
8915466,65,Zvonimir Kožulj,185009,Güray Vural,43559,False
8915466,55,Furkan Soyalp,226992,André Sousa,167857,False
8915466,46,Jefferson Junior,552142,Kubilay Aktaş,344887,False
8915466,46,Cenk Şahin,135694,Kenan Özer,146364,False
8915445,86,Efe Binici,1046690,Yalçın Kayan,945548,True
8915445,86,Titi,243435,Atınç Nukan,115205,True
8915445,82,Özgür Çek,69434,Marvin Bakalorz,38363,False
8915445,80,Cherif Ndiaye,868268,Brown Ideye,37377,True
8915445,80,Dženan Bureković,843352,Halil Akbunar,217782,True
8915445,65,Recep Niyaz,116944,Ismail Aissati,10675,False
8915445,61,Kubilay Sönmez,169213,Marcio Mossoró,42293,True
8915445,54,Ángelo Sagal,588784,Muris Mešanovič,45768,False
8915487,90,Adem Doğan,932632,Omer Uzun,965327,True
8915487,85,Emre Demir,974075,Hasan Hüseyin Acar,345091,True
8915487,75,Alan Cariús,886093,David Pavelka,101330,False
8915487,46,Anıl Koç,226996,Kevin Varga,602730,False
8915487,28,Tarkan Serbest,164099,Mickael Tirpan,800340,False
8915450,90,Mahamadou Ba,994029,Ibrahim Sissoko,115647,False
8915450,84,Saba Lobjanidze,286923,İlhan Parlak,5810,True
8915450,84,Orkan Çınar,283901,Luka Adžić,844118,True
8915450,62,Joseph Paintsil,901285,Michał Pazdan,35605,True
8915450,62,Tiago Pinto,44627,Stelios Kitsiou,189627,True
8915450,55,Oltan Karakullukçu,94875,Rashad Muhammed,878742,False
8915450,46,Emrah Başsan,174141,Jugurtha Hamroun,51480,False
8915391,88,Lukas Podolski,1367,Adis Jahović,55367,True
8915391,82,Murat Yildirim,60641,Soner Dikmen,847782,False
8915391,82,İlker Karakaş,921406,Halil Ibrahim Pehlivan,777291,False
8915391,79,Dever Orgill,323549,Doğukan Sinik,796114,True
8915391,68,Nuri Şahin,21881,Bünyamin Balcı,967214,True
