team_id,season_id,matches,goalsScored,goalsConceded,assists,shots,shotsOnTarget,bigChances,bigChancesCreated,averageBallPossession,totalPasses,accuratePassesPercentage,tackles,interceptions,clearances,saves,yellowCards,redCards,avgRating
3050,29506,40,89,44,65,554,212,109,78,60.3,21460,84.785647716682,639,493,535,81,74,5,6.9372852233677
3061,29506,40,80,36,43,569,238,126,90,57.225,19692,84.201706276661,597,475,562,97,79,8,6.9480392156863
3052,29506,40,72,41,47,614,227,113,82,55.15,18754,83.107603711208,617,500,553,97,81,4,6.9412251655629
3051,29506,40,50,37,28,514,191,60,40,52.925,19436,83.823832064211,636,470,695,122,69,7,6.9210909090909
3076,29506,40,54,43,37,456,168,84,58,46.35,15324,78.576089793788,642,436,598,108,74,4,6.8533213644524
3091,29506,40,62,53,41,464,176,88,66,48.825,15642,80.117632016366,604,454,688,135,88,10,6.8633628318584
6362,29506,40,58,45,33,640,242,84,60,61.45,21440,85.634328358209,555,384,505,89,84,2,6.927843803056
4954,29506,40,64,52,45,476,180,90,65,52.05,18216,81.565656565657,564,481,607,123,97,6,6.8321489001692
5138,29506,40,59,51,34,434,162,75,43,45.625,14563,77.168165899883,557,444,724,128,94,5,6.7783739837398
3054,29506,40,59,59,44,363,135,98,72,48.3,16356,80.270237221815,662,445,620,130,75,2,6.8061120543294
3085,29506,40,49,48,38,502,173,72,52,50.55,17943,82.026416987126,588,460,650,105,91,1,6.866095890411
3086,29506,40,43,55,25,534,162,69,44,57.475,21291,84.490371066228,505,391,539,101,67,6,6.7870065789474
3064,29506,40,53,69,29,430,158,61,40,49.35,17297,80.592010175175,591,478,718,150,91,7,6.7971428571429
6063,29506,40,47,57,30,458,182,84,56,48.5,16778,78.817499105972,541,498,706,127,83,7,6.805045045045
24759,29506,40,49,53,29,414,142,66,38,43.35,13729,75.664651467696,514,488,792,115,77,4,6.7919860627178
3056,29506,40,41,55,26,358,139,54,35,45.325,16648,81.216962998558,632,479,656,114,93,11,6.776334519573
3072,29506,40,35,52,25,414,143,57,46,43,14982,78.220531304232,579,464,678,148,86,7,6.7858603066439
55603,29506,40,44,68,30,471,165,67,46,47.075,14666,79.626346652121,536,499,701,123,94,8,6.7429530201342
3103,29506,40,46,65,24,425,162,74,52,44.3,14209,74.579491871349,652,493,657,114,106,7,6.7341216216216
7802,29506,40,44,76,30,429,139,66,47,45.35,15424,77.632261410788,607,518,699,162,95,4,6.7184931506849
3058,29506,40,38,77,23,414,145,58,33,47.525,15983,78.952637177001,580,520,743,131,89,6,6.7203125
