match_id,home_ballpossession,away_ballpossession,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_totaltackle,away_totaltackle,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancescored,away_bigchancescored,home_bigchancemissed,away_bigchancemissed,home_fouledfinalthird,away_fouledfinalthird,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_totalclearance,away_totalclearance,home_goalkicks,away_goalkicks,home_accuratethroughball,away_accuratethroughball,home_redcards,away_redcards
8915428,47,53,4,1,18,4,0,5,9,3,11,19,393,441,15,17,18,11,1,4,8,1,1,1,3,2,7,1,11,3,7,1,2,1,2,0,5,2,2,2,313,372,24,13,59,45,28,37,6,2,59,41,5,5,44,32,14,8,11,4,7,11,7,11,16,20,5,4,,,,
8915423,36,64,4,1,15,10,4,3,2,3,21,13,296,530,10,11,12,18,3,2,5,4,0,0,8,4,2,2,11,5,4,5,2,0,2,1,5,4,3,3,219,438,19,24,54,73,22,50,4,4,50,50,8,5,29,38,22,12,8,9,7,7,14,13,19,8,13,8,0,1,,
8915404,39,61,2,2,10,14,3,1,7,4,12,15,301,480,10,18,13,11,3,3,4,4,1,1,1,10,5,0,6,7,4,7,2,1,0,1,6,1,1,5,224,396,19,21,43,70,31,27,4,8,47,53,13,4,30,37,16,14,9,8,6,10,7,10,16,15,16,4,,,,
8915449,51,49,1,1,9,15,4,2,4,5,12,18,394,379,13,25,16,12,3,1,3,5,0,0,6,4,0,6,5,9,4,6,1,1,,,2,2,2,1,278,263,29,23,51,44,30,19,6,4,51,49,19,6,41,45,20,14,14,8,8,17,19,12,22,12,7,8,,,1,0
8915398,20,80,1,1,5,17,7,1,3,8,25,16,155,644,15,13,16,23,8,2,2,7,1,0,3,6,0,4,3,11,2,6,1,0,0,1,1,6,1,2,82,572,11,20,34,93,18,51,0,11,40,60,9,9,30,42,10,19,1,6,5,10,14,10,32,7,13,1,,,1,0
8915420,61,39,5,1,14,8,4,3,10,6,14,18,486,323,23,16,14,14,3,2,7,4,0,0,4,1,3,3,9,4,5,4,3,0,2,1,5,2,3,1,409,236,18,16,70,40,20,12,7,0,60,40,14,11,49,33,15,9,12,5,13,8,18,20,11,22,2,11,,,,
8915451,57,43,2,1,9,5,2,2,4,2,10,13,524,395,24,13,10,10,4,1,4,2,0,0,3,1,2,2,6,1,3,4,1,0,1,1,2,1,4,5,442,311,16,27,69,47,32,28,2,0,54,46,9,11,45,36,15,16,11,14,17,6,10,6,13,13,4,6,,,,
8915463,48,52,,,3,10,3,1,2,3,10,12,497,520,7,13,10,10,0,1,1,4,0,1,2,3,0,3,2,5,1,5,,,,,1,4,7,0,418,431,19,23,55,55,28,37,2,4,44,56,8,6,23,34,17,16,6,11,4,8,10,14,25,8,6,4,,,,
8915402,60,40,1,0,18,8,1,6,6,2,13,17,486,326,25,10,15,13,1,1,5,2,0,0,10,4,3,2,10,3,8,5,,,1,0,2,2,5,0,370,231,18,31,75,60,35,37,8,1,56,44,6,19,50,32,21,23,10,10,19,4,12,13,13,20,5,12,,,,
8915407,61,39,4,2,15,12,4,5,8,7,9,9,559,347,12,12,7,8,1,1,8,5,0,0,4,5,3,2,11,8,4,4,2,0,2,2,3,2,3,3,470,255,20,17,61,43,27,14,7,5,48,52,5,5,24,23,16,20,6,5,8,7,17,18,17,8,8,8,2,0,,
8915434,71,29,2,4,14,13,6,4,6,1,13,19,607,249,13,12,18,12,2,2,5,7,0,0,6,5,3,1,7,9,7,4,0,1,2,3,2,1,0,2,514,158,15,17,65,48,36,26,8,5,53,47,7,9,36,27,19,21,6,4,12,8,9,10,6,21,6,15,1,0,,
8915386,68,32,3,4,13,11,3,5,12,4,8,14,472,226,10,14,14,8,4,2,6,5,2,0,5,5,2,1,9,7,4,4,0,2,3,2,5,1,1,2,406,166,24,19,63,41,29,25,8,2,54,46,6,4,35,29,10,9,12,8,6,10,7,8,9,40,10,10,1,0,1,0
8915433,53,47,4,3,15,19,2,0,7,10,16,10,417,365,16,10,9,14,2,4,4,3,0,2,6,10,5,6,14,11,1,8,1,1,3,2,2,1,3,1,335,281,23,20,60,37,28,21,9,4,47,53,6,9,30,30,15,20,5,6,8,8,15,8,21,20,12,8,,,0,2
8915415,57,43,1,1,12,9,0,5,5,6,17,19,451,344,13,11,19,16,2,2,5,4,0,0,6,3,1,2,5,8,7,1,0,1,1,0,6,2,4,2,366,255,27,16,47,45,31,29,6,6,54,46,6,8,38,34,11,7,6,7,11,9,11,7,8,17,5,8,,,,
8915427,37,63,2,7,10,16,6,3,6,1,16,16,325,563,7,17,16,15,7,2,4,8,2,0,5,7,1,1,8,10,2,6,1,2,1,5,2,5,3,1,231,470,18,29,47,84,33,48,2,5,44,56,14,2,32,35,20,30,10,3,4,10,15,8,16,17,7,3,0,1,1,0
8915438,42,58,5,2,18,10,3,5,9,6,9,13,352,489,20,9,13,8,1,2,8,4,0,0,5,4,5,2,10,7,8,3,1,0,4,2,2,2,1,1,277,410,24,27,45,71,19,34,3,6,57,43,1,13,38,24,6,9,5,8,14,5,17,13,13,19,6,7,1,0,,
8915400,38,62,1,1,8,7,2,1,2,1,16,18,325,535,30,15,18,13,1,0,1,3,0,0,5,3,2,1,5,6,3,1,0,1,1,0,5,5,4,1,229,427,31,24,50,70,21,25,1,6,53,47,9,11,53,46,15,15,5,18,18,9,10,11,11,9,5,9,,,,
8915408,56,44,1,1,11,12,5,2,2,4,14,8,539,426,12,16,8,13,3,2,4,7,0,0,7,2,0,3,8,6,3,6,1,0,0,1,2,1,1,3,444,337,20,22,54,59,37,24,7,1,51,49,11,9,36,41,23,15,15,12,7,10,18,21,28,7,6,8,,,,
8915485,41,59,3,1,10,21,4,1,6,8,16,8,382,553,17,19,7,16,1,1,2,5,0,0,6,8,2,8,9,10,1,11,1,0,2,1,0,4,4,3,305,475,10,16,43,76,23,26,7,4,42,58,7,11,31,47,11,12,7,12,9,15,14,10,27,7,12,10,,,,
8915399,47,53,1,3,12,9,3,4,1,2,11,10,491,554,21,13,8,11,2,3,4,5,0,0,5,3,3,1,7,5,5,4,0,2,1,1,3,3,1,1,411,474,18,17,49,58,36,30,2,0,55,45,6,13,41,37,15,8,12,13,12,9,13,10,9,13,8,7,,,,
8915410,24,76,2,0,6,15,5,1,2,5,20,10,207,641,20,15,10,19,5,4,4,6,0,2,1,5,1,4,5,8,1,7,1,0,1,0,1,5,3,1,138,560,15,27,35,78,25,29,1,4,43,57,8,15,36,43,7,13,6,10,12,13,20,7,24,6,6,4,,,,
8915432,67,33,1,2,12,8,1,1,7,4,17,13,522,259,12,9,13,17,2,3,2,3,0,0,7,4,3,1,8,5,4,3,0,2,1,0,4,2,3,1,446,183,24,18,81,41,47,30,6,2,51,49,5,3,36,30,13,18,12,4,6,5,7,9,11,30,5,8,,,,
8915389,63,37,0,2,14,10,3,3,7,3,13,24,429,267,7,12,23,13,3,6,4,6,0,0,7,3,3,1,9,6,5,4,0,2,,,6,2,0,2,335,173,23,12,77,39,25,29,12,3,52,48,4,5,38,32,26,28,8,7,3,4,9,12,12,43,3,12,,,,
8915425,60,40,3,3,19,11,5,7,6,4,12,12,508,350,8,11,11,10,1,4,9,7,3,0,8,0,2,4,12,9,7,2,1,1,2,2,1,2,4,0,435,261,24,16,70,40,17,33,6,0,53,47,6,8,23,30,19,7,4,8,5,5,11,11,10,23,2,12,0,1,0,1
8915441,54,46,1,3,14,11,3,3,5,2,12,16,408,348,8,8,13,10,2,2,5,4,0,1,5,7,4,0,8,7,6,4,1,1,0,2,6,0,2,2,324,272,13,17,52,54,30,38,8,4,51,49,6,2,35,25,8,17,14,10,4,6,13,15,12,9,14,8,1,0,,
8915364,37,63,1,1,13,16,3,3,1,3,10,14,349,583,15,11,12,10,2,1,4,5,0,0,7,8,2,3,10,11,3,5,0,1,1,0,1,6,3,1,259,499,18,29,64,51,35,39,4,7,50,50,10,10,29,24,17,22,2,3,10,6,15,10,16,16,9,8,,,0,1
8915436,68,32,2,1,13,8,2,2,1,5,20,15,637,289,16,16,15,20,1,3,5,2,0,1,5,5,3,1,7,6,6,2,1,0,1,1,3,1,2,0,575,214,16,24,59,57,25,23,2,3,50,50,9,10,41,41,14,15,11,6,9,10,14,11,20,6,8,11,,,0,1
8915483,51,49,0,2,8,13,2,4,2,5,16,21,418,395,13,15,18,16,6,3,4,9,1,0,2,4,2,0,5,8,3,5,0,2,,,4,1,0,2,344,327,15,19,41,35,28,37,1,5,51,49,9,12,36,41,17,10,6,10,9,9,10,5,13,8,5,2,,,,
8915405,52,48,2,2,5,12,3,0,2,5,14,15,355,334,11,9,14,14,4,4,1,4,1,0,4,5,0,3,4,6,1,6,1,1,1,1,3,3,6,3,266,251,20,23,64,60,34,35,4,1,52,48,6,10,31,26,12,13,7,3,6,4,5,7,18,23,9,5,,,,
8915384,35,65,1,0,7,14,3,3,1,6,11,12,265,503,26,13,9,11,1,3,5,5,0,0,1,6,1,3,4,7,3,7,1,0,,,4,1,1,1,190,439,16,22,47,56,25,47,0,5,56,44,10,16,38,32,17,11,4,8,15,6,11,10,17,17,12,7,,,,
8915385,53,47,2,1,11,12,3,2,2,8,12,12,462,391,14,15,12,12,4,2,5,2,1,0,5,6,1,4,6,9,5,3,1,0,1,1,2,1,0,1,382,319,25,21,35,49,33,36,2,6,42,58,11,7,31,37,8,17,6,10,8,10,10,9,20,11,11,5,,,,
8915430,44,56,3,4,9,16,1,2,4,7,14,15,318,383,15,9,14,14,3,2,5,2,0,1,2,14,2,0,7,13,2,3,3,1,0,3,3,3,3,3,225,295,15,16,61,56,42,32,1,14,49,51,1,8,30,33,26,26,4,11,9,6,15,12,17,9,14,9,1,0,0,1
8915437,66,34,,,15,5,1,6,6,8,9,12,607,316,12,15,11,8,2,4,6,1,0,0,7,2,2,2,8,2,7,3,,,,,3,1,4,0,526,232,24,12,81,44,36,20,6,2,57,43,8,8,33,25,27,20,10,3,8,9,9,23,10,36,6,13,,,1,0
8915426,49,51,0,1,12,13,0,2,4,8,12,13,392,405,11,16,13,11,2,3,4,1,0,0,7,8,1,4,6,7,6,6,0,1,,,2,2,3,2,313,300,20,33,54,66,26,33,5,7,45,55,9,10,31,32,17,26,7,5,8,9,19,10,25,21,8,8,,,,
8915369,67,33,1,5,21,17,5,6,6,2,13,10,578,289,14,18,9,9,5,5,7,7,1,0,9,9,5,1,15,10,6,7,1,1,0,4,0,2,1,1,495,194,22,21,71,58,43,25,10,3,58,42,14,9,46,34,22,15,23,7,9,14,14,15,12,19,9,12,,,,
8915409,44,56,1,3,12,14,2,2,5,8,11,15,368,471,12,11,15,10,2,4,3,4,0,0,5,9,4,1,8,10,4,4,0,1,1,2,0,2,0,1,284,386,14,21,43,55,32,26,2,7,46,54,3,5,32,41,21,21,5,20,8,7,7,6,16,22,10,8,,,,
8915414,28,72,0,4,7,14,2,2,3,5,15,8,244,621,21,11,8,15,3,1,2,4,0,0,3,8,2,2,3,10,4,4,0,1,0,3,2,5,2,1,165,560,28,23,45,92,31,19,3,7,51,49,8,13,37,37,13,12,8,11,11,8,16,10,20,8,11,5,,,1,0
8915401,48,52,0,2,10,11,2,2,7,1,14,13,416,461,17,26,13,13,2,1,2,5,0,0,6,3,2,3,4,8,6,3,0,2,,,3,0,1,2,325,385,28,22,54,59,28,31,1,4,42,58,22,12,40,50,7,16,10,11,12,18,13,14,8,19,4,8,0,1,,
8915361,48,52,5,1,15,7,3,7,9,4,15,12,326,359,10,15,10,14,2,1,9,3,0,0,3,2,3,2,14,4,1,3,2,0,3,1,6,1,1,4,224,254,19,29,57,57,25,23,9,1,48,52,11,8,26,34,31,27,7,5,4,10,12,8,21,14,9,8,,,,
8915377,48,52,3,3,9,14,1,1,4,5,14,15,389,420,22,21,14,11,3,1,3,4,0,0,4,6,2,4,7,14,2,0,2,1,1,2,1,2,3,4,302,338,17,19,54,61,29,27,4,9,49,51,12,13,47,38,16,28,11,6,15,11,19,18,18,15,8,2,,,,
8915474,44,56,2,7,9,17,1,0,4,4,15,10,372,458,10,11,8,12,2,2,4,5,0,0,4,8,1,4,6,13,3,4,2,3,0,4,1,2,3,1,295,364,15,24,41,71,49,23,4,7,43,57,6,6,22,33,12,12,5,11,8,7,17,14,17,12,15,7,1,0,,
8915397,62,38,1,2,16,8,3,7,7,8,13,19,540,335,9,11,19,13,2,6,7,4,0,0,6,2,3,2,9,5,7,3,0,1,1,1,4,0,1,1,463,264,31,13,78,46,38,31,6,3,56,44,4,5,34,27,11,8,7,3,7,7,7,17,16,31,6,8,,,,
8915359,51,49,3,0,14,7,2,5,4,2,15,14,457,427,11,19,11,13,1,1,6,2,0,0,4,1,4,4,9,4,5,3,1,0,2,0,0,1,2,1,373,353,26,33,71,67,24,44,4,4,43,57,13,6,27,37,11,13,5,5,7,13,5,17,26,12,3,7,,,,
8915354,53,47,6,1,22,7,2,5,6,2,18,11,390,353,12,6,10,17,5,2,8,3,0,0,9,3,5,1,13,5,9,2,3,0,3,1,4,4,1,1,296,274,27,24,50,46,28,26,8,5,37,63,3,3,29,40,9,26,7,20,9,1,13,12,13,24,10,11,,,0,1
8915366,60,40,1,1,12,7,4,4,5,5,10,15,637,416,20,32,14,10,1,3,4,4,2,0,5,2,3,1,9,4,3,3,1,0,0,1,1,0,3,0,554,334,15,20,78,44,37,22,2,1,51,49,25,14,43,51,22,12,9,9,9,12,18,13,20,18,3,7,,,,
8915355,39,61,4,1,11,10,2,2,3,2,17,12,300,469,9,10,11,16,1,3,5,3,0,0,5,5,1,2,7,4,4,6,2,0,2,1,4,3,0,5,216,381,15,19,45,64,25,28,2,2,45,55,5,6,31,37,14,18,11,12,4,7,11,14,22,9,7,6,,,0,1
8915383,41,59,5,0,17,9,2,4,2,4,15,11,343,490,13,11,8,15,2,0,10,3,0,0,5,4,2,2,6,8,11,1,4,0,1,0,1,4,2,0,252,371,20,31,67,53,16,30,1,8,47,53,10,7,31,33,16,19,10,7,8,6,9,18,23,10,7,5,,,,
8915378,30,70,3,4,13,17,7,3,2,9,20,13,241,569,17,6,13,18,4,4,5,8,1,0,4,6,4,3,10,8,3,9,1,1,2,3,3,4,6,1,175,491,23,22,39,55,16,23,1,4,52,48,3,9,40,38,21,18,10,14,12,3,15,9,18,12,4,7,1,0,,
8915481,53,47,3,0,21,10,1,5,8,7,10,10,376,351,14,12,10,10,5,3,7,2,2,0,9,7,5,1,13,6,8,4,1,0,2,0,2,4,6,0,305,284,18,27,52,63,31,33,10,3,52,48,6,7,31,29,19,18,7,7,11,7,9,12,11,14,9,8,,,0,1
8915479,64,36,3,1,7,7,1,1,8,5,16,15,529,302,8,14,14,16,3,1,2,2,0,0,2,4,3,1,5,4,2,3,0,1,3,0,3,1,1,0,458,233,23,16,78,37,26,20,3,1,45,55,11,2,36,39,9,15,15,9,5,8,4,13,5,21,10,7,,,,
8915328,47,53,2,1,8,12,3,4,2,5,18,12,421,465,20,18,12,18,1,4,4,3,0,1,2,7,2,2,6,7,2,5,,,2,1,2,3,0,1,317,363,24,31,63,75,26,21,4,6,43,57,9,12,42,47,17,32,11,13,14,10,25,12,15,13,11,3,,,,
8915373,58,42,4,0,16,5,2,3,5,4,8,18,531,379,21,13,18,6,0,3,9,2,0,0,3,3,4,0,11,3,5,2,3,0,1,0,3,1,2,4,473,325,24,15,45,41,29,25,6,0,67,33,8,5,54,28,10,4,16,9,15,10,7,17,18,15,6,6,0,1,,
8915431,47,53,1,1,9,8,1,2,4,5,10,10,359,406,16,19,10,9,3,2,4,2,0,0,5,3,0,3,6,5,3,3,1,0,0,1,0,2,1,1,234,276,31,32,62,90,36,31,4,5,53,47,11,9,35,33,23,18,9,5,7,9,8,13,25,22,8,10,,,,
8915338,50,50,2,1,13,12,1,2,5,3,16,12,425,430,15,16,10,14,2,3,3,3,0,0,4,6,6,3,4,4,9,8,0,1,2,0,3,5,2,0,343,333,18,27,62,51,36,26,1,5,50,50,3,8,32,36,19,15,7,6,11,7,18,19,13,13,10,6,1,0,,
8915406,59,41,5,0,21,11,4,6,11,5,20,24,428,315,13,14,21,19,2,5,7,5,0,0,9,3,5,3,15,5,6,6,1,0,4,0,8,5,1,3,347,235,16,14,69,43,38,28,11,3,53,47,5,7,42,43,17,10,8,10,5,6,13,10,13,42,3,15,,,,
8915376,34,66,2,3,9,18,5,1,2,9,17,12,272,523,25,15,10,14,4,1,3,7,0,0,4,6,2,5,6,11,3,7,1,1,1,2,4,2,2,2,174,422,26,19,47,65,22,28,2,6,47,53,6,16,40,35,12,24,5,7,14,8,14,17,24,16,7,9,,,,
8915477,47,53,0,2,13,11,5,2,6,5,10,12,334,384,10,21,12,9,1,1,2,8,1,0,8,3,3,0,6,9,7,2,0,2,,,3,2,0,2,250,289,32,28,53,56,25,21,6,3,49,51,12,6,30,39,19,11,9,9,5,14,19,15,22,14,7,13,,,,
8915363,76,24,2,1,28,6,0,8,8,1,16,9,657,215,20,2,9,13,1,1,8,2,0,1,14,3,6,1,13,1,15,5,1,1,1,0,1,2,0,1,590,130,15,15,87,49,19,21,9,0,60,40,1,11,38,26,24,15,9,11,11,1,11,14,7,32,4,18,0,1,0,1
8915475,64,36,3,4,17,14,4,2,8,3,21,8,523,316,10,7,7,19,5,3,3,7,0,0,6,5,8,2,9,8,8,6,1,3,2,1,2,2,1,1,442,241,23,18,68,42,43,22,11,1,46,54,4,4,26,32,11,12,9,6,3,2,15,15,10,29,8,8,,,,
8915456,63,37,1,2,21,6,2,8,7,5,8,8,482,288,21,13,7,8,2,1,10,5,2,0,7,1,4,0,8,3,13,3,0,2,1,0,2,4,1,2,387,199,32,28,72,39,35,21,7,3,56,44,11,14,33,29,25,17,5,8,12,10,11,10,14,32,2,13,0,1,,
8915349,51,49,0,1,10,8,0,3,3,3,15,15,407,391,11,23,12,12,2,2,4,1,0,1,4,5,2,2,6,6,4,2,0,1,,,5,0,1,1,269,232,28,24,74,78,32,35,7,4,54,46,16,5,37,40,24,11,15,5,6,21,12,14,17,22,6,11,,,,
8915345,54,46,1,1,13,10,3,5,5,2,9,11,468,392,14,14,10,9,1,2,6,4,0,1,4,4,3,2,8,8,5,2,1,1,,,3,1,0,4,372,300,20,24,69,57,29,32,4,4,48,52,6,9,29,30,18,21,6,7,10,10,9,12,14,20,8,6,0,1,,
8915342,25,75,0,2,6,18,3,1,2,6,11,2,250,709,20,13,2,10,5,1,2,4,0,0,2,7,2,7,2,9,4,9,0,1,0,1,0,3,1,2,158,641,18,20,41,107,14,24,1,13,47,53,11,7,31,36,13,13,9,13,11,6,12,8,31,0,15,5,,,1,0
8915476,53,47,1,1,12,12,4,2,6,2,19,8,418,377,9,11,7,16,2,3,2,5,0,1,7,3,3,4,5,8,7,4,0,1,1,0,2,5,3,2,338,305,22,15,56,53,30,37,3,7,40,60,3,4,27,33,7,17,11,8,8,7,16,11,9,23,6,11,,,0,1
8915382,56,44,4,1,19,7,2,4,4,4,13,14,454,357,4,14,14,11,0,2,9,3,0,0,6,3,4,1,9,5,10,2,3,1,1,0,1,2,1,1,359,254,29,19,59,60,36,24,2,7,55,45,6,1,35,33,20,12,18,8,4,7,7,8,12,17,11,7,,,,
8915335,59,41,2,1,14,9,1,1,10,7,12,16,489,328,19,16,16,11,2,2,3,2,0,0,8,4,3,3,10,6,4,3,1,0,1,1,2,2,3,0,412,256,21,24,67,51,15,32,6,5,56,44,10,12,47,37,16,13,11,10,11,9,12,14,23,32,6,9,,,0,1
8915343,58,42,4,0,17,13,2,4,4,4,22,18,528,376,13,25,17,22,2,1,8,3,0,1,4,5,5,5,12,5,5,8,2,0,2,0,1,4,1,1,430,282,24,21,53,40,32,24,5,3,50,50,17,10,45,58,21,9,15,11,8,14,14,16,23,9,5,6,,,,
8915348,55,45,3,3,12,13,4,3,3,2,18,21,443,346,11,14,17,15,5,4,4,6,1,0,5,4,3,3,8,11,4,2,1,2,2,1,4,4,0,4,339,263,26,20,77,43,36,31,3,9,46,54,7,7,32,38,19,22,4,9,6,9,8,13,20,21,5,7,,,1,0
8915515,57,43,7,0,12,5,2,2,2,1,9,10,578,446,20,11,9,9,1,2,6,2,0,0,6,3,0,0,11,3,1,2,3,0,4,0,2,0,0,3,500,366,18,18,50,48,42,20,5,1,58,42,6,13,38,28,13,9,9,8,12,8,7,11,4,16,6,11,1,0,,
8915551,31,69,4,1,14,18,1,4,4,4,12,8,287,628,10,10,7,8,1,0,6,1,0,0,7,14,1,3,7,8,7,10,2,0,2,1,1,2,2,1,188,546,11,19,50,60,30,18,1,5,46,54,3,5,24,27,14,18,8,9,9,7,15,14,26,8,18,8,,,,
8915532,58,42,2,1,10,13,2,2,0,6,17,11,593,412,26,13,10,16,3,5,5,3,0,0,2,6,3,4,7,6,3,7,2,0,0,1,1,1,0,1,492,305,20,18,40,45,27,26,0,4,52,48,11,22,52,39,14,22,16,11,13,10,14,12,22,4,7,5,,,,
8915517,55,45,2,2,13,14,2,4,2,4,15,11,386,324,21,11,9,13,4,3,5,5,2,0,6,5,2,4,6,10,7,4,1,1,1,1,2,3,5,0,300,229,17,20,58,81,32,35,7,8,56,44,5,11,36,30,24,17,6,7,10,7,12,10,23,22,6,5,,,,
8915514,41,59,3,0,9,10,0,3,2,3,10,11,321,462,25,10,8,10,1,2,6,0,0,0,2,5,1,5,6,5,3,5,2,0,1,0,3,3,3,2,223,371,15,22,50,77,23,34,1,5,61,39,6,19,46,27,14,11,13,8,14,8,24,7,32,15,7,5,,,,
8915523,53,47,6,3,14,14,5,5,8,11,9,15,472,418,20,14,14,9,1,1,10,6,0,0,3,5,1,3,9,9,5,5,2,1,4,2,2,3,3,1,389,340,14,20,44,42,26,29,3,6,61,39,9,11,45,30,11,6,11,7,9,7,19,17,17,11,6,4,3,2,,
8915537,35,65,1,0,3,6,1,1,1,9,16,11,309,582,17,12,11,15,4,2,2,2,0,0,1,3,0,1,1,2,2,4,1,0,,,3,2,0,2,232,494,17,26,47,75,26,32,0,4,48,52,4,10,37,38,9,12,9,11,11,9,14,7,24,9,7,5,,,0,1
8915528,28,72,1,5,10,19,3,2,4,7,8,13,275,717,13,14,12,8,2,0,3,7,0,1,5,8,2,4,4,12,6,7,1,3,0,2,2,0,1,1,207,645,18,28,36,72,23,23,2,5,44,56,8,8,28,35,8,11,4,13,8,8,17,3,22,14,12,6,0,1,,
8915536,44,56,,,15,11,4,5,0,7,13,20,362,443,13,15,18,12,5,5,5,4,0,1,7,5,3,2,10,4,5,7,,,,,3,1,1,0,252,342,26,23,66,71,26,28,3,6,55,45,7,5,52,33,10,18,21,6,4,5,13,16,32,20,6,8,,,,
8915529,45,55,2,2,11,8,3,3,7,3,15,11,398,500,17,15,10,14,2,1,4,4,1,0,3,2,4,2,5,6,6,2,0,1,2,1,1,2,2,2,301,415,30,26,47,54,27,17,4,3,44,56,7,15,37,41,12,22,11,12,11,11,12,12,14,23,6,6,,,,
8915521,36,64,1,3,13,14,6,1,5,5,10,13,321,600,20,20,11,8,2,2,2,8,0,0,7,4,4,2,5,10,8,4,1,2,0,1,6,3,6,0,233,507,18,14,48,82,36,26,3,5,48,52,17,13,36,41,17,16,6,13,11,12,13,19,20,18,8,6,,,,
8915546,75,25,0,1,17,4,0,2,9,1,12,10,606,213,5,12,10,11,2,2,4,1,0,0,6,3,7,0,7,3,10,1,0,1,,,3,2,,,512,106,17,11,84,53,28,20,5,2,51,49,5,2,28,27,18,18,13,4,4,9,3,8,6,46,4,16,,,,
8915519,52,48,1,1,8,6,3,0,6,2,8,12,543,517,7,16,12,7,1,1,0,3,1,0,4,2,4,1,4,2,4,4,,,1,1,3,0,0,4,484,451,21,15,73,36,48,20,5,3,47,53,6,4,27,30,7,9,8,8,4,13,7,8,6,22,4,14,,,,
8915506,60,40,2,1,17,11,1,4,4,1,17,12,479,337,14,14,12,16,3,3,5,3,0,0,8,7,4,1,10,7,7,4,1,1,1,0,5,1,0,1,378,227,26,23,80,50,35,22,6,4,51,49,14,7,34,37,25,19,10,7,11,8,11,15,8,30,8,12,1,0,,
8915538,34,66,0,1,5,10,3,3,3,6,13,13,268,521,15,13,12,13,3,2,3,4,0,0,2,4,0,2,2,3,3,7,,,0,1,2,1,1,2,187,441,36,17,50,76,23,27,4,5,55,45,6,10,33,26,21,18,7,2,9,8,16,15,33,15,6,6,,,,
8915545,70,30,2,0,10,6,2,3,1,2,15,17,655,269,14,23,17,15,2,3,5,3,0,0,4,1,1,2,6,4,4,2,1,0,1,0,3,2,5,2,581,183,26,20,84,43,20,17,6,2,51,49,6,6,41,46,22,15,10,9,9,15,16,17,14,19,1,8,1,1,,
8915526,39,61,1,1,7,11,2,1,2,5,18,10,293,446,19,12,9,18,3,2,2,2,0,1,3,8,2,1,4,5,3,6,1,0,0,1,1,3,1,3,201,358,20,31,49,73,30,33,4,6,42,58,6,9,32,42,14,21,4,12,10,6,15,5,23,9,16,4,,,,
8915513,39,61,2,0,11,7,3,1,4,10,17,16,314,475,10,16,15,16,2,2,3,3,0,0,4,1,4,3,5,4,6,3,,,2,0,3,4,,,231,405,21,14,45,57,14,24,2,2,46,54,12,7,27,39,15,10,5,8,8,11,11,8,36,13,6,3,,,,
8915535,64,36,1,4,24,10,3,4,13,4,12,17,453,260,7,25,16,10,1,3,6,6,1,0,7,3,11,1,19,9,5,1,1,2,0,2,3,3,0,1,367,160,23,15,68,40,32,20,11,4,51,49,15,5,46,37,8,14,25,2,2,15,9,11,14,23,4,10,,,,
8915511,69,31,4,0,21,6,1,8,6,5,12,9,708,319,22,16,8,11,2,1,11,1,0,0,8,3,2,2,13,3,8,3,3,0,1,0,1,0,0,2,628,225,18,18,76,43,24,13,2,2,56,44,7,12,41,33,13,10,11,7,14,7,6,16,12,17,6,15,3,0,,
8915509,36,64,0,2,5,16,7,1,7,7,13,10,239,436,10,15,9,10,3,1,1,7,0,0,3,5,1,4,3,9,2,7,,,0,2,1,1,1,3,139,338,20,21,61,70,26,22,3,2,48,52,14,5,29,31,15,17,11,6,7,12,12,15,25,10,13,3,,,1,0
8915507,47,53,1,2,14,6,4,4,8,4,15,9,386,460,13,12,8,15,1,2,6,6,1,0,5,0,3,0,10,5,4,1,1,2,,,2,3,3,7,317,383,15,21,62,50,37,20,5,0,42,58,5,8,27,36,8,13,6,10,4,8,9,8,13,13,2,8,0,1,,
8915522,57,43,1,2,15,15,4,4,3,5,17,14,492,369,9,19,14,17,2,0,4,5,1,0,3,5,8,5,9,9,6,6,0,1,1,1,1,1,0,3,387,267,30,29,74,62,27,21,3,4,45,55,13,7,33,46,13,11,11,10,6,13,15,9,12,19,7,5,1,0,,
8915504,47,53,0,3,9,12,3,1,1,5,16,15,399,437,17,18,15,16,2,1,4,4,0,0,4,6,1,2,5,8,4,4,0,1,0,2,2,6,2,3,300,347,20,23,51,71,27,33,1,7,52,48,10,7,50,44,13,15,18,10,9,10,12,16,20,10,12,6,,,,
