team_id,season_id,matches,goalsScored,goalsConceded,assists,shots,shotsOnTarget,bigChances,bigChancesCreated,averageBallPossession,totalPasses,accuratePassesPercentage,tackles,interceptions,clearances,saves,yellowCards,redCards,avgRating
3086,24407,34,65,34,42,504,180,97,71,51.029411764706,14987,80.589844531928,474,362,618,101,68,3,6.9552742616034
3051,24407,34,76,42,49,478,178,105,72,50.617647058824,14932,82.621216180016,590,372,628,120,72,5,6.9379530916844
3050,24407,34,59,40,43,472,178,81,61,61.088235294118,18344,85.324901875273,458,351,460,87,88,3,6.9124735729387
3076,24407,34,55,38,41,498,173,97,75,48.411764705882,13148,76.969881350776,528,375,572,103,86,3,6.8832271762208
6362,24407,34,61,37,48,530,195,83,67,48.676470588235,13702,77.185812290177,571,354,574,78,71,3,6.9368421052632
3061,24407,34,55,37,34,468,158,83,62,59.882352941176,17684,85.450124406243,445,316,557,100,80,7,6.9149253731343
3052,24407,34,58,46,42,545,188,96,73,61.735294117647,17761,84.876977647655,501,305,425,90,79,11,6.8993576017131
5138,24407,34,49,50,26,399,132,67,45,45.5,12334,78.757904978109,507,386,607,104,81,4,6.7606315789474
3056,24407,34,41,52,29,438,145,68,48,45.205882352941,12785,78.263590144701,574,377,689,91,82,6,6.7817796610169
6063,24407,34,53,58,37,436,159,82,60,46.764705882353,13710,79.715536105033,550,406,665,120,86,5,6.8260683760684
3054,24407,34,44,49,27,362,119,66,48,49.382352941176,14053,80.523731587561,536,358,560,89,77,4,6.7957627118644
7802,24407,34,39,56,24,443,149,64,41,47.205882352941,12834,78.634876110332,493,299,491,126,89,6,6.7398322851153
3085,24407,34,36,52,18,400,123,63,47,50.029411764706,16090,81.852082038533,448,359,734,95,77,7,6.7671673819743
3058,24407,34,31,48,21,376,120,56,43,45.323529411765,13073,77.449705499885,478,373,682,106,72,3,6.7610638297872
3064,24407,34,38,57,22,384,136,62,39,48.235294117647,13916,79.74992814027,539,389,614,92,76,4,6.7545647558386
24759,24407,34,44,51,28,387,144,71,56,50.941176470588,13797,79.676741320577,467,326,597,103,81,8,6.7738947368421
3072,24407,34,40,72,23,399,147,73,53,48.176470588235,13888,82.344470046083,567,335,750,144,83,9,6.7375271149675
3103,24407,34,31,56,19,399,126,55,39,41.794117647059,11576,73.807878369039,596,364,735,116,94,7,6.7093418259023
