player_id,team_id,season_id,appearances,matches_started,minutes_played,goals,assists,expected_goals,expected_assists,yellow_cards,red_cards,rating,total_shots,shots_on_target,accurate_passes,total_passes,accurate_passes_pct,key_passes,tackles,interceptions,successful_dribbles,ground_duels_won_pct,aerial_duels_won_pct,saves,clean_sheets,goals_conceded,big_chances_created,big_chances_missed
896364,3086,24407,14,8,701,3,2,,,4,0,6.7928571428571,18,11,181,221,81.900452488688,16,8,7,18,45.360824742268,15.384615384615,0,1,8,2,1
876857,3086,24407,31,22,2015,2,0,,,7,0,6.7677419354839,26,5,843,997,84.553660982949,14,56,35,14,49.732620320856,50.909090909091,0,0,37,1,1
876782,3086,24407,3,0,30,0,1,,,0,0,6.6666666666667,0,0,9,11,81.818181818182,1,0,0,0,0,0,0,0,0,1,0
142494,3086,24407,23,14,1243,3,3,,,2,0,6.8391304347826,9,4,349,472,73.940677966102,20,22,25,12,50.549450549451,52,0,0,18,0,0
103912,3086,24407,30,30,2526,4,2,,,3,2,6.7533333333333,32,12,582,774,75.193798449612,32,35,22,15,41.011235955056,27.941176470588,0,3,37,6,6
30143,3086,24407,1,1,90,0,0,,,0,0,5.9,0,0,7,9,77.777777777778,0,0,0,0,0,0,2,0,3,0,0
284767,3051,24407,17,3,468,4,0,,,3,0,6.8666666666667,18,7,85,119,71.428571428571,8,7,2,1,50,37.037037037037,0,0,6,1,2
251907,3051,24407,33,33,2825,6,5,,,6,2,6.9545454545455,56,15,1173,1401,83.72591006424,41,55,30,53,60.791366906475,50.877192982456,0,5,43,7,5
109779,3051,24407,33,33,2935,13,12,,,2,1,7.4969696969697,115,51,856,1152,74.305555555556,95,22,26,45,46.113989637306,13.333333333333,0,4,34,18,13
139455,3051,24407,29,26,2261,11,6,,,3,0,7.1586206896552,79,29,725,929,78.040904198062,49,26,9,76,48.63813229572,65.217391304348,0,4,28,7,7
135695,3050,24407,26,16,1308,1,1,,,3,0,6.9961538461538,13,3,529,675,78.37037037037,30,50,27,28,53.370786516854,60.714285714286,0,0,14,4,1
966811,3050,24407,5,0,42,0,0,,,0,0,6.5,0,0,37,42,88.095238095238,2,0,0,0,0,0,0,0,0,0,0
910086,3050,24407,6,6,500,0,1,,,1,0,6.85,5,0,186,210,88.571428571429,1,16,7,8,65.116279069767,10,0,2,6,0,0
43394,3050,24407,15,6,668,0,0,,,6,0,6.7071428571429,3,2,429,468,91.666666666667,4,8,10,7,50.909090909091,55,0,2,9,0,0
913656,3050,24407,8,8,720,0,0,,,1,0,7.0125,0,0,131,170,77.058823529412,0,0,0,0,100,100,18,4,8,0,0
857745,3076,24407,3,0,35,0,0,,,0,0,6.5666666666667,2,0,17,19,89.473684210526,0,2,0,0,60,0,0,0,2,0,0
785850,3076,24407,34,34,3060,0,0,,,3,0,6.8352941176471,23,4,1158,1385,83.610108303249,5,28,42,2,51.948051948052,64.117647058824,0,10,38,0,4
142850,3076,24407,28,28,2395,1,2,,,6,1,6.8428571428571,13,1,686,929,73.842841765339,18,79,40,14,52.403846153846,50,0,6,31,3,0
893014,3076,24407,10,8,789,0,1,,,1,0,6.68,4,3,258,313,82.428115015974,5,10,13,2,48.936170212766,39.393939393939,0,2,12,2,0
225012,3076,24407,25,25,2197,0,0,,,1,0,6.564,0,0,371,594,62.457912457912,0,0,0,0,50,90.909090909091,61,6,44,0,0
816223,3076,24407,7,4,487,0,0,,,1,0,6.7,0,0,72,133,54.135338345865,0,0,0,0,0,100,17,1,7,0,0
