match_id,home_ballpossession,away_ballpossession,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_totaltackle,away_totaltackle,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_redcards,away_redcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancemissed,away_bigchancemissed,home_fouledfinalthird,away_fouledfinalthird,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_totalclearance,away_totalclearance,home_goalkicks,away_goalkicks,home_bigchancescored,away_bigchancescored,home_accuratethroughball,away_accuratethroughball
8311055,40,60,1,2,10,6,1,2,5,2,8,14,343,527,17,13,13,8,2,5,,,3,2,0,0,5,3,2,1,6,3,4,3,0,1,3,0,1,1,273,449,23,23,41,37,33,21,3,3,46,54,4,9,39,33,4,18,10,13,13,11,16,11,19,8,11,11,1,1,1,0
8311099,62,38,0,5,17,12,1,1,7,0,10,10,564,365,16,5,10,8,1,2,0,1,1,4,0,0,9,7,7,1,9,10,8,2,0,2,4,2,0,2,491,299,18,19,48,45,25,31,8,7,57,43,3,8,40,22,13,18,14,9,9,1,7,8,6,36,10,13,0,3,0,1
8311101,50,50,1,3,9,12,4,1,3,3,16,20,422,420,9,8,19,15,7,4,1,0,3,8,0,0,5,3,1,1,3,8,6,4,0,2,5,3,2,2,358,355,20,15,49,50,32,32,3,3,58,42,5,6,39,32,21,11,11,10,6,7,12,9,16,20,7,6,1,1,,
8311098,40,60,6,0,16,13,3,5,2,3,19,15,356,520,12,8,14,18,3,4,,,10,4,0,0,3,5,3,4,10,10,6,3,2,0,3,5,0,3,298,469,7,14,36,50,25,22,3,6,46,54,2,6,34,41,9,9,9,16,4,3,7,6,22,4,7,7,4,0,1,0
8311102,60,40,0,1,12,22,4,3,2,5,10,15,555,355,19,23,13,10,1,3,,,4,5,0,0,6,11,2,6,5,13,7,9,0,1,3,3,2,2,463,260,22,23,46,56,27,30,4,10,45,55,12,10,40,46,16,22,8,13,11,19,15,12,14,13,10,7,,,0,1
8311092,38,62,4,3,10,11,4,6,6,6,15,12,315,541,18,18,11,13,1,2,,,8,6,0,0,2,2,0,3,7,7,3,4,2,1,2,0,2,1,231,454,22,14,46,61,17,28,5,8,42,58,9,10,34,41,7,16,5,11,8,11,19,6,18,17,7,3,2,2,0,2
8311104,49,51,4,0,20,7,1,6,8,3,11,11,398,421,8,17,11,11,3,1,,,8,2,0,0,7,5,5,0,11,5,9,2,4,0,3,4,1,5,326,354,17,20,71,52,39,18,9,6,48,52,11,5,28,36,15,11,9,8,4,8,6,12,12,11,9,15,,,0,1
8311017,45,55,5,0,11,7,2,5,4,7,15,13,423,514,11,13,12,13,3,2,,,5,3,1,0,5,3,1,1,9,6,2,1,3,0,2,0,5,4,346,437,13,15,61,69,30,21,10,5,50,50,9,6,31,36,24,20,9,12,6,7,11,12,17,10,5,5,2,0,1,0
8311019,28,72,3,3,13,15,1,2,8,7,15,17,214,556,15,16,17,15,2,3,0,1,3,2,0,1,6,6,4,7,9,12,4,3,2,2,3,2,0,1,124,469,12,19,57,48,26,25,5,10,42,58,10,12,37,39,20,41,9,9,9,12,6,12,23,16,11,4,1,1,,
8311091,48,52,2,0,19,13,2,7,5,10,9,11,362,372,20,9,10,9,1,2,,,8,2,0,0,8,9,3,2,7,3,12,10,2,0,3,4,7,0,291,294,15,27,57,78,29,26,3,6,56,44,6,9,33,26,17,13,5,8,11,5,4,7,41,13,13,10,,,1,0
8311093,48,52,4,2,8,14,0,1,1,6,8,10,430,452,12,12,10,5,0,3,,,2,0,0,1,4,12,2,2,7,11,1,3,3,2,3,1,3,3,333,368,31,26,60,66,46,37,8,9,56,44,10,5,37,26,13,13,15,9,6,5,11,11,20,11,14,5,1,0,,
8311090,29,71,2,1,8,10,0,1,0,5,14,10,272,678,11,8,10,14,7,2,2,0,2,0,0,0,3,8,3,2,7,6,1,4,2,1,0,6,1,1,196,601,14,18,31,82,21,30,5,5,49,51,7,8,25,26,11,12,4,5,7,7,10,10,29,5,14,4,,,,
8311095,48,52,3,5,15,15,6,3,3,5,19,9,456,479,10,6,8,17,3,1,,,5,8,0,1,9,3,1,4,8,11,7,4,2,5,1,6,2,6,374,399,19,28,44,68,29,13,4,7,39,61,4,8,25,41,11,15,7,18,7,4,21,16,34,3,9,9,1,0,,
8311089,52,48,1,1,17,12,4,2,7,3,6,14,442,425,17,18,13,5,1,1,,,2,5,0,1,8,5,7,2,8,7,9,5,1,1,1,2,0,1,360,335,24,25,56,52,30,21,4,3,50,50,8,9,43,37,9,16,13,14,9,11,15,11,6,27,7,13,,,,
8311094,61,39,2,2,16,3,2,4,5,4,15,15,608,379,14,13,15,13,1,2,,,4,2,0,0,8,1,4,0,10,2,6,1,2,2,4,1,2,4,515,296,22,16,79,34,22,14,3,4,51,49,7,7,37,39,10,7,8,13,10,5,11,19,11,26,7,9,,,,
8311097,58,42,3,2,17,8,3,5,3,7,12,17,492,351,12,12,16,11,1,4,0,1,6,3,2,0,8,0,3,5,8,6,9,2,2,2,9,2,0,3,412,250,16,22,68,35,17,22,3,3,48,52,6,9,41,32,12,25,14,10,6,4,17,10,18,14,3,8,1,0,0,1
8674900,41,59,2,2,10,11,5,2,2,3,6,14,422,619,21,11,12,6,1,2,1,0,4,6,2,0,6,3,0,2,6,6,4,5,1,2,3,3,0,2,353,568,15,19,50,50,27,30,2,3,62,38,5,9,38,25,15,8,5,9,10,6,5,7,11,17,6,6,1,0,1,1
8674907,61,39,1,4,18,10,4,6,1,3,10,16,499,326,11,17,16,10,2,3,0,1,7,7,0,0,9,3,2,0,9,8,9,2,0,2,4,3,,,450,262,19,17,60,47,35,26,8,3,50,50,9,8,35,37,18,16,9,11,3,13,5,7,12,27,6,11,1,2,,
8674905,59,41,2,2,18,13,4,4,6,7,10,13,527,361,17,11,11,10,1,3,,,6,4,0,0,6,7,6,2,9,6,9,7,0,2,3,1,4,0,426,276,28,20,72,35,37,33,6,5,46,54,5,6,33,26,9,24,5,5,10,8,6,16,17,24,9,8,2,0,,
8674901,75,25,4,4,25,11,2,4,11,2,12,13,634,220,12,10,12,11,3,3,,,6,4,2,1,10,6,9,1,18,5,7,6,3,2,4,2,5,1,575,149,19,6,71,47,21,30,9,0,52,48,7,9,37,25,11,20,13,5,7,4,9,15,6,37,7,14,1,2,,
8674903,54,46,3,3,14,11,1,0,5,5,9,13,440,369,12,9,11,9,1,2,,,1,3,1,1,8,4,5,4,5,7,9,4,2,2,2,0,2,1,354,286,25,25,51,57,21,32,4,6,57,43,8,10,37,25,20,18,14,7,9,9,14,20,20,23,8,11,1,1,0,1
8674908,46,54,1,5,12,19,2,1,4,3,15,13,389,469,14,18,12,14,2,2,,,3,3,0,1,5,13,4,3,7,10,5,9,0,4,4,4,1,3,319,412,21,17,55,57,25,31,5,7,48,52,11,6,35,36,12,15,10,6,9,13,10,15,5,24,12,10,1,1,0,1
8674899,53,47,2,4,5,16,6,0,4,11,10,19,392,338,13,11,17,9,3,3,,,1,7,0,1,4,4,0,5,5,5,0,11,1,4,4,5,4,0,305,265,20,26,50,59,25,30,3,2,53,47,6,9,35,31,24,22,6,11,10,5,18,12,28,20,10,8,1,0,,
8674906,32,68,3,1,8,15,3,2,1,10,17,18,282,595,19,16,16,16,4,3,0,1,4,3,0,0,3,11,1,1,4,9,4,6,1,1,4,6,4,0,211,517,12,27,42,74,42,28,1,7,50,50,10,10,38,43,18,14,4,13,13,7,12,4,26,6,12,7,2,0,1,0
8674904,58,42,1,0,16,9,2,3,5,4,19,13,476,351,12,15,11,16,3,2,0,1,4,2,0,0,6,5,6,2,6,6,10,3,,,3,3,1,0,394,259,25,25,55,58,37,31,7,2,48,52,9,5,30,35,19,19,7,5,9,7,6,9,15,12,8,12,1,0,,
8674932,37,63,3,3,10,21,8,1,5,8,19,15,252,430,12,16,14,16,4,4,,,2,11,0,1,6,5,2,5,6,12,4,9,2,2,2,3,1,2,162,334,24,20,52,67,34,35,5,6,43,57,4,3,31,44,18,21,5,12,7,11,12,10,27,21,8,10,1,1,0,1
8674933,51,49,4,2,15,16,3,2,3,12,14,9,450,399,16,12,9,13,4,3,,,4,3,0,1,10,6,1,7,11,10,4,6,3,2,1,2,2,0,389,349,17,23,45,59,19,32,6,8,52,48,4,8,36,32,11,12,11,8,12,10,10,3,28,10,6,10,1,0,1,0
8674930,36,64,3,2,12,17,5,2,4,8,15,9,314,580,23,7,9,15,2,0,,,3,10,0,1,6,3,3,4,8,11,4,6,2,1,1,7,,,259,526,7,14,43,63,25,31,5,4,56,44,5,16,34,30,15,8,3,7,14,5,7,8,20,10,5,10,1,1,1,1
8674934,27,73,1,2,7,10,1,1,2,6,10,11,218,589,17,9,11,10,2,1,,,3,2,0,1,2,5,2,3,2,6,5,4,0,1,1,2,3,1,146,511,20,24,47,67,12,37,4,8,59,41,5,14,36,25,13,9,11,6,15,6,6,9,20,5,9,8,1,1,,
8674931,42,58,2,2,12,13,6,3,4,3,15,11,338,488,9,11,9,15,4,0,,,5,6,0,1,4,6,3,1,10,9,2,4,1,2,3,4,0,2,272,411,17,20,42,61,31,32,5,2,46,54,8,4,24,30,8,8,6,5,9,8,13,7,19,10,8,6,1,0,,
8674936,63,37,4,2,10,10,2,2,2,6,18,14,519,291,14,11,13,17,6,1,1,0,6,5,0,0,3,2,1,3,8,7,2,3,3,1,2,5,1,2,442,218,21,22,41,45,31,20,3,7,54,46,7,9,41,30,10,14,15,3,9,6,7,11,13,16,5,4,1,1,1,0
8674935,50,50,2,1,10,11,0,3,1,5,13,6,502,493,10,10,6,12,3,1,,,5,2,0,0,5,5,0,4,7,4,3,7,1,0,1,2,1,0,427,420,12,17,43,54,23,24,4,3,49,51,6,5,25,28,19,17,9,7,5,4,22,4,19,6,10,6,1,1,,
8674937,53,47,1,5,17,12,4,6,8,2,12,16,401,371,24,12,16,10,3,1,1,1,8,6,0,0,5,3,4,3,12,8,5,4,1,3,1,2,2,3,325,296,21,22,57,40,25,21,10,3,62,38,7,15,46,28,22,13,8,7,17,6,11,15,15,27,2,6,0,2,1,0
8674938,42,58,4,2,10,8,3,4,6,4,16,15,341,465,14,13,13,13,2,2,,,7,4,2,0,2,2,1,2,8,3,2,5,2,1,5,3,0,2,270,396,18,16,60,54,21,15,7,3,45,55,7,9,35,30,14,30,10,5,11,7,7,7,27,16,4,2,2,1,,
8674955,70,30,2,1,15,4,2,1,3,5,14,6,704,298,14,12,5,14,3,0,0,1,4,2,0,0,10,2,1,0,7,4,8,0,0,1,4,1,4,5,661,235,11,12,105,22,32,19,5,4,49,51,8,11,27,29,11,10,8,5,8,9,10,9,9,18,2,13,2,0,1,1
8674953,70,30,4,2,18,8,2,1,6,3,12,14,496,208,12,13,13,12,3,4,0,1,4,4,1,1,11,3,3,1,14,4,4,4,1,1,3,3,2,1,423,129,24,15,46,45,30,18,9,3,49,51,10,9,28,30,20,20,6,6,4,8,7,10,17,26,5,13,3,1,,
8674954,52,48,1,2,7,14,3,0,3,4,12,12,437,409,10,14,11,12,3,2,,,3,6,0,2,4,3,0,5,5,7,2,7,1,0,5,1,4,2,370,340,16,16,41,66,23,26,6,3,51,49,6,5,31,30,17,16,10,7,3,10,14,5,12,19,4,5,0,2,0,2
8674956,60,40,2,2,7,9,3,1,2,4,14,28,437,293,18,14,25,10,4,8,0,1,2,4,0,0,3,4,2,1,3,5,4,4,1,1,5,3,4,1,351,211,21,31,45,59,27,30,6,2,60,40,11,11,54,36,31,20,12,14,16,10,16,13,10,12,5,6,1,1,,
8678143,67,33,2,1,20,9,2,5,9,4,11,16,471,244,19,14,14,11,3,4,,,5,4,1,0,12,4,3,1,11,5,9,4,2,0,8,1,0,1,392,178,25,23,70,31,33,20,7,2,50,50,9,10,41,37,17,20,8,12,11,10,5,7,6,38,5,17,0,1,,
8678141,65,35,1,0,16,5,0,5,5,1,19,11,573,315,11,10,10,18,2,1,,,7,1,0,0,6,3,3,1,11,3,5,2,,,1,4,3,0,482,221,17,19,60,58,28,21,8,1,50,50,6,6,32,33,27,25,11,5,6,6,11,15,13,26,3,9,1,0,,
8678142,37,63,3,3,11,22,5,3,4,7,15,9,334,571,17,14,8,14,7,1,1,0,4,6,0,0,6,6,1,10,8,9,3,13,2,2,0,6,0,2,249,494,19,21,44,59,31,25,7,5,48,52,8,7,30,35,17,16,5,8,10,8,12,12,27,10,9,10,1,1,,
8678140,60,40,1,1,19,8,0,1,7,3,16,13,450,305,14,15,12,15,2,3,0,1,2,1,0,1,9,5,8,2,9,4,10,4,,,5,2,3,2,383,235,21,11,72,55,29,23,4,2,52,48,7,5,39,37,13,11,13,9,9,5,9,14,10,24,9,13,1,1,0,1
8678139,55,45,2,7,12,16,7,3,4,3,13,9,479,410,7,18,8,11,2,2,,,3,9,0,0,8,5,1,2,7,9,5,7,2,5,2,0,0,7,408,341,25,19,78,62,37,32,6,4,33,67,9,5,17,34,7,14,3,6,5,13,5,11,5,29,6,11,0,2,0,1
8674922,59,41,0,1,9,8,4,0,7,4,17,21,478,341,12,16,19,16,2,1,,,0,5,1,1,6,2,3,1,2,6,7,2,0,1,5,3,5,1,373,251,31,19,63,42,29,24,3,4,57,43,8,8,39,35,24,12,9,4,7,11,7,12,16,30,3,9,,,,
8674924,39,61,2,2,20,15,3,7,4,7,14,11,316,492,10,14,11,12,2,2,,,8,7,0,0,6,5,6,3,13,10,7,5,2,0,2,4,0,2,228,410,23,19,60,52,25,30,9,5,51,49,13,6,33,32,16,16,13,7,5,10,15,12,18,11,6,5,0,2,,
8674923,39,61,1,2,4,8,1,1,2,8,10,7,295,473,4,12,7,9,5,2,,,1,1,1,1,2,5,1,2,3,7,1,1,1,2,2,2,5,2,214,373,23,21,55,85,20,38,1,4,43,57,7,1,16,25,13,13,5,6,2,4,9,6,22,17,10,8,,,1,2
8674947,47,53,0,4,11,16,2,3,4,4,23,12,425,468,13,8,12,23,1,2,,,3,4,0,0,6,10,2,2,5,7,6,9,0,2,1,1,2,0,337,392,24,13,64,77,40,40,3,5,39,61,5,9,26,43,19,27,4,14,9,7,6,6,28,11,13,11,0,2,,
8674951,53,47,1,1,11,10,3,3,8,5,12,9,434,385,11,12,8,11,2,2,1,0,5,4,1,0,5,5,1,1,7,5,4,5,1,1,0,3,0,1,368,323,17,13,55,45,24,40,4,5,55,45,7,7,27,26,14,7,8,3,8,9,8,10,11,16,7,10,,,,
8674948,42,58,0,1,6,16,5,2,4,9,19,9,342,457,11,19,8,15,3,2,1,0,2,5,0,0,2,7,2,4,3,6,3,10,0,1,1,4,1,3,276,380,16,17,44,59,29,24,1,3,48,52,11,6,24,41,23,9,8,8,6,7,14,10,22,10,12,6,,,0,1
8674949,45,55,1,3,9,10,2,3,4,5,13,16,404,482,6,15,16,12,2,3,1,0,4,5,0,0,2,3,3,2,5,8,4,2,0,1,3,4,0,2,344,422,8,11,39,49,25,32,2,4,44,56,12,4,28,40,13,13,8,13,4,9,7,8,13,9,9,5,1,2,,
8674950,60,40,1,1,13,5,1,3,4,5,14,17,510,325,11,10,16,13,3,2,,,4,1,0,0,4,2,5,2,8,4,5,1,0,1,2,1,,,438,258,15,24,72,45,35,29,2,5,46,54,7,8,26,30,19,23,6,7,8,7,9,8,15,14,3,8,1,0,2,0
8674952,36,64,3,2,9,12,7,1,0,7,18,15,309,537,23,17,13,17,1,1,,,4,8,0,0,5,4,0,0,5,9,4,3,1,1,2,6,3,2,240,484,12,15,59,75,48,23,0,7,50,50,15,7,45,47,14,11,11,13,13,7,12,4,27,8,13,7,2,1,,
8674902,28,72,4,2,16,15,6,6,6,5,13,14,212,548,11,13,13,12,3,4,,,5,7,0,1,8,6,3,2,9,9,7,6,3,2,4,1,0,3,140,476,16,19,56,53,30,34,5,2,46,54,6,8,29,34,16,18,5,9,7,5,7,8,31,13,8,10,1,0,0,2
8674909,58,42,4,1,13,10,3,2,6,1,15,12,485,355,9,10,9,14,3,1,,,4,3,0,0,5,5,4,2,10,2,3,8,3,1,4,3,2,1,386,264,20,19,46,54,30,29,7,1,49,51,2,7,25,31,16,12,7,8,6,8,13,17,24,31,4,14,1,0,0,1
8674910,65,35,2,0,11,8,3,1,6,0,8,16,509,286,11,16,13,8,1,3,,,1,4,2,1,8,3,2,1,8,5,3,3,2,0,3,2,2,1,421,201,23,24,69,56,36,24,7,1,53,47,10,7,29,30,29,22,5,8,6,10,7,5,8,28,8,14,,,,
8674911,59,41,2,3,15,13,5,1,4,5,14,17,491,350,16,19,15,13,1,5,,,3,7,1,0,8,5,4,1,9,7,6,6,0,1,3,1,1,1,415,282,17,18,48,61,18,26,7,0,44,56,13,12,42,49,10,16,11,17,7,12,7,11,17,19,7,13,2,2,1,1
8674918,31,69,5,2,11,22,4,2,6,10,9,6,287,656,13,7,6,8,1,1,,,6,6,0,1,2,10,3,6,7,15,4,7,1,1,0,1,3,3,214,577,13,18,38,66,24,26,4,8,48,52,2,6,29,29,9,13,10,14,5,3,13,8,28,9,12,4,4,1,,
8674912,52,48,1,2,9,15,4,2,1,3,14,21,416,387,16,9,20,12,2,4,,,4,6,0,0,3,8,2,1,6,7,3,8,,,7,4,2,1,325,311,18,19,43,66,25,27,3,5,58,42,3,7,51,30,14,17,17,10,10,4,16,11,15,16,11,4,1,2,,
8674919,46,54,2,2,14,17,2,5,1,5,16,15,397,478,22,17,13,14,3,3,0,1,8,4,0,1,3,4,3,9,10,10,4,7,1,1,5,3,2,0,323,411,18,13,53,45,18,26,8,3,50,50,13,12,42,51,17,9,7,20,13,12,8,8,13,13,8,8,1,1,,
8674921,53,47,4,2,16,14,1,3,4,7,12,14,467,401,9,18,14,11,3,1,,,6,4,0,0,7,7,3,3,10,9,6,5,1,1,2,4,3,2,405,319,15,19,54,47,27,30,6,7,49,51,12,8,29,34,12,9,7,5,4,10,7,11,16,20,6,6,3,1,,
8674920,54,46,4,3,17,15,7,5,9,5,16,9,438,395,9,11,8,13,3,5,,,8,8,1,0,8,6,1,1,9,9,8,6,1,2,3,3,0,2,381,320,18,17,67,40,47,28,6,6,45,55,4,3,26,35,14,14,9,12,6,9,5,6,10,26,8,12,3,1,0,2
8678153,65,35,2,1,16,5,0,6,6,0,6,13,565,316,10,13,11,6,2,1,,,7,3,0,0,4,1,5,1,10,3,6,2,1,0,2,3,4,1,496,226,23,14,65,44,46,31,6,2,58,42,8,4,27,22,15,9,6,3,8,8,9,9,5,21,3,9,1,1,,
8678154,29,71,1,1,14,19,2,4,6,11,12,10,266,639,13,8,10,12,4,4,,,5,2,0,1,8,9,1,8,7,10,7,9,0,1,1,4,0,2,179,559,16,14,54,62,22,23,3,6,47,53,4,3,29,33,14,15,6,13,9,5,12,11,30,13,5,10,1,0,,
8678152,40,60,1,1,12,11,4,1,8,2,10,11,341,517,13,18,10,10,1,2,,,2,4,0,0,8,5,2,2,8,8,4,3,1,1,2,1,2,0,257,427,13,29,46,64,27,32,6,8,53,47,10,9,32,31,24,19,9,3,8,13,16,6,21,13,9,10,,,,
8678155,69,31,1,5,13,13,2,2,6,4,15,21,567,255,11,11,20,11,3,3,,,3,5,0,0,9,6,1,2,7,12,6,1,0,3,4,3,1,2,495,179,17,15,71,64,29,29,8,6,57,43,6,11,45,32,17,14,14,10,8,5,6,12,7,25,9,13,1,2,,
8678148,51,49,2,0,12,5,0,4,10,3,17,14,399,403,15,10,10,15,1,2,,,6,0,1,0,5,4,1,1,6,2,6,3,1,0,4,1,2,1,315,316,22,9,49,46,25,24,6,2,49,51,7,10,29,33,13,11,5,10,9,4,10,8,6,23,8,8,1,0,1,0
8678156,56,44,2,2,12,13,5,8,1,2,12,17,504,389,20,23,17,12,1,4,2,0,9,6,0,0,1,6,2,1,9,7,3,6,1,2,2,3,7,3,439,324,22,22,61,51,38,32,2,6,56,44,10,10,53,41,8,7,17,6,15,12,5,9,13,14,9,6,1,0,,
8678149,41,59,1,4,14,23,1,3,3,9,13,20,336,484,13,8,18,11,0,3,,,5,5,0,2,5,11,4,7,7,13,7,10,0,3,2,2,0,1,261,412,21,21,60,62,32,27,4,4,59,41,5,7,42,32,21,12,12,13,7,5,15,13,27,18,12,9,1,1,0,1
8678150,49,51,3,3,16,17,2,1,3,6,8,10,416,412,7,11,9,6,5,3,,,5,5,0,0,7,6,4,6,10,10,6,7,,,2,2,1,2,345,334,18,22,64,41,29,20,4,11,47,53,8,2,24,23,11,16,8,6,5,5,13,11,23,11,9,8,3,3,1,0
8678151,46,54,1,1,15,6,2,2,3,6,13,14,360,432,15,12,12,13,0,2,,,2,3,0,0,11,3,2,0,8,5,7,1,1,0,1,3,5,1,277,344,20,27,63,65,29,17,2,2,56,44,8,11,41,32,17,14,16,9,8,9,13,4,11,19,5,12,0,1,,
8678164,55,45,3,2,14,10,1,0,5,2,16,11,447,365,11,16,10,16,2,2,,,3,2,1,1,7,5,4,3,5,7,9,3,2,1,7,0,3,2,380,292,19,10,40,40,13,31,2,5,46,54,10,9,29,35,11,12,9,4,8,7,5,21,8,14,7,13,1,1,1,0
8678165,54,46,4,3,11,11,2,3,7,5,12,10,509,429,14,19,9,12,2,0,,,5,4,0,0,4,5,2,2,6,7,5,4,2,1,,,1,2,443,355,16,21,55,55,41,33,1,5,46,54,13,6,33,40,10,11,12,9,13,12,9,8,13,16,8,7,2,2,1,0
8678169,64,36,0,1,19,10,2,3,6,4,7,14,498,285,14,12,11,7,1,1,,,4,2,0,0,12,6,3,2,12,4,7,6,0,1,3,1,1,0,416,197,23,19,81,55,32,27,9,3,58,42,4,4,33,25,23,16,8,6,12,6,7,13,13,27,7,19,,,2,0
8678166,47,53,3,0,19,6,3,3,9,4,12,12,428,487,15,11,9,12,2,0,,,4,3,0,0,11,3,4,0,16,3,3,3,2,0,3,3,0,1,354,411,13,23,62,34,22,37,7,1,52,48,5,6,31,33,18,12,7,11,8,9,8,10,18,16,6,13,1,0,,
8678163,51,49,2,0,13,17,5,5,3,6,18,19,405,391,20,5,19,18,3,4,0,1,7,5,0,0,5,6,1,6,7,8,6,9,,,5,2,4,1,359,320,12,24,49,51,22,37,4,2,54,46,2,13,44,27,5,14,6,5,13,4,13,6,13,12,6,4,2,0,,
8678168,41,59,1,2,19,9,4,6,9,6,18,16,290,431,13,9,15,16,4,3,0,1,6,5,0,0,8,4,5,0,11,5,8,4,1,1,5,5,0,2,204,346,25,26,52,53,22,44,6,2,53,47,3,6,36,33,18,14,8,8,8,7,11,21,20,20,8,8,0,1,0,1
8678162,45,55,5,0,14,9,5,4,3,6,14,9,298,365,14,15,8,13,2,1,,,6,5,1,1,8,2,0,2,10,4,4,5,3,0,2,5,6,3,226,283,19,22,51,63,31,23,4,1,51,49,8,9,28,33,20,14,6,5,8,12,12,5,24,8,7,9,2,0,,
8678161,59,41,2,2,16,9,3,4,5,6,15,8,556,370,9,12,8,13,2,0,,,7,6,0,0,6,2,3,1,12,7,4,2,,,2,2,1,0,497,302,8,11,68,34,30,22,5,3,52,48,7,4,22,26,12,6,5,2,7,3,8,7,6,11,8,9,2,2,0,1
8678167,55,45,6,1,12,13,4,6,4,6,16,16,422,340,13,13,16,15,3,1,,,9,4,1,0,2,5,1,4,9,8,3,5,4,1,1,3,1,1,320,237,21,19,74,66,48,25,4,3,55,45,13,8,29,32,27,14,1,4,9,9,15,9,22,12,7,7,2,0,2,0
8678170,43,57,3,2,13,8,1,5,10,3,12,12,342,459,13,10,11,9,0,1,,,7,3,1,0,6,2,0,3,8,6,5,2,2,1,0,3,4,6,267,381,15,24,49,59,38,24,6,3,54,46,7,9,33,25,11,13,10,6,10,6,12,15,9,21,8,8,1,1,1,1
8678175,44,56,4,2,18,6,1,5,6,0,12,11,359,465,15,15,11,12,2,1,,,5,2,0,0,9,3,4,1,13,5,5,1,4,1,4,0,1,1,283,389,17,12,55,47,20,34,4,4,51,49,3,9,34,33,19,18,10,6,9,9,16,10,8,18,4,12,0,1,,
8678173,60,40,2,3,9,17,9,3,8,5,12,15,516,347,16,18,14,12,1,0,,,6,10,0,1,3,5,0,2,5,11,4,6,0,2,3,1,2,3,448,286,16,19,52,57,38,30,4,3,53,47,4,7,48,44,16,13,20,14,13,14,10,11,15,13,9,7,2,1,1,0
8678171,39,61,3,5,14,10,2,3,7,4,15,12,281,455,14,10,9,12,2,3,,,4,5,0,1,7,4,3,1,8,6,6,4,3,2,1,3,2,5,197,370,18,17,58,46,32,30,3,1,53,47,7,8,38,38,16,9,15,16,10,8,16,3,10,9,13,10,0,3,0,2
8678176,50,50,4,4,8,26,5,0,2,6,13,14,422,405,15,13,12,10,3,3,1,0,3,6,0,1,4,11,1,9,6,14,2,12,1,3,2,3,5,4,332,327,18,25,41,65,31,28,5,10,47,53,7,8,36,32,15,26,9,9,11,10,4,12,42,9,11,5,3,1,,
8678178,52,48,4,5,22,16,6,4,6,5,18,14,463,421,13,16,14,17,2,1,,,6,8,0,1,9,4,7,4,14,12,8,4,3,4,4,5,1,0,419,365,20,17,45,43,34,15,6,7,46,54,7,6,44,47,6,12,17,14,8,11,10,6,21,17,6,11,1,1,0,1
8678177,49,51,3,1,13,17,2,1,4,1,9,10,426,439,7,9,10,8,1,2,,,3,5,0,0,9,10,1,2,10,11,3,6,1,0,3,2,3,1,334,358,13,20,47,61,40,24,5,9,58,42,4,5,23,21,24,13,7,5,6,6,14,12,19,8,12,13,2,1,,
8678174,48,52,3,1,9,12,6,3,2,5,14,9,427,476,15,13,8,11,1,0,,,3,7,3,0,4,3,2,2,7,4,2,8,3,1,1,5,5,0,351,398,25,20,62,54,27,45,3,3,52,48,8,6,43,34,7,13,20,10,8,10,6,17,10,18,7,9,,,1,1
8678172,48,52,3,1,15,16,2,2,1,7,6,7,511,542,7,5,6,4,1,2,,,5,4,1,1,4,8,6,4,8,8,7,8,1,0,1,2,0,3,433,464,15,13,40,65,41,23,3,6,59,41,2,6,21,14,5,4,8,5,4,5,17,13,13,8,14,6,2,1,1,0
