match_id,season_id,round,start_timestamp,home_team,home_team_id,away_team,away_team_id,home_score,away_score,home_ht,away_ht,winner_code,status,status_code
8310808,24407,1,1565976600,Denizlispor,3058,Galatasaray,3061,2,0,0,0,1,Ended,100
8310840,24407,1,1566058500,Gençlerbirliği,7802,Çaykur Rizespor,3064,0,1,0,0,2,Ended,100
8310844,24407,1,1566067500,Kayserispor,3072,Alanyaspor,6362,0,1,0,0,2,Ended,100
8310804,24407,1,1566067500,Sivasspor,3076,Beşiktaş JK,3050,3,0,1,0,1,Ended,100
8310815,24407,1,1566144900,Konyaspor,3085,MKE Ankaragücü,3103,0,0,0,0,3,Ended,100
8310813,24407,1,1566153900,Göztepe,3054,Antalyaspor,3056,0,1,0,1,2,Ended,100
8310842,24407,1,1566153900,Kasımpaşa,6063,Trabzonspor,3051,1,1,1,1,3,Ended,100
8310825,24407,1,1566153900,Yeni Malatyaspor,24759,Başakşehir FK,3086,3,0,0,0,1,Ended,100
8310827,24407,1,1566234000,Fenerbahçe,3052,Gaziantep FK,5138,5,0,3,0,1,Ended,100
8310847,24407,2,1566581400,Beşiktaş JK,3050,Göztepe,3054,3,0,1,0,1,Ended,100
8310822,24407,2,1566663300,MKE Ankaragücü,3103,Kayserispor,3072,1,1,0,0,3,Ended,100
8310838,24407,2,1566672300,Alanyaspor,6362,Kasımpaşa,6063,4,1,1,1,1,Ended,100
8310839,24407,2,1566672300,Başakşehir FK,3086,Fenerbahçe,3052,1,2,1,0,2,Ended,100
8310848,24407,2,1566749700,Trabzonspor,3051,Yeni Malatyaspor,24759,2,1,1,0,1,Ended,100
8310841,24407,2,1566749700,Çaykur Rizespor,3064,Sivasspor,3076,2,1,0,0,1,Ended,100
8310849,24407,2,1566758700,Antalyaspor,3056,Denizlispor,3058,0,2,0,1,2,Ended,100
8310823,24407,2,1566758700,Galatasaray,3061,Konyaspor,3085,1,1,0,0,3,Ended,100
8310803,24407,2,1566838800,Gaziantep FK,5138,Gençlerbirliği,7802,4,1,2,0,1,Ended,100
8310837,24407,3,1567186200,Kasımpaşa,6063,MKE Ankaragücü,3103,0,1,0,1,2,Ended,100
8310843,24407,3,1567186200,Kayserispor,3072,Galatasaray,3061,2,3,1,0,2,Ended,100
8310826,24407,3,1567268100,Konyaspor,3085,Antalyaspor,3056,2,2,0,1,3,Ended,100
8310845,24407,3,1567277100,Beşiktaş JK,3050,Çaykur Rizespor,3064,1,1,0,1,3,Ended,100
8310816,24407,3,1567277100,Göztepe,3054,Denizlispor,3058,0,0,0,0,3,Ended,100
8310810,24407,3,1567354500,Gençlerbirliği,7802,Başakşehir FK,3086,1,2,1,0,2,Ended,100
8310814,24407,3,1567354500,Sivasspor,3076,Gaziantep FK,5138,1,1,0,1,3,Ended,100
8310806,24407,3,1567363500,Fenerbahçe,3052,Trabzonspor,3051,1,1,1,1,3,Ended,100
8310829,24407,3,1567363500,Yeni Malatyaspor,24759,Alanyaspor,6362,2,3,0,3,2,Ended,100
8310802,24407,4,1568395800,Galatasaray,3061,Kasımpaşa,6063,1,0,1,0,1,Ended,100
8310817,24407,4,1568469600,Başakşehir FK,3086,Sivasspor,3076,1,1,0,1,3,Ended,100
8310821,24407,4,1568480400,Antalyaspor,3056,Kayserispor,3072,2,2,1,1,3,Ended,100
8310824,24407,4,1568480400,Gaziantep FK,5138,Beşiktaş JK,3050,3,2,1,0,1,Ended,100
8310828,24407,4,1568556000,MKE Ankaragücü,3103,Yeni Malatyaspor,24759,0,4,0,3,2,Ended,100
8310812,24407,4,1568556000,Çaykur Rizespor,3064,Göztepe,3054,0,0,0,0,3,Ended,100
8310809,24407,4,1568566800,Denizlispor,3058,Konyaspor,3085,0,1,0,0,2,Ended,100
8310807,24407,4,1568566800,Trabzonspor,3051,Gençlerbirliği,7802,2,2,1,1,3,Ended,100
8310846,24407,4,1568653200,Alanyaspor,6362,Fenerbahçe,3052,3,1,1,1,1,Ended,100
8310836,24407,5,1569000600,Göztepe,3054,Konyaspor,3085,1,0,0,0,1,Ended,100
8310801,24407,5,1569067200,Kasımpaşa,6063,Antalyaspor,3056,3,0,0,0,1,Ended,100
8310819,24407,5,1569076200,Kayserispor,3072,Denizlispor,3058,1,1,1,0,3,Ended,100
