player_id,team_id,season_id,appearances,matches_started,minutes_played,goals,assists,expected_goals,expected_assists,yellow_cards,red_cards,rating,total_shots,shots_on_target,accurate_passes,total_passes,accurate_passes_pct,key_passes,tackles,interceptions,successful_dribbles,ground_duels_won_pct,aerial_duels_won_pct,saves,clean_sheets,goals_conceded,big_chances_created,big_chances_missed
103457,3061,8508,10,9,856,0,,,,1,0,,,,,,,,,,,,,,,,,
39573,3052,8508,9,8,785,0,,,,0,0,,,,,,,,,,,,,,,,,
43394,3050,8508,20,12,1110,0,2,,,4,1,,,,,,,,,,,,,,,,,
103912,3086,8508,30,29,2500,2,3,,,5,0,,,,,,,,,,,,,,,,,
30143,3086,8508,34,34,3060,0,,,,1,0,,,,,,,,,,,,,,,,,
109779,3051,8508,34,34,3009,8,2,,,2,0,,,,,,,,,,,,,,,,,
43543,3055,8508,29,,0,10,,,,,,,,,,,,,,,,,,,,,,
69351,3055,8508,14,7,607,0,2,,,2,0,,,,,,,,,,,,,,,,,
60363,3055,8508,28,,0,4,,,,,,,,,,,,,,,,,,,,,,
72127,6063,8508,18,6,717,5,,,,1,0,,,,,,,,,,,,,,,,,
226986,6063,8508,7,5,387,2,,,,1,1,,,,,,,,,,,,,,,,,
190197,3064,8508,2,,38,0,,,,0,0,,,,,,,,,,,,,,,,,
142850,3076,8508,19,15,1295,2,1,,,9,1,,,,,,,,,,,,,,,,,
