match_id,home_ballpossession,away_ballpossession,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_redcards,away_redcards,home_shotsongoal,away_shotsongoal,home_shotsoffgoal,away_shotsoffgoal,home_offsides,away_offsides,home_throwins,away_throwins,home_goalkicks,away_goalkicks,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_passes,away_passes,home_totaltackle,away_totaltackle,home_hitwoodwork,away_hitwoodwork,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancescored,away_bigchancescored,home_fouledfinalthird,away_fouledfinalthird,home_accuratepasses,away_accuratepasses,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_ballrecovery,away_ballrecovery,home_totalclearance,away_totalclearance,home_bigchancemissed,away_bigchancemissed,home_accuratethroughball,away_accuratethroughball
5722482,58,42,3,4,4,4,16,21,25,17,0,1,0,0,6,4,7,3,1,4,24,26,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722478,57,43,4,4,9,5,17,20,21,20,1,3,0,1,6,6,7,8,3,1,22,22,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722494,56,44,6,3,1,6,16,19,19,19,4,4,1,0,4,4,7,6,3,0,35,27,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722498,53,47,3,2,7,5,15,9,13,18,2,1,0,0,5,3,8,5,3,4,27,21,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722492,45,55,1,3,7,1,22,19,20,26,4,5,0,0,3,3,3,1,4,1,26,25,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722484,56,44,3,12,8,2,17,18,23,20,3,8,0,0,12,3,11,1,3,5,21,21,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722490,46,54,2,0,5,8,13,14,14,13,3,0,0,0,1,3,3,5,,,27,26,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722496,55,45,1,1,1,4,17,15,15,23,3,3,0,0,7,3,5,6,6,0,25,24,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722486,55,45,2,2,7,2,17,26,27,17,4,5,0,0,5,3,9,7,0,1,23,25,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722500,42,58,5,1,6,5,15,17,19,15,3,2,2,0,2,7,2,5,0,2,21,21,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722488,50,50,4,4,6,7,16,18,19,17,0,2,0,0,6,6,6,3,1,1,19,25,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722516,51,49,2,4,8,2,18,18,21,20,4,3,0,0,4,2,2,3,2,3,25,29,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722510,66,34,3,7,8,3,22,16,18,30,2,3,0,0,8,3,4,4,8,2,35,37,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722504,45,55,3,3,5,2,11,20,20,13,1,1,0,0,3,8,6,4,2,0,17,16,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722512,52,48,2,6,9,6,11,17,18,11,1,2,0,0,6,3,8,2,0,1,20,24,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722502,46,54,2,6,8,1,9,17,19,9,1,4,0,0,6,7,9,4,0,2,21,19,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722514,56,44,2,5,8,4,16,19,23,24,4,2,0,1,8,4,1,5,8,4,22,21,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722508,54,46,4,2,7,3,17,12,12,17,4,1,0,0,6,6,9,3,,,19,29,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722518,55,45,3,5,5,5,21,17,18,21,1,1,2,0,7,5,4,5,0,1,41,19,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722506,62,38,2,8,11,9,13,10,13,13,2,2,0,1,10,2,7,7,0,3,15,20,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722520,47,53,10,9,7,10,16,10,13,19,2,3,0,0,8,2,2,4,3,3,16,18,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722522,46,54,1,4,6,0,23,13,15,25,3,2,0,0,5,1,4,2,2,2,32,31,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722524,55,45,4,3,11,4,21,17,21,21,2,1,1,0,4,5,7,6,0,4,22,20,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722526,45,55,4,4,3,2,14,19,19,20,2,2,0,0,6,7,7,5,6,0,18,18,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722534,48,52,4,6,9,6,28,24,27,29,6,3,0,0,6,4,5,7,1,3,37,26,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722532,53,47,2,1,1,3,18,16,17,19,0,3,0,0,3,3,5,8,1,1,27,26,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722530,55,45,3,4,4,1,22,15,17,24,2,2,0,0,5,4,5,4,2,2,17,22,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722536,30,70,3,6,2,7,15,13,16,18,1,5,0,0,7,3,3,4,3,3,22,28,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722528,63,37,6,5,8,1,18,22,24,21,3,5,0,0,4,7,13,3,3,2,26,15,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722548,57,43,3,6,16,6,18,18,19,18,2,3,0,0,11,4,7,1,0,1,13,22,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722550,52,48,4,2,9,4,13,26,28,15,0,2,0,0,3,4,4,3,2,2,35,28,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722554,56,44,2,2,9,6,14,13,15,19,2,5,0,1,5,2,4,1,5,2,17,20,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722546,40,60,3,4,4,5,24,10,12,24,5,2,0,0,5,4,1,9,0,2,16,27,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722538,53,47,1,3,3,1,20,15,18,22,4,2,0,0,3,2,2,4,2,3,23,25,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722542,56,44,3,5,5,5,15,16,18,17,3,0,0,1,5,5,7,0,2,2,31,17,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722544,58,42,2,4,4,3,12,20,22,12,0,3,1,0,6,4,11,7,0,2,30,28,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722552,64,36,2,7,9,3,9,13,17,9,0,0,1,0,9,5,6,5,0,4,17,14,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722540,52,48,4,1,2,7,20,32,33,22,4,3,0,0,4,7,4,5,2,1,24,21,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722566,40,60,2,3,2,4,18,16,19,18,3,4,0,0,5,3,5,7,0,3,16,24,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722572,44,56,3,2,5,3,11,20,22,13,2,3,1,0,4,7,3,5,2,2,18,20,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722570,45,55,7,2,4,7,16,14,17,19,2,2,0,0,4,9,6,7,3,3,25,37,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722568,46,54,0,1,10,3,25,20,22,27,2,3,0,0,1,0,7,3,2,2,28,23,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722564,58,42,1,5,7,4,21,17,18,23,1,1,0,0,5,1,4,2,2,1,25,32,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722560,56,44,1,1,5,1,19,16,17,20,1,3,0,0,2,2,15,3,1,1,27,19,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722556,57,43,0,3,5,2,16,22,32,16,1,2,0,0,4,0,5,2,0,10,30,24,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722562,62,38,4,3,8,4,12,16,18,14,0,4,0,0,5,4,9,4,2,2,23,14,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722558,49,51,4,9,10,4,14,25,28,15,4,1,0,0,10,8,6,6,1,3,29,17,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722584,55,45,3,7,6,4,16,11,13,19,3,2,0,0,13,5,11,2,3,2,27,24,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722588,45,55,2,4,4,6,19,11,13,23,5,1,1,0,6,3,5,8,4,2,27,27,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722586,44,56,4,0,3,6,21,14,15,26,2,1,0,0,5,5,7,8,5,1,23,25,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722576,47,53,6,6,5,7,11,17,20,11,2,2,0,0,10,7,8,5,0,3,19,31,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722574,56,44,3,2,5,3,14,14,15,16,4,5,0,0,4,5,8,5,2,1,29,25,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722590,44,56,2,4,7,1,10,20,22,10,1,2,0,0,7,2,2,1,0,2,25,38,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722582,55,45,,,7,3,10,14,19,11,2,3,0,0,5,3,8,3,1,5,22,25,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722580,41,59,7,3,4,9,17,20,20,20,3,2,0,0,5,7,2,9,3,0,20,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722578,53,47,5,1,3,3,22,22,22,23,3,4,0,0,3,5,2,5,1,0,30,34,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722604,46,54,6,4,0,12,17,13,16,18,2,0,0,0,8,6,2,5,1,3,24,29,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722594,57,43,2,3,4,0,17,20,24,23,1,4,0,0,3,3,2,0,6,4,30,18,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722596,47,53,5,2,5,3,13,24,27,13,3,1,1,0,2,8,7,2,0,3,17,20,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722602,57,43,2,6,12,1,18,11,12,24,5,1,0,0,6,3,5,3,6,1,34,23,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722606,44,56,2,0,7,4,19,17,18,22,1,2,0,2,4,3,3,7,3,1,31,26,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722598,38,62,2,7,2,7,13,14,18,16,3,2,0,0,9,6,8,3,3,4,22,25,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722608,52,48,2,3,4,5,18,20,22,18,3,4,0,0,6,3,2,3,0,2,20,13,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722600,53,47,8,4,7,4,13,13,13,14,1,2,0,0,9,9,7,5,1,0,22,8,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722592,56,44,,,9,2,14,16,18,15,1,2,0,0,1,0,7,4,1,2,29,21,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722626,45,55,3,2,3,4,4,17,21,5,0,2,0,0,3,6,6,3,1,4,19,28,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722614,51,49,3,1,2,6,21,21,23,25,2,3,0,0,7,6,3,6,4,2,10,10,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722620,52,48,1,3,4,6,17,16,20,17,3,2,0,0,4,4,5,4,0,4,22,23,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722618,38,62,3,3,6,4,17,8,8,19,1,0,0,0,5,8,7,6,2,0,18,12,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722612,46,54,6,3,0,4,22,12,13,23,2,1,0,0,6,6,7,4,1,1,17,22,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722610,58,42,1,2,7,3,16,19,22,18,0,3,0,0,5,1,5,1,2,3,22,15,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722624,58,42,4,6,7,7,15,16,17,19,1,5,0,0,10,5,9,5,4,1,20,14,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722622,55,45,1,2,6,2,19,19,22,19,3,3,0,0,3,1,2,3,0,3,19,26,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722616,58,42,4,6,5,5,12,15,15,14,1,1,0,0,6,4,8,8,2,0,26,24,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723404,47,53,2,1,3,5,16,17,18,17,0,2,0,0,1,3,1,6,1,1,22,29,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723412,52,48,2,6,5,2,20,20,20,20,1,2,0,1,8,3,3,3,0,2,19,22,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723407,42,58,0,3,3,1,18,20,22,23,1,0,2,0,4,5,2,1,5,2,12,15,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723409,53,47,2,3,4,0,20,22,23,20,2,2,0,0,3,3,3,4,0,1,25,30,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723405,58,42,1,5,6,5,17,13,18,17,,,,,6,2,11,3,0,5,26,19,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723410,48,52,1,6,6,2,6,13,16,8,1,2,0,0,9,2,5,3,2,3,28,26,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723411,36,64,4,2,1,11,17,8,8,18,7,6,1,0,4,6,4,5,1,0,20,33,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724975,59,41,3,4,8,4,19,14,17,22,5,3,0,0,5,4,6,6,3,3,33,14,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724976,56,44,2,0,3,1,19,17,18,21,1,4,0,0,1,3,8,7,2,1,20,11,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727099,40,60,1,2,3,7,14,8,11,16,1,0,0,0,2,3,7,6,2,3,27,23,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727103,52,48,1,4,8,2,13,18,20,15,1,2,0,0,8,2,5,9,2,2,20,23,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727100,51,49,2,3,6,3,17,19,19,20,1,1,0,1,4,5,5,5,3,0,27,24,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727101,56,44,2,7,10,2,17,13,14,19,1,0,0,0,8,2,3,4,2,1,28,17,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727106,45,55,2,4,3,6,14,20,20,15,2,2,0,0,6,4,3,12,1,0,22,20,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727104,57,43,0,4,5,4,19,14,18,20,1,2,0,0,6,2,7,3,1,4,17,26,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727107,51,49,1,1,2,2,14,14,18,14,4,1,0,0,2,2,4,10,0,4,22,21,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727105,60,40,1,7,9,4,15,23,24,19,3,5,0,0,8,1,15,2,4,1,22,22,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722660,54,46,1,4,3,5,13,18,19,18,1,4,1,1,6,2,5,1,5,1,22,19,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722678,53,47,3,7,7,4,19,9,9,20,1,2,0,0,8,4,6,6,1,0,29,23,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722674,54,46,8,2,2,7,22,15,15,34,4,1,0,0,5,9,3,7,12,0,14,14,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722664,58,42,1,1,10,4,10,16,18,12,2,4,0,0,6,4,9,4,2,2,28,13,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722680,54,46,2,5,10,3,11,15,18,11,2,3,0,0,7,3,4,3,0,3,27,14,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722666,47,53,2,3,4,5,15,12,14,18,3,5,0,0,8,6,6,9,3,2,15,14,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722668,50,50,0,2,8,2,14,26,31,17,2,2,0,0,3,3,8,4,3,5,22,20,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722670,48,52,5,1,4,3,18,17,17,20,2,2,0,0,1,7,5,7,2,0,21,25,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722672,52,48,2,6,6,3,24,11,13,26,3,1,0,0,6,4,8,5,2,2,18,18,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722676,49,51,4,4,6,7,18,6,7,19,5,2,0,0,7,7,6,4,1,1,11,15,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722696,48,52,0,1,3,2,14,17,18,16,2,2,0,0,5,1,1,3,2,1,24,33,7,3,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722690,57,43,3,3,7,4,9,14,14,9,2,6,0,0,4,3,7,2,,,34,18,3,12,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722698,48,52,3,1,3,5,13,10,12,13,3,0,1,0,4,6,5,5,0,2,23,29,11,12,,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722692,53,47,0,7,5,2,21,20,21,23,3,5,1,1,7,1,6,8,2,1,19,12,10,7,,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722686,57,43,1,2,2,3,17,16,19,19,1,2,0,0,11,2,6,3,2,3,22,22,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722682,47,53,2,2,3,8,15,14,15,17,3,3,1,1,3,5,3,6,2,1,13,18,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722688,45,55,4,3,1,6,17,14,15,17,1,3,0,0,5,7,2,7,0,1,25,22,11,7,,,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722684,49,51,5,10,4,6,10,14,15,12,2,1,0,0,11,8,5,9,2,1,28,14,12,10,,,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722694,63,37,1,7,8,4,15,22,22,15,4,7,0,1,9,2,8,7,,,24,15,9,20,,,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722702,51,49,3,2,4,0,12,22,22,12,2,3,0,0,6,4,6,3,,,24,17,9,12,,,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722704,58,42,1,2,5,3,15,13,19,16,0,2,0,0,3,1,3,2,1,6,19,20,7,9,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722712,54,46,0,5,9,3,13,20,20,14,2,2,0,0,7,3,7,0,1,0,22,18,0,13,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722710,49,51,0,1,2,1,18,20,22,20,3,4,0,0,3,3,8,2,2,2,19,23,5,13,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722708,60,40,5,4,6,1,23,17,18,28,1,4,0,0,4,6,4,4,5,1,27,24,6,5,,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722714,46,54,5,1,3,6,30,16,17,35,1,4,0,0,2,6,8,7,5,1,16,24,15,11,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722700,60,40,6,6,6,4,16,23,25,22,4,4,0,0,7,7,7,5,6,2,26,17,7,13,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722716,55,45,3,3,6,2,11,16,17,11,1,3,0,0,4,5,4,4,0,1,29,16,12,15,,,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722706,48,52,3,5,3,6,26,15,18,30,5,4,0,0,6,4,6,6,4,3,16,25,12,6,,,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722722,39,61,6,2,1,4,12,15,16,17,5,2,0,0,7,9,1,7,5,1,13,27,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722732,55,45,2,2,9,1,13,16,18,17,1,2,0,0,3,3,5,2,4,2,14,12,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722734,57,43,4,3,4,5,12,19,19,13,0,4,0,0,4,4,11,10,1,0,25,16,12,13,,,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722718,47,53,4,2,6,12,12,14,18,12,2,3,0,0,2,5,5,5,0,4,22,37,13,10,,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722728,56,44,7,6,7,5,10,16,18,12,0,2,0,1,9,7,9,5,2,2,12,18,6,13,,,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722730,53,47,5,3,1,18,18,15,18,20,4,4,0,0,5,5,5,7,2,3,12,19,14,5,,,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722724,40,60,3,2,1,3,18,21,21,21,2,2,1,0,4,4,5,10,3,0,17,17,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722726,57,43,1,4,11,4,12,14,14,13,1,1,0,0,5,2,5,2,1,0,31,15,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722720,47,53,2,2,4,3,21,22,22,25,2,0,0,0,5,3,4,5,4,0,17,14,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722740,53,47,5,6,7,3,10,19,21,13,1,5,0,0,8,7,9,4,3,2,19,17,8,10,,,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722746,57,43,3,3,6,2,18,10,14,23,0,2,0,0,8,6,5,5,5,4,16,18,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
