match_id,minute,player_in,player_in_id,player_out,player_out_id,is_home
2845991,75,Severin Brice Bikoko,60591,Mustafa Asan,128148,False
2845991,73,Erkan Zengin,7702,Mehmet Güven,17795,True
2845991,68,Emrah Eren,6173,Güray Vural,43559,False
2845991,61,Emin Aladag,45540,Anıl Taşdemir,999289,False
2845991,46,Burhan Eşer,43645,Rodrigo Tello,6569,True
2845899,84,Ferhat Öztorun,17796,Paulo Henrique,31934,False
2845899,73,Ufuk Selim Teber,61,Kağan Söylemezgiller,106762,True
2845899,64,Róbert Vittek,320,Baris Özbek,8738,False
2845899,58,Birol Hikmet,816117,İlhan Parlak,5810,True
2845899,46,Soner Aydoğdu,69351,Ferhat Öztorun,17796,False
2845899,33,Bilal Kisa,5914,Luton Shelton,15057,True
2845919,85,Herve Germain Tum,3132,Pascal Feindouno,3529,True
2845919,75,Murat Kayali,179093,Gokhan Emreciksin,35586,True
2845919,75,Selçuk Şahin,12384,Miloš Krasić,1422783,False
2845919,72,Julien Faubert,3221,Hrvoje Spahija,51166,True
2845919,58,Mehmet Topal,17793,Mehmet Topuz,21825,False
2845919,58,Orhan Şam,5784,Cristian Baroni,34158,False
2845891,83,Bekir Ozan Has,43530,Taşkın Çalış,97969,True
2845891,78,Michael Eneramo,55026,Aatif Chahechouhe,114911,False
2845891,61,Doga Kaya,43578,Jan Rajnoch,12002,False
2845891,61,Kamil Grosicki,33689,Milan Cerny,12187,False
2845891,59,Muhammet Demir,43543,Ekrem Dag,1112,True
2845891,59,Turgut Şahin,60645,Serdar Özbayraktar,43576,True
2845959,86,Edin Višća,109779,Omer Can Sokullu,957352,True
2845959,81,Cihan Haspolatli,5693,Gökhan Süzen,43657,True
2845959,80,Tom,29827,Turgay Bahadir,3845,True
2845959,68,Hasan Turk,97966,Oğuzhan Özyakup,137642,False
2845959,61,Mustafa Pektemek,43643,Mehmet Akyüz,74144,False
2845959,19,Veli Kavlak,5508,Necip Uysal,43394,False
2845969,82,Pablo Batalla,39974,Gokcek Vederson,30133,False
2845969,75,Malik Fathi,368,Emir Kujović,22601,True
2845969,72,Cleyton,30163,Franco Cangele,42223,True
2845969,65,Musa Çağıran,60363,Adem Koçak,43469,False
2845969,60,Ömer Bayram,68335,Sefa Yılmaz,39737,True
2845969,60,Stanislav Šesták,13385,İsmail Haktan Odabaşı,94867,False
2846001,88,Ibrahima Yattara,6181,Erdal Kılıçaslan,43693,True
2846001,88,Vicente Monje,88939,Muslum Yelken,60454,False
2846001,88,Morisson Nduka Ozokwo,31557,Murat Erdogan,5907,True
2846001,78,Hasan Kabze,5716,Abdulkadir Kayali,46167,False
2846001,63,David Barral,14168,Bogdan Stancu,22547,False
2846001,60,Hakan Bayraktar,43596,Emmanuel Culio,34535,True
2845979,87,İbrahim Dağaşan,43701,Koray Arslan,43585,False
2845979,84,Lamine Diarra,38805,Mehmet Eren Boyraz,42225,False
2845979,80,Emrah Başsan,174141,Petr Janda,14862,False
2845979,69,Dejan Lekic,68643,Artun Akçakın,97968,True
2845979,69,Jimmy Durmaz,37504,Oktay Delibalta,60637,True
2845979,46,Cem Can,43397,Mehmet Sedef,13280,True
2845909,84,Tabaré Viudez,42465,Huseyin Kala,126078,False
2845909,74,Johan Elmander,1422568,Sercan Yıldırım,43173,True
2845909,74,Hamit Altıntop,246,Felipe Melo,4811,True
2845909,71,Hakan Özmert,43512,Ali Bilgin,1731,False
2845909,67,Aydin Yilmaz,17797,Nordin Amrabat,27714,True
2845909,61,Fabian Ernst,486,Kerem Seras,43653,False
2846023,86,Kağan Söylemezgiller,106762,Bilal Kisa,5914,False
2846023,80,Hakan Özmert,43512,Nikolay Dimitrov,856064,True
2846023,57,Hakan Soyler,5910,Ufuk Selim Teber,61,False
