match_id,home_ballpossession,away_ballpossession,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_duelwonpercent,away_duelwonpercent,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_goalkicks,away_goalkicks,home_accuratethroughball,away_accuratethroughball,home_redcards,away_redcards,home_bigchancecreated,away_bigchancecreated,home_totaltackle,away_totaltackle,home_bigchancescored,away_bigchancescored,home_bigchancemissed,away_bigchancemissed,home_fouledfinalthird,away_fouledfinalthird,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_dispossessed,away_dispossessed,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_ballrecovery,away_ballrecovery,home_totalclearance,away_totalclearance
7479892,50,50,11,10,3,3,8,5,13,14,363,366,12,12,6,2,4,3,0,0,4,6,3,1,8,7,3,3,2,3,275,278,15,24,47,53,36,42,18,20,10,6,1,0,,,2,2,19,16,1,0,1,2,0,3,55,61,31,18,4,5,12,11,6,14,12,11,12,7,60,64,25,30
7479890,51,49,12,11,1,2,6,1,25,14,359,351,14,24,2,2,5,2,1,0,6,5,1,4,7,6,5,5,2,0,282,254,22,31,47,53,35,47,26,22,6,7,,,0,1,3,2,14,17,3,1,0,1,2,4,64,53,38,31,8,4,11,8,7,8,10,9,12,12,48,54,31,31
7479907,59,41,23,8,0,5,4,3,15,18,463,319,18,13,3,5,7,1,2,0,8,7,8,0,15,4,8,4,2,1,348,205,32,29,56,44,54,38,39,34,8,13,0,1,,,4,2,17,14,1,1,3,1,5,2,75,42,18,21,7,4,8,12,22,11,13,9,10,17,46,53,27,33
7479894,51,49,13,12,3,4,6,4,15,11,472,440,10,15,1,1,6,3,1,0,6,6,1,3,9,7,4,5,5,2,359,330,23,23,52,48,40,38,20,17,14,9,0,1,,,4,3,19,15,2,0,2,3,1,2,63,67,33,30,6,6,9,16,12,9,14,7,15,14,77,81,24,14
7479895,48,52,17,10,2,4,8,1,19,18,385,425,14,19,2,2,4,3,0,1,9,5,4,2,12,5,5,5,3,2,268,299,26,22,52,48,43,45,25,18,7,14,,,,,0,2,16,21,0,1,0,1,4,3,69,60,32,23,8,1,15,11,15,7,9,14,14,6,77,66,17,32
7479908,45,55,15,5,2,3,7,7,14,10,374,464,10,13,2,3,4,3,1,0,8,2,3,0,5,2,10,3,1,0,265,358,33,17,55,45,49,37,13,14,7,9,1,1,0,1,2,2,23,16,0,1,2,1,3,2,76,58,34,35,7,1,11,17,16,9,16,12,13,14,60,65,10,36
7479886,50,50,9,15,4,1,3,5,13,11,423,412,11,13,2,2,3,6,1,0,4,7,2,2,8,12,1,3,2,4,321,325,22,26,50,50,36,30,23,30,12,7,1,0,,,1,4,20,10,1,1,0,3,4,4,66,63,34,29,5,8,8,12,5,7,15,9,10,15,72,69,22,23
7479888,64,36,20,7,4,9,6,3,13,27,556,322,25,12,3,5,9,4,1,0,8,3,3,0,10,1,10,6,3,1,456,211,22,26,57,43,57,43,27,20,2,9,,,,,2,0,16,22,,,2,0,8,2,76,47,38,26,10,2,16,12,18,9,12,17,12,9,77,72,14,29
7479898,51,49,11,6,2,4,10,1,13,20,427,428,17,9,2,3,5,2,0,0,1,4,5,0,7,4,4,2,1,0,339,332,29,19,50,50,37,44,21,15,9,5,1,0,,,3,0,13,17,1,0,2,0,3,4,51,51,29,29,5,3,11,7,8,18,7,13,16,20,56,63,19,28
7479901,61,39,15,16,2,3,3,6,15,15,441,276,14,15,4,4,6,6,1,1,6,7,3,3,10,11,5,5,1,8,337,191,25,17,50,50,43,45,19,18,6,7,0,2,,,4,4,20,19,3,3,1,1,5,3,65,46,32,21,5,5,15,14,9,11,14,11,9,20,60,73,20,29
7479917,42,58,17,13,2,6,7,5,15,18,337,469,17,14,1,2,6,2,1,0,6,9,5,2,9,8,8,5,1,1,245,360,27,27,43,57,34,48,21,24,11,8,,,,,1,3,10,25,,,1,3,0,3,54,54,27,38,5,8,16,4,9,10,7,18,20,9,61,70,21,28
7479909,68,32,28,6,0,10,7,5,13,14,677,319,14,12,3,1,15,0,0,0,7,5,6,1,20,3,8,3,1,1,598,229,16,15,58,42,51,38,13,9,6,8,2,0,,,9,0,23,21,2,0,7,0,4,1,66,44,30,21,9,4,9,18,14,5,18,14,13,16,77,67,14,18
7479916,41,59,10,9,2,2,3,3,19,24,322,479,23,17,5,2,3,2,0,0,6,5,1,2,7,6,3,3,1,1,229,389,13,20,55,45,56,40,12,15,13,9,0,1,,,1,2,22,10,,,1,2,5,5,49,64,27,22,5,5,7,12,11,16,15,6,12,15,60,67,12,7
7479897,56,44,9,5,1,1,7,3,17,10,476,389,9,16,4,2,2,2,0,0,5,3,2,0,7,2,2,3,1,1,390,296,19,26,45,55,34,40,21,27,9,13,0,1,,,3,0,19,16,1,0,2,0,0,3,55,55,27,35,10,0,9,14,7,10,13,12,17,18,71,63,17,16
7479919,66,34,36,4,2,12,18,1,14,12,521,298,9,13,4,5,13,4,0,0,16,0,7,0,20,3,16,1,2,4,436,201,27,17,47,53,39,41,20,25,1,15,1,1,0,1,3,1,18,16,1,1,2,0,6,4,82,44,34,22,17,1,10,12,12,13,10,10,6,12,70,60,5,54
7479900,61,39,11,15,3,3,5,3,9,14,593,379,13,7,2,0,3,5,0,2,2,7,6,3,6,10,5,5,6,0,489,272,26,21,57,43,46,31,9,11,9,10,0,2,,,1,5,15,16,0,2,1,3,2,0,57,46,38,20,5,5,14,8,18,8,11,11,12,18,80,71,12,36
7479896,46,54,12,10,1,2,8,3,19,16,352,427,15,18,2,3,5,1,1,0,4,6,3,3,10,4,2,6,2,6,255,324,22,28,51,49,47,38,17,24,11,7,3,0,1,0,3,1,18,13,2,0,1,1,3,6,46,63,24,40,5,1,8,12,14,7,14,9,10,12,55,61,33,19
7479906,44,56,7,17,8,1,3,8,18,17,370,447,17,18,3,6,3,8,1,0,4,5,0,4,5,8,2,9,2,0,258,343,22,23,55,45,51,43,27,22,6,4,0,2,,,3,4,15,15,1,0,2,4,1,1,65,57,20,23,2,7,9,9,20,10,10,11,16,12,69,67,50,13
7479903,47,53,19,8,1,7,5,5,12,12,383,425,11,10,3,1,9,2,0,1,6,2,4,4,11,4,8,4,2,2,296,317,24,31,50,50,43,45,20,17,3,11,0,1,,,3,2,20,25,1,1,2,1,1,3,58,65,34,28,3,2,14,16,12,11,13,16,11,8,72,64,37,19
7479920,61,39,9,10,1,1,2,4,20,24,483,301,23,19,3,4,4,3,0,0,3,3,2,4,8,7,1,3,0,3,381,221,27,18,46,54,50,55,14,20,7,5,1,0,,,1,2,18,16,1,2,,,2,4,61,43,33,18,2,3,10,9,9,21,13,11,15,13,66,72,9,30
7479918,57,43,10,8,4,0,4,1,17,12,536,403,8,16,1,0,4,4,1,0,6,0,0,4,7,4,3,4,3,4,442,311,24,16,51,49,55,54,21,18,4,9,1,0,,,4,2,26,19,3,0,1,2,2,1,47,42,25,33,2,3,10,17,22,20,16,16,7,17,69,67,25,11
7479910,63,37,11,3,2,4,9,2,18,15,537,323,13,17,3,2,4,2,0,0,3,1,4,0,8,0,3,3,3,2,456,234,38,16,48,52,39,52,20,13,2,6,,,,,1,0,11,27,,,1,0,1,3,93,27,44,23,7,0,19,8,16,9,9,18,13,19,61,76,18,45
7479902,50,50,14,6,1,2,2,1,19,17,418,425,16,17,4,2,2,4,0,0,8,1,4,1,11,3,3,3,2,4,305,296,17,25,49,51,49,48,19,23,4,9,0,1,,,1,2,24,24,0,2,1,0,4,5,57,64,25,23,6,2,14,17,10,8,17,12,21,13,75,81,16,19
7479915,48,52,15,14,7,4,3,7,9,16,515,541,15,9,1,2,4,8,0,0,7,5,4,1,6,11,9,3,2,1,412,431,25,19,47,53,58,55,7,18,6,12,1,0,,,2,1,23,29,0,1,2,0,0,2,48,54,33,23,1,8,24,14,20,17,16,23,16,16,88,88,21,13
7479912,46,54,13,22,7,3,1,10,12,21,387,431,18,11,4,3,5,10,0,0,5,6,3,6,8,16,5,6,3,2,309,345,19,21,60,40,57,34,20,18,6,7,1,0,,,2,2,19,13,1,0,1,2,4,5,41,63,31,18,3,8,3,8,22,10,15,11,15,13,73,59,46,9
7479922,47,53,19,1,1,8,2,2,17,16,423,476,15,15,1,1,11,1,1,0,5,0,3,0,15,0,4,1,3,4,333,364,29,24,49,51,35,23,9,23,6,6,3,0,0,1,6,0,9,7,2,0,4,0,3,1,65,72,24,46,4,0,2,3,11,3,8,7,12,8,53,61,12,16
7479937,47,53,10,7,2,2,0,3,17,13,468,536,13,17,3,2,5,2,1,0,3,4,2,1,7,3,3,4,1,1,360,430,26,18,51,49,50,51,18,14,7,7,0,1,,,3,1,22,19,2,0,1,1,1,1,67,67,32,30,3,1,13,14,17,15,17,14,14,19,75,77,10,9
7479923,68,32,18,3,0,2,9,0,14,12,592,284,10,14,1,0,8,0,2,0,6,3,4,0,11,0,7,3,2,4,519,205,18,18,47,53,36,48,19,13,5,12,1,0,0,1,5,0,16,27,4,0,1,0,3,2,52,35,30,24,3,0,18,6,11,7,9,18,3,13,54,56,8,18
7479914,65,35,18,12,0,2,7,2,10,7,509,283,7,10,2,3,5,2,0,1,8,8,5,2,12,9,6,3,0,1,436,216,37,20,45,55,43,48,7,12,10,14,,,0,1,3,3,13,23,2,2,1,1,3,3,58,39,38,19,9,4,16,6,23,16,7,16,12,14,52,49,10,38
7479928,40,60,19,11,2,8,5,7,17,14,295,459,14,15,6,4,9,4,0,0,6,6,4,1,10,7,9,4,0,10,204,366,22,25,52,48,51,49,23,18,6,9,,,,,2,3,23,17,1,2,1,1,3,2,62,53,29,13,7,3,6,15,14,17,14,11,9,13,55,67,31,26
7479911,56,44,8,9,1,2,4,5,14,21,385,298,19,10,3,1,2,2,0,0,4,5,2,2,4,7,4,2,3,3,277,199,29,29,54,46,53,44,22,19,13,6,,,,,2,0,22,24,,,2,0,3,2,71,58,39,32,2,4,14,11,13,11,16,16,11,14,56,61,21,27
7479913,54,46,16,15,5,5,2,5,10,15,525,438,12,10,2,4,8,6,1,0,6,4,2,5,11,6,5,9,2,1,453,376,22,12,56,44,45,38,14,9,11,10,1,0,,,2,3,22,16,2,1,0,2,0,2,63,45,31,27,4,2,8,10,13,12,11,10,6,6,51,61,14,19
7479905,41,59,10,6,3,3,7,1,21,12,352,526,10,20,5,1,4,3,0,0,3,2,3,1,4,2,6,4,5,8,254,429,22,23,43,57,43,49,17,31,3,5,2,0,,,0,1,23,20,,,0,1,1,5,66,70,41,29,5,3,14,20,11,11,8,17,20,11,70,65,18,23
7479921,64,36,17,7,3,3,6,1,15,22,565,340,22,14,3,2,6,6,0,0,8,1,3,0,12,3,5,4,3,2,468,228,27,13,56,44,42,43,33,17,3,11,0,1,,,0,3,10,21,0,1,0,2,5,2,61,42,40,25,12,0,11,7,10,9,4,15,11,17,60,55,11,22
7479904,62,38,12,10,0,3,7,5,17,14,565,343,12,14,3,0,4,1,0,0,2,7,6,2,8,6,4,4,2,4,449,240,23,25,47,53,33,35,14,19,10,12,,,,,2,1,16,10,1,0,1,1,2,2,84,56,40,30,5,5,6,11,6,12,10,8,10,10,69,69,17,21
7479927,47,53,9,5,0,4,5,1,7,22,453,507,21,5,0,4,5,0,0,0,2,2,2,3,6,2,3,3,1,3,330,391,26,27,63,37,58,25,36,31,4,8,1,0,,,1,0,24,8,1,0,,,2,1,73,49,32,30,7,1,5,19,16,12,18,5,14,10,68,79,9,12
7479935,62,38,9,15,3,3,9,3,22,18,565,352,17,21,3,5,4,4,1,0,2,5,3,6,6,7,3,8,,,482,274,21,14,50,50,52,56,21,17,8,8,1,0,,,2,2,17,25,1,1,1,1,3,4,67,29,33,26,6,5,14,11,18,12,8,19,7,12,58,53,10,29
7479934,60,40,18,11,3,8,10,4,11,14,549,368,14,9,0,3,10,3,1,0,7,5,1,3,12,6,6,5,3,1,444,281,13,15,51,49,35,32,10,12,10,11,2,3,,,7,2,13,16,2,0,5,2,3,2,67,55,35,39,10,4,9,7,9,8,11,8,9,17,73,62,20,28
7479933,34,66,7,13,1,1,4,6,10,8,318,612,8,9,2,4,1,7,0,0,6,6,0,0,4,11,3,2,6,3,252,543,17,19,38,62,27,38,4,13,12,7,0,3,,,0,8,8,13,0,5,0,3,0,3,33,46,23,33,1,9,8,6,11,16,4,11,15,14,46,54,19,12
7479924,53,47,8,9,6,4,6,1,15,16,379,344,15,13,4,2,3,7,0,0,1,2,4,0,3,7,5,2,2,5,257,222,26,15,43,57,47,54,13,25,8,10,1,1,,,1,2,16,32,0,1,1,1,2,1,85,60,13,40,3,2,19,10,17,10,11,25,15,14,82,91,6,31
7479938,59,41,5,10,1,1,5,4,17,4,478,329,3,17,2,2,1,2,0,0,3,7,1,1,3,5,2,5,,,379,239,28,16,34,66,22,45,16,30,17,13,0,1,,,0,2,9,21,,,0,2,1,3,56,53,21,35,4,2,16,5,11,8,6,14,3,13,57,64,16,35
7479930,57,43,19,6,1,5,6,2,10,10,478,377,10,10,3,3,6,5,1,0,10,1,3,0,12,5,7,1,2,4,383,277,24,22,59,41,49,37,26,15,3,12,1,0,,,4,1,21,17,1,1,3,0,4,4,70,47,36,30,7,3,11,15,18,10,13,11,7,7,67,66,14,24
7479932,66,34,17,8,2,3,9,3,14,13,573,304,10,12,0,5,5,5,0,0,9,3,3,0,9,6,8,2,3,1,433,175,33,24,54,46,52,49,40,30,3,11,,,,,4,2,30,24,1,2,3,0,3,1,91,54,34,23,8,3,20,17,12,14,21,12,8,16,80,86,12,40
7479929,50,50,12,11,2,2,2,2,16,15,441,450,13,16,1,2,2,4,0,0,6,5,4,2,7,7,5,4,3,2,360,367,17,18,51,49,45,49,22,16,12,10,1,3,,,2,3,21,21,0,2,2,1,4,2,51,43,29,20,5,1,14,15,11,13,16,14,11,14,63,64,14,19
7479925,31,69,14,8,5,3,0,1,18,12,275,615,11,17,2,4,7,6,0,0,5,1,2,1,11,5,3,3,1,1,201,530,15,27,50,50,47,51,18,13,5,6,0,1,1,1,3,1,15,14,2,1,1,0,3,3,52,75,34,33,0,9,9,12,21,21,12,5,19,6,66,60,31,11
7479941,59,41,15,9,3,5,2,0,19,19,525,362,18,18,2,3,7,5,0,0,4,2,4,2,7,7,8,2,0,3,449,279,21,16,50,50,55,49,15,21,8,12,1,1,,,2,1,20,16,2,1,,,2,5,73,55,36,23,5,5,13,15,18,17,11,11,20,8,59,68,14,31
7479931,42,58,14,9,2,1,4,8,17,17,331,452,16,15,4,3,3,3,0,0,7,4,4,2,10,9,4,0,4,1,241,344,17,24,51,49,48,45,27,26,11,7,,,,,2,1,20,13,1,1,1,0,6,2,64,66,39,21,5,4,10,13,13,17,17,9,12,12,63,64,32,18
7479940,66,34,20,6,3,6,9,2,12,18,567,297,18,11,2,2,7,3,0,0,9,2,4,1,14,4,6,2,1,1,477,201,22,21,57,43,57,35,17,20,5,13,1,0,,,5,0,25,21,1,0,4,0,2,2,73,44,37,21,6,2,13,18,14,5,20,12,6,16,73,66,13,30
7479939,52,48,13,20,8,3,5,7,10,11,433,388,10,9,3,5,5,9,1,0,4,8,4,3,9,10,4,10,3,4,338,302,26,16,45,55,43,52,14,17,12,5,2,2,0,1,5,3,17,25,2,1,3,2,0,2,70,53,32,16,6,3,12,14,16,19,15,11,11,11,62,74,35,28
7479943,68,32,23,4,1,2,13,2,16,13,562,269,13,15,1,3,5,3,1,0,12,1,6,0,17,2,6,2,0,1,491,184,29,16,53,47,38,42,24,13,8,17,,,0,1,8,1,18,20,3,1,5,0,6,2,72,39,45,13,7,2,10,12,9,8,8,12,5,6,55,52,14,34
7479942,55,45,11,8,1,3,13,3,16,10,417,371,10,15,0,2,3,3,0,1,3,2,5,3,6,5,5,3,2,2,317,278,33,16,46,54,40,45,28,35,5,8,0,2,,,0,4,16,23,0,2,0,2,1,3,58,46,29,15,7,2,16,7,14,10,10,16,11,8,77,75,18,59
7479926,71,29,25,6,1,7,8,2,13,12,559,230,11,13,4,6,9,2,2,0,8,3,8,1,12,2,13,4,2,2,472,144,34,24,55,45,32,36,24,10,3,12,,,,,6,1,12,15,1,1,5,0,3,2,77,37,30,14,11,2,12,5,9,8,8,10,8,9,65,61,18,38
7479936,45,55,13,12,2,3,8,4,13,10,415,507,8,13,4,2,4,5,0,0,6,5,3,2,5,9,8,3,3,3,323,410,23,27,38,62,32,45,12,28,9,5,0,2,1,0,2,5,13,21,1,1,1,4,0,2,62,59,32,31,3,8,9,7,11,11,11,17,15,16,70,69,16,28
7479951,53,47,16,17,5,2,3,5,11,8,464,408,7,11,2,2,2,10,1,0,10,3,4,4,5,11,11,6,3,3,374,323,19,13,50,50,41,40,18,20,7,15,1,0,,,1,4,18,17,0,4,1,0,2,1,59,42,33,32,4,6,10,12,16,14,7,11,11,6,64,63,12,26
7479969,51,49,23,15,4,5,9,7,8,12,418,409,10,7,2,4,7,7,0,0,9,6,7,2,12,7,11,8,1,1,338,325,24,21,52,48,48,48,24,19,7,11,,,1,0,3,2,16,21,1,2,2,0,4,1,64,49,34,25,8,6,11,7,24,20,12,11,13,14,57,57,21,30
7479967,51,49,11,10,6,4,5,6,10,14,442,415,12,9,2,1,5,7,1,1,5,1,1,2,8,9,3,1,1,5,330,292,34,27,50,50,39,34,19,25,5,7,0,1,,,2,4,17,14,0,1,2,3,0,2,73,57,24,27,5,5,6,12,11,11,11,10,20,16,62,78,16,19
7479945,54,46,10,13,6,3,3,5,13,17,484,421,16,12,3,2,4,7,2,0,5,1,1,5,6,6,4,7,1,2,377,323,27,26,55,45,49,37,22,20,3,7,2,1,,,1,2,17,16,1,0,0,2,2,0,68,55,27,25,1,0,11,9,19,9,14,8,16,19,79,72,13,22
7479966,56,44,10,12,5,6,10,3,16,16,413,335,15,16,2,3,6,5,0,1,2,5,2,2,6,8,4,4,4,6,304,227,21,17,48,52,44,50,32,31,7,8,1,0,,,2,0,18,21,,,2,0,1,1,64,43,24,29,5,0,9,12,12,14,13,14,15,9,60,67,20,29
7479968,43,57,15,4,1,3,8,1,15,22,314,433,22,14,1,4,4,2,1,0,9,1,2,1,10,1,5,3,3,1,233,336,32,21,51,49,46,37,20,26,8,9,,,,,2,1,10,19,1,1,1,0,2,2,68,57,30,43,8,2,9,9,14,5,9,14,18,12,60,57,15,29
7479962,45,55,12,5,0,1,6,4,13,13,328,385,13,13,2,2,3,0,0,0,4,1,5,4,6,3,6,2,,,245,312,30,24,52,48,43,41,16,13,5,8,,,1,1,,,19,16,,,,,5,3,64,50,17,25,4,5,10,13,12,12,8,10,11,11,63,57,24,21
7479944,58,42,13,16,5,3,4,3,12,17,554,388,16,10,2,1,7,6,0,1,3,5,3,5,10,7,3,9,1,2,475,305,16,22,58,42,43,37,16,6,7,4,2,1,,,4,1,18,14,3,0,1,1,3,2,64,48,42,26,3,3,5,11,9,14,10,8,8,12,71,67,17,11
7479965,35,65,10,16,2,1,3,10,22,12,274,506,11,19,5,4,3,2,0,0,6,11,1,3,6,8,4,8,2,3,207,431,12,22,46,54,39,44,14,17,13,5,,,1,0,2,0,12,17,,,2,0,4,3,41,48,18,25,4,8,11,8,17,10,7,15,14,7,50,45,39,21
7479964,59,41,15,6,2,5,10,1,15,15,553,385,14,15,3,3,5,2,0,0,6,4,4,0,11,2,4,4,2,1,474,296,14,23,57,43,58,45,18,13,5,6,1,0,,,3,0,32,19,1,0,2,0,6,3,70,43,29,22,6,3,11,24,12,11,24,16,13,14,68,66,13,21
7479960,55,45,10,6,3,2,7,4,15,13,449,367,12,14,1,1,6,4,0,0,3,2,1,0,7,2,3,4,2,3,343,276,20,13,50,50,33,37,21,17,2,6,1,0,,,2,0,14,19,1,0,1,0,2,1,67,54,33,19,11,2,13,10,9,5,10,12,13,11,77,63,20,21
7479948,44,56,12,11,1,1,1,7,18,15,360,451,14,17,2,1,3,1,0,0,7,8,2,2,6,9,6,2,3,3,262,338,21,38,46,54,35,51,27,23,5,8,0,2,,,1,0,14,23,1,0,,,1,4,63,66,41,30,2,8,19,7,8,12,14,18,17,10,67,59,20,15
7479963,65,35,10,9,2,1,6,2,21,17,605,332,17,20,5,2,2,2,0,0,5,5,3,2,3,3,7,6,3,0,525,225,17,16,47,53,43,60,23,15,5,10,1,0,,,,,23,27,,,,,3,0,74,54,29,22,1,0,13,15,4,13,13,22,16,13,79,70,20,14
7479946,55,45,25,8,1,9,14,1,16,9,493,418,9,14,4,1,8,3,1,0,11,4,6,1,12,8,13,0,1,3,419,329,24,21,52,48,40,35,9,11,7,17,1,0,1,0,2,3,20,11,0,2,2,1,2,1,74,50,23,25,5,4,6,8,11,11,16,9,13,18,58,55,6,41
7479970,53,47,9,10,4,2,3,4,13,7,403,364,6,12,1,0,2,4,0,0,4,3,3,3,4,5,5,5,1,2,306,258,25,29,45,55,31,37,21,27,11,10,,,,,0,1,18,17,,,0,1,1,0,62,52,44,23,2,0,8,10,7,8,6,10,17,12,61,61,24,34
7479949,31,69,11,13,2,3,2,5,21,10,254,566,9,19,1,1,4,4,0,0,6,6,1,3,7,11,4,2,3,3,171,476,14,27,46,54,41,51,18,17,6,8,2,0,1,0,2,4,24,21,1,2,1,2,2,5,49,55,18,37,3,8,12,21,8,12,18,12,16,6,65,59,25,11
7479952,54,46,19,9,4,4,4,1,18,14,474,405,13,18,2,3,6,5,0,0,7,3,6,1,10,3,9,6,2,7,382,323,26,15,46,54,43,49,16,19,5,8,1,2,,,3,1,17,19,2,0,1,1,3,1,69,43,32,15,6,1,10,10,13,13,12,14,8,14,68,72,10,22
7479950,46,54,8,16,2,0,7,4,9,10,451,553,10,9,2,2,0,7,0,0,6,5,2,4,2,10,6,6,1,0,365,464,24,15,49,51,34,38,17,16,7,9,0,3,,,0,5,14,16,0,3,0,2,0,2,46,63,36,26,2,2,11,10,10,14,8,10,9,14,51,56,13,34
7479954,73,27,7,9,4,1,5,4,16,14,650,237,14,16,1,1,2,4,0,0,4,3,1,2,6,5,1,4,4,0,587,165,23,25,53,47,43,47,20,9,6,9,1,0,,,1,0,15,19,1,0,,,3,2,54,36,38,23,4,1,15,12,15,13,11,16,7,19,51,42,16,13
7479947,51,49,7,10,2,3,3,4,17,16,419,423,14,17,1,0,4,4,0,0,3,4,0,2,4,4,3,6,4,0,339,326,20,16,48,52,47,56,18,15,8,4,1,1,,,2,1,27,34,1,1,1,0,3,4,50,77,42,31,3,2,24,21,6,6,18,28,7,10,69,63,21,25
7479958,57,43,16,9,3,3,6,3,13,12,503,366,11,13,1,2,8,3,0,0,5,5,3,1,6,3,10,6,3,1,429,290,18,18,61,39,51,35,18,9,6,13,2,1,,,5,0,15,17,2,0,3,0,5,5,52,43,47,23,2,2,13,12,25,5,10,11,14,8,62,50,17,13
7479955,57,43,19,13,5,5,3,5,23,11,506,380,11,20,1,6,10,6,0,1,7,5,2,2,9,9,10,4,2,1,424,295,17,20,54,46,51,48,21,14,6,9,3,1,0,1,5,3,26,14,3,1,2,2,3,1,55,56,39,35,4,4,9,16,14,14,18,10,11,14,71,58,16,12
7479961,56,44,13,10,4,2,4,8,14,4,481,377,3,14,2,0,7,4,0,0,5,4,1,2,8,5,5,5,4,1,387,266,25,20,46,54,30,42,17,13,7,10,,,0,1,3,1,17,19,3,0,0,1,2,2,60,52,22,27,4,3,6,9,10,9,11,12,10,14,76,63,24,10
7479957,45,55,22,5,0,5,8,6,15,18,328,389,18,13,4,2,8,1,0,1,8,1,6,3,15,2,7,3,1,0,232,275,25,22,56,44,56,47,24,15,1,13,1,0,,,3,0,13,22,2,0,1,0,6,5,51,75,21,31,8,3,18,12,26,12,6,16,16,14,72,70,27,21
7479956,55,45,13,6,0,3,9,0,18,12,424,375,10,17,1,2,3,1,0,0,5,3,5,2,5,3,8,3,3,3,329,269,31,23,47,53,51,47,17,29,7,7,,,,,,,33,22,,,,,5,2,64,52,13,30,2,5,12,18,8,10,14,16,14,12,66,66,14,58
7479953,61,39,19,8,1,1,9,2,14,11,508,326,10,12,1,2,3,1,2,0,11,6,5,1,13,3,6,5,0,2,403,229,32,19,51,49,56,50,22,26,10,11,0,1,,,4,1,33,21,1,0,3,1,5,2,60,43,27,32,7,3,10,15,13,18,20,15,7,9,78,82,20,33
7479959,24,76,11,10,4,0,5,6,18,12,204,632,11,16,2,3,2,4,0,0,5,3,4,3,7,6,4,4,4,0,116,534,15,19,49,51,29,27,19,22,14,7,1,2,,,3,0,10,9,1,0,2,0,2,4,56,79,16,44,5,10,4,5,9,3,7,6,11,8,59,56,31,4
7497162,36,64,9,11,1,3,4,7,16,10,364,642,9,13,0,1,3,4,1,1,5,5,1,2,7,8,2,3,4,1,280,552,18,16,45,55,33,44,18,18,5,6,,,,,3,1,12,12,,,3,1,2,1,49,59,33,43,4,6,9,6,12,20,7,10,18,10,74,72,18,18
7497163,57,43,15,8,2,3,7,7,21,17,533,405,15,19,1,2,5,2,0,0,5,4,5,2,5,3,10,5,1,0,462,331,17,19,49,51,47,54,12,8,6,9,,,,,1,0,18,22,1,0,,,5,1,64,29,24,23,5,3,15,14,14,14,13,12,12,8,68,57,16,25
7497166,52,48,9,5,1,1,2,5,24,17,364,333,15,24,3,2,2,2,0,0,6,2,1,1,6,2,3,3,2,1,261,238,32,32,43,57,32,54,32,31,5,11,2,0,,,2,0,11,14,1,0,1,0,2,3,71,43,19,21,2,1,10,8,8,17,7,9,16,9,68,64,21,28
7497165,51,49,12,13,5,3,2,4,14,15,468,448,13,13,3,2,4,6,1,1,5,3,3,4,9,9,3,4,3,4,367,357,33,21,55,45,46,29,18,23,7,3,1,1,,,4,2,19,9,1,0,3,2,2,2,58,56,43,27,5,5,8,15,14,10,9,4,10,15,53,67,22,34
7497164,61,39,9,13,3,0,1,7,15,13,542,341,13,15,2,3,3,6,1,1,5,4,1,3,6,11,3,2,2,2,433,238,19,25,46,54,41,40,14,25,9,10,,,,,3,2,17,17,2,2,1,0,3,3,61,53,31,27,1,6,12,11,12,9,11,10,5,10,62,55,19,19
7497175,39,61,10,8,1,1,3,6,11,15,296,469,12,10,2,2,1,1,0,0,8,5,1,2,4,2,6,6,2,0,189,357,18,26,44,56,35,38,18,29,12,7,,,,,0,1,21,13,,,0,1,2,0,61,62,27,18,1,5,6,13,3,15,12,9,15,6,64,67,24,26
7497167,47,53,7,10,1,1,6,5,13,18,364,409,14,13,1,4,3,2,0,0,2,5,2,3,6,9,1,1,4,2,258,297,19,41,56,44,43,42,37,20,9,4,0,1,,,1,2,23,22,1,1,0,1,4,1,54,83,25,27,4,8,14,19,10,7,16,12,14,11,61,63,31,22
7497168,56,44,15,6,2,5,5,1,14,16,461,368,15,13,3,3,6,2,0,1,5,4,4,0,10,5,5,1,1,4,366,273,22,26,50,50,41,41,17,16,4,7,,,,,,,16,17,,,,,1,5,49,40,41,24,5,7,9,11,10,11,9,10,13,11,64,64,14,18
7497161,44,56,21,13,4,3,6,3,16,17,373,498,16,14,0,1,6,7,1,2,12,5,3,1,13,9,8,4,1,1,276,389,29,20,53,47,45,45,28,20,8,15,0,2,,,3,7,15,17,1,3,2,4,5,4,63,53,21,27,7,5,9,8,14,14,9,10,7,10,77,84,18,28
