match_id,minute,added_time,player,player_id,card_type,is_home
11450001,46,,Erdal Rakip,319871,yellow,False
11450001,-5,,,,yellow,True
11449414,90,4,Mortadha Ben Ouanes,919225,yellow,True
11450000,80,,Okan Erdoğan,881213,red,False
11450000,80,,Adil Demirbağ,787949,red,True
11450000,80,,Kahraman Demirtaş,845313,yellow,True
11450000,80,,Florian Loshaj,831407,yellow,False
11450000,75,,İbrahim Yilmaz,135689,yellow,False
11450000,73,,Ali Yaşar,190815,yellowRed,False
11450000,63,,Mehmet Yeşil,840639,yellow,False
11450000,60,,Ali Yaşar,190815,yellow,False
11450000,58,,Sokol Cikalleshi,81138,yellow,True
11450000,42,,Ahmet Oğuz,603902,yellow,True
11450000,-5,,,,yellow,True
11449302,42,,Anthony Uzodimma,993108,yellow,True
11449302,30,,Sacha Boey,980418,yellow,False
11449302,12,,Barış Alper Yılmaz,904096,yellow,False
11449302,9,,Baran Ali Gezek,1215110,yellow,True
11449302,-5,,,,yellow,True
11449412,19,,Görkem Sağlam,795001,yellow,False
11449998,90,7,Samba Camara,837301,yellow,True
11449998,61,,Yunus Konak,1518589,yellow,True
11449998,45,,Moryke Fofana,269199,yellow,False
11449413,90,16,Emirhan Topçu,895009,yellow,False
11449413,90,16,Semih Güler,325155,yellow,True
11449413,90,15,Jonas Svensson,98199,yellow,True
11449413,90,1,Taha Şahin,1394729,yellow,False
11449413,81,,Alberk Koç,826809,yellow,False
11449413,80,,M'Baye Niang,139228,yellow,True
11449413,78,,Mithat Pala,1016393,yellow,False
11449413,58,,Óscar Pinchi,826654,yellow,False
11449413,43,,Younès Belhanda,72999,yellow,True
11449413,30,,Emre Akbaba,343527,yellow,True
11449413,4,,Altin Zeqiri,991742,yellow,False
11449413,-5,,Kévin Rodrigues,234232,yellow,True
11449999,77,,Mustafa Eskihellaç,899069,yellow,False
11449999,59,,Furkan Soyalp,226992,yellow,False
11449999,42,,Max Gradel,16590,yellow,False
11449999,23,,Alexandru Maxim,180511,yellowRed,False
11449999,20,,Lazar Marković,98461,yellow,False
11449999,19,,Alexandru Maxim,180511,yellow,False
11449999,-5,,,,yellow,False
11449301,90,2,Danijel Aleksić,45377,yellow,False
11449301,77,,João Figueiredo,841012,yellowRed,False
11449301,56,,Yusuf Özdemir,1084884,yellow,True
11449301,45,6,João Figueiredo,841012,yellow,False
11449301,35,,Furkan Bayır,1003161,yellow,True
11449301,35,,Efecan Karaca,60510,yellow,True
11449301,15,,Richard,897617,yellow,True
11449301,8,,Fidan Aliti,385296,yellow,True
11449301,5,,Dimitrios Pelkas,139304,yellow,False
11449997,90,1,Salih Dursun,179189,yellow,True
11449997,69,,Ibrahim Drešević,817987,yellow,True
11449997,54,,Frédéric Veseli,137775,yellow,True
11449997,35,,Necip Uysal,43394,yellow,False
11449997,24,,Levent Mercan,1085938,yellow,True
11451158,90,7,Bruno Paz,845821,yellow,False
11451158,86,,Ahmet Oğuz,603902,yellow,False
11451158,74,,Gerrit Holtmann,253517,yellow,True
11451158,55,,Jakub Kałuziński,1019026,yellow,True
11451158,-5,,,,yellow,True
11451158,-5,,,,yellow,False
11451160,76,,Racine Coly,553454,yellow,True
11451154,87,,Seyfettin Anıl Yaşar,999646,yellow,True
11451154,69,,Ibrahim Olawoyin,1008173,yellow,True
11451154,67,,Oğuz Aydın,999396,red,False
