match_id,minute,added_time,scorer,scorer_id,assist,assist_id,goal_type,is_home,home_score,away_score
7869492,90,2,Eren Derdiyok,21943,Younès Belhanda,72999,regular,False,1,3
7869492,30,,Bakary Koné,51484,,,ownGoal,False,1,2
7869492,21,,Serdar Aziz,43528,Maicon,44691,regular,False,1,1
7869492,7,,Mostapha El Kabir,44346,Youness Mokhtar,106576,regular,True,1,0
7869499,84,,Emre Kılınç,202032,Douglas,83263,regular,True,1,0
7869494,90,3,Abdulrahman Khalili,109970,,,regular,False,2,3
7869494,81,,Tarkan Serbest,164099,Özgür Çek,69434,regular,False,2,2
7869494,75,,Mbaye Diagne,346790,,,penalty,False,2,1
7869494,55,,Robin Yalçın,138154,Braian Samudio,892933,regular,True,2,0
7869494,33,,Braian Samudio,892933,Vedat Muriqi,310874,regular,True,1,0
7869500,30,,Souza,119035,Roberto Soldado,13208,regular,True,2,1
7869500,22,,Giuliano,90862,,,penalty,True,1,1
7869500,16,,William Troost-Ekong,338991,,,regular,False,0,1
7869495,90,1,Emmanuel Adebayor,3094,Junior Caiçara,128440,regular,True,2,0
7869495,43,,Manuel Da Costa,14246,Edin Višća,109779,regular,True,1,0
7869498,85,,Mustapha Yatabaré,51558,Adis Jahović,55367,regular,True,3,2
7869498,71,,Lokman Gör,255131,Emrah Başsan,174141,regular,False,2,2
7869498,39,,Leo Schwechlen,158575,Taylan Antalyalı,190197,regular,False,2,1
7869498,30,,Mustapha Yatabaré,51558,Ömer Ali Şahiner,103912,regular,True,2,0
7869498,22,,Uğur Demirok,43427,Ömer Ali Şahiner,103912,regular,True,1,0
7869497,56,,Yevhen Selezniov,36963,,,regular,False,2,1
7869497,42,,Ryan Babel,1876,Jeremain Lens,18115,regular,True,2,0
7869497,39,,Pepe,5884,Oğuzhan Özyakup,137642,regular,True,1,0
7869493,90,1,Ömer Şişmanoğlu,29451,,,regular,False,1,3
7869493,73,,Danijel Aleksić,45377,Sincere Seth,893513,regular,False,1,2
7869493,70,,Sadık Çiftpınar,111811,,,ownGoal,True,1,1
7869493,22,,Arturo Mina,387720,Danijel Aleksić,45377,regular,False,0,1
7869496,74,,Umut Bulut,5275,Deniz Türüç,252207,regular,True,2,0
7869496,14,,Tjaronn Chery,35208,Silvestre Varela,14323,regular,True,1,0
7870078,45,5,Douglas,83263,Emre Kılınç,202032,regular,False,3,1
7870078,27,,Hugo Rodallega,15668,Olcay Şahan,16078,regular,True,3,0
7870078,14,,Hugo Rodallega,15668,,,penalty,True,2,0
7870078,7,,Olcay Şahan,16078,João Pereira,13198,regular,True,1,0
7870080,75,,Diego Angelo,32818,Hakan Özmert,43512,regular,True,3,3
