player_id,team_id,season_id,appearances,matches_started,minutes_played,goals,assists,expected_goals,expected_assists,yellow_cards,red_cards,rating,total_shots,shots_on_target,accurate_passes,total_passes,accurate_passes_pct,key_passes,tackles,interceptions,successful_dribbles,ground_duels_won_pct,aerial_duels_won_pct,saves,clean_sheets,goals_conceded,big_chances_created,big_chances_missed
857738,3061,17762,11,1,184,0,1,,,0,0,6.6818181818182,5,2,66,79,83.544303797468,4,3,0,1,36.842105263158,100,0,0,2,2,0
754330,3061,17762,20,20,1800,0,0,,,2,0,6.98,0,0,217,477,45.492662473795,0,1,0,0,71.428571428571,92.857142857143,69,5,23,0,0
103912,3086,17762,27,26,2189,8,3,,,5,1,7.0592592592593,31,14,412,572,72.027972027972,44,33,22,15,47.651006711409,31.914893617021,0,3,31,9,4
827418,3086,17762,9,9,810,0,0,,,0,0,6.7333333333333,0,0,111,234,47.435897435897,0,0,0,0,100,75,25,2,11,0,0
30143,3086,17762,1,0,9,0,0,,,0,0,7.1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
910086,3050,17762,1,0,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43394,3050,17762,18,11,1062,0,0,,,6,0,6.74375,1,0,479,585,81.880341880342,2,19,26,11,51.282051282051,69.444444444444,0,2,18,0,1
284767,3051,17762,25,13,1260,4,0,,,3,0,6.7708333333333,34,15,170,293,58.0204778157,8,8,2,4,46.753246753247,46.759259259259,0,2,15,0,8
251907,3051,17762,17,14,1265,0,0,,,2,0,6.91875,20,8,342,429,79.72027972028,20,24,18,11,50,36.666666666667,0,3,18,4,2
109779,3051,17762,34,34,3049,13,14,,,2,0,7.6117647058823,140,51,833,1191,69.941225860621,77,22,27,49,48.557692307692,35.294117647059,0,16,22,20,16
139455,3051,17762,27,25,2220,10,10,,,1,0,7.2074074074074,62,24,774,981,78.899082568807,59,27,16,59,37.551020408163,53.846153846154,0,4,33,12,6
899069,3051,17762,5,0,28,0,0,,,0,0,6.4666666666667,2,1,7,14,50,0,0,0,1,20,100,0,0,1,0,0
39573,3052,17762,34,34,3056,0,0,,,1,0,7.0647058823529,0,0,682,1065,64.037558685446,1,1,0,3,81.818181818182,93.75,89,17,22,0,0
