match_id,minute,added_time,player,player_id,card_type,is_home
1087233,66,,Tomáš Sivok,12412,yellow,False
1087233,17,,Efe Inanc,43672,yellow,True
1087232,89,,Stefan Senecky,25976,yellow,False
1087232,88,,Hürriyet Güçer,5285,yellow,False
1087232,80,,Ediz Bahtiyaroglu,43408,yellow,False
1087232,78,,Sedat Ağçay,5744,yellow,True
1087232,50,,Orhan Ak,29179,yellow,True
1087232,46,,Pini Felix Balili,5817,yellow,True
1087232,44,,Ali Zitouni,14764,yellow,True
1087232,16,,Roguy Meye,50528,yellow,False
1087232,12,,Mehmet Cakir,43424,yellow,False
1087232,8,,Ertugrul Arslan,43521,yellow,True
1087238,87,,Bassim Abbas,2510552,yellow,True
1087238,74,,Barbaros Barut,2329,yellow,False
1087238,62,,Ufuk Bayraktar,74023,yellow,False
1087238,44,,Mamadou Alimou Diallo,6093,yellow,True
1087238,42,,Elyasa Süme,6160,yellow,False
1087238,32,,Erhan Şentürk,816538,yellow,True
1087238,31,,Ayman Mohamed Abdelaziz,47563,yellow,True
1087238,6,,Sener Askaroglu,5335,yellow,True
1087240,88,,Yannick Kamanan,18745,yellow,True
1087240,51,,İbrahim Dağaşan,43701,yellow,True
1087240,43,,Engin Baytar,43642,yellow,False
1087230,90,,Arda Turan,5702,yellow,False
1087236,89,,Christian Keller,13135,yellow,False
1087236,89,,Ozan Ipek,53828,yellow,True
1087236,88,,Ali Tandogan,5303,yellow,True
1087236,79,,Tolga Ozgen,60265,yellow,False
1087236,79,,Volkan Şen,43533,yellow,True
1087236,65,,Turgay Bahadir,3845,yellow,True
1087236,49,,Erhan Kucuk,2510641,yellow,False
1087236,46,,Alpaslan Kartal,60270,yellow,False
1087236,29,,Ali Gunes,5313,yellow,False
1087235,89,,Bilal Aziz Özer,16773,yellow,False
1087235,87,,Abdullah Durak,42224,yellow,False
1087235,87,,Mustafa Pektemek,43643,yellow,True
1087235,82,,Aydin Toscali,42241,yellow,False
1087235,52,,Ali Turan,5813,yellow,False
1087235,39,,Momha,39605,yellow,True
1087235,22,,Alioum Saidou,5909,yellow,False
1087235,12,,Tozo,2510567,yellow,True
1087237,72,,Bulent Ertugrul,5367,yellow,False
1087237,64,,Nizamettin Çalışkan,5983,yellow,True
1087237,48,,Eren Aydin,5893,yellow,True
1087241,89,,Onder Turaci,5504,yellow,False
1087241,82,,Damien Chrysostome,32775,yellow,True
1087241,44,,Cristian Baroni,34158,yellow,False
1087241,15,,Emil Angelov,13738,yellow,True
1087249,90,,Thierry Fidjeu Tazemeta,16530,yellow,False
1087249,35,,Mamadou Alimou Diallo,6093,yellow,False
1087249,34,,Adnan Gungor,6151,yellow,False
1087249,26,,Giray Kacar,35583,yellow,True
1087249,12,,Hrvoje Čale,31147,yellow,True
