match_id,minute,added_time,scorer,scorer_id,assist,assist_id,goal_type,is_home,home_score,away_score
4097897,55,,Lomana Lualua,879,,,regular,True,2,0
4097897,42,,Gokhan Unal,5823,,,regular,True,1,0
4097903,32,,Sercan Kaya,86637,,,regular,True,1,0
4097895,87,,Recep Aydın,100549,,,regular,True,3,2
4097895,78,,Ali Çamdalı,8870,,,regular,True,2,2
4097895,76,,Tomas Borek,18097,,,regular,True,1,2
4097895,27,,Emre Belözoğlu,2054,,,regular,False,0,2
4097895,16,,Joseph Yobo,1143,,,regular,False,0,1
4097899,90,,Uğur Demirok,43427,,,regular,True,3,1
4097899,53,,Oumar Niasse,226780,,,regular,True,2,1
4097899,45,,Bruno Mezenga,60472,,,regular,True,1,1
4097899,44,,Tidiane Sane,19169,,,regular,False,0,1
4097911,81,,Henri Bienvenu,107048,,,regular,True,2,0
4097911,76,,Renato Civelli,14765,,,regular,True,1,0
4097905,81,,Gökhan Töre,88125,,,regular,True,2,0
4097905,75,,Olcay Şahan,16078,,,regular,True,1,0
4097901,55,,Sefa Yılmaz,39737,,,regular,True,1,0
4097909,76,,Muhammet Demir,43543,,,regular,False,2,1
4097909,51,,Burak Yılmaz,18864,,,regular,True,2,0
4097909,8,,Wesley Sneijder,1934,,,regular,True,1,0
4098707,87,,Bogdan Stancu,22547,,,regular,True,3,0
4098707,33,,Ermin Zec,44279,,,regular,True,2,0
4098707,17,,Jimmy Durmaz,37504,,,regular,True,1,0
4098693,86,,Jaja,14960,,,regular,False,3,1
4098693,68,,Ryan Babel,1876,,,regular,True,3,0
4098693,24,,Ezequiel Scarione,21946,,,regular,True,2,0
4098693,9,,André Castro,41652,,,regular,True,1,0
4098705,52,,Dirk Kuyt,2221,,,regular,True,1,0
4098701,82,,Tidiane Sane,19169,,,regular,True,2,2
4098701,64,,Erdem Özgenç,60332,,,regular,False,1,2
4098701,38,,Serdar Özkan,30032,,,regular,True,1,1
4098701,12,,Gokhan Unal,5823,,,regular,False,0,1
4098703,66,,Ümit Kurt,135789,,,regular,True,2,0
4098703,55,,Burhan Eşer,43645,,,regular,True,1,0
4098709,74,,Enes Ünal,336655,,,regular,True,1,1
4098709,44,,Burak Yılmaz,18864,,,regular,False,0,1
4098699,49,,Florent Malouda,3304,,,regular,True,2,1
4098699,40,,Tevfik Köse,14976,,,regular,False,1,1
4098699,3,,Adrian Mierzejewski,46148,,,regular,True,1,0
4098697,88,,Hugo Almeida,12935,,,regular,False,2,4
4098697,65,,Julien Escude,1883,,,regular,False,2,3
4098697,51,,Gökhan Töre,88125,,,regular,False,2,2
4098697,41,,Yasin Öztekin,21876,,,regular,True,2,1
4098697,23,,Manuel Fernandes,12982,,,regular,False,1,1
4098697,11,,Bjorn Vleminckx,46070,,,regular,True,1,0
4098717,90,,Ryan Babel,1876,,,regular,False,1,2
4098717,78,,Sanharib Malki,15972,,,regular,False,1,1
4098717,4,,Ali Çamdalı,8870,,,regular,True,1,0
4098713,66,,Jaja,14960,,,regular,True,1,3
4098713,34,,Özgür Özkaya,256669,,,regular,False,0,3
4098713,25,,Ahmet Gorkem Gork,60503,,,regular,False,0,2
4098713,15,,Deniz Yilmaz,26520,,,regular,False,0,1
4098723,58,,Murat Yildirim,60641,,,regular,False,1,2
4098723,35,,Sebastian Pinto,34067,,,regular,False,1,1
4098723,4,,Milan Baroš,699,,,regular,True,1,0
4098725,89,,Alper Potuk,55028,,,regular,True,5,2
4098725,83,,Cicinho,14264,,,regular,False,4,2
4098725,55,,Aatif Chahechouhe,114911,,,regular,False,4,1
4098725,49,,Pierre Webó,4618,,,regular,True,4,0
4098725,35,,Dirk Kuyt,2221,,,regular,True,3,0
4098725,32,,Bruno Alves,13204,,,regular,True,2,0
4098725,15,,Dirk Kuyt,2221,,,regular,True,1,0
4098727,35,,Hugo Almeida,12935,,,regular,True,2,0
4098727,28,,Hugo Almeida,12935,,,regular,True,1,0
4098719,90,,İlhan Parlak,5810,,,regular,True,1,0
4098715,76,,Bjorn Vleminckx,46070,,,regular,False,2,1
4098715,66,,Eren Albayrak,43532,,,regular,True,2,0
4098715,7,,Ali Adnan,331429,,,regular,True,1,0
4098721,88,,Kenan Özer,146364,,,regular,True,3,0
4098721,62,,Oumar Niasse,226780,,,regular,True,2,0
4098721,11,,Bruno Mezenga,60472,,,regular,True,1,0
4098733,75,,Didier Drogba,1222,,,regular,True,1,1
4098733,20,,Tita,5292,,,regular,False,0,1
4098735,57,,Üstün Bilgi,135951,,,regular,True,1,0
4098743,90,,Gilles Binya,30033,,,ownGoal,False,2,5
4098743,81,,David Depetris,63247,,,regular,False,2,4
4098743,79,,Sercan Kaya,86637,,,regular,False,2,3
4098743,61,,Cenk Tosun,72127,,,penalty,True,2,2
4098743,24,,Turgut Şahin,60645,,,regular,True,1,2
4098743,19,,Sercan Kaya,86637,,,penalty,False,0,2
4098743,12,,Ali Adnan,331429,,,regular,False,0,1
4098729,76,,Paulo Henrique,31934,,,regular,True,1,0
4098737,90,,Nemanja Tomić,50241,,,regular,True,1,1
4098737,48,,Diego Biseswar,2209,,,regular,False,0,1
4098741,73,,Aatif Chahechouhe,114911,,,regular,True,3,2
4098741,60,,Veysel Sarı,98276,,,regular,False,2,2
4098741,48,,Manuel Da Costa,14246,,,regular,True,2,1
4098741,9,,John Utaka,1422209,,,regular,True,1,1
4098741,7,,Diomansy Kamara,870,,,regular,False,0,1
4098745,64,,Julien Escude,1883,,,regular,False,0,3
4098745,37,,Tomáš Sivok,12412,,,regular,False,0,2
4098745,14,,Hugo Almeida,12935,,,regular,False,0,1
4098731,35,,Deniz Yilmaz,26520,,,regular,True,2,0
4098731,10,,Ahmet Gorkem Gork,60503,,,regular,True,1,0
