match_id,season_id,round,start_timestamp,home_team,home_team_id,away_team,away_team_id,home_score,away_score,home_ht,away_ht,winner_code,status,status_code
4097907,6673,1,1376678700,Antalyaspor,3056,Kayseri Erciyesspor,3096,0,0,0,0,3,Ended,100
4097897,6673,1,1376758800,Karabükspor,7027,Kasımpaşa,6063,2,0,1,0,1,Ended,100
4097903,6673,1,1376758800,Çaykur Rizespor,3064,Gençlerbirliği,7802,1,0,1,0,1,Ended,100
4097895,6673,1,1376765100,Konyaspor,3085,Fenerbahçe,3052,3,2,0,2,1,Ended,100
4097899,6673,1,1376845200,Akhisarspor,24748,Elazığspor,3068,3,1,1,1,1,Ended,100
4097911,6673,1,1376845200,Eskişehirspor,6364,Bursaspor,3055,2,0,0,0,1,Ended,100
4097905,6673,1,1376851500,Beşiktaş JK,3050,Trabzonspor,3051,2,0,0,0,1,Ended,100
4097901,6673,1,1376931600,Kayserispor,3072,Sivasspor,3076,1,0,0,0,1,Ended,100
4097909,6673,1,1376937900,Galatasaray,3061,Gaziantepspor,3060,2,1,1,0,1,Ended,100
4098707,6673,2,1377283500,Gençlerbirliği,7802,Akhisarspor,24748,3,0,2,0,1,Ended,100
4098693,6673,2,1377363600,Kasımpaşa,6063,Kayserispor,3072,3,1,2,0,1,Ended,100
4098705,6673,2,1377369900,Fenerbahçe,3052,Eskişehirspor,6364,1,0,0,0,1,Ended,100
4098695,6673,2,1377369900,Gaziantepspor,3060,Antalyaspor,3056,0,0,0,0,3,Ended,100
4098701,6673,2,1377450900,Elazığspor,3068,Karabükspor,7027,2,2,1,1,3,Ended,100
4098703,6673,2,1377450900,Sivasspor,3076,Konyaspor,3085,2,0,0,0,1,Ended,100
4098709,6673,2,1377456300,Bursaspor,3055,Galatasaray,3061,1,1,0,1,3,Ended,100
4098699,6673,2,1377536400,Trabzonspor,3051,Çaykur Rizespor,3064,2,1,1,1,1,Ended,100
4098697,6673,2,1377542700,Kayseri Erciyesspor,3096,Beşiktaş JK,3050,2,4,2,1,2,Ended,100
4098717,6673,3,1377882000,Konyaspor,3085,Kasımpaşa,6063,1,2,1,0,2,Ended,100
4098711,6673,3,1377888300,Eskişehirspor,6364,Galatasaray,3061,0,0,0,0,3,Ended,100
4098713,6673,3,1377968400,Kayserispor,3072,Elazığspor,3068,1,3,0,3,2,Ended,100
4098723,6673,3,1377974700,Antalyaspor,3056,Bursaspor,3055,1,2,1,1,2,Ended,100
4098725,6673,3,1377974700,Fenerbahçe,3052,Sivasspor,3076,5,2,3,0,1,Ended,100
4098727,6673,3,1378053000,Beşiktaş JK,3050,Gaziantepspor,3060,2,0,2,0,1,Ended,100
4098719,6673,3,1378054800,Karabükspor,7027,Gençlerbirliği,7802,1,0,0,0,1,Ended,100
4098715,6673,3,1378056600,Çaykur Rizespor,3064,Kayseri Erciyesspor,3096,2,1,1,0,1,Ended,100
4098721,6673,3,1378061100,Akhisarspor,24748,Trabzonspor,3051,3,0,1,0,1,Ended,100
4098733,6673,4,1379091600,Galatasaray,3061,Antalyaspor,3056,1,1,0,1,3,Ended,100
4098735,6673,4,1379170800,Kayseri Erciyesspor,3096,Akhisarspor,24748,1,0,0,0,1,Ended,100
4098743,6673,4,1379179800,Gaziantepspor,3060,Çaykur Rizespor,3064,2,5,1,2,2,Ended,100
4098729,6673,4,1379179800,Trabzonspor,3051,Karabükspor,7027,1,0,0,0,1,Ended,100
4098737,6673,4,1379257200,Gençlerbirliği,7802,Kayserispor,3072,1,1,0,0,3,Ended,100
4098741,6673,4,1379257200,Sivasspor,3076,Eskişehirspor,6364,3,2,1,1,1,Ended,100
4098745,6673,4,1379266200,Bursaspor,3055,Beşiktaş JK,3050,0,3,0,2,2,Ended,100
