match_id,home_ballpossession,away_ballpossession,home_bigchancecreated,away_bigchancecreated,home_totalshotsongoal,away_totalshotsongoal,home_goalkeepersaves,away_goalkeepersaves,home_cornerkicks,away_cornerkicks,home_fouls,away_fouls,home_passes,away_passes,home_totaltackle,away_totaltackle,home_freekicks,away_freekicks,home_yellowcards,away_yellowcards,home_shotsongoal,away_shotsongoal,home_hitwoodwork,away_hitwoodwork,home_shotsoffgoal,away_shotsoffgoal,home_blockedscoringattempt,away_blockedscoringattempt,home_totalshotsinsidebox,away_totalshotsinsidebox,home_totalshotsoutsidebox,away_totalshotsoutsidebox,home_bigchancescored,away_bigchancescored,home_bigchancemissed,away_bigchancemissed,home_accuratethroughball,away_accuratethroughball,home_fouledfinalthird,away_fouledfinalthird,home_offsides,away_offsides,home_accuratepasses,away_accuratepasses,home_throwins,away_throwins,home_finalthirdentries,away_finalthirdentries,home_accuratelongballs,away_accuratelongballs,home_accuratecross,away_accuratecross,home_duelwonpercent,away_duelwonpercent,home_dispossessed,away_dispossessed,home_groundduelspercentage,away_groundduelspercentage,home_aerialduelspercentage,away_aerialduelspercentage,home_dribblespercentage,away_dribblespercentage,home_wontacklepercent,away_wontacklepercent,home_interceptionwon,away_interceptionwon,home_totalclearance,away_totalclearance,home_goalkicks,away_goalkicks,home_redcards,away_redcards,home_ballrecovery,away_ballrecovery
10434031,57,43,4,0,15,17,5,7,5,4,16,15,485,362,32,16,15,12,2,5,11,6,0,0,4,8,0,3,9,10,6,7,3,0,1,0,,,3,4,1,0,414,289,20,21,52,37,27,26,5,7,57,43,9,19,58,34,7,16,11,6,22,10,10,8,24,19,9,8,,,,
10434028,66,34,4,1,28,10,4,6,8,3,11,10,618,311,16,13,9,11,,,10,4,0,0,13,5,5,1,19,4,9,6,3,0,1,1,1,2,3,3,3,2,551,237,13,14,61,47,26,27,12,3,50,50,8,11,30,27,11,14,4,3,11,7,5,11,16,22,7,17,,,,
10433978,48,52,2,3,12,21,7,3,5,4,12,13,374,416,17,16,12,11,3,4,5,9,0,0,7,5,0,7,10,11,2,10,0,1,2,2,,,2,1,2,0,253,311,21,28,52,63,23,34,5,4,53,47,7,13,38,35,17,14,9,8,5,12,14,18,15,23,10,7,1,0,,
10434006,49,51,1,6,12,24,9,3,5,13,8,10,451,465,12,17,10,7,2,1,5,10,0,1,4,8,3,6,7,17,5,7,,,1,6,0,2,1,1,4,7,376,382,15,10,54,56,32,20,2,9,52,48,10,6,33,28,8,10,11,4,8,8,8,15,23,18,11,6,,,,
10434007,41,59,2,3,15,20,2,6,4,5,10,18,346,505,16,18,17,10,1,1,6,4,1,1,6,9,3,7,10,11,5,9,0,1,2,2,1,0,3,2,2,1,259,398,18,22,44,62,26,22,8,5,53,47,12,5,42,33,21,23,9,5,9,12,11,9,28,16,15,8,,,,
10434102,39,61,0,1,8,16,3,3,2,10,17,14,353,541,16,12,14,16,1,4,4,3,0,1,3,8,1,5,6,13,2,3,,,0,1,,,3,3,0,4,264,466,16,21,39,56,21,45,4,13,54,46,6,12,35,29,22,19,6,1,10,8,10,5,18,10,8,6,0,1,,
10433998,70,30,1,5,27,8,1,7,12,2,10,12,599,276,15,19,11,9,2,4,6,3,0,1,13,4,8,1,19,7,8,1,0,2,1,3,1,1,5,1,2,2,509,169,27,14,104,41,51,19,11,1,53,47,14,12,30,40,26,9,4,12,7,13,11,11,5,27,10,20,,,,
10433976,44,56,1,1,12,11,2,2,5,8,13,16,409,529,9,16,15,13,3,3,4,4,0,0,4,4,4,3,8,10,4,1,1,1,,,,,1,2,8,2,296,417,23,18,74,69,27,47,4,9,50,50,11,8,31,31,20,21,7,3,4,12,10,8,18,18,6,6,,,,
10434050,31,69,1,4,11,21,3,2,4,11,15,17,225,520,24,24,15,13,5,3,3,6,0,0,6,5,2,10,9,17,2,4,0,1,1,3,0,1,5,2,3,4,140,436,34,25,47,52,16,21,6,8,50,50,17,14,42,46,14,11,3,10,10,15,7,7,26,14,6,6,1,0,,
10434091,75,25,2,2,31,9,1,4,17,1,13,17,585,202,23,18,17,12,6,4,6,2,2,1,15,3,10,4,17,8,14,1,1,1,1,1,0,1,7,1,,,523,134,23,14,71,38,20,28,13,1,58,42,8,12,49,40,16,7,9,10,15,9,7,14,9,31,5,19,1,1,,
10434036,44,56,1,3,11,19,8,3,4,8,19,12,379,492,23,13,12,18,7,1,4,11,0,0,5,3,2,5,6,10,5,9,0,2,1,1,0,1,3,6,2,1,298,415,12,25,57,72,23,26,4,3,52,48,4,12,39,35,14,13,4,4,12,7,9,5,25,17,7,9,1,0,,
10434075,60,40,,,20,7,2,5,16,1,12,18,482,350,14,24,17,11,2,3,6,2,0,1,6,3,8,2,15,4,5,3,,,,,2,0,3,0,0,1,377,228,39,25,68,48,56,23,8,2,53,47,5,6,36,37,16,9,5,2,6,14,15,16,10,26,8,8,0,1,,
10433986,68,32,1,3,11,13,5,2,7,4,13,11,616,282,15,20,9,13,3,0,3,8,0,2,3,4,5,1,5,11,6,2,0,1,1,2,1,1,4,2,1,3,542,205,27,18,56,51,24,24,3,3,47,53,18,8,33,39,14,13,9,6,13,9,2,16,14,21,9,5,,,,
10434053,54,46,0,3,15,9,3,3,7,2,9,6,570,505,7,10,4,9,1,1,5,5,0,0,7,2,3,2,11,8,4,1,0,2,0,1,1,0,1,2,1,3,501,424,18,22,64,57,40,57,10,3,45,55,5,4,16,21,9,9,5,2,2,6,3,8,15,16,6,11,,,,
10434000,63,37,2,1,15,7,1,3,5,3,10,20,548,329,20,22,19,10,1,2,3,4,0,1,9,2,3,1,6,5,9,2,,,2,1,,,2,1,4,2,445,213,34,15,72,56,34,28,6,3,52,48,8,10,43,39,23,21,4,7,14,17,5,15,11,23,4,11,0,1,,
10434069,66,34,2,2,20,10,4,6,6,2,12,14,668,343,15,22,14,11,1,0,10,4,0,0,3,4,7,2,13,4,7,6,2,0,0,2,0,2,4,1,4,3,592,263,22,19,67,43,29,21,5,0,53,47,9,5,41,38,17,14,12,6,9,12,10,11,4,21,6,4,,,,
10434002,55,45,1,0,13,8,2,7,6,4,14,15,473,405,14,12,15,13,3,2,7,3,1,0,6,3,0,2,11,2,2,6,,,1,0,0,1,3,1,4,1,402,318,16,22,51,48,28,17,9,1,54,46,9,7,36,30,10,9,7,5,11,6,14,6,15,22,5,10,,,,
10434125,32,68,1,2,7,22,6,1,1,6,11,15,298,632,19,16,14,11,3,4,2,7,1,0,3,7,2,8,3,11,4,11,1,1,0,1,1,2,1,2,1,2,198,529,18,31,51,67,23,31,2,6,46,54,8,5,38,45,20,24,4,18,14,11,16,12,24,14,7,6,1,0,,
10434124,56,44,5,4,21,6,3,4,3,3,14,15,610,477,21,18,13,12,0,2,8,3,1,0,9,2,4,1,15,4,6,2,2,0,3,4,2,2,7,0,3,2,520,377,22,10,70,35,29,12,6,1,53,47,12,9,45,43,17,11,11,13,14,13,12,11,16,18,5,11,,,,
10434089,43,57,2,2,19,11,1,6,7,6,8,9,448,616,15,18,9,8,0,2,7,3,0,0,6,4,6,4,12,6,7,5,1,1,1,1,0,1,,,0,1,354,518,19,22,66,61,39,29,8,4,44,56,13,9,27,37,13,13,4,11,7,6,15,10,23,19,9,11,,,,
10434073,36,64,3,0,10,16,4,1,4,9,13,11,311,563,17,12,10,13,4,2,3,5,1,1,6,7,1,4,6,10,4,6,,,3,0,,,3,0,1,2,222,468,17,21,58,84,32,33,3,9,52,48,6,11,37,27,20,26,10,2,11,8,8,13,25,12,8,10,,,,
10434108,59,41,1,4,17,16,5,5,5,11,7,12,506,340,21,19,10,7,1,4,5,8,0,1,8,5,4,3,11,12,6,4,0,2,1,2,3,0,2,2,2,3,415,257,30,23,53,56,28,27,5,4,56,44,13,7,50,34,9,13,19,8,12,11,14,11,18,28,4,9,,,,
10434009,56,44,5,1,25,8,2,6,8,2,12,8,455,362,10,10,7,11,3,1,10,4,0,0,9,4,6,0,16,8,9,0,2,1,3,0,4,2,2,3,0,3,335,257,19,32,50,71,41,28,8,7,45,55,6,4,21,33,22,20,4,12,5,6,7,15,15,17,7,12,,,,
10434035,43,57,2,5,12,16,5,1,9,3,16,16,331,449,15,24,14,15,3,0,1,9,0,0,7,5,4,2,6,11,6,5,0,2,2,3,0,1,0,4,5,0,226,344,30,24,54,53,25,23,5,5,48,52,12,9,40,48,14,11,11,9,10,15,9,22,30,19,9,7,,,,
10434030,47,53,1,3,8,15,3,1,1,7,11,20,442,487,18,19,18,10,0,1,3,7,0,0,4,3,1,5,5,11,3,4,1,2,0,1,1,1,2,4,0,4,332,395,23,21,64,60,18,45,2,3,52,48,12,6,45,40,19,18,9,11,13,11,13,11,21,17,7,8,,,72,82
10434099,50,50,3,1,12,12,2,2,6,3,13,10,504,500,12,17,9,10,,,4,2,0,0,4,6,4,4,8,5,4,7,1,0,2,1,,,2,3,0,2,434,409,20,18,52,57,31,39,2,3,50,50,10,4,30,37,16,9,9,10,4,15,16,8,24,8,11,9,,,,
10434022,63,37,5,1,22,4,0,6,6,1,16,23,561,321,25,23,23,15,2,4,11,1,2,0,7,2,4,1,11,3,11,1,4,1,1,0,1,0,4,1,1,3,472,232,17,26,61,49,35,22,6,1,56,44,9,13,59,46,11,9,11,8,23,15,12,10,18,8,6,9,,,,
10434027,65,35,1,4,8,10,3,2,4,4,9,16,564,303,18,19,14,8,2,2,2,6,0,0,4,3,2,1,3,5,5,5,0,3,1,1,,,5,4,2,5,475,205,16,19,53,56,26,31,5,5,57,43,12,10,43,31,13,11,11,4,10,14,5,6,17,24,6,9,,,,
10434086,43,57,4,2,9,11,1,1,6,8,12,10,426,569,14,7,10,12,1,1,2,2,0,1,4,6,3,3,7,6,2,5,1,1,3,1,1,2,0,1,2,2,335,485,18,13,42,75,22,33,6,5,51,49,3,8,27,27,9,7,3,8,8,4,5,5,18,13,9,8,,,,
10434096,47,53,4,2,12,12,1,1,4,2,15,13,411,460,16,15,13,14,4,2,5,2,0,0,4,8,3,2,10,10,2,2,3,1,1,1,1,1,2,3,1,4,303,351,26,22,65,70,24,25,4,5,49,51,5,6,41,38,14,20,12,10,8,9,12,8,18,12,9,6,,,,
10434117,53,47,4,1,13,12,5,2,4,6,15,8,470,411,22,15,7,13,2,2,7,6,0,0,3,5,3,1,6,9,7,3,3,0,1,1,2,1,3,2,1,3,386,322,14,19,45,70,24,24,3,4,57,43,10,13,42,33,15,10,13,5,14,11,13,7,9,12,8,4,,,,
10434119,67,33,3,3,30,5,3,9,13,1,13,14,585,301,20,12,10,12,0,3,12,5,0,0,13,0,5,0,22,5,8,0,2,1,1,2,1,2,3,0,,,492,214,31,17,69,50,24,22,14,3,54,46,8,12,38,29,16,17,8,5,12,9,4,10,10,36,1,17,0,1,,
10434081,46,54,6,1,18,6,1,5,3,4,10,15,467,554,16,19,15,10,1,0,7,1,1,1,8,4,3,1,13,5,5,1,2,0,4,1,1,1,2,0,4,1,373,434,31,23,61,56,36,32,4,4,54,46,12,12,35,35,15,8,4,6,6,13,14,10,8,26,6,8,,,,
10434105,46,54,2,1,15,14,3,1,5,4,13,8,426,507,14,23,4,13,2,1,2,3,0,1,8,7,5,4,6,5,9,9,1,0,1,1,,,2,5,4,3,336,418,25,16,49,58,32,30,5,6,36,64,10,8,24,39,12,25,6,3,10,11,7,3,19,21,9,11,,,,
10434054,52,48,1,1,22,8,3,9,8,3,15,15,519,500,21,23,13,14,2,3,10,3,0,0,7,2,5,3,18,4,4,4,,,1,1,,,4,0,1,1,420,406,19,15,69,59,42,26,11,1,51,49,7,6,44,44,16,13,10,7,11,16,6,8,7,35,6,9,,,,
10434005,38,62,4,5,20,25,3,8,5,10,13,18,320,530,23,21,15,12,2,3,9,5,2,0,5,10,6,10,12,20,8,5,1,1,3,4,3,1,2,4,3,4,222,437,19,21,54,52,17,18,5,12,54,46,13,16,49,40,14,15,11,8,14,14,5,11,35,14,12,4,,,,
10434107,61,39,1,2,14,17,2,4,10,2,12,12,564,360,12,27,12,12,0,1,4,4,0,1,6,6,4,7,7,9,7,8,0,2,1,0,,,3,3,1,0,468,280,25,14,59,52,47,30,8,3,45,55,19,6,32,45,13,10,8,6,5,12,9,13,6,29,8,12,,,,
10434046,41,59,1,1,9,9,0,1,3,5,15,20,302,437,27,19,19,14,2,2,2,0,0,0,6,8,1,1,5,8,4,1,,,1,1,1,0,5,2,6,0,194,314,31,25,73,73,25,30,4,6,53,47,8,20,57,41,17,24,12,8,20,9,11,15,30,12,9,9,,,,
10434131,51,49,2,0,10,12,3,1,5,7,14,8,411,398,22,22,7,13,3,5,2,3,0,1,8,3,0,6,5,8,5,4,,,2,0,1,0,1,4,2,2,307,286,26,28,48,70,32,34,5,4,49,51,7,14,38,43,13,11,9,8,14,13,8,6,16,13,7,11,0,1,,
10434019,36,64,1,0,7,14,3,2,1,11,7,10,370,639,10,16,10,7,1,1,4,5,0,1,3,9,0,0,5,9,2,5,1,0,,,3,0,0,1,4,0,271,545,20,18,30,91,28,31,1,8,46,54,8,5,35,32,6,17,15,10,6,9,18,14,31,6,13,4,,,,
10434026,47,53,2,2,13,14,0,2,5,8,13,12,365,407,17,13,11,12,2,3,3,0,0,2,9,11,1,3,5,10,8,4,,,2,2,0,2,2,3,1,3,261,313,29,29,64,68,25,31,4,4,49,51,9,14,31,34,14,12,3,9,9,8,13,14,29,11,13,12,,,,
10434013,52,48,2,1,23,11,1,8,6,5,19,16,453,402,14,25,14,17,1,3,10,2,1,0,8,6,5,3,13,7,10,4,1,1,1,0,2,0,2,4,3,3,334,280,20,34,61,62,30,23,3,4,40,60,13,5,36,47,10,23,8,5,9,19,11,10,13,15,10,8,,,,
11050625,71,29,4,0,14,6,4,1,3,1,19,16,654,264,16,19,15,18,1,4,5,4,0,0,7,1,2,1,10,3,4,3,3,0,1,0,,,7,3,0,2,594,195,21,14,73,30,20,21,4,3,52,48,12,12,45,46,13,7,14,9,7,13,6,10,6,20,3,12,0,1,,
11050626,58,42,2,5,29,11,3,5,9,4,16,15,490,360,22,22,13,14,3,7,6,5,2,0,13,5,10,1,23,7,6,4,0,1,2,4,,,3,2,2,2,398,281,24,13,86,48,44,30,14,5,50,50,13,16,38,45,18,10,3,10,9,15,10,12,7,36,7,15,,,,
11050601,39,61,2,2,17,22,8,5,7,7,20,10,349,572,19,15,10,20,,,7,10,1,1,3,7,7,5,10,11,7,11,1,1,1,1,,,3,4,4,1,271,508,13,25,33,81,38,44,4,8,45,55,8,6,38,52,11,9,10,17,16,10,8,9,24,22,12,8,,,,
11068546,36,64,1,1,9,12,4,2,2,10,9,16,386,683,15,8,13,9,1,2,3,4,1,0,4,4,2,4,7,7,2,5,1,0,0,1,,,0,4,2,2,310,614,11,15,33,90,33,28,1,9,62,38,5,5,48,23,14,15,20,6,8,7,6,5,29,8,16,6,1,0,,
11068543,54,46,3,5,16,20,4,5,4,5,18,8,514,433,16,11,8,18,3,1,9,7,1,0,4,8,3,5,12,10,4,10,2,3,1,2,0,2,1,4,1,4,426,360,26,16,53,59,34,32,3,7,52,48,5,8,31,33,14,8,7,6,8,6,10,8,21,15,10,9,,,,
11068544,68,32,3,3,25,12,5,6,7,3,12,11,637,310,6,27,11,12,2,4,7,7,2,0,12,5,6,0,16,7,9,5,1,2,2,1,,,3,2,,,552,205,31,17,96,49,21,29,6,5,40,60,13,2,34,46,12,24,17,7,4,20,11,12,9,49,5,14,1,0,,
11068545,40,60,2,2,15,17,2,2,10,7,13,11,329,516,17,17,11,13,0,1,3,4,0,0,7,7,5,6,10,10,5,7,1,1,1,1,2,1,2,3,4,0,241,427,29,22,53,53,31,25,7,1,47,53,8,7,39,40,12,18,11,10,14,12,8,13,17,17,11,13,,,,
11068548,65,35,0,2,18,6,1,5,2,1,14,13,584,315,13,13,13,13,3,4,6,1,3,0,7,4,5,1,7,4,11,2,,,0,2,0,1,5,1,3,1,512,233,23,10,82,41,33,25,5,0,45,55,5,9,36,38,6,13,10,12,9,8,5,16,8,19,5,12,,,,
11068551,51,49,2,1,20,10,3,8,2,6,18,15,446,421,14,23,14,18,3,1,10,4,0,0,8,4,2,2,14,6,6,4,1,1,1,0,1,1,5,0,0,2,370,336,26,17,34,48,22,18,3,0,48,52,12,8,47,53,12,12,19,12,10,12,5,8,20,25,6,11,,,,
11068550,35,65,1,2,10,15,1,1,3,7,15,10,313,577,19,13,10,14,2,1,4,2,1,1,4,5,2,8,6,8,4,7,0,1,1,1,0,3,1,3,2,2,235,502,17,22,58,66,35,37,1,4,60,40,5,10,51,37,14,7,21,10,13,9,11,11,18,9,9,5,,,,
11068549,34,66,2,1,5,12,3,1,2,2,18,16,305,603,17,14,13,18,2,2,3,5,0,0,0,5,2,2,4,3,1,9,2,1,,,1,0,3,5,7,0,219,514,15,23,45,65,27,35,1,3,43,57,2,12,42,46,5,16,12,14,11,12,11,9,15,10,7,6,,,,
11068611,44,56,7,0,20,5,1,7,7,2,13,18,368,472,14,24,16,13,1,0,10,1,1,0,7,2,3,2,17,2,3,3,3,0,4,0,1,0,1,2,2,2,274,378,36,23,56,61,32,22,11,2,46,54,9,6,45,51,14,18,15,14,12,18,7,11,14,19,6,9,,,,
11068553,69,31,2,0,16,7,2,2,7,1,13,18,572,256,15,26,17,13,3,2,3,2,0,0,8,3,5,2,11,5,5,2,1,0,1,0,2,0,5,3,3,3,468,158,31,18,79,69,40,15,6,2,46,54,13,6,40,54,21,18,8,15,4,15,10,19,8,22,8,9,,,,
11068554,37,63,3,0,18,10,1,4,4,2,16,17,329,546,9,23,16,15,2,2,6,1,0,0,8,6,4,3,11,6,7,4,1,0,2,0,1,0,1,1,1,3,250,462,28,19,46,49,22,21,5,2,43,57,14,2,36,52,15,16,11,14,3,8,9,10,25,6,8,8,,,,
11068555,64,36,1,5,15,21,3,1,7,6,12,11,636,357,12,8,10,12,1,1,6,4,1,0,4,8,5,9,9,14,6,7,1,0,0,5,0,2,4,1,2,1,572,298,14,15,67,47,36,23,6,7,51,49,1,5,33,38,13,6,11,19,7,6,11,10,20,20,10,7,0,1,,
11068558,49,51,1,2,13,12,2,2,10,5,9,15,459,499,19,23,15,9,0,2,2,4,0,0,7,8,4,0,10,10,3,2,,,1,2,,,5,2,3,0,371,394,29,15,58,55,22,35,11,5,46,54,4,8,41,47,9,12,7,15,9,20,9,12,8,21,13,8,1,0,,
11068561,34,66,3,1,8,7,2,1,3,3,13,12,329,615,21,13,11,13,3,4,4,2,1,0,1,3,3,2,8,4,0,3,2,0,1,1,,,2,4,1,0,242,523,12,43,41,96,26,43,1,4,55,45,9,6,45,38,17,13,13,12,10,10,15,8,31,6,6,2,0,1,,
10434114,36,64,1,2,15,17,6,1,4,6,19,19,257,466,23,10,16,16,6,4,3,7,0,0,7,7,5,3,9,13,6,4,0,1,1,1,3,2,0,5,8,4,181,399,19,21,32,60,27,44,3,6,57,43,5,11,52,39,21,16,13,13,11,8,7,13,19,10,13,13,,,,
10434021,59,41,0,1,20,7,1,2,9,5,14,23,488,337,9,12,20,13,1,1,3,2,0,0,10,3,7,2,12,7,8,0,0,1,,,,,3,3,3,0,384,218,21,24,68,57,17,21,6,7,46,54,8,6,36,33,12,24,9,8,2,11,10,6,13,42,8,11,,,,
10434088,47,53,5,0,17,10,2,4,4,2,11,14,429,476,25,19,14,10,1,2,6,2,0,0,6,6,5,2,10,3,7,7,1,0,4,0,2,0,2,0,4,4,345,389,30,20,53,47,36,24,4,3,62,38,7,10,58,38,10,4,19,9,11,13,9,10,15,13,7,9,,,,
10434126,67,33,2,1,12,10,1,0,8,2,13,9,653,336,14,18,8,12,0,2,3,2,1,1,6,7,3,1,5,3,7,7,1,0,1,1,,,3,1,1,4,580,253,17,25,94,33,36,23,7,3,54,46,12,4,40,37,15,9,18,7,10,11,13,9,9,27,6,10,,,,
10434072,57,43,2,3,12,14,3,3,2,7,14,11,595,442,11,7,10,13,2,1,5,5,0,0,5,5,2,4,8,11,4,3,2,1,0,2,0,1,1,2,,,507,362,22,17,53,76,41,33,7,9,54,46,4,8,30,21,11,14,10,2,9,3,6,12,17,10,13,9,,,,
10434040,37,63,7,1,24,7,1,5,3,5,10,6,333,566,16,10,5,10,,,7,1,0,0,11,4,6,2,19,4,5,3,2,0,5,1,1,1,4,0,4,2,248,461,15,20,55,49,31,24,4,3,55,45,2,6,39,32,20,17,18,12,11,9,8,9,19,13,12,13,,,,
10434087,29,71,1,4,4,14,2,1,1,7,10,7,265,642,25,12,7,10,2,2,2,5,0,0,1,7,1,2,3,9,1,5,1,2,0,2,0,1,1,5,2,4,179,566,17,19,45,86,25,33,2,5,45,55,7,10,38,41,7,13,6,19,15,9,8,6,26,3,11,5,,,,
10434092,52,48,2,3,16,11,2,8,3,5,16,18,436,384,17,16,14,15,3,2,9,2,0,2,5,6,2,3,10,9,6,2,1,0,1,3,2,0,3,7,0,2,333,288,22,30,72,70,39,25,4,5,49,51,11,10,40,37,12,17,9,7,8,7,10,13,35,12,10,8,,,,
10434010,59,41,5,3,21,14,1,3,4,2,11,12,582,409,17,7,12,10,0,1,6,5,2,0,8,6,7,3,11,11,10,3,2,2,3,1,0,2,6,2,0,1,485,312,19,22,74,39,39,37,4,5,58,42,4,2,49,28,18,21,20,11,13,6,11,14,7,28,5,13,,,,
10434020,59,41,2,1,19,9,0,2,8,4,22,13,473,323,14,17,12,21,4,4,4,1,1,2,11,5,4,3,9,4,10,5,1,0,1,1,,,6,2,4,4,384,243,16,16,57,41,28,23,5,3,45,55,15,5,32,52,23,14,6,14,5,4,10,11,13,33,7,14,,,,
11092222,33,67,3,0,7,11,1,2,4,7,14,7,276,583,23,17,7,11,2,1,3,3,1,0,2,4,2,4,6,6,1,5,1,0,2,0,0,1,3,2,0,2,194,486,25,28,47,51,28,37,7,7,56,44,12,8,40,42,23,8,10,14,10,11,12,5,28,14,10,9,,,,
10434112,49,51,3,3,22,10,2,5,7,2,15,20,401,442,20,22,20,12,2,4,7,4,0,1,6,4,9,2,13,5,9,5,2,2,1,1,1,0,6,1,5,0,325,351,18,23,74,52,28,26,6,4,51,49,7,9,48,50,14,10,8,16,13,11,14,12,10,28,6,11,,,,
10434079,65,35,4,3,22,8,1,5,8,2,16,19,418,222,20,38,19,13,3,5,7,5,1,0,11,2,4,1,12,4,10,4,1,2,3,1,2,2,8,3,1,4,344,143,31,19,46,42,17,18,7,2,48,52,17,10,58,61,14,16,19,10,18,26,8,11,16,26,3,14,0,1,,
10434056,52,48,2,0,11,11,4,3,8,3,11,19,510,485,14,17,18,11,5,3,3,5,0,1,5,2,3,4,4,8,7,3,,,2,0,,,3,0,2,0,422,394,19,15,51,49,39,33,6,4,58,42,6,3,48,30,7,10,16,2,10,10,13,17,7,15,2,11,0,1,,
10434137,46,54,4,1,11,9,1,2,6,4,13,14,414,485,16,16,14,13,2,3,3,2,0,0,7,5,1,2,10,5,1,4,1,0,3,1,0,3,3,1,4,0,323,392,30,21,59,62,33,21,7,2,46,54,11,8,38,41,17,24,8,13,8,11,18,11,14,21,8,5,,,,
10434008,53,47,1,3,9,13,6,3,8,4,16,17,416,378,30,16,17,14,1,4,6,8,0,0,3,4,0,1,6,10,3,3,0,1,1,2,,,3,1,6,0,320,281,21,24,53,55,21,32,3,7,55,45,9,17,60,44,11,13,14,14,18,10,7,10,18,16,9,4,,,,
10434029,41,59,2,2,15,11,3,5,5,5,17,10,379,531,9,14,10,16,,,7,3,0,0,6,5,2,3,7,8,8,3,1,0,1,2,,,4,4,3,2,289,429,19,25,42,61,24,27,0,6,43,57,5,6,29,40,14,17,10,10,3,10,10,8,24,17,10,9,,,,
10434064,47,53,0,1,11,7,1,4,7,2,14,10,407,473,9,16,9,13,2,0,5,2,0,0,5,3,1,2,6,3,5,4,0,1,,,,,2,2,3,2,320,377,30,23,57,56,20,14,4,5,55,45,7,5,31,35,17,5,13,6,5,8,11,6,12,20,8,10,,,,
10434151,54,46,4,2,16,8,0,7,7,3,16,11,477,402,20,14,10,16,2,4,10,1,1,0,4,6,2,1,11,4,5,4,1,1,3,1,1,0,4,3,3,0,395,298,18,17,55,82,25,28,2,7,50,50,6,10,40,43,13,11,10,13,9,10,11,14,15,14,9,4,,,,
10434094,46,54,3,5,18,20,4,2,5,7,22,12,362,428,9,17,11,19,4,4,5,5,0,0,8,6,5,9,14,13,4,7,3,1,0,4,0,1,1,3,1,1,288,351,17,16,47,70,31,35,6,8,42,58,7,5,29,41,19,24,9,5,6,12,10,10,19,20,9,9,0,1,,
10434138,37,63,2,0,8,11,2,3,1,4,16,15,372,653,18,12,13,15,1,1,4,4,0,0,2,3,2,4,5,9,3,2,1,0,1,0,,,1,1,4,2,280,575,23,23,39,80,31,37,3,3,48,52,8,5,40,45,11,11,9,18,13,8,10,4,18,11,10,5,,,,
10434080,40,60,5,1,15,9,2,5,4,1,12,13,357,551,17,12,13,11,2,2,8,3,1,0,5,4,2,2,9,4,6,5,1,1,4,0,0,1,1,3,3,0,278,471,25,19,45,50,27,27,7,0,51,49,4,6,37,34,7,9,7,11,8,9,18,4,11,11,8,4,0,1,,
10434111,66,34,5,0,29,8,1,10,2,7,11,15,595,297,15,9,14,11,2,0,17,1,0,0,7,2,5,5,15,4,14,4,2,0,3,0,2,0,5,2,1,1,535,219,18,14,78,38,26,21,6,4,53,47,3,7,34,34,15,9,5,14,11,8,6,10,15,20,7,10,0,1,,
10434150,59,41,5,0,22,6,2,6,7,0,7,17,520,377,22,16,16,7,2,3,12,2,1,0,9,4,1,0,16,3,6,3,2,0,3,0,1,0,5,0,0,2,463,314,22,15,51,40,24,24,3,1,54,46,10,8,47,36,2,6,9,13,15,9,8,19,2,23,4,11,,,,
10434017,40,60,3,3,9,13,5,3,4,6,16,15,358,520,16,18,14,12,2,6,4,5,1,1,3,3,2,5,6,12,3,1,1,0,2,3,,,3,6,3,1,286,432,15,19,44,99,31,18,1,8,45,55,11,10,41,48,13,18,12,18,9,13,11,4,29,6,7,3,,,,
10434109,69,31,1,4,19,10,3,6,8,7,14,26,579,247,15,24,26,13,2,7,9,4,2,0,8,3,2,3,13,6,6,4,1,1,0,3,1,1,6,0,3,2,486,159,23,29,65,51,29,24,7,4,59,41,11,5,67,49,25,14,26,12,6,18,8,4,16,23,5,9,,,,
10434034,32,68,1,0,9,11,4,2,2,6,13,13,255,527,20,20,13,11,3,3,3,4,0,0,4,6,2,1,4,8,5,3,1,0,,,,,4,5,1,2,170,440,22,32,48,72,23,38,1,8,44,56,8,9,46,51,16,27,13,20,11,12,14,16,31,4,7,10,,,,
10434100,46,54,2,0,12,12,5,4,6,8,11,18,406,480,17,17,18,10,4,2,4,5,0,0,6,4,2,3,8,6,4,6,,,2,0,0,1,,,2,0,327,399,17,21,39,42,19,13,6,5,54,46,13,13,51,41,10,12,16,14,9,11,8,8,14,13,12,7,,,,
10434076,44,56,1,6,10,19,9,1,6,3,16,12,430,559,7,11,10,16,3,1,2,13,0,0,4,3,4,3,5,12,5,7,1,3,0,3,0,2,3,5,2,1,359,487,19,18,34,73,27,23,6,5,44,56,5,1,27,36,9,10,10,9,4,5,8,6,17,15,10,5,,,,
10434140,51,49,4,2,15,19,2,4,5,8,15,11,436,398,5,11,9,14,5,2,8,4,1,0,5,8,2,7,11,13,4,6,2,1,2,1,,,2,3,0,4,341,312,24,26,61,62,28,34,5,7,42,58,5,2,26,32,7,14,12,7,4,8,7,13,23,22,10,8,,,,
10434012,53,47,0,1,8,8,2,3,3,3,15,10,418,367,16,10,10,14,1,2,3,2,0,0,4,2,1,4,5,5,3,3,,,0,1,,,1,2,3,0,318,271,32,24,64,63,28,26,4,3,54,46,5,8,39,31,18,17,13,7,9,5,9,8,18,13,12,9,0,1,,
