match_id,minute,player_in,player_in_id,player_out,player_out_id,is_home
10434043,90,Emir Kaan Gültekin,903714,İbrahim Yilmaz,135689,True
10434043,90,Valon Ethemi,904945,Jetmir Topalli,987126,True
10434043,85,Berat Ayberk Özdemir,876857,Abdülkadir Ömür,826155,False
10434043,80,Djaniny,975869,Mahmoud Trézéguet,295361,False
10434043,79,Jean Evrard Kouassi,156008,Edin Višća,109779,False
10434043,75,Stefano Denswil,97404,Jens Stryger Larsen,44848,False
10434043,69,Patrick Ebert,8705,Kristal Abazaj,900127,True
10434043,61,Muammer Sarıkaya,816571,Ferhat Yazgan,999427,True
10434043,61,Kagan Bağış,997717,Oğuzhan Berber,148926,True
10434132,89,Mirza Cihan,909289,Mustafa Eskihellaç,899069,False
10434132,86,Karol Angielski,297324,Mustapha Yatabaré,51558,True
10434132,86,Isaac Cofie,45926,Kerem Atakan Kesgin,857745,True
10434132,75,Leke James,226716,Murat Paluli,893014,True
10434132,73,Torgeir Børven,381820,João Figueiredo,841012,False
10434132,73,Alexander Merkel,143228,Furkan Soyalp,226992,False
10434132,64,Valmir Veliu,1014717,Lazar Marković,98461,False
10434039,89,Bernard Mensah,546220,Miguel Cardoso,344009,False
10434039,89,Ramazan Civelek,781408,Emrah Başsan,174141,False
10434039,77,Cenk Tosun,72127,Kartal Kayra Yılmaz,966811,True
10434039,69,Mustafa Pektemek,43643,Mario Gavranović,49351,False
10434039,69,Campanharo,220094,Andrea Bertolacci,47568,False
10434039,57,Georges-Kévin N'Koudou,342909,Jackson Muleka,927649,True
10434039,50,Gökhan Sazdağı,595396,Mame Thiam,180981,False
10434136,87,Kerim Frei,157014,Otabek Shukurov,358890,True
10434136,81,Erencan Yardımcı,989168,Wilson Eduardo,105404,False
10434136,81,Zinedine Ferhat,842400,Daniel Candeias,41835,False
10434136,80,Colin Kazim-Richards,30134,Mbaye Diagne,346790,True
10434136,80,Salih Dursun,179189,Emir Tintiş,1210418,True
10434136,70,Jimmy Durmaz,37504,Matteo Ricci,225132,True
10434136,69,Ahmed Musa,139502,Fabio Borini,89510,True
10434136,69,Oussama Targhalline,1095731,Umut Güneş,876782,False
10434136,59,Oğuz Aydın,999396,Yusuf Özdemir,1084884,False
10434136,59,Tayfur Bingöl,255957,Efecan Karaca,60510,False
10434033,90,Talha Ülvan,1084164,Serginho,849301,True
10434033,86,Mert Kurt,1390413,Sergen Piçinciol,897339,True
10434033,86,Rahmetullah Berisbek,921402,Borja Sainz,992567,True
10434033,81,Semih Güler,325155,Gökhan Inler,4252,False
10434033,81,Berk Yıldız,216696,Britt Assombalonga,151512,False
10434033,75,Tayyip Talha Sanuç,851909,Younès Belhanda,72999,False
10434033,63,Babajide David Akintola,798676,Yusuf Sarı,896364,False
10434033,63,Erol Can Akdag,856249,Murat Cem Akpinar,873813,True
10434033,46,Vukan Savićević,257071,Doğan Can Davas,604856,True
10434065,90,Veysel Sarı,98276,Bünyamin Balcı,967214,True
10434065,89,Bafetimbi Gomis,3530,Yunus Akgün,857738,False
10434065,78,Taylan Antalyalı,190197,Sérgio Oliveira,991493,False
10434065,78,Emre Kılınç,202032,Emre Akbaba,343527,False
10434065,73,Gökdeniz Bayrakdar,952564,Alassane Ndao,1016033,True
10434065,73,Fredy,845281,Luiz Adriano,39438,True
10434065,73,Hakan Özmert,43512,Soner Aydoğdu,69351,True
10434065,63,Sam Larsson,229800,Houssameddine Ghacha,941633,True
10434065,62,Fredrik Midtsjø,98198,Berkan Kutlu,992912,False
10434134,81,Ömer Ali Şahiner,103912,Mahmut Tekdemir,43666,True
10434134,80,Ahmed Touba,856216,Alexandru Epureanu,18577,True
10434134,69,Deniz Türüç,252207,Serdar Gürler,96520,True
10434134,68,Berkay Özcan,806964,Danijel Aleksić,45377,True
10434134,63,Erdem Çetinkaya,993902,Stéphane Bahoken,153220,False
10434134,63,Yunus Malli,136262,Valentin Eysseric,139798,False
10434134,59,Lucas Biglia,17799,Youssouf Ndayishimiye,985934,True
10434134,52,Bersant Celina,281013,Mortadha Ben Ouanes,919225,False
10434134,46,Turgay Gemicibaşı,807398,Aytaç Kara,128196,False
10434134,46,Yasin Özcan,1392102,Recep Yemişçi,826151,False
10434133,88,Fatih Yiğit Şanlıtürk,1091864,Serkan Göksu,595044,False
10434133,79,Isaac Sackey,292965,Antonio Mršić,99233,False
10434133,74,Serdar Dursun,123917,Diego Rossi,831809,True
10434133,74,Mergim Berisha,770083,Joshua King,100621,True
10434133,64,Onur Ayık,67140,Geraldo,244089,False
10434133,64,Valentin Gheorghe,845365,Yonathan Del Valle,34368,False
10434133,64,Emre Nefiz,242823,Durel Avounou,878635,False
10434133,63,Miha Zajc,139256,Enner Valencia,106456,True
10434133,63,Bruma,97012,Emre Mor,826258,True
10434133,46,İsmail Yüksek,952600,Willian Arão,242213,True
10434078,86,Amilton da Silva,803148,Zymer Bytyqi,226784,False
10434078,86,Cebrail Karayel,816485,Ahmet Oğuz,603902,False
10434078,83,Lamine Diack,982317,Abdullah Durak,42224,True
10434078,72,Muhammet Demir,43543,Sokol Cikalleshi,81138,False
10434078,68,Ali Kaan Güneren,867848,Pedrinho,182385,True
10434078,68,Gboly Ariyibi,370644,Anastasios Chatzigiovanis,850770,True
10434078,61,Jesé Rodríguez,110781,Giorgi Beridze,798377,True
10434078,61,Ali Sowe,238394,Federico Macheda,50130,True
10434078,46,Robert Murić,283853,Konrad Michalak,851243,False
10434078,46,Bruno Paz,845821,Amar Rahmanović,138123,False
10434041,90,Yusuf Erdoğan,256663,Mahmoud Trézéguet,295361,True
10434041,88,Kevin Varga,602730,Rúben Ribeiro,44653,False
10434041,80,Mehdi Boudjemaa,960088,Rayane Aabid,297510,False
10434041,75,Djaniny,975869,Andreas Cornelius,183483,True
10434041,74,Sadik Bas,859172,Kamil Ahmet Çörekçi,124728,False
10434041,73,Mohammed Kamara,884538,Dylan Saint-Louis,788833,False
10434041,46,Abdülkadir Ömür,826155,Doğucan Haspolat,846087,True
10434041,46,Onur Ergün,893009,Musa Çağıran,60363,False
10434041,44,Jean Evrard Kouassi,156008,Edin Višća,109779,True
10434048,86,Patrick Ebert,8705,Okan Erdoğan,881213,False
10434048,84,Yaw Ackah,984096,Miguel Cardoso,344009,True
10434048,83,Mustafa Pektemek,43643,Mario Gavranović,49351,True
10434048,67,Kagan Bağış,997717,Oğuzhan Berber,148926,False
10434048,67,Bernard Mensah,546220,Andrea Bertolacci,47568,True
10434048,58,Valon Ethemi,904945,Kristal Abazaj,900127,False
10434048,58,Muammer Sarıkaya,816571,Ferhat Yazgan,999427,False
10434048,57,Ramazan Civelek,781408,Gökhan Sazdağı,595396,True
10434038,86,Uğur Çiftçi,142850,Max Gradel,16590,False
10434038,85,Semih Güler,325155,Gökhan Inler,4252,True
10434038,79,Benjamin Stambouli,105951,Badou Ndiaye,228342,True
10434038,79,Yusuf Sarı,896364,Babajide David Akintola,798676,True
10434038,79,Birkir Bjarnason,13270,Younès Belhanda,72999,True
10434038,71,Clinton N'Jie,291665,Erdoğan Yeşilyurt,142541,False
10434038,71,Karol Angielski,297324,Kerem Atakan Kesgin,857745,False
10434038,64,Mario Balotelli,25530,Britt Assombalonga,151512,True
