match_id,season_id,round,start_timestamp,home_team,home_team_id,away_team,away_team_id,home_score,away_score,home_ht,away_ht,winner_code,status,status_code
14109605,77805,1,1754677800,Gaziantep FK,5138,Galatasaray,3061,0,3,0,3,2,Ended,100
14109603,77805,1,1754755200,Samsunspor,3053,Gençlerbirliği,7802,2,1,1,0,1,Ended,100
14109601,77805,1,1754764200,Antalyaspor,3056,Kasımpaşa,6063,2,1,2,1,1,Ended,100
14109606,77805,1,1754764200,Fenerbahçe,3052,Alanyaspor,6362,,,,,,Postponed,60
14109607,77805,1,1754841600,Çaykur Rizespor,3064,Göztepe,3054,0,3,0,0,2,Ended,100
14109600,77805,1,1754850600,Eyüpspor,7040,Konyaspor,3085,1,4,0,3,2,Ended,100
14109604,77805,1,1754850600,Fatih Karagümrük,4954,Başakşehir FK,3086,,,,,,Postponed,60
14109608,77805,1,1754850600,Kayserispor,3072,Beşiktaş JK,3050,,,,,,Postponed,60
14109602,77805,1,1754937000,Trabzonspor,3051,Kocaelispor,3065,1,0,0,0,1,Ended,100
14613411,77805,1,1758128400,Fatih Karagümrük,4954,Başakşehir FK,3086,0,2,0,0,2,Ended,100
14613405,77805,1,1758128400,Fenerbahçe,3052,Alanyaspor,6362,2,2,0,1,3,Ended,100
14683084,77805,1,1758733200,Kayserispor,3072,Beşiktaş JK,3050,0,4,0,3,2,Ended,100
14109615,77805,2,1755282600,Galatasaray,3061,Fatih Karagümrük,4954,3,0,1,0,1,Ended,100
14109617,77805,2,1755360000,Kocaelispor,3065,Samsunspor,3053,0,1,0,0,2,Ended,100
14109612,77805,2,1755369000,Alanyaspor,6362,Çaykur Rizespor,3064,0,0,0,0,3,Ended,100
14109614,77805,2,1755369000,Göztepe,3054,Fenerbahçe,3052,0,0,0,0,3,Ended,100
14109616,77805,2,1755446400,Gençlerbirliği,7802,Antalyaspor,3056,0,1,0,0,2,Ended,100
14109610,77805,2,1755446400,Konyaspor,3085,Gaziantep FK,5138,3,0,1,0,1,Ended,100
14109613,77805,2,1755455400,Başakşehir FK,3086,Kayserispor,3072,1,1,1,0,3,Ended,100
14109611,77805,2,1755455400,Beşiktaş JK,3050,Eyüpspor,7040,2,1,1,1,1,Ended,100
14109609,77805,2,1755541800,Kasımpaşa,6063,Trabzonspor,3051,0,1,0,0,2,Ended,100
14109622,77805,3,1755887400,Fatih Karagümrük,4954,Göztepe,3054,0,2,0,1,2,Ended,100
14109624,77805,3,1755973800,Fenerbahçe,3052,Kocaelispor,3065,3,1,1,1,1,Ended,100
14109623,77805,3,1755973800,Gaziantep FK,5138,Gençlerbirliği,7802,2,1,1,1,1,Ended,100
14109619,77805,3,1756047600,Konyaspor,3085,Beşiktaş JK,3050,,,,,,Postponed,60
14109621,77805,3,1756047600,Samsunspor,3053,Kasımpaşa,6063,,,,,,Postponed,60
14109626,77805,3,1756047600,Çaykur Rizespor,3064,Başakşehir FK,3086,,,,,,Postponed,60
14109620,77805,3,1756051200,Trabzonspor,3051,Antalyaspor,3056,1,0,1,0,1,Ended,100
14109627,77805,3,1756060200,Kayserispor,3072,Galatasaray,3061,0,4,0,1,2,Ended,100
14109618,77805,3,1756137600,Eyüpspor,7040,Alanyaspor,6362,2,1,1,0,1,Ended,100
14613415,77805,3,1758128400,Samsunspor,3053,Kasımpaşa,6063,0,0,0,0,3,Ended,100
14837589,77805,3,1761152400,Konyaspor,3085,Beşiktaş JK,3050,0,2,0,1,2,Ended,100
14875545,77805,3,1761152400,Çaykur Rizespor,3064,Başakşehir FK,3086,0,0,0,0,3,Ended,100
14109633,77805,4,1756492200,Göztepe,3054,Konyaspor,3085,1,1,0,0,3,Ended,100
14109628,77805,4,1756569600,Kasımpaşa,6063,Gaziantep FK,5138,2,3,0,2,2,Ended,100
14109636,77805,4,1756569600,Kocaelispor,3065,Kayserispor,3072,1,1,0,0,3,Ended,100
14109629,77805,4,1756578600,Antalyaspor,3056,Fatih Karagümrük,4954,1,2,1,1,2,Ended,100
14109634,77805,4,1756578600,Galatasaray,3061,Çaykur Rizespor,3064,3,1,1,0,1,Ended,100
14109632,77805,4,1756656000,Başakşehir FK,3086,Eyüpspor,7040,0,0,0,0,3,Ended,100
14109635,77805,4,1756656000,Gençlerbirliği,7802,Fenerbahçe,3052,1,3,0,3,2,Ended,100
14109631,77805,4,1756665000,Alanyaspor,6362,Beşiktaş JK,3050,2,0,1,0,1,Ended,100
14109630,77805,4,1756665000,Trabzonspor,3051,Samsunspor,3053,1,1,1,0,3,Ended,100
14109637,77805,5,1757772000,Eyüpspor,7040,Galatasaray,3061,0,2,0,0,2,Ended,100
14109641,77805,5,1757772000,Fatih Karagümrük,4954,Kasımpaşa,6063,0,1,0,1,2,Ended,100
14109640,77805,5,1757772000,Samsunspor,3053,Antalyaspor,3056,1,2,0,1,2,Ended,100
14109639,77805,5,1757782800,Beşiktaş JK,3050,Başakşehir FK,3086,2,1,0,0,1,Ended,100
14109638,77805,5,1757782800,Konyaspor,3085,Alanyaspor,6362,1,2,0,1,2,Ended,100
14109645,77805,5,1757858400,Kayserispor,3072,Göztepe,3054,1,1,0,0,3,Ended,100
14109643,77805,5,1757865600,Fenerbahçe,3052,Trabzonspor,3051,1,0,1,0,1,Ended,100
14109642,77805,5,1757865600,Gaziantep FK,5138,Kocaelispor,3065,2,0,0,0,1,Ended,100
14109644,77805,5,1757955600,Çaykur Rizespor,3064,Gençlerbirliği,7802,1,0,0,0,1,Ended,100
14109652,77805,6,1758301200,Göztepe,3054,Beşiktaş JK,3050,3,0,2,0,1,Ended,100
14109654,77805,6,1758376800,Gençlerbirliği,7802,Eyüpspor,7040,1,0,1,0,1,Ended,100
14109647,77805,6,1758387600,Antalyaspor,3056,Kayserispor,3072,1,1,0,0,3,Ended,100
14109648,77805,6,1758387600,Trabzonspor,3051,Gaziantep FK,5138,1,1,0,1,3,Ended,100
14109651,77805,6,1758463200,Başakşehir FK,3086,Alanyaspor,6362,1,1,1,0,3,Ended,100
14109655,77805,6,1758463200,Kocaelispor,3065,Çaykur Rizespor,3064,1,1,1,1,3,Ended,100
14109646,77805,6,1758474000,Kasımpaşa,6063,Fenerbahçe,3052,1,1,0,1,3,Ended,100
14109650,77805,6,1758474000,Samsunspor,3053,Fatih Karagümrük,4954,3,2,0,1,1,Ended,100
14109653,77805,6,1758560400,Galatasaray,3061,Konyaspor,3085,3,1,2,0,1,Ended,100
14109659,77805,7,1758906000,Alanyaspor,6362,Galatasaray,3061,0,1,0,1,2,Ended,100
14109656,77805,7,1758981600,Eyüpspor,7040,Göztepe,3054,0,0,0,0,3,Ended,100
14109661,77805,7,1758981600,Gaziantep FK,5138,Samsunspor,3053,2,2,1,2,3,Ended,100
14109660,77805,7,1758992400,Fatih Karagümrük,4954,Trabzonspor,3051,3,4,1,3,2,Ended,100
14109657,77805,7,1759068000,Konyaspor,3085,Başakşehir FK,3086,2,1,2,0,1,Ended,100
14109663,77805,7,1759068000,Çaykur Rizespor,3064,Kasımpaşa,6063,1,2,0,1,2,Ended,100
14109662,77805,7,1759078800,Fenerbahçe,3052,Antalyaspor,3056,2,0,0,0,1,Ended,100
14109664,77805,7,1759078800,Kayserispor,3072,Gençlerbirliği,7802,1,1,0,1,3,Ended,100
14109658,77805,7,1759165200,Beşiktaş JK,3050,Kocaelispor,3065,3,1,2,0,1,Ended,100
14109666,77805,8,1759510800,Antalyaspor,3056,Çaykur Rizespor,3064,2,5,1,2,2,Ended,100
14109667,77805,8,1759510800,Trabzonspor,3051,Kayserispor,3072,4,0,1,0,1,Ended,100
14109672,77805,8,1759577400,Gençlerbirliği,7802,Alanyaspor,6362,2,2,0,1,3,Ended,100
14109673,77805,8,1759586400,Kocaelispor,3065,Eyüpspor,7040,1,0,0,0,1,Ended,100
14109671,77805,8,1759597200,Galatasaray,3061,Beşiktaş JK,3050,1,1,0,1,3,Ended,100
14109665,77805,8,1759663800,Kasımpaşa,6063,Konyaspor,3085,1,1,0,1,3,Ended,100
14109669,77805,8,1759672800,Fatih Karagümrük,4954,Gaziantep FK,5138,0,2,0,0,2,Ended,100
14109670,77805,8,1759683600,Göztepe,3054,Başakşehir FK,3086,1,0,1,0,1,Ended,100
14109668,77805,8,1759683600,Samsunspor,3053,Fenerbahçe,3052,0,0,0,0,3,Ended,100
