match_id,minute,added_time,scorer,scorer_id,assist,assist_id,goal_type,is_home,home_score,away_score
14109605,45,12,Barış Alper Yılmaz,904096,,,penalty,False,0,3
14109605,16,,Eren Elmalı,981483,Barış Alper Yılmaz,904096,regular,False,0,2
14109605,12,,Barış Alper Yılmaz,904096,,,penalty,False,0,1
14109603,88,,Metehan Mimaroğlu,900809,,,regular,False,2,1
14109603,67,,Carlo Holse,837012,Emre Kılınç,202032,regular,True,2,0
14109603,38,,Marius Mouandilmadji,943593,,,penalty,True,1,0
14109601,40,,Nikola Storm,149796,Veysel Sarı,98276,regular,True,2,1
14109601,31,,Pape Habib Gueye,880778,Mortadha Ben Ouanes,919225,regular,False,1,1
14109601,19,,Güray Vural,43559,Sander van de Streek,220155,regular,True,1,0
14109607,90,6,Anthony Junior Dennis,1484438,,,regular,False,0,3
14109607,90,3,Emersonn,1128844,Rhaldney,992024,regular,False,0,2
14109607,52,,Malcom Bokele,1122632,Janderson,1462989,regular,False,0,1
14109600,79,,Adil Demirbağ,787949,Guilherme Haubert Sityá,224112,regular,False,1,4
14109600,51,,Halil Akbunar,217782,Yalçın Kayan,945548,regular,True,1,3
14109600,33,,Enis Bardhi,355024,,,penalty,False,0,3
14109600,21,,Umut Nayir,284767,Yhoan Andzouana,605548,regular,False,0,2
14109600,5,,Umut Nayir,284767,Melih İbrahimoğlu,998462,regular,False,0,1
14109602,49,,Paul Onuachu,295123,Mustafa Eskihellaç,899069,regular,True,1,0
14613411,69,,Anıl Yiğit Çınar,1198959,,,ownGoal,False,0,2
14613411,65,,Ivan Brnić,916182,Eldor Shomurodov,791355,regular,False,0,1
14613405,90,3,Yusuf Özdemir,1084884,Florent Hadergjonaj,354860,regular,False,2,2
14613405,76,,Youssef En-Nesyri,846470,Cenk Tosun,72127,regular,True,2,1
14613405,72,,Nélson Semedo,252821,Levent Mercan,1085938,regular,True,1,1
14613405,18,,Ibrahim Kaya,996405,Ui-Jo Hwang,791314,regular,False,0,1
14683084,58,,Rafa Silva,252577,Milot Rashica,800411,regular,False,0,4
14683084,45,1,Tammy Abraham,610766,,,regular,False,0,3
14683084,32,,Rafa Silva,252577,,,regular,False,0,2
14683084,15,,Rafa Silva,252577,Orkun Kökçü,907461,regular,False,0,1
14109615,87,,Mauro Icardi,233114,Lucas Torreira,754794,regular,True,3,0
14109615,74,,Fatih Kurucuk,807093,,,ownGoal,True,2,0
14109615,10,,Barış Alper Yılmaz,904096,,,regular,True,1,0
14109617,82,,Aleksandar Jovanović,800971,,,ownGoal,False,0,1
14109616,81,,Nikola Storm,149796,Bünyamin Balcı,967214,regular,False,0,1
14109610,83,,Yhoan Andzouana,605548,Deniz Ertaş,1195772,regular,True,3,0
14109610,50,,Danijel Aleksić,45377,Alassane Ndao,1016033,regular,True,2,0
14109610,18,,Alassane Ndao,1016033,Adil Demirbağ,787949,regular,True,1,0
14109613,68,,Miguel Cardoso,344009,Aaron Opoku,930136,regular,False,1,1
14109613,41,,Ivan Brnić,916182,Onur Ergün,893009,regular,True,1,0
14109611,90,6,Rafa Silva,252577,Gabriel Paulista,124737,regular,True,2,1
14109611,29,,Mame Thiam,180981,,,regular,False,1,1
14109611,19,,Tammy Abraham,610766,,,penalty,True,1,0
14109609,75,,Felipe Augusto,1106681,,,regular,False,0,1
14109622,65,,Janderson,1462989,Amine Cherni,1094487,regular,False,0,2
14109622,40,,Junior Olaitan,1124357,Janderson,1462989,regular,False,0,1
14109624,66,,Anderson Talisca,329245,Oğuz Aydın,999396,regular,True,3,1
14109624,51,,Archie Brown,1009738,Jhon Durán,974577,regular,True,2,1
14109624,22,,Bruno Petković,309306,,,regular,False,1,1
14109624,5,,Milan Škriniar,187205,Çağlar Söyüncü,758608,regular,True,1,0
14109623,90,5,Alexandru Maxim,180511,,,penalty,True,2,1
14109623,44,,Deian Sorescu,797602,Alexandru Maxim,180511,regular,True,1,1
14109623,8,,Žan Žužek,355582,Göktan Gürpüz,997007,regular,False,0,1
14109620,38,,Stefan Savić,76265,,,regular,True,1,0
14109627,90,3,Leroy Sané,293519,Berkan Kutlu,992912,regular,False,0,4
14109627,86,,Victor Osimhen,822471,Nicolò Zaniolo,864898,regular,False,0,3
14109627,46,,Eren Elmalı,981483,Leroy Sané,293519,regular,False,0,2
14109627,36,,Eren Elmalı,981483,,,regular,False,0,1
14109618,68,,Prince Ampem,923888,Calegari,988906,regular,True,2,1
14109618,67,,Florent Hadergjonaj,354860,,,penalty,False,1,1
14109618,1,,Svit Sešlar,946291,Yalçın Kayan,945548,regular,True,1,0
14837589,73,,Tammy Abraham,610766,,,regular,False,0,2
14837589,21,,Wilfred Ndidi,787885,Orkun Kökçü,907461,regular,False,0,1
14109633,85,,Muhammet Tunahan Taşçı,980612,Alassane Ndao,1016033,regular,False,1,1
14109633,50,,Anthony Junior Dennis,1484438,Amine Cherni,1094487,regular,True,1,0
14109628,87,,Haris Hajradinović,254979,,,penalty,True,2,3
14109628,74,,Arda Kızıldağ,904228,Alexandru Maxim,180511,regular,False,1,3
14109628,70,,Pape Habib Gueye,880778,Mortadha Ben Ouanes,919225,regular,True,1,2
14109628,30,,Christophe Lungoyi,883355,Mustafa Burak Bozan,934201,regular,False,0,2
14109628,13,,Melih Kabasakal,828872,Alexandru Maxim,180511,regular,False,0,1
14109636,90,5,Bruno Petković,309306,Rigoberto Rivas,837742,regular,True,1,1
14109636,90,,László Bénes,354558,,,regular,False,0,1
14109629,90,3,Daniel Johnson,291237,Atakan Çankaya,1066338,regular,False,1,2
14109629,42,,Anıl Yiğit Çınar,1198959,Daniel Johnson,291237,regular,False,1,1
14109629,11,,Güray Vural,43559,Nikola Storm,149796,regular,True,1,0
14109634,90,2,Mauro Icardi,233114,Roland Sallai,355088,regular,True,3,1
14109634,73,,Dal Varešanović,979109,,,regular,False,2,1
14109634,65,,Victor Osimhen,822471,Abdülkerim Bardakcı,178963,regular,True,2,0
14109634,20,,Davinson Sánchez,566102,Gabriel Sara,913593,regular,True,1,0
14109635,64,,Dimitris Goutas,257497,,,regular,True,1,3
14109635,40,,Youssef En-Nesyri,846470,,,regular,False,0,3
14109635,35,,Youssef En-Nesyri,846470,Archie Brown,1009738,regular,False,0,2
14109635,14,,Pedro Pereira,807291,,,ownGoal,False,0,1
14109631,76,,Güven Yalçın,826162,Yusuf Özdemir,1084884,regular,True,2,0
14109631,45,5,Ibrahim Kaya,996405,,,penalty,True,1,0
14109630,88,,Marius Mouandilmadji,943593,,,regular,False,1,1
14109630,16,,Paul Onuachu,295123,Oleksandr Zubkov,353282,regular,True,1,0
14109637,89,,Yunus Akgün,857738,Barış Alper Yılmaz,904096,regular,False,0,2
14109637,73,,Mauro Icardi,233114,Ahmed Kutucu,906049,regular,False,0,1
14109641,31,,Muhammed Kadıoğlu,2044133,,,ownGoal,False,0,1
14109640,51,,Carlo Holse,837012,,,regular,True,1,2
14109640,46,,Georgiy Dzhikiya,295495,Lautaro Giannetti,233856,regular,False,0,2
14109640,21,,Soner Dikmen,847782,,,regular,False,0,1
14109639,90,1,Cengiz Ünder,758876,Demir Ege Tıknaz,1142613,regular,True,2,1
14109639,74,,El Bilal Touré,982615,Václav Černý,280631,regular,True,1,1
14109639,71,,Eldor Shomurodov,791355,Deniz Türüç,252207,regular,False,0,1
14109638,79,,Maestro,1002146,Uchenna Ogundu,1996846,regular,False,1,2
14109638,51,,Enis Bardhi,355024,Yhoan Andzouana,605548,regular,True,1,1
14109638,28,,Uchenna Ogundu,1996846,Enes Keskin,897168,regular,False,0,1
14109645,85,,Efkan Bekiroğlu,800458,,,regular,False,1,1
14109645,60,,Miguel Cardoso,344009,László Bénes,354558,regular,True,1,0
14109643,45,,Youssef En-Nesyri,846470,,,regular,True,1,0
14109642,79,,Yusuf Kabadayi,1130113,,,regular,True,2,0
14109642,75,,Kacper Kozłowski,984602,Badou Ndiaye,228342,regular,True,1,0
14109644,90,3,Emrecan Bulut,1480663,Ali Sowe,238394,regular,True,1,0
14109652,84,,Ibrahim Sabra,1522038,,,regular,True,3,0
14109652,19,,Rhaldney,992024,Arda Kurtulan,1063395,regular,True,2,0
14109652,4,,Juan Santos da Silva,1009928,Héliton,922725,regular,True,1,0
14109654,36,,Franco Tongya,965015,Göktan Gürpüz,997007,regular,True,1,0
14109647,90,2,László Bénes,354558,Nurettin Korkmaz,976993,regular,False,1,1
14109647,52,,Georgiy Dzhikiya,295495,Ramzi Safuri,186949,regular,True,1,0
14109648,70,,Paul Onuachu,295123,André Onana,787498,regular,True,1,1
14109648,39,,Kévin Rodrigues,234232,Alexandru Maxim,180511,regular,False,0,1
14109651,51,,Uchenna Ogundu,1996846,,,regular,False,1,1
14109651,29,,Eldor Shomurodov,791355,Miguel Crespo,972410,regular,True,1,0
14109655,45,13,Bruno Petković,309306,,,penalty,True,1,1
14109655,45,1,Ibrahim Olawoyin,1008173,Ali Sowe,238394,regular,False,0,1
14109646,64,,Haris Hajradinović,254979,Mortadha Ben Ouanes,919225,regular,True,1,1
14109646,3,,Marco Asensio,361004,Kerem Aktürkoğlu,903324,regular,False,0,1
14109650,90,3,Anthony Musaba,979473,Logi Tomasson,858266,regular,True,3,2
14109650,81,,David Datro Fofana,1090458,Sam Larsson,229800,regular,False,2,2
14109650,54,,Cherif Ndiaye,868268,Carlo Holse,837012,regular,True,2,1
14109650,52,,Anıl Yiğit Çınar,1198959,,,ownGoal,True,1,1
14109650,31,,Ľubomír Šatka,187231,,,ownGoal,False,0,1
14109653,79,,Umut Nayir,284767,Muhammet Tunahan Taşçı,980612,regular,False,3,1
14109653,64,,Lucas Torreira,754794,Roland Sallai,355088,regular,True,3,0
14109653,45,1,Mauro Icardi,233114,Yunus Akgün,857738,regular,True,2,0
14109653,23,,Yunus Akgün,857738,,,regular,True,1,0
14109659,23,,Mauro Icardi,233114,Wilfried Singo,978285,regular,False,0,1
14109661,75,,Myenty Abena,555422,Kévin Rodrigues,234232,regular,True,2,2
14109661,45,,Christophe Lungoyi,883355,Drissa Camara,958167,regular,True,1,2
14109661,19,,Cherif Ndiaye,868268,,,regular,False,0,2
14109661,4,,Rick Van Drongelen,803023,Ľubomír Šatka,187231,regular,False,0,1
14109660,90,2,David Datro Fofana,1090458,,,regular,True,3,4
14109660,90,1,David Datro Fofana,1090458,Berkay Özcan,806964,regular,True,2,4
14109660,88,,Danylo Sikan,945479,Tim Jabol-Folcarelli,1106446,regular,False,1,4
14109660,45,8,Paul Onuachu,295123,,,penalty,False,1,3
14109660,35,,Paul Onuachu,295123,Wagner Pina,1513625,regular,False,1,2
14109660,28,,Tiago Cukur,1134447,Sam Larsson,229800,regular,True,1,1
14109660,19,,Felipe Augusto,1106681,Wagner Pina,1513625,regular,False,0,1
14109657,57,,Eldor Shomurodov,791355,Miguel Crespo,972410,regular,False,2,1
14109657,45,1,Jerome Opoku,920514,,,ownGoal,True,2,0
14109657,16,,Alassane Ndao,1016033,Jackson Muleka,927649,regular,True,1,0
14109663,90,3,Mortadha Ben Ouanes,919225,Atakan Mujde,1134704,regular,False,1,2
14109663,60,,Giannis Papanikolaou,856988,Emrecan Bulut,1480663,regular,True,1,1
14109663,35,,Pape Habib Gueye,880778,Mortadha Ben Ouanes,919225,regular,False,0,1
14109662,90,2,Sebastian Szymański,847983,,,regular,True,2,0
14109662,65,,Anderson Talisca,329245,,,penalty,True,1,0
14109664,90,1,Indrit Tuci,985412,Talha Sariarslan,1088715,regular,True,1,1
14109664,26,,Oğulcan Ülgün,1063942,M'Baye Niang,139228,regular,False,0,1
14109658,90,3,Oleksandr Syrota,976367,,,ownGoal,True,3,1
14109658,50,,Tayfur Bingöl,255957,Habib Keita,1082953,regular,False,2,1
14109658,10,,Václav Černý,280631,,,regular,True,2,0
14109658,4,,Rafa Silva,252577,Tammy Abraham,610766,regular,True,1,0
14109666,90,1,Valentin Mihăilă,925242,Samet Akaydın,863600,regular,False,2,5
14109666,89,,Tomáš Čvančara,929163,Yohan Boli,797732,regular,True,2,4
14109666,86,,Altin Zeqiri,991742,Ali Sowe,238394,regular,False,1,4
14109666,48,,Jesurun Rak-Sakyi,1101362,Qazim Laci,284395,regular,False,1,3
14109666,13,,Soner Dikmen,847782,Sander van de Streek,220155,regular,True,1,2
14109666,9,,Václav Jurečka,225850,Emrecan Bulut,1480663,regular,False,0,2
14109666,4,,Jesurun Rak-Sakyi,1101362,Qazim Laci,284395,regular,False,0,1
14109667,90,5,Paul Onuachu,295123,,,penalty,True,4,0
14109667,56,,Oleksandr Zubkov,353282,Stefan Savić,76265,regular,True,3,0
14109667,53,,Felipe Augusto,1106681,Christ Inao Oulaï,1888002,regular,True,2,0
14109667,12,,Okay Yokuşlu,97967,Paul Onuachu,295123,regular,True,1,0
14109672,76,,M'Baye Niang,139228,,,penalty,True,2,2
14109672,69,,Ui-Jo Hwang,791314,Ianis Hagi,756344,regular,False,1,2
14109672,66,,Žan Žužek,355582,M'Baye Niang,139228,regular,True,1,1
14109672,14,,Ianis Hagi,756344,,,regular,False,0,1
14109673,85,,Bruno Petković,309306,,,penalty,True,1,0
14109671,55,,İlkay Gündoğan,45853,Lucas Torreira,754794,regular,True,1,1
14109671,12,,Tammy Abraham,610766,,,regular,False,0,1
14109665,72,,Cláudio Winck,155998,Kubilay Kanatsızkuş,828953,regular,True,1,1
14109665,22,,Jackson Muleka,927649,Umut Nayir,284767,regular,False,0,1
14109669,69,,Kacper Kozłowski,984602,Christophe Lungoyi,883355,regular,False,0,2
14109669,55,,Alexandru Maxim,180511,,,penalty,False,0,1
14109670,43,,Juan Santos da Silva,1009928,Allan,987088,regular,True,1,0
14109676,77,,Umut Nayir,284767,Adil Demirbağ,787949,regular,True,2,3
14109676,71,,Tayfur Bingöl,255957,Habib Keita,1082953,regular,False,1,3
14109676,63,,Habib Keita,1082953,Karol Linetty,189135,regular,False,1,2
14109676,51,,Pedrinho,1015939,,,penalty,True,1,1
14109676,44,,Tayfur Bingöl,255957,,,regular,False,0,1
14109677,81,,Franco Tongya,965015,,,regular,False,1,2
14109677,79,,David Jurásek,1030711,,,ownGoal,False,1,1
14109677,47,,Cengiz Ünder,758876,Rafa Silva,252577,regular,True,1,0
14109682,27,,Jesurun Rak-Sakyi,1101362,,,regular,True,1,2
14109682,19,,Paul Onuachu,295123,Christ Inao Oulaï,1888002,regular,False,0,2
14109682,2,,Felipe Augusto,1106681,,,regular,False,0,1
14109679,61,,Leroy Sané,293519,Gabriel Sara,913593,regular,False,1,2
14109679,59,,Eldor Shomurodov,791355,Olivier Kemen,280447,regular,True,1,1
14109679,45,3,Leroy Sané,293519,İlkay Gündoğan,45853,regular,False,0,1
14109683,83,,German Onugkha,928418,Burak Kapacak,836686,regular,True,1,3
14109683,72,,Rick Van Drongelen,803023,,,regular,False,0,3
14109683,64,,Carlo Holse,837012,,,regular,False,0,2
14109683,45,,Carlo Holse,837012,Logi Tomasson,858266,regular,False,0,1
14109678,83,,Ümit Akdağ,1215071,,,regular,True,1,0
14109680,86,,Bachir Gueye,2266453,Abdülkadir Ömür,826155,regular,False,3,2
14109680,84,,Bachir Gueye,2266453,,,regular,False,3,1
14109680,31,,Mohamed Bayo,909318,Drissa Camara,958167,regular,True,3,0
14109680,17,,Kacper Kozłowski,984602,Christophe Lungoyi,883355,regular,True,2,0
14109680,4,,Drissa Camara,958167,Alexandru Maxim,180511,regular,True,1,0
14109681,59,,Serginho,849301,Daniel Johnson,291237,regular,False,2,1
14109681,41,,Marco Asensio,361004,Kerem Aktürkoğlu,903324,regular,True,2,0
14109681,23,,Anderson Talisca,329245,,,penalty,True,1,0
14109675,90,4,Umut Bozok,869839,Svit Sešlar,946291,regular,True,2,0
14109675,15,,Mame Thiam,180981,Mateusz Łęgowski,1064080,regular,True,1,0
14109688,79,,Atakan Çankaya,1066338,Çağtay Kurukalıp,962620,regular,True,2,2
14109688,74,,German Onugkha,928418,João Mendes,857376,regular,False,1,2
14109688,68,,German Onugkha,928418,Miguel Cardoso,344009,regular,False,1,1
14109688,16,,Sam Larsson,229800,,,penalty,True,1,0
14109693,88,,Serdar Dursun,123917,Can Keleş,918408,regular,True,2,0
14109693,62,,Tayfur Bingöl,255957,,,regular,True,1,0
14109686,51,,Christ Inao Oulaï,1888002,Tim Jabol-Folcarelli,1106446,regular,True,2,0
14109686,12,,Felipe Augusto,1106681,Tim Jabol-Folcarelli,1106446,regular,True,1,0
14109685,88,,Eldor Shomurodov,791355,Amine Harit,827522,regular,False,0,4
14109685,53,,Nuno Da Costa,209374,Yusuf Sarı,896364,regular,False,0,3
14109685,45,4,Nuno Da Costa,209374,,,regular,False,0,2
14109685,22,,Eldor Shomurodov,791355,Miguel Crespo,972410,regular,False,0,1
14109691,66,,Mauro Icardi,233114,,,regular,True,3,1
14109691,63,,Gabriel Sara,913593,Yunus Akgün,857738,regular,True,2,1
14109691,19,,Victor Osimhen,822471,,,regular,True,1,1
14109691,6,,Efkan Bekiroğlu,800458,,,regular,False,0,1
14109692,49,,Enis Bardhi,355024,Alassane Ndao,1016033,regular,False,1,2
14109692,45,2,Umut Nayir,284767,,,regular,False,1,1
14109692,28,,Oğulcan Ülgün,1063942,,,regular,True,1,0
14109684,33,,Cláudio Winck,155998,Godfried Frimpong,931743,regular,True,1,1
14109684,5,,Cengiz Ünder,758876,Václav Černý,280631,regular,False,0,1
14109690,88,,Anderson Talisca,329245,Nélson Semedo,252821,regular,False,0,4
14109690,81,,Anderson Talisca,329245,,,regular,False,0,3
14109690,21,,Youssef En-Nesyri,846470,Marco Asensio,361004,regular,False,0,2
14109690,5,,Youssef En-Nesyri,846470,,,regular,False,0,1
14109687,43,,Jesurun Rak-Sakyi,1101362,Loide Augusto,1110708,regular,False,1,1
14109687,7,,Carlo Holse,837012,Anthony Musaba,979473,regular,True,1,0
14109698,90,1,Eldor Shomurodov,791355,,,penalty,True,1,0
14109699,45,1,Juan Santos da Silva,1009928,Novatus Miroshi,1103597,regular,True,1,0
14109695,59,,Umut Nayir,284767,Yhoan Andzouana,605548,regular,True,1,3
14109695,57,,Riechedly Bazoer,227196,,,ownGoal,False,0,3
14109695,13,,Cherif Ndiaye,868268,Celil Yüksel,806972,regular,False,0,2
14109695,5,,Anthony Musaba,979473,,,regular,False,0,1
14109702,81,,Indrit Tuci,985412,Ramazan Civelek,781408,regular,True,3,2
14109702,67,,Kubilay Kanatsızkuş,828953,,,regular,False,2,2
14109702,32,,Stefano Denswil,97404,João Mendes,857376,regular,True,2,1
14109702,19,,Cláudio Winck,155998,Attila Szalai,823092,regular,False,1,1
14109702,11,,Furkan Soyalp,226992,João Mendes,857376,regular,True,1,0
14109696,83,,Jhon Durán,974577,,,regular,False,2,3
14109696,45,3,Marco Asensio,361004,Dorgeles Nene,1102788,regular,False,2,2
14109696,32,,İsmail Yüksek,952600,,,regular,False,2,1
14109696,22,,Emirhan Topçu,895009,El Bilal Touré,982615,regular,True,2,0
14109696,5,,El Bilal Touré,982615,Václav Černý,280631,regular,True,1,0
14109694,75,,Yohan Boli,797732,Bünyamin Balcı,967214,regular,False,0,1
14109701,83,,Attila Mocsi,889382,,,regular,True,1,0
14109711,53,,M'Baye Niang,139228,,,penalty,True,2,1
14109711,46,,Eldor Shomurodov,791355,Miguel Crespo,972410,regular,False,1,1
14109711,35,,Thalisson Kelven,863277,Tom Dele-Bashiru,904845,regular,True,1,0
14109708,74,,Kévin Rodrigues,234232,Melih Kabasakal,828872,regular,True,2,2
14109708,59,,Kévin Rodrigues,234232,,,ownGoal,False,1,2
14109708,29,,Ali Sowe,238394,,,regular,False,1,1
14109708,2,,Mohamed Bayo,909318,Kacper Kozłowski,984602,regular,True,1,0
14109705,73,,Ianis Hagi,756344,Maestro,1002146,regular,False,1,1
14109705,15,,Paul Onuachu,295123,,,regular,True,1,0
14109704,81,,Jota Silva,1011895,Václav Černý,280631,regular,False,1,3
14109704,51,,Yohan Boli,797732,,,regular,True,1,2
14109704,27,,Tiago Djaló,892735,Cengiz Ünder,758876,regular,False,0,2
