player_id,team_id,season_id,appearances,matches_started,minutes_played,goals,assists,expected_goals,expected_assists,yellow_cards,red_cards,rating,total_shots,shots_on_target,accurate_passes,total_passes,accurate_passes_pct,key_passes,tackles,interceptions,successful_dribbles,ground_duels_won_pct,aerial_duels_won_pct,saves,clean_sheets,goals_conceded,big_chances_created,big_chances_missed
822471,3061,77805,19,16,1449,12,4,12.8432,1.58007148,6,0,7.0526315789474,76,34,178,236,75.423728813559,21,13,7,6,38.095238095238,53.623188405797,0,4,10,5,17
233114,3061,77805,24,9,1037,13,0,9.9237,1.10170205,1,0,6.9,53,24,150,192,78.125,13,0,1,4,28,34.48275862069,0,2,9,2,9
875136,3061,77805,6,5,427,0,2,0.7351,1.6188372,1,0,7.15,11,3,199,238,83.613445378151,11,2,1,10,46.875,100,0,1,3,5,0
45853,3061,77805,17,11,1012,2,3,2.097,1.97844608,1,0,7.1294117647059,10,2,732,781,93.725992317542,21,21,10,6,58.730158730159,75,0,1,8,4,1
293519,3061,77805,21,20,1736,6,4,5.631,5.28138715,1,1,7.247619047619,42,11,676,793,85.245901639344,35,30,9,53,47.208121827411,41.666666666667,0,5,15,12,6
913593,3061,77805,24,19,1656,5,2,2.2319,5.51588708,1,0,7.2333333333333,32,11,812,934,86.937901498929,51,27,15,16,46.09375,45.945945945946,0,5,13,6,1
904096,3061,77805,23,20,1735,6,9,7.0608,3.97541344,4,0,7.1347826086957,50,21,401,502,79.880478087649,45,18,3,39,47.368421052632,55.555555555556,0,2,16,9,1
307284,3061,77805,20,15,1265,0,0,1.6755,0.78544732,6,0,6.91,15,5,786,851,92.361927144536,5,24,20,2,54.385964912281,75,0,1,9,1,2
1092769,3061,77805,5,0,89,0,0,0.374,0.25456483,0,0,6.625,6,1,43,45,95.555555555556,4,0,1,3,42.857142857143,0,0,0,2,0,1
857738,3061,77805,22,18,1396,5,8,4.285,4.71767536,0,0,7.2190476190476,27,9,523,600,87.166666666667,35,14,8,19,42.201834862385,42.857142857143,0,3,7,9,6
754794,3061,77805,23,22,1781,2,4,0.9152,1.36600748,4,0,7.1260869565217,20,7,1138,1249,91.11289031225,21,42,14,4,55.357142857143,33.333333333333,0,4,13,2,1
906049,3061,77805,8,0,84,0,1,0.3298,0.3240195,0,0,6.5,6,1,22,25,88,2,3,1,1,33.333333333333,50,0,0,0,1,0
2119726,3061,77805,2,0,40,1,0,0.8549,0.01603231,0,0,7.1,1,1,43,45,95.555555555556,0,2,0,0,63.636363636364,0,0,0,1,0,0
1417051,3061,77805,1,0,1,0,0,0.0929,0.0201447,0,0,0,1,0,1,1,100,0,1,0,0,100,0,0,0,0,0,0
980418,3061,77805,6,3,294,1,0,0.2633,0.10353632,0,0,6.6666666666667,3,2,128,136,94.117647058824,3,10,1,1,44.444444444444,33.333333333333,0,0,3,0,1
566102,3061,77805,23,22,1794,1,0,0.9795,0.72849585,4,1,7.1391304347826,12,3,1242,1373,90.458849235251,9,36,16,8,55.46218487395,59.701492537313,0,7,13,1,1
978285,3061,77805,13,8,634,1,1,0.5975,0.85088802,2,0,6.9166666666667,6,1,370,422,87.677725118483,1,10,13,6,65.116279069767,64.705882352941,0,1,8,1,1
355088,3061,77805,22,20,1844,1,3,1.8281,2.78358575,3,1,7.0772727272727,24,8,848,962,88.149688149688,22,39,21,7,53.691275167785,58.536585365854,0,7,11,5,2
897291,3061,77805,17,9,806,0,0,0.1601,0.87354488,1,0,6.7941176470588,5,0,342,412,83.009708737864,7,18,7,6,64.583333333333,60.869565217391,0,2,5,0,0
178963,3061,77805,24,24,2022,0,1,1.0029,1.04762442,4,0,7.225,15,2,1305,1448,90.124309392265,11,37,24,7,66.666666666667,54.022988505747,0,7,14,4,1
981483,3061,77805,19,14,1293,3,0,1.2148,2.06805989,3,0,7.0105263157895,11,4,587,658,89.209726443769,22,25,11,7,47.252747252747,57.5,0,5,7,4,1
138152,3061,77805,15,1,306,0,0,0.2782,0.08995548,1,0,6.8142857142857,4,0,197,210,93.809523809524,1,7,4,1,70.588235294118,63.636363636364,0,0,2,1,0
997155,3061,77805,2,0,24,0,0,,0.0008143,0,0,6.75,0,0,8,9,88.888888888889,0,1,1,0,100,0,0,0,0,0,0
1464636,3061,77805,7,0,131,0,0,0.0581,0.00513989,0,0,6.6,1,0,53,60,88.333333333333,0,3,1,0,60,40,0,0,4,0,0
754330,3061,77805,23,23,2070,0,0,,0.09847303,2,0,7.1782608695652,0,0,672,873,76.975945017182,1,0,0,1,85.714285714286,100,65,10,15,0,0
103457,3061,77805,7,7,630,0,0,,0.00636665,2,0,7.1,0,0,197,226,87.16814159292,0,0,0,0,0,100,13,4,4,0,0
903324,3052,77805,22,18,1415,4,4,2.7069,3.18242759,3,0,6.9545454545455,26,12,321,422,76.0663507109,41,20,9,17,52.380952380952,33.333333333333,0,0,21,6,1
1102788,3052,77805,21,12,1178,8,3,4.9519,1.77931552,2,0,7.0190476190476,29,16,321,394,81.472081218274,21,21,17,9,46.39175257732,44.444444444444,0,2,13,3,3
1514916,3052,77805,7,4,377,2,0,1.3024,0.13677853,0,0,6.6142857142857,8,7,44,61,72.131147540984,2,2,0,1,40.909090909091,43.75,0,0,8,0,3
234148,3052,77805,7,6,529,1,0,0.2496,0.56285169,2,0,6.9714285714286,5,1,280,322,86.95652173913,7,20,10,2,52.272727272727,72.727272727273,0,0,11,1,0
361004,3052,77805,23,21,1852,11,12,6.0889,4.33593265,2,0,7.3565217391304,66,25,694,801,86.641697877653,50,14,9,17,41.111111111111,75,0,2,22,12,6
329245,3052,77805,24,18,1492,13,3,11.7936,1.59298576,1,0,7.0625,84,33,349,421,82.897862232779,19,6,7,13,44.565217391304,43.636363636364,0,1,12,1,7
243623,3052,77805,25,12,1130,0,2,2.0062,2.11300284,1,0,7,33,10,668,784,85.204081632653,25,36,13,10,57.264957264957,42.857142857143,0,1,10,4,2
