team_id,season_id,matches,goalsScored,goalsConceded,assists,shots,shotsOnTarget,bigChances,bigChancesCreated,averageBallPossession,totalPasses,accuratePassesPercentage,tackles,interceptions,clearances,saves,yellowCards,redCards,avgRating
3061,63814,35,91,31,60,642,240,154,116,57.485714285714,15331,82.32339703868,538,331,758,86,84,3,7.0975700934579
3052,63814,36,90,39,55,628,245,143,104,54.361111111111,16152,82.29940564636,581,304,680,78,81,1,7.052972972973
3053,63814,36,55,41,44,448,160,88,69,49.611111111111,14651,79.305166882807,587,304,855,92,86,2,6.9524621212121
3050,63814,36,59,36,37,502,176,107,80,56.333333333333,16880,83.00355450237,585,298,800,100,65,4,7.0192236598891
3086,63814,36,60,56,37,437,167,105,79,52.944444444444,14938,81.717766769313,528,326,753,99,83,5,6.9060109289618
7040,63814,36,52,47,35,387,156,92,72,52.694444444444,14965,82.933511526896,612,328,836,120,96,3,6.922962962963
3051,63814,36,58,45,47,501,160,94,74,56.694444444444,16894,84.657274772108,546,314,621,126,80,2,6.9880907372401
3054,63814,36,59,50,38,571,190,110,80,44.277777777778,11412,70.294426919033,570,371,932,87,78,3,6.9023465703971
3064,63814,36,52,58,40,440,151,95,80,51.055555555556,14580,81.56378600823,552,328,784,95,86,5,6.836329588015
6063,63814,36,62,63,40,512,172,81,60,54.25,15085,79.787868743785,578,335,779,83,93,3,6.9382178217822
3085,63814,36,45,50,37,440,137,71,61,45.722222222222,12613,76.421152778879,515,332,810,113,97,5,6.8519434628975
6362,63814,36,43,50,28,423,127,77,55,51.333333333333,15192,81.924697209057,537,282,793,105,95,2,6.9062868369352
3072,63814,36,45,57,36,396,151,85,70,47.194444444444,13396,78.105404598388,577,315,986,121,94,7,6.8333944954128
5138,63814,36,45,50,31,443,161,77,56,45.888888888889,12731,78.475935828877,577,320,859,121,99,5,6.8676416819013
3056,63814,36,37,62,26,377,124,75,52,52,15055,80.697442710063,562,341,699,102,74,2,6.7963636363636
202390,63814,36,26,43,16,415,122,56,35,41.388888888889,11376,74.208860759494,611,329,962,103,64,4,6.8371584699454
3076,63814,36,44,60,33,389,128,71,58,44.777777777778,12945,80.617999227501,554,259,897,129,88,10,6.8369024856596
3091,63814,36,47,74,30,414,150,70,46,47.444444444444,13556,79.750663912659,550,363,914,137,100,5,6.7767924528302
3101,63814,35,34,92,20,365,134,47,31,44.6,12314,78.033133019328,604,302,785,142,78,3,6.6942965779468
