match_id,minute,player_in,player_in_id,player_out,player_out_id,is_home
12528189,87,Yunus Akgün,857738,Hakim Ziyech,249437,True
12528189,87,Jonathan Okoronkwo,1188543,Joelson Fernandes,1032547,False
12528189,87,Berkan Kutlu,992912,Derrick Köhn,886737,True
12528189,84,Armin Hodžić,928333,Rui Pedro,862672,False
12528189,70,Michy Batshuayi,147745,Léo Dubois,552680,True
12528189,70,Kerem Aktürkoğlu,903324,Dries Mertens,32493,True
12528189,66,Rigoberto Rivas,837742,Funsho Bamgboye,822469,False
12528189,57,Gabriel Sara,913593,Kerem Demirbay,142619,True
12528188,90,Adem Eren Kabak,1016473,Umut Nayir,284767,False
12528188,87,Gökhan Gül,797820,Loret Sadiku,143356,True
12528188,78,Louka Prip,976127,Alassane Ndao,1016033,False
12528188,78,Oğulcan Ülgün,1063942,Ufuk Akyol,859546,False
12528188,62,Danijel Aleksić,45377,Yusuf Erdoğan,256663,False
12528191,85,Emrecan Uzunhan,997684,Veysel Sarı,98276,True
12528191,85,Ramzi Safuri,186949,Moussa Djenepo,869910,True
12528191,82,İsmail Köybaşı,43605,Djalma,973933,False
12528191,72,Jakub Kałuziński,1019026,Erdal Rakip,319871,True
12528191,68,Lasse Nielsen,21547,Nazım Sangaré,169425,False
12528191,68,Taha Altıkardeş,1101279,Koray Günter,138165,False
12528191,64,Doğan Erdoğan,257407,Isaac Solet,1606478,False
12528191,64,David Tijanič,827369,Yalçın Kayan,945548,False
12528191,64,Braian Samudio,892933,Sam Larsson,229800,True
12528191,63,Emre Uzun,1212159,Sander van de Streek,220155,True
12528186,90,Oğuz Aydın,999396,İrfan Can Kahveci,226986,True
12528186,88,Çağlar Söyüncü,758608,Ferdi Kadıoğlu,825844,True
12528186,87,Ali Yavuz Kol,910091,Édouard Michut,1048011,False
12528186,77,Nabil Alioui,873049,Tayfun Aydoğan,816435,False
12528186,77,Abdulsamet Burak,900798,José Rodríguez,138394,False
12528186,77,Breyton Fougeu,1545020,Jovan Manev,1111781,False
12528186,76,Youssef En-Nesyri,846470,Edin Džeko,14990,True
12528186,76,Mert Müldür,836683,Bright Osayi-Samuel,791616,True
12528186,76,Bartuğ Elmaz,997165,Allan Saint-Maximin,347010,True
12528186,65,Bunyamin Balat,996317,Yusuf Sarı,896364,False
12528185,90,Ziya Erdal,138312,Charis Charisis,317297,True
12528185,90,Alaaddin Okumuş,844640,Murat Paluli,893014,True
12528185,87,Enis Destan,1012480,Enis Bardhi,355024,False
12528185,82,Achilleas Poungouras,783466,Azizbek Turgunboev,971572,True
12528185,82,Bekir Turaç Böke,997681,Alex Pritchard,180009,True
12528185,76,Ozan Tufan,251907,Denis Drăguş,841199,False
12528185,69,Queensy Menig,232318,Emrah Başsan,174141,True
12528185,62,Anthony Nwakaeme,139455,Cihan Çanak,1127335,False
12528185,61,John Lundstram,149815,Okay Yokuşlu,97967,False
12528185,46,Batista Mendy,859021,Stefan Savić,76265,False
12528190,87,Furkan Bayır,1003161,Sergio Córdova,881222,True
12528190,80,Anastasios Chatzigiovanis,850770,Ahmed Kutucu,906049,False
12528190,80,Tayfur Bingöl,255957,Emre Akbaba,343527,False
12528190,66,Gaius Makouta,847013,Nicolas Janvier,802150,True
12528190,66,Serdar Dursun,123917,Yusuf Özdemir,1084884,True
12528190,62,Taşkın Ilter,171911,Fredrik Midtsjø,98198,False
12528190,62,Umut Meraş,609746,Caner Erkin,15680,False
12528190,36,Samu Sáiz,99527,Recep Niyaz,116944,False
12528192,89,Onur Bulut,142494,Milot Rashica,800411,False
12528192,87,Bedirhan Çetin,1215897,Ľubomír Šatka,187231,True
12528192,79,Jackson Muleka,927649,Ciro Immobile,45923,False
12528192,78,Emirhan Topçu,895009,Rafa Silva,252577,False
12528192,74,Ercan Kara,843039,Marius Mouandilmadji,943593,True
12528192,74,Soner Aydoğdu,69351,Carlo Holse,837012,True
12528192,71,Jean Onana,978301,Semih Kılıçsoy,1142606,False
12528192,62,Gaëtan Laura,1004042,Arbnor Muja,890695,True
12528192,62,Landry Dimata,826944,Kingsley Schindler,169113,True
12528192,46,Necip Uysal,43394,Gabriel Paulista,124737,False
12528193,90,İlker Karakaş,921406,Kenan Kodro,591140,False
12528193,87,Ahmet Aslan,1134098,Fredy,845281,True
12528193,82,Furkan Soyalp,226992,Mustafa Eskihellaç,899069,False
12528193,79,Zdravko Dimitrov,871342,Pedro Brazão,981535,True
12528193,79,Celal Dumanli,903334,Gökdeniz Bayrakdar,952564,True
12528193,60,Haqi Osman,1126525,Samet Yalçın,789102,True
12528193,60,Kenan Özer,146364,Burak Çoban,804197,True
12528193,60,Enric Saborit,253303,Kacper Kozłowski,984602,False
12528193,59,Godfrey Bitok Stephen,988050,Salem M'Bakata,940367,False
12528193,59,Deian Sorescu,797602,Alexandru Maxim,180511,False
12528187,90,Mithat Pala,1016393,Ibrahim Olawoyin,1008173,True
12528187,78,Krzysztof Piątek,558738,Philippe Keny,988909,False
12528187,78,Deniz Türüç,252207,João Figueiredo,841012,False
12528187,71,Halil Ibrahim Pehlivan,777291,Casper Højer,281233,True
12528187,71,Martin Minchev,878699,Altin Zeqiri,991742,True
12528187,64,Amir Hadžiahmetović,795421,Dal Varešanović,979109,True
12528187,57,Onur Ergün,893009,Berat Ayberk Özdemir,876857,False
12528187,46,Davidson,814334,Serdar Gürler,96520,False
12528187,29,Hamza Güreler,1562294,Jerome Opoku,920514,False
12528199,90,Yunus Akgün,857738,Barış Alper Yılmaz,904096,False
12528199,90,Berkan Kutlu,992912,Léo Dubois,552680,False
12528199,88,Emrehan Gedikli,997130,Oğulcan Ülgün,1063942,True
12528199,84,Elias Jelert,1126433,Kerem Aktürkoğlu,903324,False
12528199,83,Michy Batshuayi,147745,Dries Mertens,32493,False
12528199,78,Sokol Cikalleshi,81138,Yusuf Erdoğan,256663,True
12528199,78,Melih İbrahimoğlu,998462,Danijel Aleksić,45377,True
12528199,72,Louka Prip,976127,Alassane Ndao,1016033,True
12528199,66,Kerem Demirbay,142619,Gabriel Sara,913593,False
12528196,90,Bekir Turaç Böke,997681,Rey Manaj,587882,False
12528196,90,Ziya Erdal,138312,Charis Charisis,317297,False
12528196,84,Samba Camara,837301,Emirhan Başyiğit,1149004,False
12528196,84,Talha Sariarslan,1088715,Mehdi Bourabia,98003,True
12528196,80,Achilleas Poungouras,783466,Emrah Başsan,174141,False
12528196,80,Jan Biegański,935966,Alex Pritchard,180009,False
12528196,78,Ali Karimi,803869,Mehmet Eray Özbek,1011955,True
12528196,62,Stéphane Bahoken,153220,Carlos Mané,859748,True
12528196,62,Aylton Boa Morte,883918,Ramazan Civelek,781408,True
12528194,90,Seyfettin Anıl Yaşar,999646,Ibrahim Olawoyin,1008173,False
12528194,90,Martin Minchev,878699,Babajide David Akintola,798676,False
12528194,82,Ali Yavuz Kol,910091,Édouard Michut,1048011,True
12528194,76,Bunyamin Balat,996317,Yusuf Sarı,896364,True
12528194,76,Emrecan Bulut,1480663,Altin Zeqiri,991742,False
12528194,76,Abdulsamet Burak,900798,Jovan Manev,1111781,True
12528194,67,Abat Aimbetov,189193,José Rodríguez,138394,True
12528194,64,Amir Hadžiahmetović,795421,Dal Varešanović,979109,False
12528194,46,Nabil Alioui,873049,Tayfun Aydoğan,816435,True
12528201,90,Taha Altıkardeş,1101279,Lasse Nielsen,21547,True
12528201,88,Cenk Tosun,72127,Youssef En-Nesyri,846470,False
12528201,87,Rade Krunić,155449,Dušan Tadić,38560,False
12528201,74,Ferdi Kadıoğlu,825844,Allan Saint-Maximin,347010,False
12528201,74,Mert Müldür,836683,Bright Osayi-Samuel,791616,False
12528201,66,David Tijanič,827369,Isaac Solet,1606478,True
12528201,65,Ahmed Ildız,849329,Doğan Erdoğan,257407,True
